,txt
2240,또 봐도 잼  
2242,2020년대에도 기어코 아니 더욱이 어른들의 마음을 울리리라는 픽사의 결의 
2243,집에서 혼자 있을땐 그녀의 동영상을 간혹보고 밖에서는 성상품화란 딱지붙이고 주인공의 이중성에 바로 껐다게다가 잠만자는 사이의 동료도 있어모순아니니tv를 켜라성상품화 안된것이 어딨냐수많은 아이돌그룹들도 섹시하고 청순하고 매력이 있는 애들이 탑이다이걸 상품화시키는게 나쁜거냐 상품화의 기준이 뭐냐이쁘고 피지컬 좋은것도 재능이고 능력이다별2개는 결말의 반전을 기대하고 두개준다 
2244,영화보고 나와서 좋은 얼굴의 사람을 못봤다 
2245,10년째 과거 운운 하는 애들은 도대체 뭐 하는 얘들이냐 ㅋㅋ이수는 그동안 얼마나 변했는데 느그들은 10년째 뭐 하나 혼자 한 거라도 있누 ㅋㅋ 열등감에 그만 찌들어 살아라 ㄹㅇ 
2246,인내심을 갖고 꼭 쿠키영상 보고 나오세요 어른을 위한 영화였어요 
2248,기대 이상으로 1편만큼 잘만든 영화 
2249,내 얼굴 한 번 만져주오 
2250,밑에 글 뭘 쌀뻔함이미 싸고 지리고 가라입고 말리는중인디 
2251,레리는 친구가 필요해요 그리고 엄마 죽음 
2252,10살 내딸은 이영화의 재미에 웃었고 40살인 나는 이 영화의 위로에 눈물을 흘렸다 
2253,그냥 보세요 돈이 아깝지 않습니다 
2254,007 은 남성쾌락호걸의 상징이다 근본없는 정체성찾기 하지마라 
2255,마지막 옥주의 울음은 할아버지의 빈자리만으로 터진 울음은 아닐것이다 사춘기 옥주에겐 자기 현실에 대한 모든 슬픔이 담겨 끝내 울음 터진것 것 같다 
2256,somewhere over the rainbow 가 이렇게 슬프다니 고통스러워 보기 힘들 정도라니 울고싶다 
2258,언제봐도 눈과 귀가 즐거운 영화 
2259,꿈이 뭐냐는 질문을 자주 하죠 하지만 그 질문은 이제 좀 바뀔 필요가 있다고 생각해요 
2260,히어로물중 최고의 시리즈 
2261,중간에 지루한 타임도 있었지만 재밌었어요 
2262,긴장감최고입니다요 
2263,영상미 뿜뿜으로 정말 예쁜영화네요 
2265,내용 좋아요 연기도 좋고요 
2266,긴장감을 위한 장치들의 의문점들이 다 보고 나니 풀려있는게 아니라 남아있는 것은 불쾌 
2268,여성서사 영화 늘 환영합니다 더더 흥행했으면 
2269,보고 나면 왠지 모르게 쓸쓸해지고 슬프네 
2271,가볍게 보던 중 마음을 울리는 영화였음 
2272,소피아 릴리스가 아까운 영화 
2273,진짜 한국 뽕쟁이 영화 중 최고 추자현에게서 레퀴엠이 보였다 
2275,영화와는 다른 맛이 있다 
2276,단편인지 모르고 봐서 그런지 감흥이 없네요 
2277,트위디 여사님 여기 치킨파이 2개만 주세요 
2278,내 인생이 항상 특별하지 않아도 괜찮다아무리 사소할지라도 내가 행복하다고 느끼는것을 남과 비교하지 말고 명확히 하자그럼 그것이 어느것과도 견줄 수 없는 진짜 나의 행복이 되니까 
2279,연기랑 스토리가 너무 소름돋고 진짜 엄청 몰입해서 봤어요 무서운 장면이 안나오는데도 긴장감이 상당해요 
2280,여자라면 보아야할 영화로 추천하고 싶어요여자의 인생 아픔 슬픔 욕망등등 다 포함되어있는 영화예요 
2281,최고의 3부작 영화다 제목부터 맘에 든 영화 크 브루스 윌리스제임스 맥어보이사무엘 잭슨 순이라니 짱이다 
2282,중간에 너무 지루하네 결말이 뻔히 보여 그냥 중간부터는 넘기면서 봄 
2283,역씨 디즈니이네요올만에 영화감상인데 잘봤어요 
2284,애들예비 초3아들과 친구이 보고와서 감동이라곸재밌데요 내가 더 보고싶었는데 꼭 볼꺼임픽사 원츄 
2285,두번 봄 성해포 처음 푸는 장면은 ㄹㅈㄷ 
2287,안면인식장애에 대한 인상깊은 연출과 흥미로웠던 소재의 영화가 갑자기 로맨스 한방에 넉다운 
2288,많은 사람들을 살릴 영화 
2289,의미있는 2시간을 보내게 되었다 
2290,진종서 배우님 연기가 너무 좋아서 소름 돋으면서 재미있게 본 작품이고 개연성 자체도 나쁘지 않았다 배우분들 모두 연기가 좋은 영화 
2291,마블 유니버스의 시작 
2292,애니메이션이라 가볍게 생각하고 봤는데 끝나고 나니 생각이 많이 드는 영화입니다 
2293,뭐노 뭔영화여 내가 3번째다 
2294,삶의 목적이 꼭 거창한 무언갈 이루어야만 하는건 아니란걸 다시금 느끼게해준 영화 감동그자체 
2295,인사이드아웃의 더 깊은 버전 감동이 밀려오네요 재즈도 풍부하고 듣기좋았어요 
2296,눈물줄줄 인생영화 
2297,지쯔니오모시로이네 
2298,볼꺼없어서 넷플릭스로 봤는데 결말이랑 내용이 너무 신박했음특히 김남길배우님 연기가대박임 
2299,구성도 좋고 내용도 감동적이여서 재밌게 봤던 영화에요 마지막에 뭉클ㅠㅠ 
2300,왜 살아가야할까 라는 물음을 던지며 방황중인 현대인들에게 답하는 영화내 불꽃은 삶의 목적이 아니라 충분히준비가 되었다는 것을 잊지 말자 
2301,혼란스러운 시기에 소중한 영화관람이었습니다 감사합니다 
2302,오늘 봤는데 안사람에 창피할 정도로 눈물이 나더군요 좋은 영화만들어 쥐서 고맙소 
2303,그러저럭이네요 지루해요 별로 무섭지도않고 꼬마애가 연기를 잘하는거빼곤 
2304,다음 편이 꼭 있었으면 좋겠는 영화 듀크스베리와 에놀라 셜록과 에놀라 유도리아와 에놀라 둘 캐미 너무 좋아요보는 내내 행복했어요 
2305,감동 ㅜ오달수 정우 연기 죽인다 
2306,890년대 성룡영화의 향수를 기대하고 보면 안 된다 중국영화시장은 21세기 들어와 자본은 커졌지만 홍콩영화 전성기시절에 비하면 감독과 배우들의 역량이 다 퇴화된 듯 이게 영화인가 싶을 정도로 다 b급이다 
2307,아이들 따라 보러왔다가 뜻밖의 감동삶의 환희를 느끼는 장면이 특히 인상깊어요 눈물 흘리고 일어납니다 
2308,탈중국 영화 솔직히 좀 놀람 
2309,철도 기관사 입장에서 봤을때 안전하게 열차를 세울 방법이 더 있었는데 시도하지 않은점은 굉장히 아쉬움 
2310,8점가자 가야한다 이건 
2311,아직도 내가 평점을 안해놨다니 이거 내 인생작 평생 안바뀜 
2313,인생영화니까 그냥 보세요 
2314,좋아요 매일 반복된 일상속에서 진정한 기쁨이 무엇이있는지 고민해보려구요 
2315,이건진짜 아무리봐도 노래가 개쩌는거같다 
2316,최고였습니다 교훈을주는 픽사 최고최고 
2317,너무 슬프자나ㅜㅜ 살면서 최소 30번은 다시볼법한 명작b 
2319,진정으로 하고싶은게 뭔가요 를 끊임없이 되묻는 영화예고편부터 결말이 예상되지만 화면을 가득채운 화려한 케이크들 고소한 크루아상의 향기 판타지에서 나올듯한 착한 사람들 좋아하는 사람을 떠나보내고 이별식하며 만든 눈물의 딸기쇼트 케이크 이런 조연들이 진부한 클리셰를 진부하지 않게 채색시킨다겹겹이 쌓은 크루아상처럼 희준과 성은의 애틋한 마음도 쌓여가고 자신이 좋아하는걸 찾은 자의 성숙해진 모습도 쌓여간다혹시라도 둘이 빵을 만들다가 부딪히면서 눈에 불꽃이 튀고 로맨스가 시작되지 않을까 기대하는 분들에게 아쉽지만 둘이 스킨쉽은 커녕 좋아한다는 말 한마디도 없이 철저히 사회적 관계를 유지한다오히려 그래서 더 좋다이 영화는 로맨스보단 자신이 하고싶은걸 찾는 자아정체성에관한 영화니까이 영화를 색깔로 표현하면 희망의 빛깔 노란색이거보고 겉바속촉한 크루아상 한봉지 사들고 집에 갔다 
2320,재밌네요 짜릿한 영화 입니다 브루스 윌리스가 나와서 좋네요 추천 드립니다 
2321,한국인 필수인생영화로 거론되는 날이 오기를 기다리겠사옵니다 
2322,조지클리니 처럼 늙고 싶다휴먼 드라마 마지막남은 여우주비행사가 오거스틴 딸 맞죠 
2323,틀딱들이 명작이라고 세뇌시킨 재미없는 영화 
2324,전광철 짱 인간미 뿜뿜 
2325,전형적인 90년대 마초영화 영화가 너무 폭력적이다 캐릭터 또한 입체적이지 않고 상당히 단순하게 구성되어 있음 반전영화인 만큼 떡밥과 회수가 무엇보다 중요한데 반전이라고 하기엔 너무나 빈약한 떡밥과 설정들개연성이 딸림 그렇다고 부족한 개연성을 커버해줄만한 스토리가 있는것도 딱히 아니고 그마저도 진부하다 부족한 것이 한참 많기에 반전이 반전으로 느껴지지 않고 억지로 느껴지는 것이 가장 큰 단점 내가 모르는사이 명작의 정의가 바뀌었나 싶음 상당히 기대하고 보았으나 그저 망작에 가깝다 주연배우들의 연기가 이 개연성 없는 영화를 멱살잡고 끌고가는 수준 영화의 장르도 모르겠다 감독이 표현하고자 했던 것들을 전부 폭력으로 보여줌 동시에 그 안에 숨겨진 의미를 찾으라고 한다 의문이 들지 않을 수 없음 차라리 전형적인 마초영화 였다면 킬링타임용으로 가볍게 보았을 법 한데 이 영화는 거기다 나 자신을 찾기 위하여 라는 괴상한 감성과 사회비판적 의도를 담아 이도 저도 아닌 영화가 되었음 이 영화가 왜 별로인지 서술하기엔 1000자로는 부족하다 90년대 영화 특유의 감성과 브래드피트 리즈시절의 콜라보가 만들어 낸 가짜 명성 브래드피트 없이 2021년에 나왔다면 흔적도 없이 사라졌을 것 같음 살면서 영화 리뷰는 처음 써보는데 타이틀에 속아 시간을 버리는 일이 없었으면 합니다 이걸 볼 시간에 셔터아일랜드를 보세요 
2326,앞장서서 위험을 감수해도 항상 의심받는 사람 주지훈 어딘가 부족해도 주위로부터 외면받진 않는 사람이광수 자신만의 철학은 있으나 주위 환경으로부터 그것을 유지할 능력은 없는 사람지성 
2327,범죄 전력 언급만 해도 짤림ㅋㅋㅋ대단하다 진짜 그 팬에 그 연예인 
2328,와정말 해리포터는 다신 볼수 없을 위대한 영화다 진짜 good 
2329,수준이하의 한국영화 스토리도 엉망 억지 웃음 
2330,모비스오버고우홈 
2331,스토리와 ost 영상미 다 좋았습니다 
2332,너무 감동적입니다 추천 
2333,노 잼 노 잼 노 잼 노 잼 노 잼 
2334,그간 본 픽사영화 중에 가장 완벽에 가까운 것 같아요 
2335,생각할게 넘 많네요 
2336,이러니 경찰에 신고를  
2337,내 인생을 다른 사람의 관점에서 비춰본다면 어떨까 의미없이 살아왔던 당신에게 삶의 의미를 되돌아보게 해줄 영화 
2338,어제 봤는데 재밋게 본것 같아단 쿠키영상을 말하자면 쿠키영상이 쿠키 영상이지만 쿠키영상 같지않은 쿠카영상 이였다소울 영화 볼려고 하는 사람들은 쿠키영상을 굳이 꼭 안 봐도 된다쿠키영상이 걍 조의 영혼을 찾던 영혼이 나와서 영화 끝났으니 가라고 함 
2339,살아잇는 것에 감사 
2340,사랑이란 영원하지 않기에 그럼에도 현실에 순응하며 그 순간들을 사랑하자는 우리들의 티끌 하나 없는 마음의 영원한 햇살 
2341,평이 좋아서 봤는데 보는 내내 지루하지도 않고 재밌었음 배우들 연기도 좋았고 전체적으로 괜찮다 추천 
2342,스토리 탄탄 감동 재미짐 
2343,역시 픽사 집에 안간다 혼났네요 
2344,계속 기다렸는데 드디어 봤네요 영상 색감도 예쁘고 교훈도 얻어갑니당 다만 쿠키영상이 좀 아쉬워요 22가 태어난뒤 이야기를 잠깐 보여줬다면 더 좋았을것같아요 
2346,사랑 없는 로맨스영화 웃음 없는 코미디영화 두감독님 앞으로 또 영화 찍기 어려우실듯 하네요 죄송해요 저희 결혼 가짜였습니다 발연기까지 정말 tv로 봐도 시간 아까운 영화 
2347,원전 근처라 남일 같지 않아서 쇼핑에서원전 방비복 찾아보니 팔지도 않네요저런상황이 벌어지면 영화보다 더 최악이 될듯 밀집도 1위 국가ㅡ저거 추진한 미친 정치놈들 저거집과 친척들도 그동네로 이사가라 해봐라ㅡㅡ하는가많은분들이 보시길재난 영화중에 최고 
2348,불륜녀의 희석 멍청한 남자의 어리석은 로멘스 
2349,인생영화가 10년만에 바뀌었다 근데 애니메이션이라니 놀랍다 인생의 정의를 내려준 영화 
2350,이런 영화는 안나왔으면 합니다 
2351,화려한 영상미는 좋았으나그게 다였다 
2353,명절 가족영화로 정말 추천합니다 재밌게 잘봤어요 자신이 겪지 않은 것이라고 해서 공감하지 못하는 건 아니죠ㅎㅎ 
2354,인생에 목적을 가지고 살아가는거도 좋지만 때로 주변을 둘러보며 소소한 행복을 느끼며 살아가는거도 좋은거같다 
2355,진짜 짜증나네 스토리 뻔하고 남는건 신파뿐이고 대사 오그라들고 아 특히 진짜 사투리 미치겟음k신파 ㅡㅡ 
2357,여걸청나비옛날때봤는데휴대폰으로도볼수있고아주제밌써요날마다보고십네요동영상요청바람삭제하지말라주세요 
2358,실화라는데 극적인 요소가 많은 게 왠지 조미료를 많이 친 듯하다 물론 그만큼 보는 재미는 있지만 내용이 작위적이고 뻔하다는 느낌도 든다 난민과 불법체류자 문제에 대해 한번 고민해보게 된다 
2359,너무재밌었고 인생을 재밌개 살아야겠어요그리고 감동적이 였어요 추천 
2360,스크린에서 보고 있는데 내용이 갈수록 오버스러운 면도 있고 짜증나도록 루즈해져서 막판에는 긴박감도 없고아쉽네요 
2361,두 번 볼 영화 훌륭한 책 한 권보다 나은 영화 
2362,영화보면서 파힘 아빠가 추방당할까봐 불안불안했는데 해피엔딩이어서 다행아빠의 의지와 파힘의 능력덕분 
2363,재난 영화에 신파가 반이나 되는 전형적 한국영화 
2364,배우들 대사가 잘 들려서 특히 좋았습니다종종 다른 영화들은 배우들 대사가 잘 들리지않아 짜증낫던적이 있었는데 이 영화는 불필요한 소음없이 배우들 대사가 정확하게 잘 들립니다 
2365,남주는 나중에라도 다시 여주를 찾게될거다 보고나니 마음이 시큰거린다 
2366,ajsi 얘는 oo인가ㅋㅋㅋ 느그집이 안그래서 그런거면 다행이지만 아직도 그런집 존나많아 oo아ㅋㅋㅋㅋ 개빡치게하네 명절에 집안일 하나도 안 도와줄 새끼가 뭐라노 그리고 남녀 평점 비교봐라ㅋㅋㅋ 남자들은 뭐가 그렇게 불편해서 6점대임ㅠ 왜이렇게 예민해ㅠ 몽정이라도 했어 
2367,악의 간결한 조화 크리스찬베일 연기감동 
2368,유쾌하게 볼 수 있는 최고의 명절 영화가 되지 않을까 
2369,보고 나면 마음이 따뜻해지는 영화 가족의 소중함을 알게 해준다 
2370,영화 여러번 잘 안보는데 10번 넘게 봐도 질리지 않는 영화 
2371,일단 웃겨요ㅋㅋㅋㅋ글고 하이퍼리얼리즘이 초반부터 깔려있음 탈출은 아니지만 
2372,와진심개쩐다 어떻게 이런영화를 만들지 ㄷㄷ 이영화를만든 감독과 영화를 빛내준 디카프리오에게 경의를 
2373,9점은되어야하는거아닌감 
2374,외로운 영혼들이 만나서 서로를 감싸주며 일생을 보내는 기적이 일어나진 않지만 맘을 따뜻하게 해 주는 순간순간들을 기억하며 살아가겠지그래도 너무 가련한 조제ㅠ 
2375,손자들과 어색하면서도 애틋한 장 르노의 연기가 너무 좋았다 이전 레옹의 기억까지도 지워버리는 위대한 배우 
2376,나의 인생영화 잔잔함속에 일렁이는 조용한 일상들 저렇게 차분하게 삶을 경험할수도 있구나 요란했던 나의삶을 편안하게 쉬게 해주는 몇 안되는 작품 불멍 
2377,진짜 기대 안하고 봤는데 보고나서도 기억에 남고 심장도 쫄깃하고 너무 재밌어요  
2379,영화 초반은 정말 좋았는데 중반부터는 뭔가 너무 뻔하게 흐르고 결말 또한 진부해서 아쉽다 아주 짧은 쿠키 있고 단편 토끼굴에 나오는 캐릭터들이 귀엽다 
2381,더 큰 행복을 찾게 해줘서 감사합니다 
2382,오랜 제사 문화와 남자들의 가부장적인 습관들재미나면서도 마지막으로 가면서 던져주는 가족의 의미와 돈의 위력을 보면 여러가지 생각을 하게 하네요제발 제사 명절은 가족 단위로 사촌의 팔촌 까지 ㅠㅠ 
2383,원작을 어쩜 이리도 완벽하게 망칠수 있는지놀라운 재주입니다 
2384,em 포스터원작과 제임스 아이보리 감독의 환상적 케미 
2385,실화인거도 놀랍고 연출에 두번놀랏다 배우들연기는 기본이고 평론가 개소리 집어치워라 
2386,great movie 
2387,피아니스트에 관한 다큐인줄 알았는데 인생을 돌아보게 하는 아름다운 드라마였습니다누구나 들으면 좋아 할 만한 아름다운 피아노 음악27곡과 스위스 프랑스 미국 등을 여행하고 요즈처럼 추운날 햇살과 연초록 자연을 보는것도 신선하고 폭포 니체 박물관 바위 등등 여행지를 돌아보는 즐거움도 있습니니다 피아니스트의 조용한 사색 장면에서 나 또한 깊은 사색에 잠기게되어 영화를 보고 나면 잠시 혼자 있고 싶어집니다 인생을 생각하게 하는 좋은 시간을 보내게 됩니다 
2388,너무 궁금해요 얼른 보러 가고싶네요 
2389,매번 느끼는거지만 픽사 캐릭터는 진짜 하나같이 다 매력적임ㅋㅋ 
2390,이적 노래 들으려고 더빙판으로 보고 왔는데 노래가 주는 여운도 장난 아니다 
2391,유령작가들이 2명이나 다 죽게 되면 누가 대필을 해주나 비밀을 알게 되었다고 대통령부인이 cia요원이라서 그들이 죽였다는건가 부인이 죽인건가 조금 딱딱해서 여러번 끊어서 봄 
2392,애니메이션으로 어떻게 이런 감성을 표현했는지 진짜 최고인듯 
2393,내가 이해가 안되는 점은 맨날 드라마에서나 인터넷에서나 시월드니 뭐니 하며 시댁욕을 하잖아 근데 그 시엄마가 본인들의 미래의 모습 아니에요 어디 중국에서 수입해온거 아니잖아요 
2394,왜 꼭 희생은 시민이 하냐 윗대가리들은 지들 살 생각만하고 슬프네요 
2396,요즘 어느집에서 여자들만 전부치고 일하고 그런다고 옛날 이야기인데 아직도 이런게 소재가 되네 
2397,마지막에 임무를 확인하는 순간 
2398,명절에 큰엄마가 가부장에 찌든 남자들만 놔두고 집안일하는 여자들만 차에 태워서 나가버렸다는 짤 본 적 있는데 영화로 나왔다니 안 볼 이유가 없었어요 적극추천합니다 그리고 이 영화는 시어머니 시댁식구들을 비판하는 영화가 아닌 가부장제에 암묵적으로 동의하고 있는 남성들을영화에서는 컵라면 먹는 그 남성들 비판하는 영화입니다 남성들의 암묵적 동의의 이유는 본인들의 편안한 삶을 영위하기 위함이겠죠 이 영화에 대고 어차피 너희들의 미래다 본인들의 모습이다 등의 발언은 적절하지 않은 듯 합니다 부모님과 보기 좋은 영화입니다 내년 내후년 명절때 방영해주면 좋을 것 같습니다 어차피 남성들에 의해 채널이 돌아가겠지만 모든 여성들을 응원합니다 아무 말도 못하고 남의집시댁 조상님 제삿상 남자들 밥상차려주는 게 현실인데 망상이라니 뭐라니 그럼 이토록 공감하는 여성들이 많은 이유는 무엇인가요 여성들의 외침은 귓등으로도 안 듣는 남성분들 정말 지겹습니다 며느라기 후기랑 댓글만 봐도 알 수 있답니다 그만큼 지금까지도 집안일에서 해방하지 못한 여성들이 많다는 이야기이죠 며느라기도 좀 보십쇼 본인 아내가 겪고있는 겪었던 이야기입니다 전국의 여성들이 분노하는 게 안 보이시나요 가부장 안에 갇혀 세상을 볼 줄도 모르고 눈막귀막하며 모르는 체하는 남성들이 꼭 봐야할 영화인데 참 안타깝네요 특히 이런 2030 남성분들은 남의 집 귀한 딸들 고생시키지 마시고 비혼하세요 제발 
2400,울었어요ㅜㅜ 감동적입니다ㅜㅜ 코로나영향으로 영화관이 조용해서 더 집중하기 좋았어요ㅜ 
2401,비 역활의 아역 성인 배우 두분다 세상을 떠나서 마음이 짠하네 
2402,용호쌍권정말보고십고재밌써요요청하고십퍼요동영상상제하지말라주세요부탁드림 
2403,인생은 목적을 이루기 위해 사는게 아니다매 순간 제대로 인생을 사는 것이 중요한 것이다 
2404,발레로 유명한 호두까기 인형을 이 영화로 처음 접했는데 원작을 그대로 영화화한게 아니고 원작을 모티브로 해서 새로 창작한 작품인가보다 왕국과 갑자기 장난감세계에서 왕족으로 신분상승된 주인공소녀 그리고 움직이는 장난감 백성들 동화적 판타지가 풍부해 디즈니브랜드에 아주 잘어울리는 영화였다 거슬리는 건 주요 배역들중 몇을 흑인 배우들이 차지했는데 아직도 마차가 다니는 근대라는 시대적 배경과 지금도 인종차별이 심한 유럽풍 지역설정에서 흑인이 백인의 대부를 하고 백인들과 귀족파티에 똑같이 어울리고 귀족파티를 열수 있었을까 역사왜곡급 설정이 아닌가 싶어 거슬린다 또 여주 클라라를 돕는 호두까기 인형 필립은 역경을 함께 헤쳐나가면서 로맨스 캐미까지 기대가 될 캐릭터인데 이 배역을 흑인이 연기해버리니 여주와 로맨스 캐미가 아예 싹이 잘렸다는 점에서 아쉬움이 크게 남는다 영화의 퀄리티를 망치는 political correctness과 패미니즘 좀 불필요하게 끼워넣지말고 순수하게 영화의 예술성을 위해 집어쳤으면 좋겠다 주연 클라라역의 매킨지 포이의 미모가 인상적이었고 배역과 싱크로율이 찰떡이면서 좋았다 실제 태권도소녀라 후반부에 장난감병정들과의 약간의 발차기 액션도 괜찮았다 현지에서 개봉당시 혹평과 흥행에 실패했다는데 이해가 안갈만큼 아동용 영화로 준수하고 좋은 작품이다 아무래도 발레로 유명한 클래식의 원작을 반영하지 못하고 창작물로 큰 차이를 보인 것때문에 저평가를 받았던게 아닐까싶다 
2405,7살아이가 흥미로워하며 재미있걱봐요개봉하면서 보고 오늘은 생각난다며 또 보자해서 봤어요 
2406,여운이 길게 남는 영화에요 인생영화가 되었네요 
2407,이병헌 배우의 연기력과 이국적인 영상미가 인상적이네요 
2408,뭔  진짜 재미없어요 여배우 예쁩니다  끝 
2409,sf류 웬만해선 그냥 보는데 이런 ㅆ노잼 3류 영화는 유튜버가 찍어도 더 잘만들듯 
2410,핵노잼 유치 내돈ㅠㅠ 내시간 
2411,경주에 있는 원전도 터지면 저렇게 될듯 
2412,이 영화 진짜 골 때린다 ㅎㅎ 
2413,세상을 단순하게 선악 좋은것나쁜것으로 이분할 수없다는 것을 보여줌 
2414,잭니콜슨의 최고의 표정 몸짓연기가슴찡한 마음표현 대사까지그냥 최고 
2416,한국의 모습을 이쁘게 담아낸거같다 저 일상이 그립다 
2417,헐미키 육수파는 육수파는 너와나의 미키 해미귀 
2418,우리나라 검판사들은 영화보다 더 썩을대로 썩었다 
2419,제이미폭스 소울 보세요 
2421,오랜 엠씨더맥스 팬인데오랫만에 이수 봐서 너무 좋았고이탈리아 풍경도 좋고리얼리티라서 더 좋았다 
2422,스토리의 재미보다는 영화가 풍기는 분위기와 배우들의 조용하지만 강한 연기들이 합쳐져 잔잔한 여운을 남게 하는 것 같습니다 잘봤습니다 
2423,명절에 이딴 영화로 가족 간에 싸움 만들 일 있냐 정말 개념들 없다 진심 여자들아 남편들이 살림 할테니 ㅡ 나가서 돈 벌어다 줘라 ㅡ 남자들이 기쁜마음으로 집안 살림 너네들 보다 더 잘 할테니 
2424,20년 전에 나왔다면 피식이나 했겠다 
2425,또 남자 쓰레기 만들고 남녀갈등 조장하는 꼴페미 영화냐 
2426,킬링타임용이라 생각들었는데그중에서 진짜 홀딱빠져서봤네 
2427,거창한 삶의 목적을 가지고 있지 않더라도 순간 순간에 감사하며 즐기는 삶의 가치를 역설하는 작품 
2428,세데의 완벽 마무리입니다 
2429,매사 1초가 빠른 여자와 1초가 느린 남자의 발렌타인 데이서 무슨 일이 있었는지 추적하는 대만의 sf 코믹로맨스 영화 
2430,아담드라이버가 넘 귀여움 
2431,최고네요 코메디영화네요 
2432,남과 여 대립된 세상의 모습이 참 안타깝네요법적 결과와 별개로 진정한 진실은 그들만이 아는것이겠죠둘다 보기 싫은게 솔찍한 마음이긴 해요그냥 누구의 손을 들어주거나 욕하긴 어렵겠다 싶구요어쨌던 본인이 선택한 것에 대한 대중의 답이니힘드시더라도 앞으로도 감내하셔야 할듯 
2433,영상미가 좋네요 중간중간 감동도 있고요 
2434,세계관 good연출 great 연기력 등장인물 외모 awesome스토리  
2435,기대이상의 명작 아주 훌륭한작품임 작품성과 스릴감을 동시에 느낄쑤있는 대단한작품 
2436,보고 울었습니다 다 보고 난 다음 영화관을 바로 못떠나갈만큼 감동이 있었어요 
2437,그럭저럭 볼만하다 
2438,전작만큼 혹은 전작 이상을 한 작품이 있었나 진짜 재밌게봤다 혹평보고 안봤는데 원망스럽네 이제 인터넷평론은 안믿을래 
2439,엽청문왕조현 만큼이나 좋아했던 여배우첩혈쌍웅의 여주인공짱임 
2440,개노잼인데 도대체 언제탈출하는데 
2441,신념을 고수하며 산다는 게 쉽지 않은데 대단하심 
2442,신과함께 몇번 봐도 재밌다 주지훈도 넘 멋있고 심쿵 
2443,감옥풍운2도범 
2445,이딴걸 영화라고 만들었냐 
2447,ㅎㅎㅎㅎ 
