,txt
2448,밴드 오브 브라더스를 보고 와서인지 전투씬은 애들 장난같이 느꼈다 총격이 오는데 벌판 한가운데서 응사를 한다는 자체가 비현실적 실화를 바탕으로 한 영화면 영웅적인 묘사보다 현실에 가까운 묘사를 했으면 더 좋았을듯 싶다 그리고 최악이었던건 동양인들이 먹는 고기는 개한테 어울린다며 개한테 주는 인종차별이 영화에서 번듯이 나오는데 굳이 스토리와 아무 연관없는 이장면을 넣었어야 했나 싶다 1시간 내내 농담따먹기나 듣고 마지막 전투신은 공군찬양에 여운도없고 감동도 없었다 그저 실제 있었던 일이기에 추모하는 마음은 있었지만 도대체 이게 왜 9점씩이나 하는지 이해가 안간다 
2449,와 진짜 돈아까움 영화보다가 잠ㅋㅋ완전 재미없음 그냥 생각없이 보고싶으면 보러가세여 근데 진짜 재미없음 
2450,어떤 목적에 대한 강박에 휩싸일 필요가 없다 이미 세상은 보고 느낄 것이 많기 때문이다 살아있음을 즐기는 것 이것이 내일 당장 죽더라도 후회없는 선택이며 내 삶을 주체적으로 살아갈 수 있는 방법이라고 느꼈다 
2451,주토피아 코코를 봤던만큼의 즐거움과 감동은 없었지만 좋은 애니메이션이었다힐링은 된다 
2452,정말최고임말이필요없음최고의 영화악당들 최고 
2453,지금도 이런일이 있을 거라고 생각하니 오싹하다 
2454,여러가지를 느끼게 해주는 영화였습니다 최고입니다 
2455,감동과 교훈 인생 명작을 만나다 
2457,감동적였어요재미있었어요 
2458,일본 특유의 이런 감성이 너무 좋은듯 근데 좀 해피엔딩이면 좋았을걸 결국은 다시 만나도 만난게 아닌거잖아 하 30일짜리 
2459,노잼노잼 노잼 노잼 노잼 
2461,각본과 연기 인간사의 흔히 일어나는 모든것이 자연스레 녹아있는 우수한 작품입니다 
2463,디즈니 뮬란이라기 보다는 무협영화 느낌무협영화를 싫어하는 제게는 별로였어요 
2464,이런시국에 용기있게 극장을방문했어요많은 대사없이 전해주는 그 두사람의 감동이 있어요 
2465,엄청 무서운건 아니고 엄청 재미없는것도 아닌데 그냥 다른 거 보세요 
2466,솔직히 왜 재밌다고 하는지 모르겠음 
2467,울림이 있는 에니매이션 
2468,순수하고 섬세한 예술가의 혼이 느껴진다 
2469,감독님의 깊이는 끝없이 깊어간다 
2470,영화를 본 후 이런 감정을 정말 오랜만에 느껴봅니다스토리가 충격적이어서 더 그랬습니다 싱글라이더 최고입니다 
2471,단순한듯하지만 던지는 메시지가 많은 영화 
2472,내 인생을 돌아보는 시간 
2473,긴장되고 킬링용으로 기대없이 보기 괜찮 
2474,죽음보다 강하다 사랑을 할려면 이 정도는 해야 세상사는 보람이 
2475,어쪔 영혼도 그리 귀ㅇㅕ운지요 ㅎㅎㅎ 
2476,꽤 재밌어 보이네요ㅎㅎ 
2477,진심이야 이게 최선이야 
2478,정말 재미없다 정말 재미없다 정말 재미없다 
2479,음악이 좋아서 영화관에서 볼 가치가 있다 음악 외에는 솔직히 실망 유치하고 단순한 행복찾기 
2480,괴물이 어떻게 해서 생겨난 것인지 뭐 그런 내용만 있었으면 더 좋았을 듯 
2482,새로운 중국몽 정당화 영화 
2483,박성웅 대본 리딩도 안해보고작품 오케이 하나 궁금하다 
2484,tv채널을 돌리다가 우연히 봤는데 좋은 연출이 많았다 흥행만을 목적으로 하는 요즘 한국영화들보다 작품성이 훨씬 뛰어나다고 본다 
2485,으 ㅋㅋㅋㅋ 뭘까옇 
2487,나를 마주한 느낌의 영화였습니다 또 보러 가려구요 감상평에 이 이상의 표현이 안되네요 
2488,부부의 세계가 커피라면 나를 찾아줘는 top 
2489,잔잔 여행의 진미를 다같이 느끼는 
2490,인생의 의미를 다시 생각해보게 하는 영화 
2491,불륜을 그렸다기 보다는 중년의 나이에 정해진 목적지 없이 방황하는 남녀의 심리를 잘 묘사한 것 같다 나 역시 갈수록 삶의 의미를 잃어가면서 그냥 하루하루를 보내고 있다 하지만 지금의 이 생활이 인생을 낭비하고 있다는 생각은 들지 않는다 다만 전보다 모든 면에서 의욕이 없을 뿐 
2492,현실 박신혜까지 싫어질 정도다 이 게같은 전개는전종서도 버닝때부터 느낀건데 너무 소름끼치게 생겼고섭외력 하나는 인정한다 스트레스 지수 높일 목적이였다면 
2493,단순 우익 영화였다면 영화가 표현하고자 하는 장면들은 의미가 없다 우리가 일본의 피해국가는 맞지만 그렇다고 색안경만 끼고 바라볼 수는 없다 시선을 다르게 본다면 새로운 것들을 발견하게 될 것이고 절대로 일본의 우익 영화라고만 볼 수 없을것이다 영화는 아는만큼 보인다 
2494,스토리는 일단없고 둘이이 언제 하지 또해 역시 죽었군 근데 그냥 죽여 내용은 허술하고 남주 외모로 팔아먹는 영화 비추 별한개도 아까움 
2495,정치적 편향이 강한 영화로예술면에는 1점을 주고 싶습니다 
2496,이거보고는 돈아까워서 잠도 안옴 파워레인져 수준임 스토리는 완전삼천포로빠지고는 영영 돌아올줄모르고 하늘 나는장면에서는 아 엿됐다 dc망했다 원더우먼 1은 한 10번도 더 봤는데 이거는 
2497,대런 아로노프스키의 영화 마더 를 추천함 
2498,원작도 막 엄청나진않았는데너무 감정서사없이 급작스러운 그 다음 
2499,뉴욕의 골목 내음 사람 내음 가득한 멋진 로맨틱 드라마 허나 코라와 자니의 느닷없는 원나잇과 호모 커플의 설정은 옥의 티 
2500,쌍팔년도 우뢰매보다 연출력이 부족함 중간제출용 학생작품 수준이하 
2501,반복되고 지겹던 일상도 다른이에겐 간절한 하루라는 걸 생각하게 되었어요 감사하게 하루를 살아야겠다고 느꼈습니다 
2502,멈추고싶을때 난 멈출 수 있죠 라는 대사 ㅠ포레스트검프 캐스트어웨이 라이언일병구하기 그린마일 터미널그리고 이 영화톰행크스만의 감동코드ㅠ 
2503,액션미 상당하고 사막을 아름답게 묘사한것도 보기좋았음 정말 수작이라고 생각하며 보고있었는데 아무리 영화라도 너무 말도 안되는 마지막 탱크씬이 몰입감을 다 깨부쉈다 아마 그래서 평이 많이 깎인거같음 그래도 볼거리가 많은게 전작보단 훨 낫다 
2504,재미와 의미를 모두 가졌다 
2505,행복이 멀리 있다고 생각하지 말라는 교훈 
2506,최근들어 엄청 만족스럽게 본 최고의 영화였습니다 
2507,현빈 손예진 연기와 호흡은 아주좋았는데스토리가 너무억지였다 ㅎ현빈 한국에있는게 너무말이안됬는데 ㅎ아쉬웠다 
2508,억지 설정들 빌 머피흑인 용병이 헌터를 쏠 동기가 부족함 실버 스타 그깟거 돈이 되는것도 아니고 헌터가 스타를 박탈당한다고해서 머피나 월츠에게 크게 이익이 되는것도 없고 또 머피가 헌터를 뒤에서 권총으로 쐈는데 이건 수술과정에서도 피격부위가 뒷통수인것만 파악했어도 적군에게 피격당한게 아니란건 명백함 마지막으로 실눈캐 안경남이 1000m는 족히 넘어보이는 거리에서 인질이 있는데도 막 발포함 물론 영화라서 그렇겠지만 
2509,영혼이 충만해지는 영화 
2510,폴워커를 기리며 뻔한 스토리에 액션도 그리 쫄깃하지 않지만 그래도 생전의 그를 볼 수 있어 좋았다 
2511,아름답고 포근한 ㅎㅎ 좋아 
2512,이제 경찰이 수사종결권 생기고 전라도도 자치경찰제가 운영된다고 한다 다들 전라도 갈 때 조심하자 
2513,유쾌 상쾌 통쾌 웃기고 감동있고 스토리좋고 연기좋고잘 짜여진 잘 만든 영화  
2514,과연 잡은 물고기에 더 집중할 남자가 몇이나 있을까  쉽지않지만 자기가 선택한 여자 또는 남자에게 소홀해지는 순간 스스로에게 물어봐라 자신이 얼마나 한심하고 부끄러운 인간인지 
2515,명작입니다추천합니다 
2516,좋았는데 나만그랬던건가 
2517,아메유키 아빠의 죽음과 소헤이가 트럼프 찾으러 반에 갔다가 잠들어서 오지않는 장면이 뜬금없었다스토리가 아쉽고 영상미에 힘을 쓴 듯 하다 
2518,재있고 눈물도 나고 내 인생 최고의 영화는 아니지만 영화 이정도면 되지 뭘 창정오빠 멀티테이너 응원해요 연기자들도 연기 잘하고 잼있어요여하튼 네플릭스에서 보고 평점 남기러 왔어요 추천해요 
2521,재밌고 감동도 있다 남녀노소 누구나 즐기기 좋음 
2522,모두가 바랐던 고교 생활의 이상향이 이 애니메이션안에 있었다 
2523,존나게 재밌네 이 띵작을 왜 이제 봤지 
2524,화영아다시 보고싶어 
2525,두 민폐 국가의 소꿉장난 같은 이야기 
2526,이정현 큰딸래미가 하드캐리 했고스토리도 액션도 별 개그지같았음진짜 후반부 쥐어짜기 억지감동은이게 현시대 영화인가 싶음이정현 연기 진짜 개구리구요 
2527,인생이 무기력하고 회의감이 들던 요즘 ㅠ 한번 더 힘을 내게 해준 영화입니다 정말 감동적 ㅜㅜ 한번 사는 인생 하고싶은 거 잔뜩하고 갑시다 ㅠㅜ 요즘 하고싶었던 일이 생겼지만 도전하기에 너무 늦은 나이는 아닐지 고민이 많았었는데 이왕 사는 거 후회없이 한번 더 도전하렵니다 그동안 심리적으로 힘들었어서 그런가ㅜ혼자 계속 울었어요 ㅜㅜ 애니메이션 영화지만 어린이들보단 어른들을 위한 영화라 생각됩니다 
2530,평점이 낮고 실망이다 미화다 하길래 한번 보고왔음 모두가 일본은 파멸할것이라고 얘기를 하고 결국은 모두 그 누구도 아무것도 얻은게 없다 모든것에 오랜시간 열정을 퍼부어 힘써 만들던 지로에게도 전쟁도구를 만들어 승리의 길로 나아가려고 했었을 것이다 하지만 허무하게도 그들은 모든것을 가지지못했다 어쩌면 이런면을 보여주고 말해주고 싶었던 것이 아니였을까 결국 전쟁을 해서 이렇게 된다고 얻는것도 없다고 잃는다고 그냥 지로는 모든것에 진심이였던 소년이였다 지로의 비행기가 성공하고 환호하는 사람들 속에 아차싶은 표정을 짓던 지로는 그때 어떤 생각을 했었을까 그냥 많은 생각이 들게함 
2531,이영화는 배우들이 살렸다내용은 내 콧딱지보다 못하다 
2532,재밌습니다 왜 평점이 낮은지 모르겠네요 
2533,잔잔하게 보기좋은 영화였어요 
2534,평점이 9점을 안 넘는다니 긴장감 몰입감 최고였다숀 코너리 진짜 멋짐ripㅠ 
2535,전투씬 연출 보고 없던 ptsd가 생긴 기분 3시간 가까운 상영시간에도 담지 못한 부분들이 있는거 같아 아쉬운 4시간대였어도 10점 줬을듯 제일 통쾌한 장면은 취사병이 전투기 격침하는 장면 
2537,스토리 자체는 괜찮았지만 주인공 연기 너무 못하는 거 같음 특히 웃을 때 너무 가짜 웃음 같음 
2538,전체적인 설정 연출은 좋았으나 캐릭터 설정에 문제가 많아서 아쉬움이 남고 그리하여 10점 만점을 줄 수 없다는 게 더 아쉬움이 남는 작품 
2539,친구를 아주 잘만나야한다는 교훈을 얻었다 
2540,아 진짜ㅡㅡ 브라이오니 딱 대얘 빼고 완벽함 제임스 맥어보이 사랑해 
2541,1점 주기도 아까워라영화를 약빨고 만들었는가영화보고 화난적 처음이다영화보고 시간아깝다 생각든적 처음이다 
2543,음 뭔가 인버전 나오는 내용이 복잡하기도 하고 전개가 매우빨라서 여러번 보면서 아하 그렇구나 하는 재미로 보는 영화 화영 는보 로미재 는하 나구렇그 하아 서면보 번러여 서라빨우매 가개전 고하 도기하잡복 이용내 는오나 전버인 가뭔 음 
2544,손바닥만도 안되는 생물이 유아 이상의 지능과 손가락 개박살 낼 힘을 가지는 건 둘째치고 지금 지구의 웬만한 전염병 실험대보다 수준낮은 인큐베이터와 고작 화재경보기로 뚫리는 격리실 rcs 추진 몇초했다고 연료 바닥나는 iss ㅋㅋㅋ 
2545,10분 보다 나올 수준 10년안에 봤던 영화중 최악 
2546,점수를 줄수없다핵노잼 ㅡㅡ 시간이 아깝다 
2547,이거 뭔가요 공포에요b급영화에요 쓸모없는 선정적 장면만 넣어놓고 깜짝놀래키는 ㅡㅡ 80년대 공포영화 느낌아닌 느낌 
2548,전쟁의 참담함을 잘표현함  현장감 쩔고 중간이후의 전쟁씬은 엄지척  
2549,익산 사는데 너무 감동적이다 ㅠ 
2550,오랜만에 일본영화 몰입해서봄 일본판 곡성 마무리가 아쉽다 
2551,정말 재밌습니다 차인표님은 연가가 너무 좋았어요 
2552,내가 이때까지본 스릴러 영화 탑3안에 듬 
2553,야 평점 높은게 이해 불가다 중간에 보다 껐다 별2개 지만 조절을 위해 1개다  
2554,다좋은데 결말쪽이 너무 
2555,볼만해요 후반부가 좀지루한데 어차피 닝겐들 남는게 시간아님 
2556,절망과 복합적인 감정을 너무나도 잘 연기하고 연출도 완벽한여운이 남는 영화 
2557,이걸 이제서야봤네 하우스 액션씬은 진짜 지렸다 오랜만에 느껴본 희열감 
2558,네덜란드판 천장지구인가요ㅎ 너무 사랑스러운 영화였습니다 마크캐릭터가 참 귀여웠어요 
2559,졸라재밌네 추격자같은 영화 나와라 
2560,코로나만 아니었어도 훨씬 관객수 많았을거라 많이들 생각하실듯요 안 맞을듯 정말 잘 맞는 케미가 시선을 놓치지 않게하구요 개인적으로 담담하게 대사치는 게 너무 자연스럽게 다가오네요 
2561,내가 극장을 사랑하는 이유를 다시한번 강렬하게 상기시켜준 영화이면서 시렸던 가슴을 몽글몽글하게 채워준 소중한 작품가장 본질적인 이야기를 하면서 거대한 이야기를 끌고오는데 그것으로 우리는 삶의 의미를 깨닫게 된다 도로시아 아줌마가 해준 바다이야기가 인상적인것은 덤극장 앉아 뜨거운 눈물을 흘리는 경험을하게 해줘서 고마워요 
2562,개봉한지 oo이 넘어서야 봤는데생각보다 심오한 영화였다 끊임없이 이어지는 먹이사슬과 돈에대한 갈망이 빚어낸 비극그리고 각자 처해진 현실에서 사랑을 얻기위한 방식의 차이 등 구남은 사랑과 돈을 정학은 돈과 복수를태원은 복수와사랑을 위해 각자의 처해진 상황에서 극복하고자한다 
2563,지루하지 않게 뷸수있어요 
2564,다시봐도 명작ㅎㅎ 
2565,아곽부성은 도대체 언제까지 잘생길건가관리의 끝팥왕연기할때 눈빛이란스토리좋고 연기좋고대스타임에도 꾸준히노력하고 성장하는 모습은 정말 멋지다영화의 시대적배경이 그래서일까우리나라와비슷한부분이 많아 마음졸이며 감상했다 
2566,한만디로 예술 그냥 영화 보는동안 숨도 못쉼 무조건 보샘 진짜  
2567,나만 재미있었냐 네이버 평점이 믿을게 못되는거냐 
2568,어렸을때부터 유명한 영화였지만 포스터만 보고편견을 가지고 일부러 피해왔던 것 같다 오늘도 정말 영화는 보고 싶은데 뭘봐야하지 하다가 우연찮게 감상 후 ost를 틀어놓고 감독부터 배우들 필모그래피까지 찾아볼만큼 흠뻑 빠져버렸다 배우마다 그들이 밟는 스텝마다 나도 같이 흥겨워졌다 나도 언젠가 누구에게 쉘 위 댄스라는 말을할 수 있는 멋진 사람이 되고싶다고 생각했다 
2569,감독 자의식으로 똘똘 뭉친 쓰레기 영화 평론도 아깝고 배우들의 연기만 아깝다 
2570,이게 왜 일본 피해자 코스프레 영화인지다시 보고 와라 
2571,아무리 천재 감독이라고 해도 관객이 못알아 볼정도면 영화는 실패작인듯 
2572,여운남고 너무 재밌었어요 
2573,와기생충 상받고재미있다고해서 봤더니정말 개존잼 없다ㅡㅡ 
2574,선생님의 삶을 응원합니다 강추입니다 
2576,왜 이 영화보면서 우리 할아부지가 생각나는 걸까요 할아부지한테 잘 합니다 
2577,미스터 보스 잘 봤습니다드디어 미성년자도 볼 수 있게 만든 영화라서 어른들 보기에는 여러므로 좀 밍밍할 수도 있습니다 그리고 주연들 다 영화계의 신인이라 연기력 불안정할 때도 있죠 하지만 자신과 비하면 역시 나날이 발전하는 우리 공찬 배우님 앞으로 더 좋은 작품들을 많이 기대하겠습니다 대박나세요 ps 10점 사심 인정 
2578,사실 다 알고 있었고 내 마음이 여유로울 때 가지고 있던 생각들이었는데 마음이 여유롭지 못해 일상에서의 즐거움들을 잊고 살았었어요 다시 일깨워줘서 고마운 영화였습니다 
2579,광주 신안 와 진짜 대한민국 령 자치구 무섭다 ㄷㄷㄷ 
2580,뒤늦게 봤는데 역시 휴머니즘은 진리마음이 따뜻해지는 영화 
2582,아무리 영화라도최소한의 역사기반 아닌가 구한말 통치자들이 이런 정신이 있었다면 나라가 망했겠는가 마지막에 귀국하려고 애쓰는 장면에서는 다시 왕족의 지위를 누려 일본에서 보다 더 나은 삶을 살고자 하는걸로 밖에 보이지 않았다 
2584,어린 아이들이 굶어죽어 강물에 떠내려오는 일상 그것이 막부의 현실이고 폐단이었다 사무라이 문화를 미화하지 않고 가장 현실적으로 보여준 작품 막부가 져가는 모습이 황혼의 사무라이였네 
2585,주인공 남자아이 너무 답답 사운드가 커서 공포감이 있긴 했지만 남자아이의 답답한 행동들이 별로였음 
2586,생각없이 클릭했으나 인생영화가 되고 말았다 어기는 내 안 어딘가에 있는 듯하다 사실 우린 다 평범하지 않으니까 
2587,지금은 겨울이지만 초여름이나 늦여름 비오는 새벽에 보면 정말 여운이 깊을 것 같은 작품이다날씨와 시간의 향을 떠오르게 하는 몇 안되는 작품 
2588,르네 마그리트의 그림같은 영화 
2589,특별한 재능이 있어야만 하는것이 아니라 일상의 소중함을 깨닫게 해주는 영화 삶의 의미에 대해 깊게 생각해보게하는 영화 
2590,주는 메세지는 괜찮았으나 코미디라고 하기엔 좀 
2591,곽도원과 정우성의 연기는 흠 잡을 데가 없었다 이 영화를 보면서 우리 힘으로 독립을 이루지못해 결국 원치않았던 분단을 겪게 된 과거가 너무 뼈저리게 느껴졌다 그리고 북한이 가까운 우리의 이웃이며 한민족이라는 사실을 명시하는 대사들과 장면들을 볼 때마다 가슴이 먹먹했다 남북 관계와 통일에 별 생각 없었던 나에게 큰 울림을 주는 영화였다 굿 
2592,초반엔좋았다 고어영화 매니아지만 중반부에 왠 좀비 흡혈귀 바이러스에 게임 사일런트힐 데드스페이스 크리쳐는 왜나오는거임 코로나 스타일영화인것같기도 하고 그냥 이것 저것 여러가지 섞어 놓은 영화 너무 허무하당ㅜㅜ 
2593,액션과 감동 두마리 토끼를 다 잡은 영화 남자아이들이 보면 정말 좋아할것같네요 정말 유명하지 않은게 믿기지 않네요 로봇이 감정이 있는 것처럼 느껴져서 마지막에 눈물 참느라 혼났네요 ㅠㅠ 
2594,불꽃이 어디있는지 찾아봤지만 어디에도 없는 줄 알았다 그러나 알고보니 우리는 불꽃속에 살고 있었다 모든 사람 모든 일상이 우리의 의미였음을 떨어지는 낙옆은 완벽한 나무가 유지되지 못함을 알려준다 완벽함을 바라기보다 완벽하지 않으므로 아름다운 모든 삶을 사랑하기로 했다 
2595,아 시원시원해서 너무 좋았다 중간중간 깔리는 배경음악도 신나고 배우들 연기도잘하고 재밌네 
2596,나도 그 때의 엄마를그 때의 내 외할머니를 다시 만날 수 있다면 좋겠다 그리움이 사무치는 영화 
2597,난결론만얘기함1영화자체는 재밌긴함2세계관의 구조적 서술은 밸런스가 애매함3영상미는 뭐 말할게없음 역시픽사410대20대30대들은 이영화를 꼭봤으면 함 메시지가있음 
2598,그와중에 박평식이 평가봐 진짜 평식스럽넼ㅋㅋ 
2599,진짜진짜진짜진짜진짜 재미없다 
2601,내세와 사후세계에 대한 자유로운 발상 만화이기때문에 가능했던 것 깉다 삶에 대해서 꾸미거나 거창하게 말하지 않고 담백하고 솔직하게 묘사한점이 좋았다 
2602,열성이란 무엇이고 우성이란 무엇인가 
2603,인생최고의영화 영원히 기억에 남을 
2604,2번 봤는데계속 여운이 남는다마지막 대사는이제껏 본 영화 엔딩 중 최고인거 같다나도 내가 지금껏 살아온 인생들을 펼쳐보았다모든 순간이 짠하고 아름답다 앞으로 살아가면서 지치고 힘들어서 내가 대체 왜 이러고 사는걸까 사는거 부질없네로 이어진다면 그때마다 소울을 꺼내보겠다 그리고 계속 감동받으며 마지막 대사처럼 살아가리라 
2605,미안해굿 눈물쏙났네요 
2606,경찰은 어따 쓰라고 신고도 안 하고 징징대냐 현실성 제로 ooo 영화 
2607,아놔아래 13명 평점 인간들 확다그렇게 살면 좋냐 
2608,진짜 최고인 영화 
2609,잔잔하고 왜 이제봤나싶네 
2610,디카프리오의 최고의연기 
2611,야발 그냥 미쳤다 내 인생작이다 보면서 겁나울었다 
2612,나중에 어른이 되서 다시보게된다면 다른 감정을 느낄거같아서 또 보고싶은 영화 에요 나에게 여러가지 질문을 하게 만드는 영화 였어요 
2613,킬타임 영화재미있음 괴물없이 잔인한장면없이 스릴러즐길수 있는 몇안되는 영화 
2614,사만다가 프로인게 쥬드로가 사랑한다고 할때 나였으면 이미 이민계획 세우고 있었을거임 육아서적도 이미 배송중일듯 영화 아직 안끝났는데 가슴이 웅장해져서 별점 다섯개 등록함 
2615,도라 할머니 정말 멋있다 
2616,그래서 대머리가 무스를 왜 샀는데 난 궁금해 
2617,할아버지 할머니 그 곳에서도 함께 행복하시지요 다음생에도 손 꼭 붙잡고 함께 오세요 감명깊은 다큐네요 감사합니다 
2618,오랜만에 마음을 따뜻하게 해주는 영화였습니다 
2619,왜그러셨어요 네 
2620,재미있네요 ㅎㅎㅎㅎ 
2622,예고편은 그럴싸하게 만들어놨는데 그냥 oo노잼샤를리즈테론 영화중에 제일 재미없음 
2623,와 이건좀캐스팅된 배우들이 아깝다톰크루즈도 못살릴듯 
2624,장인어른이라고 불러줘ㅋㅋㅋㅋ 진심 최고다 작가 천재인듯 
2625,엔조그리고 bmw 30 csi 자신만의 상황을 만들어내는 대담한 드라이버에겐 비는 그저 비일뿐이다간만에 보는 스토리찐한 영화 
2626,최고의 영화입니다 꼭 보세요 
2628,87년작 그 시절이면 msx 아이큐 1000같은 컴퓨터나 있던시절 컴퓨터 그래픽 특수효과따위 존재하지도 않던시절 빨간물감과 극강퀄리티 코스튬 ed209 클레이 애니메이션 수작업 ㄷㄷ 로보캅 메탈 코스튬은 요즘나온 아이언맨한테도 안꿀리는 퀄리티 
2629,나의 인생영화중 하나 더 할말이 필요없다 
2631,제발 3빨리 내줘요ㅠㅠㅠㅠ투자좀 해줘라ㅠㅠㅠ 2편을 14년 기다렸다구요ㅠㅠㅠ 2편 진짜 재밌습니다 다시봐도 재밌습니다 정말 강추에요 
2632,생각보다 진지한 영화였어요 가볍게 풀어냈지만 무거운 감동을 준 영화 
2633,다른 평점만큼 구리진 않음 볼만함 반전 있어서 좋았어용 
2634,좋은 음악을 들으면서 바이크 투어 하는 것을 좋아하는데 코로나로 인하여 내가 채우지 못하는 시각적 청각적인 부분들을 대리만족 시켜주는 맞춤 영화였던 것 같습니다 빨리 코로나가 잠잠해져서 국내해외 바이크 투어 다니고 싶네요  1시간 40여분동안 즐겁고 행복했습니다 감사합니다 
2635,이런걸 영화라고 만든 감독은 대단하네 
2636,정말 영화가 끝나고 나서도 울음 슬프다 
2637,김동욱 연기 너무 여운이 남음 ㅜ 
2638,장영실과 세종 그저 눈물만 
2639,때가 되면 다시 보고싶어지는 영화ost와 영상미 연기 모든게 잘 어우러진 명작임조제가 어딘가에 살고 있을 것처럼 영화에 이입됨 
2640,망한 영화에는 이유가 있는법 결말 ooo기 
2641,이수 실화냐 신정환도 유승준도 같이좀 출연시켜라 
2642,모든게완벽한영화 한번보고 다시보고 다시봤음처음에는 키스신을 집중적으로 봤는데 그뒤에 영화모든 등장인물 대사를 더집중적으로봄 배경도 죽여줌 홍콩 80년대배경이 왜 한국보다 좋죠ㅣ 미국 맨해튼 배경보여주는것도 너무좋았다 그당시 일본이 얼마나 잘살았는지 간판마다 일본기업이붙어있었다 
2643,이 영화의 주인공은 조 22 그리고 나 
2644,내 어린 시절이 투영된 아키라암울한 현실에도 눈물을 흘리지 않는 아키라처럼 나도 눈물이 나지 않았다 
2645,충격적인 스토리과 연출 나는 세상을 두려워 하지 않고 익숙함에 속지 않고 싶어졌다 
2646,간만에 본 편안하고 힐링되는 영화 너무너무 여유롭고 잔잔한데 지루하지는 않았던 영화 덕분에 핀란드에 가서 한번쯤은 연어 요리와 시나몬롤을 먹어보고 싶다는 생각을 했다 언젠간 꼭 가볼 수 있겠지 
2647,20여년이 지난 지금도 선생 김봉두라는 영화를 단 한번도 잊은적이 없는듯요 감히 제가 본 영화중 아니 제 평생 본 영화중 다섯손가락 안에 거기서도 가장 최고의 작품일겁니다 영화관에서 영화를 보고 오열까진 아니지만 정말 참을 수 없게 울어본 적은 정말 처음이라 상업영화나 수십억수백억의 제작비를 들여서 만든 영화만큼 홍보나 마케팅이 없었을거에요 근데 장담컨데 선생 김봉두는 한국영화 수많은 작품중에 best of best 임은 확실합니다 
2648,부모님이 하면 듣지도 않았을 얘기픽사가 하니 묵직한 철학 한 방 ㅋ 
2649,사랑에 눈이 먼다는 것 마리는 돌아왔을까 
2650,평소 디즈니와는 다르게 내용이 너무 좋았습니다 스토리 연출 다 좋았는데 다만 아쉬운 점은 캐릭터들 디자인이 
2651,아 오타루눈내리는 북해도 배경을 개인적으로는 뺏긴기분이런거였어 내용이 
2652,역대급 설렘 남주 얼굴이야 뭐말해뭐해 
2653,평점이 너무 낮아서 안보려고 했는데 생각했던 갓보다 훨씬 볼만 했어요 
2654,평점이 왜낮지 나 왜이영화지금본거지너무재밋어 
2655,잔잔하고 너무 좋네요 시간 가는 줄 모르고 보게됩니다 
2656,역시 최고의 영화를 스크린으로 보니 더 생생했습니다 인생영화 등극 
2657,영화관에서 본 첫 영화나이들어서 봐도 영상미도 예쁘고 스토리까지 완벽 
2658,평점 테러하며 극단적 페미영화라 욕들도 하던데미온적으로 연출했다간 머리 굳은 꼰대들이 문제인식이나 할까… 며느리 지영이 생각했다며 앞치마 사와서 던져주고 아무렇지 않게 일 시켜먹는 시어머니 마인드 내 와이프 제왕절개로 출혈 심했을때 옆에서 밥 못먹은 나만 걱정하며 연신 탄식한 울엄마랑 싱크 100프로임 자신이 적응된 상황에 다른 이들도 쉽게 적응하리라는 편협한 생각은 나이가 들수록 고치기 어려움 그래서 여자의 적은 여자가 되는 고부갈등 구조가 반복된거임 대한민국에서는 결혼의 무대에 오른 순간 결혼생활의 주인공은 신랑신부가 아닌 시댁이 되는 경우가 다반사다보니 여자에겐 자살행위였던거지 내 아들은 결혼과 동시에 와이프와 함께 아예 다른 세상에 살고 있으니 죽기 전엔 가급 연락안하는게 미덕이다 는 굳은 결심을 시부모들이 하지 않는 한 결혼은 안하는게 상책 남자든 여자든 
2659,연기스토리 미쳤네요 
2660,지능과 호기심을 지닌 로봇 그래서 그런지 인간 같아 보이고 정감가고 알려주면 알려주는대로 잘하고 똑독한 앤드류 로봇 후반으로 갈수록 로봇도 인간이 되고 싶어하고 감정이 생겼다 로봇이라는 존재로 인간처럼 자유를 누리지는 못했지만 그래도 주인 아저씨를 떠나 본연의 자유를 누리는 모습에서 인간과 다른 점이 없는 모습을 보였다 인공 피부를 이식하고 그토록 원하고 원했던 인간이 되고 인간화가 되어가고 인간처럼 죽음을 맞이하는 로봇 약간 눈물도 난다 
2661,1편 보다는 조잡스럽긴 하지만 충분히 재밌음 괴물들이 지들끼리 계급 지어서 활동하네 
2662,김래원 연기최고에요괜히 명작이아니네요 
2663,10점말고 만점 누르고 싶음 정말 아름다운 배경과 아이들이 정원을 뛰어다닌 모습이 예뻤다 나도 마치 그 아이들 마냥 자연속으로 들어 온 듯한 환상속으로 들어간 기분이 들고 몰입해서 보게 만들고 전혀 지루하지 않고 기분이 좋아지는 영화였다 마음이 편하게 미소를 띠우면서 보게 된 영화이다 또 다시 보고 싶은 아름다운 정원이 보여지는 영상이다 
2664,매년 다시보는 영화  
2665,한국계 배우들 대거 출연 
2666,주인공인 남편의 반전은 학창시절 일진 괴롭힘 당하던 친구의 와인물고기 선물등 무섭게 다가오다가 복수를 시원하게 하지도 않는다 회사에서도 비열한 남주는 직장에서도 잘리고 착한 부인한테까지 버림을 받는데 친구도 많이 무섭다 
2667,한 번쯤은 날 것의 자아에게 져 보고 싶기도 
2669,ㅋㅋㅋ 개꿀잼 요즘은 개연성 밥말아먹는게 트랜드냐 
