,txt
3012,재밌게 봤네요코로나 시국에 현실감 쩌는듯평점테러하는 사람들 제대로 봤는지 의문입니다 
3013,아름답고 감동적 의미가 깊은 편 
3014,인생에 목표를 갖고 빛나는 업적을 이뤄야 가치있는 삶을 산것 같이 느끼는 우리에게 살아온 삶도 살아갈 삶도 그냥 의미없고 시시한것같은 삶 자체가 빛나는 거라고 얘기해주는 영화 
3015,평점 안믿엉 난 잔잔히 보기 좋았음 
3016,인생의 목표에만 얽매이지 않는 것 삶을 보는 관점을 좀 더 풍요롭게 해줬습니다 보면 볼수록 빠져들어서 몰입하고 봤네요 
3017,개연성도 없고 감동도 없고 스토리는 진부하고 억지로 pc요소 끼워맞추려한 것도 티나고 그렇다고 히어로물 특유의 상쾌함이 있는 것도 아니고 cg연출이 좋은 것도 아니고 아무리봐도 이거 감독이 마지막 장면만 생각해놓고 급하게 만든듯하고 나한테 이거 같이 보자한 친구도 미안해서 몸둘바를 모르고 있고 이걸 이 시국에 영화관 가서 보다니 내가 돌았지 허허허 
3018,스토리의 몰입도와 복잡한 타임슬립을 빠르게 이해 시킬수 있는 영상미가 인상깊었음 배우들의 연기또한 수준급이었음 인기 영화에 어울리는 점수를 주고 싶었으나 결말이 매우x 같았기 떄문에 8점 주겠음 
3019,팁에관한 토론이 기억에 남는다 방대한 스토리는 없지만 단편적인 그들만의 세계에 갔다온 느낌 
3020,인생의 참 맛을 생각하고 깨닫게 해주는 영화였네요스토리도 음악도 캐릭터도 모두 좋았답니다목적이나 의미찾아 헤매느라 소중한 현재를 놓치지 말고 그냥 즐겨라carpe diem seize the day나의 불꽃은 무얼까 생각하다 하늘보기와 걷기에 격공했습니다다 커서 엄마 안따라니는 큰아들과 오랜만에 두 아들 모두 함께 볼 수 있어 더 좋았어요 
3021,홍콩의 분위기와 시대적 감성이 너무 아름다워요 영화관에서 직접 음악을 들으며 볼 수있어서 다행입니다 
3022,박신혜가 진짜 너무 답답함 
3023,맥어보이 입덕 영화 진짜 인격바뀌는걸 어떻게 저렇게 순식간에 연기하는지진짜로 연기천재라니깐안야 테일러 조이 처음알게된 영화이기도 함 
3024,중국은 사람이 없는곳 이죠 
3025,다들 욕하는데 아마 진중한 스토리를 바라고 봐서 그렇지 않았나 싶음 스토리의 내용은 뒤죽박죽이긴 하나 단순히 가볍게 웃으면서 보기 좋은 영화인거 같다 보면서 계속 웃었던거 같고 정말 재미있었던 후회없는 영화이다 청소년들에게 추천하고 싶다 그리고 꼭 혼자나 친구랑만 보길 권한다 ㅎ 
3026,댓글들 가관이네 댓글 조작 쩌는구나 
3027,제목이 이상하다 싶었는데 정말 신세계로 들어갔다ㅎㅎ 
3028,내가 지금까지 잘 살아오고 있는가라는 회의적인 질문에 대한 대답을 해주는 영화인 것 같아요 많이 위로받고 갑니다 
3029,처음으로 감상평을 써봐요다보고 아 나역시 열심히앞만보고 제가 원하는 목표만쫒고 있었기에목표와 현실현재사이의 즐거움을 잊고 살고있구나느꼈어요 지금 부터라도지금 이시간을 즐길 줄 아는 삶으로 살아보려해요진짜 나로 살아가는데는 노력은 필요치 않은거 같아요다만 지금을 느끼는거 
3030,보면서 정말 많이 울었던 것 같다 원작을 보지는 못 했지만 영화만으로도 전하고자 하는 이야기를 잘 표현한 것 같다 이시다가 괴롭혔던 것은 잘못됐지만 그걸 후회하고 반성하고 니시미야에게 찾아가 사과를 하고 친해지고 싶다고 한 것이 참 좋은 것 같다 니시미야도 용기를 내는 모습이 참 좋았다 누구든 힘들다고 피하지 말고 마주하여 극복해 나가갔으면 좋겠다 가해자들이 반성하고 피해자들이 용기를 가지고 극복하는 이러한 이야기가 현실에서도 실현됬으면 좋겠다 
3031,후반부로 갈 수록 찡하게 오는 뭔가가 있어요 
3032,여러 생각이 들게 하는 작품이었어요 살면서 계속 상기시켜야 할 내용을 담았네요 
3033,아ㅋ 캡틴 차이나 골때리네 무슨 중국뽕을 박았네 
3034,영화에서 공효진의 행동이 답답해보일순 있겠지만 공효진처럼 행동하지 않고 일반적인 선에서 똑부러지게 행동햇어도 경찰들은 실제 명확한 범죄가 아닌 이상 적극적으로 움직이지 않음 저런 일이 일어날 가능성에 대해선 비현실적인 거 같지만 범죄를 해결해나가는 과정 상에서는 생각보다 엄청나게 현실적인 영화 
3035,최고정말 감동적입니다 인생을 되돌아보게 되네요 
3036,노부부 씬은 눈물안날수가없는 ㅠㅠ 
3037,기대없이 봤는데 졸렸어요 
3038,보고 나서 든 생각은 역겨움이었다 아무런 개연성 없는 요소들이 등장해서 감상에 혼선을 준다 단지 잔인함과 놀람을 주는 것만으로는 진정한 호러라고 볼 수 없다고 생각한다 이상한 포인트에 맥거핀을 꽂은게 문제라고 생각한다 이런 문제들이 합쳐져서 몰입해있던 관객을 혼란에 빠드린다 영상미는 복고와 레트로감성이 살짝 있지만 살짝 있다 그게 다임 유머러스한 부분을 뽑으려고 노린거면 성공했다고 생각한다 어이가 없어서 실실 웃음이 나옴스토리 또한 최악이다 뭔가 이야기들 중 신박함을 지닌 이야기는 두번째 이야기였을 뿐 다른 이야기들은 그냥 다 어디선가 끌어모은 이야기들같다 마지막에 반전이 있었지만 굳이 다른 영화를 통한 액자식 구성으로 뭔가 비교를 하면서 강조점을 줬어야 했나 싶다 영화관에서 본 영화들 중 2번째로 최악인 영화였다 
3039,재밌어요 기대안하고 보면 볼만합니다 
3041,ost와 연출 연기 영상미 전부 좋았음 
3042,b급 폴리스 영화의 원조 킴 커트랠 참 예쁘다 
3043,김옥빈만 빠졌어도 만점줄듯 어줍잔은 신파는 어울리지 않았다 포항철수도 고증을 무시한 어거지 연출 
3046,이거 안보면 호구인증ㅇㅇ 
3047,카르페디엠 인생 즐기자 
3048,굉장히 특이한 영화였네요 도대체가 끝의 끝까지 와서도 감을 잡지못했습니다 
3049,완벽한 영화 연기력 시나리오 연출 등등 이런 소재가 애국심을 자극하기는 쉽지만 영화 내내 스토리가 재밌고 깊은 울림을 주기는 어렵다 여주는 한동안 일본인인 줄 알았고 이제훈은 볼 때마다 박열이 떠오른다 저 사람이 박열을 연기했다고 대단 
3050,볼만해요 
3051,큰감동이 있는건 아니지만 마음이 따듯해지는 영화입니다 
3052,이슈없이 잔잔히 흘러가요 편안히 아름다운 풍경 보면서 랜선여행 잘했네요 가수 이수에게만 관심이 많았는데 이번 영화를 통해 제이윤의 매력발견 
3053,테리는 진짜 몰랐을까 
3054,소재나 스토리는 괜찮았는데 다른분을 주인공으로 썼어도 괜찮았을것같다는 아쉬움이남네여 차승원 캐릭터가 힘든캐릭터라억지스럽기도하고근데 궁금해서 그러는데 캔따는데 저렇게 피가안멈추고 많이나나여 
3055,선동된 대깨문들을 위한 영화 
3056,스릴러라서 조마조마하네오 
3057,탕수육으로 끓인 육수로 간짜장에 넣고 더 쫄여서 만든 군만두느낌 그나마 노래는 좋네 
3058,김가은의 러블리함만으로도 봐야함 
3059,인생의 의미를 되새겨 보게 하는 영화걸으면서 휴대전화 보지 말자 
3060,나름 한번씩 생각 망상을 해보는 내용또 다른 선택으로 바뀐 내 삶또 다른 곳에 도플갱어 처럼 끝은 열린 결말갠젹으로 뭔가 딱 결론이 있었음 속은 시원할 듯 
3061,인사이드아웃코코만큼은 아니였지만좋았어요 
3062,영화보면서 너무 행복했어요ㅠㅠ 지난 삶을 위로받는 느낌의 영화 
3063,너무너무 재밌게 봤어요 우린 2등이다 우린 2등이다 
3065,한국에 길이 남을 블록버스터 
3067,기대없이 봤는데 생각보다 엄청 재밌었어요가볍게 보기 좋은 코메디 
3068,나같은 인생도 인생이라 다독여주는 영화 
3069,아이랑 보다 울었네요 끝에 여운이 남아 영화관을 떠나기 어려웠답니다 남편이 못본게 아쉬워서 남편과 한번더 볼 예정입니다 
3070,내 인생의 최고의 뮤지컬 영화 
3071,어른도 흠칫하는 연출 흥미진진함 
3073,코로나 시절 취준생으로서 자존감이 낮아지던 이 시기에 큰 감동을 준 영화 
3074,무난하게 즐길 영화시간 되시면 보세요 
3075,왕가위 감독을 개인적으로 매우 좋아하는 사람으로 이 영화가 리마스터링 되어 나온다고 했을 때 무척 기뻤습니다 세월이 흘러도 전혀 촌스럽지 않은 왕가위감독의 영상미와 미쟝센 음악은 세련되네요 배우들의 연기도 잔잔하지만 오히려 이목을 더 집중시키는 훌륭한 연기였습니다 무조건 강추합니다 
3077,영화가끝나고멍대박 이말밖에안나와요 긴장감외에는 아무것도없어요아무리심심해도 볼게없어도 진짜 이게먼가하는느낌밖에 보이지도안고 어두운배경에 쿵쿵소리로 공포만있어요 
3078,따끈따끈한 크루아상의 그 포근한 냄새처럼 따뜻하고 마음이 진정됩니다 
3079,역시나 갓피ㄱ사 외치게되는 
3080,진짜 멋진 배우 아랑드롱을 보는것 자체로 이건 명작 
3082,동화책같은 영화 
3083,미친영화꼭보세요 휴 ㅔ 너무 좋아요 
3085,어른들을 위한 애니메이션영상미와 스토리 ost까지 완벽하다 
3086,로맨스 명작 
3088,로맨스의 정석 
3089,당연히 10점입니다 
3090,셔터 아일랜드 뭐 그런 내용인가 아님 비슷한 이야기로 쓰려다 결말이 안보여서 대충 얼버무려 끝낸건가 뜨게질여자는 마누라였고 밤마다 다른 사람이 된다는건 본인 얘기가 아니고 남자남편 조진웅 얘기였고 그렇더라도 앞 내용이 인과관계가 맞나 셔터아일랜드 짜집기에 환각까지 더하니 관객은 꽤나 머리속이 복잡하잖아 어때요 내말이 맞쥬 
3091,개가 만들어도 이것보다 잘 만들겠다 하 진짜 말이 안나온다 말이되냐 
3092,꿀잼 
3093,사랑스러운 로코의 정석 
3094,삶의 모든것이 소중해진다역시 기대했던대로 
3095,광철이형ㅜㅜ 영화 진출 축하하고 앞으로 활동마리 해줘ㅜㅜㅜ 노래도 넘좋고 하ㅜㅜ실제로보고싶다ㅜㅜㅜ 
3096,제가 알던 원더 우먼이 약간에 다른 모습으로 보아서 좋았습니다 거기다 바바라는 캐릭터 어 어 새생략하겠나이다 
3097,보고 나서도 계속 생각나게 하는 영화그 여운때문에 글쓰는 지금도 눈물을 흘리게 만드는 영화 
3098,여운이 엄청 많이 남는 영화 꼭 목적이 없어도 삶은 생각보다 아름답다는 걸 알려주는 영화 
3099,28년동안 평점 처음남겨봅니다지쳐있는삶에 위로를 주는 영화 강력추천 
3100,장소가 인천공항과 서울일뿐 그냥 프랑스 영화 덧붙이자면 유럽사람들한테 언제 밥한번 먹자는 인사를 함부로 해서는 안된다는것을 일깨워주는 영화 
3101,재밌어요 전혀 지루하지않아요 
3102,조금은 뻔한조금 생각하게 만드는스스로를 돌아보게 하는 
3103,어디든 벌어져도 이상하지 않는 사건 돈과 부덕이 만든 악몽 
3104,차라리 발톱깍는게 그시간이 활용적ㅋ 
3105,아이는 부모의 소유물이 아니라 사람 대 사람으로 봐야하는 인격체임을 깨닫게 해준 영화입니다 
3106,처음 평점 남겨보는데 너무 귀엽고 감동적이고 다했어요 ㅎ 
3107,꼭보세요 삶이달라져요 
3108,지루하긴한데 나름 볼만함 저 평점들이 말하는 최악까지는 절대 아님 연출은 별로지만 연기력이 살린 영화 
3109,인생영화로 등극했읍니다 ㅠㅠㅠ 
3110,많은 생각을 하게 해주는 영화였습니다 영화도 보지 않고 비판하는것은 상당히 잘못되었네요 
3111,생쥐요리사 잼있어요 정말 감동 
3112,처한 상황이 답답하고 짜증웃프지만 마무리 잘 되어서 에효 
3113,보트 추격씬만으로도 만족한다덤으로 장례식장면도 물론 점쟁이에 의존하는 흑인약팔이들의 스토리는 전체적인 균형을 무너뜨리지만 큰틀에서 넘어가도 좋다 문제는 본드가 죽느냐 사느냐가 아니라 몇번은 죽었어야 할 상황이 어떻게 그냥 자꾸 넘어감 ㅋㅋ 
3114,예상한대로 흘러가는 스토리 진부한 내용여배우 인상과 매우 잘어울리는 배역 
3115,스토리가 특별히 없지만 힐링이 되는 영화 핸드 메이드 음식과 농촌생활의 모습을 그려낸 영화 
3116,뭔가 픽사 특유의 좋은 느낌이 덜해서 아쉬웠어요 교훈이나 영화에서 말하고싶은바를 너무 1차원적으로 대놓고 설명을 많이 하는 느낌 그리고 영화를 다 보고나서 캐릭터들이 전작인 인사이드아웃의 빙봉이라던가 업의 할아버지처럼 정이 안간다고할까하지만 애니메이션 업계가 잘 됐으면해서 점수 높게 설정했어요 다음엔 더 좋은 작품 기대할게요  
3117,예상했던 대로 그냥 심심한 영화 그나마 배우들 보는맛에 끝까지 봄 
3118,꼭 꿈과 목적이 있어야 온전한 삶은 아니다 
3119,이상하게 빠져들면서 보게돼었고 반해버렸네요영화보는 내내 가슴 찡하고 또 한편으론 미소짓게돼고 여러가지 생각이 들었던 영화그리고 들을수있고 말할수 있다는 것이 얼마나 감사한 일인지 다시금 느꼈어요수화를 배워보고 싶다는 생각을 하게 됐읍니다 
3120,전반부에 지루해서 잘뻔헀는데 끝나고 나니 제 인생이 위로받은 느낌입니다 다시 보려구요 
3121,슬프다 ㅠㅠost 좋네요 
3122,기대안하고 봤다가 너무 위로받아서 인생영화 됐어요ㅠ 
3123,삶의 목적을 만들려 발버둥치지 말 것 
3124,옛날 fps게임 안케패스 라는 맵이랑 비슷함 
3125,좋아요모처럼 힐링되는영화 
3126,잔잔하니 재밌게 봤어요 
3127,오컬트 공포영화 좋아하는데 완벽합니다 물론 우리나라 정서와 맞지 않는 결말이긴 하지만 그래도 기괴함과 공포가 적당히 섞여있어서 초반 지루함만 살짝 견디면 끝없이 긴장하면서 볼 수 있습니다 
3128,꿈에 대해 작은 울림을 주는 영화네요 6살 아들에게 이해하기에 그리 쉬운 내용이 아니었을텐데 재밌게 보는 게 신기했어요 
3129,또한번 열심히 살아야지라는 생각을 하게 해준 영화 
3131,슬픈장면없이 눈물이 났네요 
3132,잔잔하고 재밌고감동도 있어서 너무 예쁜영화여요 
3133,조금전에 m박스에서 보고왔습니다 극장에 저를 포함하여 10명의 관객이 있었습니다고양이와 재즈피아니스와의 이야기입니다 하루하루를 소중하게 살아가야겠습니다 
3134,왜 그냥 호러로 만들려면 호러로 하던가 연출은 뭔 해리포터처럼 해놓고 그냥 어이없어서 웃겨 첫번째부터 기분 쎄했는데 세번째는 감정이입 시키더니 기분 조져놓고 굳이 이렇게 액자 많이 짜넣어서 말하려는게 뻔하디 뻔한 주제의식이야 계속 집중도 흐리게 만들고 가볍게 만드는데 쓸 데 없이 잔인하고 끔찍해 스케어점프랑 징그럽고 잔인한거 나온다고 호러가 아니잖아 만약 감독이 관객의 기분을 나쁘게 하기 위해 이 영화를 만들었다면 성공했다고 본다 이거 보고 나서 몇시간동안 기분나쁜게 사라지질 않네 
3135,자돗차 cg 장난 똥 때리냐 
3136,전작들에 비해서는 단조롭지만 색체와 영상미가 아름다운 영화였습니다 초반에는 좀 지루했지만 감동과 교훈이 확실해서 좋았어요 22가 지구로 가는 장면은 정말 눈물이 났습니다 
3137,다른것보다 디테일이 진짜 일본 여행 온느낌이라 감성적이었어요 
3138,솔직히 이영화 개봉할때만해도 이게 현실이라 생각한사람은 많지 않았을듯현시점에 보니 너무 소름끼침 
3139,말탄 기사들의 군대가 사라져서 스펙타클에서는 전편보다 떨어지지만 주인공을 헌츠맨으로 단일화해서 훨씬 집중도가 있다 전편이 판타지적 요소가 많았다면 이편은 액션요소가 많다 그러나 전편이 페미니즘에 오염되서 스노우화이트 캐릭터가 망가지면서 영화의 퀄리티가 무너졌다면 이편은 페미니즘이 안드러나서 퀄리티가 더 잘 살아났다 그렇다고 두 빌런 이블 퀸과 아이스 퀸 그리고 헌츠맨의 수호천사 사라등 여성배역들이 영화속에서 비중이 떨어지거나 약한 캐릭터도 아니다 페미니즘의 상징같던 스노우화이트 하나 사라지니 캐릭터들이 전부 존재감이 살아났다 전편에서 죽으며 사라졌던 이블퀸이 워낙 대단한 존재감을 보여줬기에 이편에선 비중이 떨어지는게 아쉽기도 하다 그러나 이블퀸의 자리를 채운 아이스 퀸이 이블 퀸 못지않은 미모와 마력을 보여준다 마치 페미니즘처럼 같은 종족의 성별갈등이 강한 설정의 드워프들이었지만 결국 서로 공감과 영화속 고난을 통해 사랑하게 된다는 내용만 봐도 페미니즘과 반대의 결을 보여주며 전편과는 확연한 아이덴티를 보여준다 헌츠맨들을 잃어버린 딸을 대신하는 아이들이라 부르고 사랑에 상처받은 자신의 전철을 받지않도록 전사로 키우는 아이스 퀸은 삐뚫어진 모성을 대변하고 사라 역시 사랑을 갈망하는 여인으로 나오면서 이 영화속 여성캐릭터들도 페미니즘과는 다른 결을 보여준다 그럼으로써 캐릭터들의 존재감이 망가지지 않고 살아나 영화의 퀄리티까지 올라갔다 아쉬운건 판타지보다 액션에 치우친 장르다 그러다보니 마블 토르의 외전느낌까지 난다 페미의 상징같던 스노우화이트 하나 사라지니까 영화가 뻥 뚫린듯하다 확실히 이 시리즈가 재미는 별루다 
3140,어른들을 위한 애니메이션평범하기 짝이 없는 내 삶을 한번 돌아보게 만드는 영화 
3141,매드맥스분노의질주나는전설이다영상미 아주 좋네요 한국에서 이런 영화를 만들다니 그런데 어디서 본 듯한 장면 겹치는 장면 저뿐일까요 
3142,아 진짜 다 섞었는데 아무 맛이 없는 잡탕찌개같음 스토리는 쫓고 쫓기고 총질 끝 
3143,제기동 오스카극장에서 봤었지 
3145,모든게 즐거울순 없다 슬픔도 있어야한다 
3146,프랑스인 입장에서 한국을 보는 시점을 잘 느끼면서 재미있게 봤습니다 약속해놓고 쌩까버리는 몇몇 4가지없는 한국 ssang 녀언들을 너무 잘 그려서 공감하면서 핵소름 
3147,예고편 보고 기대하고 갔는데 기대 이상이었습니다 영화를 보면서 저의 일상을 돌아보고 어떤 자세로 삶을 살아가야 할지 중요한 교훈을 얻었습니다 내용이 감동적입니다ㅠㅠ 역시 디즈니 픽사였습니다 
3148,그냥 주말에 평온하게 볼 수 있는 그런 영화부담없이 편안하게 볼 수 있는 그런 영화 
3149,그들은 행복했다 모래위의 성이었다 
3151,불한당은 진짜 탈한국 도입부만으로도 한획을 그음 
3152,이수님 제이윤님이 나오셔서 관심을 가지게 됐습니다 그런데 이 영화의 영상 자체도 지금 코로나때문에 답답했던 저에게 즐거움을 주었어요 생각했던 것보다 더 큰 감동을 받네요 감사합니다 
3153,본격 크루아상 고프게 만드는 영화 배우들 연기도 좋고 캐릭터가 워낙 귀여움 
3154,free hongkong 
3155,현대 사회를 관통한 세련된 현대 미술을 보는 느낌 
3156,개같이 진부하고 재미없는 영화 
3157,아기자기한 달달한 맛이 적다 다 큰 성인배우들이 고등학생 청춘을 연기하니 더욱 
3158,김혜수와 이정은의 연기는 말로 표현할수가 없을정도다 미친 연기를 했다 강추 
3159,패션오브크라이스트가 개봉한 해에 나도 예수님을 만났다 하나님의 계획은 완벽하시다 
3160,끝까지 내용이 뭔지 모르고 본 영화는 첨인데 재밌게 보긴했는데 뭔지 모르겠는데 왜 재밌는지 아직도 궁금해서 한번 더 봐야겠음 
3161,너무 무서워서 속이 다 시원하네 
3162,이번에 검찰이 혐의없음으로 결론지은 사항이 이영화에 다 있습니다 유가족에 사과해야될건 해양경찰이 아니고 세월호 선장 및 선원들은 대부분 감옥에 들어가 있으니 확인되지 않은 사실가지고 유가족들 현혹시킨 개 쓰 레 기 선동가들이 아닐까요 
3163,여주를 볼 때마다 신봉선이 생각난다 ㅜㅜ 나만 그런가 
3164,이것을 본 여러분들 착한 중국인은 뭐다 
3165,대가리 삼형제 너무 귀엽네요 집에서 키우고 싶어요 
3166,교차하는 두사람의 삶을 몰입감 있게 잘 그려낸 영화마지막 장면의 펍은 어딘지 가보고 싶군 
3167,연출연기스토리영상미 모두 말할거없이 뛰어나고 히사이시 조의 ost는 넘사벽 수준 일본 영화 역대급에 손 꼽히는 명작 
3169,내 취향이 일반 대중들과 다르긴 한 듯10번 넘게 돌려보고 있습니다계란 넉넉하게 챙겨가고이 대사할 때 감성과 표정이 너무 좋아유 개인 취향 
3170,여자친구랑 재밌게봤어요ㅎㅎㅎ 
3171,재밌음 영화는 영화로만 
3172,선동가 ㅎㅎ선동좀그만해라 
3173,내 인생이 소중하다는 걸 알려준 영화입니다감사합니다 
3174,애나벨 컨저링 시리즈는 재미가 있든 없든 보는 찐팬인데 기대보다 재미있었어요 고구마 캐릭터가 좀 당위성없게 느껴지긴했지만 볼거리많고 너무 잔인하지 않아서 좋았음 
3175,진부하다고 의미가 없는게 아니다 소중함과 감사함은 자꾸 잊어버리니까 자주 상기시면 좋은 것 삶에 지쳤을 때 어깨에 든 힘을 풀어줄 영화 
3176,살아가는 것 자체에 대한 삶속에서 느끼는 모근 것에 대한 감동을 생각해 보게 된다 
3178,일반적인 장애인들은 절대 휠체어에서 내려달라는말 못합니다참 영화 촬영하시면서 겉으로만 배우셨네요이런 영화 나올때마다 제 가슴이 무너집니다진짜 싫습니다 제발 부탁인데 그만 하세요 
3179,b급 마이너 소재로 버무려낸 한국감성 파이트클럽 
3180,짜장세트 만원 짬뽕2개 8000원 
3181,우리의 사랑도 이렇게 끝난다면 행복한 일이겠지 
3182,많은 생각을 하게 해주는 재밌는 영화 
3183,22 처럼 살고 있었던 것 같아뒤돌아 보면 별거 아니였던 일이 많았는데 
3184,넷플로 보다가 oo아서 껐다 
3185,후버 보드는 언제 나올까요 
3186,어린이용 애니매이션은 아니예요 
3187,오락영화 
3188,아 눈물나 픽사 최고 힐링애니메이션이었다 
3189,어른이에게 바치는영화생각하게 만드는 영화 
3190,어릴때 같이다니던 친구가 참 좋아하던 영화여서 야시장에서 cd사서 같이 봤던 기억이 나네요 재밌었습니다 지금보니 분위기도 좋고 시대를 앞서간 그래픽이라는 생각이 듭니다 
3191,와 여배우연기 끝이네요영화씬도 일품였구요잔잔한 감동 진한 여운이남는영화였어요 
3193,진짜인생영화대박영화 
3194,어렸을 때 보았던 환상특급에서 한 발자국도 못 벗어났다 
3195,영화속 군대는  자유민주주의 대만 장제스의 군대 입니다 공산당 모택동 짱깨가 아님 
3196,이딴걸 영화라고 휴 돈받고 보기에도 더럽다 
3197,킬링타임용 먼가 어슬프다 
3198,히어로물 중 최고에 속함 
3199,방금 봤는데 내가 너무 기대를많이 한건가  아니면 내가보는눈이없는건가 원작은 안본사람임 근데 그냥 뭐랄가 잔잔한영화이긴한데 잔잔하다 끝남 남주혁이 왜 떠난지도 모르겟고 둘이 싸운적도없고 ㅋㅋ 이런류 영화는 처음이라 그런가 ㅋㅋ 암튼 크흠 
3200,나의 추억 해리포터 조하조하 
3201,삶에 지치고 힘든 모든 사람들이 볼 수 있었으면 좋겠다 분명 아주 좋은 위로가 될 것 같기에 적어도 나에겐 최고의 위로였다 코로나로 인해 힘든 사람이 많은 요즘같은 시국에 딱 맞는 감사한 영화가 아닐까 
3202,ㅋㅋㅋ감독이 페미묻혀 원작망친 영화그나마 감독이 만든 노스컨츄리는 시대고발이라도 해서 좋기본 영화였지 이건뭐 앞뒤따지지않고 다 페미묻혀놧네 
3203,볼만한데 결말은 딱히 맘에 안듬 
3204,스토리 처음빼고 다 막장이고 너무 억지스럽다 차라리 조아라 웹소설 무료연재하는 풋내기 소설가들이 더 잘쓸거같다 
3205,좀비전염병에 걸린 아내가 죽고 자신마저 병에 걸린 아버지가 좀비가 되기까지 남은 48시간내에 어린아이을 안전한 곳에 데려가는 여정을 그린 드라마 공포 sf 스릴러영화다 본 영화의 두감독이 2013년에 유튜브에 공개한 7분짜리 동명의 단편영화를 리메이크한 영화다 유튜브에 cargo라고 검색해서 7분짜리 단편영화를 먼저 보고 영화를 보는 것을 추천한다 대사가 없기 때문에 영화의 전체적인 흐름을 파악하는데는 예고편보다 오히려 나을 수 있다 자신들이 만든 영화를 자신들이 리메이크한 영화는 극히 드문 일인데 비교적 리메이크작으로는 잘된 경우의 호주영화다 카고cargo란 영화 제목부터 함축적이고 많은 것을 담고 있다 영어의 일반적인 뜻은 화물 짐이란 의미이지만 영화에서는 아버지가 등에 매고 다니는 아이를 뜻한다 하지만 그것은 표면적인 의미이고 카고란 것에는 많은 것들이 들어 있다 아이에 대한 아버지의 지고지순한 사랑도 들어 있고 세상 그무엇보다 소중한 것에 대한 가치같은 것들이 녹아 있다 그래서 이영화는 좀비영화는 맞지만 좀비영화로만 치부하기엔 너무 큰 휴머니즘이 내재된 영화다 좀비에 물리고 48시간이 경과하면 아무리 사랑하는 가족일지라도 공격하는 세상에서 가장 무서운 존재로 변한다는 이야기는 아무것도 모르는 아이의 입장에서 보면 유일한 생존의 희망이지만 한편으로 보면 자신을 지켜주는 아버지가 48시간이 지나면 세상에서 가장 위험한 존재가 된다 이런 단순한 스토리를 가진 7분짜리 단편을 105분짜리 영화를 만드는 것은 대단한 일이다 세상에서 가장 소중한 것에 대한 이야기 그리고 세계가 멸망한다해도 사랑의 가치는 영원하다는 진리를 담고 있는 웰 메이드 호주영화다 영화 카고cargo에 평점 7점을 남겨본다 
3206,와애니메이션 대박 
3207,인사이드 아웃 이후로 인생영화 또 생겼네요 
3208,감동적이였어용ㅠㅠ 
3210,마지막에 제리는 조 뿐만 아니라 나에게도 다시 문을 열어준 것 같다 영화가 끝나고 나온 후 내 삶의 모든 순간을 즐길 수 있도록 
3211,개성있는 캐릭터 구축에 성공 유쾌하게 볼 수 있는 영화 개인적으로 중도에 스토리가 산만해진다고 느낀 부분도 있었지만 여태 한국영화에서 자주 볼 수 없었던 캐릭터들로 이야기를 힘있게 끌어간 점이 매우 좋았음물론 비현실적인 부분이나 오그라드는 부분도 있긴하지만 각 주조연 배우들 모두 매력발산함 좀 아쉬운 점은 내가 기억하는 것보다 패션이 좀 더 올드하다 싶어 당시 광고도 찾아보았는데 역시 레트로를 강조하려고 90년대 초반 느낌으로 컨셉을 잡은 듯  어찌보면 유행의 첨단을 달릴 필요는 없는 대기업사원들이니 더 정확한 고증일 수도 있겠다 싶기도 함 
3212,진짜 본 시간이 아깝다는 생각이 드는 몇안되는 영화 
3213,쓸데없는 의미부여는 별로였지만 영상미와 중간중간 농담들이 재밌었다 
3214,진짜 별점테러하는 사람들은 이 영화를 제대로 이해하지 못한거 맞죠 
3215,감상포인트를 스토리에 줬습니다 저에게 예지력이 생긴것같더라고요 새로운능력을 체험하게해준 스토리였습니다  
3216,모두들 연기를 잘했지만 류승룡이 연기가 찰떡이네진지한 이야기 해도 왜이리 웃기지 
3217,캐리그랜트 최고 미남 히치콕 스릴러뿐만아니라 사랑영화도 잘 만드셨네요천재말고 다른말이 안떠오릅니다 
3218,일본이 진심으로 사죄할때까지 
3219,이수 행님과 제이윤 행님 나온다고 하길래 학수고대하며 기다렸는데 그 보람이 있었습니다 영상도 너무 이쁘고 버스킹 장면도 너무 좋았습니다 ㅎㅎㅎ 잘봤습니다 
3221,삶을 재즈로 빗댄 영화 삶에서 즉흥적인 변주가 있어도 그 자체만으로도 괜찮다고 작은 음표 하나 또한 연주를 채워가는 데 필요하다고 위안을 건네는 영화 
3222,적을 알고 나를 알면 백전백승ㅋ 
3224,주연 조연 배우분들이 연기를 다들 잘하셔서 너무 잘봤습니다 
3225,디즈니 픽사가 작정하고 만든 느낌이 나요 조가 치는 피아노 곡마다 마음에 울리고 전달하고자 하는 메세지도 엄청 위로가 되네요 삶의 목적을 위해 살려고 하지 말고 지금 순간을 즐기며 살아가고 싶다는 생각이 들었어요 
3226,오랜만에 힐링되는 영화였어요 
3229,너무 재밌었어요 인생을 한편에 담은 영화 극한에 가장 중요한 것만이 남네요 그리고 마지막의 끝까지 시도하는 그 모습과 연기 푹 빠져서 봤어요 
3230,슬픔이 가루가 되어 계속해서 쌓여가는ㅡㅡ샘 멘대스의  아 샘 
3232,역시 팀버튼 볼까말까 고민했는데 고민할 필요가 없었음 내 인생영화임 진짜ㅠㅜ 꼭 보세요 
