,txt
3587,생각과는 전혀 다른 작품 놀랍도록 죽음의 표현이 섬세하다인간은 그 순간을 놓치기 싫어서 쿨한척 질질거리지만 결국 모든 생명체는 마지막에 그를 만나게 된다 
3588,왜 주인공이 무고하게 투옥됐다는 스토리를 집어넣은지 알수가없는 주인공이 살인범이든 아니든 인간은 누구나 자유의자가있다 강력한 메세지를 푼돈이나 벌어보겠다고 훼손해버렸음 그게 너무 아쉬워 우리 주인공은 강력범이나 수용하는 막장 교도소에 수감되 개고생하지만 사실 모략이었어 토나오는 구걸이 아닐수없능 
3589,한의 정서를 가장 잘 느낄 수 있었던 영화였어요 
3590,스토리 왜이럼ost도 상황에 안맞고 답답해 oo거같음 
3591,이 영화 정말 별로였다 너무 짜증나서 결말이 뭔가 하고 봤는데 아 뭔가 나오겠지 하면 허망하고 답답함 
3592,그런대로 재미짐 끝까지 봄 2시간짜린데 
3593,배우들 연기가 정말 대단하다 크레딧 올라올때까지 긴장하면서 봄 
3594,말그대로 메이드 인 차이나 
3595,공감 많은 평점이 대부분은 정확하더라 몸값 비싼 배우들 모아놓고 저따위로 만들기도 어렵겠다 연결 뚝뚝 끊어지는게 이리 심한 건 또 오랜만이네 
3596,저 배우들 데려다가 이따위 영화 밖에 못만드나 한숨만 나오네 
3597,최근 금융 공부를 시작하며 여러 다큐멘터리를 보고 난 후 이 영화를 봤더니 한국의 금융현실을 조금이나마 이해할 수 있었다 영화 블랙머니 함께 보면 론스타 사태를 좀 더 입체적으로 이해할 수 있다 자본주의 시대 금융시장에서 우등생이 되어가고 있는 한국에서 누구나 불로소득을 꿈꾸는 현실의 실체를 확인 할 수 있다 
3598,나는 여전히 중요하지 않은것에 얽매여 길을 잃고 살고있지만 그래도 나중에 영화의 가르침 처럼 살아볼게요 
3599,적절한 시대성 괜찮은 액션 개성있는 캐릭터들 민생의 조선활극 
3600,귀신 나오는 영화에 개연성을 바라는 것은 무리인가 마지막 반전은 귀신은 들러리 였음이 드러나지만 
3603,코코나 인사이드아웃에 비하면 밋밋하지만 그래도 
3604,재밌어요 볼만해요 문채원 넘예쁘고 남주인공멋있어요 원나잇미화했단 후기는좀아닌듯 
3605,3시간 내내 지루한 순간이 한 번도 없었다 
3606,불꽃이란것 그게 꼭 위대하지 않아도 삶의 목적이다 
3607,믿고 보는 크리스틴 스토리 영상미 모두 완벽 
3608,배우들이 다했다 
3609,쓰레기 같은 영화 이게 무슨 영화 
3610,정말 감동적이고 재밌다 
3611,다니엘크레이그는 여전히 존멋  뇌쇄적 레아세이두 굿  그러나 그것만이 다인 영화  
3612,초반엔 좀 지루하다 느낄 수 있는데 중후반부터는 재밌습니다 음악영상을 잘 활용했다는 생각이 들고 영화가 주는 메세지가 참 좋습니당 
3613,코로나로 답답한 마음이었는데 많이 위로받았어요 이적님 노래 듣고 추천해주셔서 본건데 진짜 너무 감동이었습니다 아직도 마음속에 여운이 남아서 행복해요 감사합니다 코로나 시대에 딱인 영화에요 
3614,평론가 평점도 봐라 봐야하는 이유가 꼭 있다 
3615,와 지금이 21년맞습니까 이런 영화가 나올 수 도 있나요 스토리와 연출 영상미 모두 엉망인 재난 영화 입니다 굳이 보지 않아도 아님 예고편와 포스타만 보아도 예측이 되는 영화에요 어떤 설정 하나 설득이 되는게 없습니다 그냥 주인공가족이 죽어라 도망가서 살아남는 영화 진짜 딱 이 한 문장이 전부입니다 
3616,꼴페미들이 망상해서 만든 페미 망작 
3618,소원들어주는 돌덩이가 원래 dc스토리에 나오는 건가요 뜬금없이 나오고 마지막 남자악당 갑자기 뭔 감동스토리 여자악당은 뮤지컬 캣츠 분장같고ㅡㅁ ㅡ 개봉한지 얼마 안된거같은데 벌써 케이블에 뜨길래 설마 했더니 너무 재미없다ㅜㅜ 
3619,기회란 해피엔딩 이라는 편견과 양면성 
3620,호그와트에가고싶다꼭 
3621,사극코믹물이라고 하나요 바람과 함께 사라지다한국와 같은 장르를 좋아하는데 비슷한 장르중 유일하게 꾸준히 시리즈가 발표되는 작품인 것 같습니다 누가 뭐라하든 속편이 속히 나와 줘야 한다고 생각합니다 속편 존비편 기대하고 있겠습니다 
3622,정신을 차려보니 나는 울고 있었다 
3623,현재 취업으로 힘든 2030대가 보면 제일 좋은 영화라고 생각합니다 
3624,다른 곳을 보고 있어도 같은 맘같은 꿈을 가진 그들 슬퍼 
3625,어린이 보단 어른이를 위한 영화였습니다 눈물 찔끔 흘렸네요 너무 좋은 영화 
3627,초반엔 흥미를 유발하나 갈수록 지루해진다 좀 실망스럽다 
3628,역시 믿고보는 크리스틴 스튜어트의 연기입니다 너무 재밌어요 
3629,영화를 보고난 후 한참을 아니 몇일을이 찜찜함은 무엇인가 계속 생각하다가 결국엔 깨달은 것이경계의 모호함 이었다 악의 기준은 무엇인가내가 아니고 아무리 당당할 지라도 그런 일을 하고 그렇게 보이면 그냥 그런 사람인 것임그런데 나마저 나를 그렇게 생각한다면그건 게임 끝 예전에 피단을 읽었을때의 그런 충격과 같은 충격이었다그래서 그제서야 감독이 달리 보이고 배우들을 칭찬하고 싶어졌다박수를 보냅니다 
3630,무능력자 남주와 깨림찍한 결말 
3631,처음부터 끝까지 눈물을 멈출 수가 없네요  
3632,초반에 좀 졸렸으나 교훈은 좋았다 
3633,전작에 비하면 정말 아무것도 아닌 어거지로 만든 한심한 영화였습니다 슈퍼맨처럼 날아 다니질 않나 소재도 캐릭터들 설정도 배우들 연기도  전작의 명성을 한번에 다 무너뜨리는 한심한 영화입니다 
3634,무슨 이런영화 평점이 7 ㅋㅋ 지나가던 개가 웃겠네 ㅋㅋ 
3636,시카리오 분위기 따라가려고 노력했고 배우들 연기는 나쁘지않지만 디테일이 많이 부족해 
3637,영화가 참 섹시하다 
3638,정우성 볼려고 봤었는데근데 한효주가 저런 여주 배역으론 절대로 안어울리는데 왜일까한효주 참 좋아는 하지만 저런 역활은 좀 아닌듯 
3639,믿고보는 배우들의 연기크리스틴 스튜어트는 역시 매력이 너무 많다 
3640,기대안하고 봤다가 눈물콧물 뺀 영화 ㅠㅠ 
3641,오우삼 감독 진짜 대단한 사람인듯영화 감독으로 천재인거 같다 
3642,초반에는 적응이 안되고 지루했는데중반 이후엔 아주 재밌었습니다마지막 쿠키도 깜놀이었습니다꼭 보세요개인적으로는 인사이드아웃보다 재밌었어요 
3643,리뷰만보고 가서 찐후회 돈이 아깝단 생각밖에 
3644,전문진행자 없이 그냥 자연스러운 연출과 과하지않은 스토리진행이 너무좋았어요 티비프로는 너무오바하고 억지스러운게있어서 좀 부담스러었는데 바이크원정대의 하나하나장면들이 꼭 저의 얘기 저의 감정느낌인거 같애 너무좋았습니다 비록 코로나때문에 해외여행못가지만 덕분에 많은 힐링이 되었습니다 그리고 출연진멤버들 다들 더 멋진 활약과 방송출연 부탁드리고 응원하겠습니다 잘봤습니다 돈이 안아깝네요 다음 바이크원정대도 기대하겠습니다ps참고로 mc the max완전 광팬입니다앞으로도 더좋은음악 부탁드려요 
3645,연기와 노래 정말 감동적이에요 ㅠㅠ 이영화 정말 추천하고 싶네요 
3646,그때를 보내신 광주 시민분들께 감사한마음이 드네요 
3648,실제로있는 스포츠일줄이야 ㅋ ㅋ 
3649,와 진심 제대로미친싸이코녀네여자지만 남자가 여자잘못만나면 골로간다는걸 보여줌 결말이 좀 고구마지만 ㅋㅋ 
3650,오랜만에 제대로 된 사극을 봤더니 마음이 아프다 우리나라 역사에 대해 다시 한번 생각해보게된다 
3652,소울이 백배 천배 더 재밌네 
3653,짱짱 오랜만에 영화관을 찾았는데 후회없어요 대박나시길 
3654,삶에 대하여 여러 생각이 들게끔 해주는 영화인 것 같아요 주위를 살피지 않고 앞만 보고 가던 주인공이 맨홀에 빠지는 부분부터 홀린 듯 끝까지 봤네요 다만 저는 결말이 조금 아쉬웠어요 다가오는 죽음에도 이 또한 깨닫고 자신의 운명임을 자연스레 받아들이는 주인공의 모습이었다면 조금 더 많은 여운이 남았을 것 같네요 그래도 재밌었습니다  
3655,그동안 나 자신을 압박하고 가두기만 했는데 나도 22처럼 지구로 왔을 거라 생각하니 나에게 너무 미안해지면서 치유가 됐던 영화 그동안은 어떤 특정한 그날 미래만을 위해서 가혹하게 달려왔다면 이 영화를 본 이후부터는 지금 오늘을 살 자신이 생긴다 22번이랑 조가 손잡고 지구로 갈 때 얼마나 울었는지 진짜 인생 영화 등극입니다 전 자막 버전으로 봐서 가수 이적이 부른 소울 ost 쉼표라는 노래는 못 들었지만 당장 노래도 들어봐야겠네요 가사에 소울의 메시지가 담겨있다고 하더라구요 다들 들어보시길 
3656,기대가 높아서 였는지는 모르겠지만 많이 아쉽습니다 
3657,고민중이면 진짜 꼭 보세요 강추드립니다 
3658,보는내내 스카이캐슬 김주영 선생님만 보이네별5개는 오로지 고생하신 관계자분들에게 드리는것 
3659,내 기준 내가본 영화중 최고 
3660,외국군대들여서 자기백성 학살한 희대의 개발련 명성황후에 비하면 마리앙투아네트는 모범생이지 
3661,마이클 형이 거기서 왜나와 
3662,목숨보다 지키고 싶은 신념 생의 끝에서 찾아 헤맬 절대적인 존재에 대해서 나에겐 없는 것이지만 생각해 보게되었음 다만 깊이 공감할 수는 없었음 
3663,나중에 엄니랑 같이봐야지 
3664,내 인생 최고의 로맨스 영화 ㅜㅜ내일 또 봐야징 
3665,어렵고 어렵고 어려운 영화 
3667,화양연화를 대체할 제목은 없다 
3668,여주인공의 잔잔한 노래가 참 매력 적이다 
3669,별 안주는건없나 oooo 영화 
3670,편안하게 보는마음으로 관람했는데 배우들이 전부 매력적이고 시원하며 재미있었습니다아주 만족합니다 
3671,저때 내가 20대후반이었는데 이젠 60대 중반이 돼가는구나세월은 진짜 쏜살과 같구나하긴 아직 세상에 없던 우리딸이 서른이 다 됐으니인생의 신비함하느님 진정 감사합니다 
3672,진짜 너무 좋고 이 영화의 분위기가 대박임 
3673,갤가돗은 완벽하나 dc는 마블에 비해 재미가 떨어진다 극장서 볼만한정도 
3674,잔잔하게 삶에 대해 상기시켜주는 좋은 영화였다 
3675,제 인생에서 이 영화를 뛰어넘는 영화가 앞으로 있을까 싶을 정도로 느껴지는 인생 최고의 영화입니다 
3676,모든게 다포함된영화입니다 
3678,전쟁에 대해 많은 것을 생각하게 되고 군인의 사명감과 인간의 생명의 소중함에 대해 깊은 감명을 받았어요 영화끝나고 실제인터뷰 장면에서 주인공의 사투가 다시 떠오르면서 눈물이 났어요 
3679,너무나 멋진 영화 그자체 
3680,무해한 영상 너머에 스며든 일상이 곧 일생이라는 메시지 
3681,기대이하 노잼 엠시더맥스버스킹기대했는데 
3682,카메라엥글이나 조연들의 연기가 아주 좋다 하지만 한국공포를 다루는 감독의 연출이 아쉽게 한다 일본공포영화 귀신을 너무 차용해서 한국 귀신의 고유성을 읽어버렸다 
3683,언제 디즈니가 중국 선전물 만들었냐 ㅋㅋㅋㅋ그리고 평점 뭐냐 ㅉㅉㅋㅋ 중국인들이 올려놨나 
3684,너무 너무 너무 귀엽다  
3685,강은비의 결단만은 높게 평가합니다 
3686,다 좋은데 쿤 역할의 성우를 잘못 캐스팅했다 4살 아이의 목소리가 아닌데 왜 목소리 때문에 집중을 못하겠다 상당히 거슬린다 
3687,한국인의 싫어하는 전개와 터무니 없는 스토리 
3688,이라크 모술에 내가 와있는 착각이들만큼 너무잘만든영화 가족이 내동료와함께 지켜낼만큼 소중한것은 어느나라든 마찬가지이지만 이라크에서는 더욱더 소중하게 와닿는것 같다 서로의 목숨을 받쳐가며 가족을 다시찾는다는게 ㅜㅜ 이렇게 어려운것이기에 정말 잘만든영화 추천합니다 안보신분들 꼭보세요 
3689,불쌍한 여왕의 미묘한 동반자들저렇게 권력을 얻어가는 겨 재미넘치는 규방사극 
3690,인간에게 애니메이션이 필요한 이유 
3691,재미있는 영화 너무 웃김 연출도 좋음 
3692,억지 설정 퇴보한 느낌 
3693,영화도 레트로인가 88년도에 봤을 법한 쿵푸영화를 본 것 같다 
3694,기대보단 별로라 그냥 그랬음 
3695,대학 취업 돈이 아니라 그냥  인생을 살아가는 것을 목적으로 둘 것  매 순간 삶을 즐기면서 살 것  
3696,코로나로 힘든 시기에 잘 맞추어 개봉한 듯 항상 목표를 가져라 꿈을 가져라 뭔가 이뤄내라고 말하는 사회 속에서 위로를 주는 영화 슬퍼서가 아니라 감동받아 우는 영화는 처음입니다 제 인생영화 등극입니다 또 보러 갈꺼에요 그리고 쿠키 없음 기다렸다 가지 말아요 
3697,청춘의 빈 속내를 태워내다 
3698,영화 재미는 물론이고 감동 액션 최고지만 배우자들 연기력들이 다 대단해 난 특히 전인권 연기력이 오짐 
3699,몰입감 있게 잘 찍었네요 과하게 힘준것도 없고 
3700,주인공이 피아노앞에서 진정한 행복이 뭔지 깨닫는 씬에서 저도 뒤통수를 맞은 듯이 깨달았습니다 그장면에서 눈물이 절로 나더라구요 
3701,너무 기대를 많이했나 재미없지는 않지만기대했던거보다는  
3702,어른인 줄 알았던 소년들의 사투 
3703,이 시기에 개봉해 준 것만으로도 기본 이상 그러나 픽사에 대한 기대치가 너무 과했던 것일까 
3704,삶의 목적이 아닌 의미 행간에 숨겨져있는 행복을 찾자 
3705,소리도 없이 마음을 물들이는 역시 믿고보는 유아인님 
3706,몇oo이 지나도 왜 평점이 좋은지 이해가 안가는 영화 내용도 재미도 없지만 굳이 좋은점 두가지를 뽑자면 ost랑 인생사를 영화화 했다는 거에 별 두개 준다 
3707,삶에 대해 다시 한 번 생각하게 하는 영화 
3708,애니메이션이라곤 열성적인 오타쿠였던 중학교이후 아에 보지않았는데이 좋은설렘과 여운 정말 간만이야ㅎㅎ개인적으로 너의이름은 이건 보다 껐는데이 작품 너무좋네 엔딩곡까지 취향저격오랜만에 청춘 드라마 애니메이션으로 감동먹었어너무 슬프고 아름다워 일본문학의 진미를 느낄수있는 명작 잔잔하고 은은함이 주는 울림은 내 눈물을 흘리게 하는데 충분했다 
3709,이어폰으로 다시듣는 첫사랑 
3710,이수형 영화 출현해줘서 넘 고마워요 
3711,나오는 길에 페페로니 피자 먹었어요 불꽃 튀는 맛은 아니었어요 인생은 그런 맛인가 
3712,여자 주인공이 매력 있음 
3713,전세계 사람들에게 한번씩 보여주고 싶은 영화음악을 소재로 한 영화다 보니 노래가 진짜 너무 좋습니다 애니메이션도 이에 뒤쳐지지 않을 정도로 어마어마 하고요 눈도 귀도 즐거운 흔치않은 영화였습니다 픽사가 죽음과 삶이란 다소 무거울 수 있는 주제를 이렇게 가볍게 소화해낸 것이 대단하다고도 생각이 됩니다 아마 여러번의 수정이 있었겠죠 어린이용 영화라서 그렇지만 추후에 연령대 높여서 죽음에 관한 영화도 한번 만들어주면 좋겠네요 한달에 한번씩 봐야할 거 같습니다 하루가 무의미한거 같을때 
3714,여배우의 연기 몰입도가 미쳤다 스릴러는 이렇게 만드는거지 
3715,재료는 좋았으나 풀어내는 방식은 글쎄 
3716,기생충 이후로 보면서 눈물 질질 흘린 거 처음 서양 영화에서 죽음을 다루면서 지옥과 천국이라는 소재를 사용하지 않는 것도 꽤나 신선했음 안에 내제한 철학적 심지가 몹시 좋았고 그걸 현재의 기술력과 상상력을 가미해서 세련되게 표현했다는 것도 너무 좋았음 다만 어린이가 보기엔 내용이 조금 이해하기 어려울 수 있음 그래서 내 옆자리 앉은 어린이 재미가 없는지 3초 간격으로 움직여서 힘들었음 
3717,이게 영화다 구구절절 설명하지 않고 장면으로 보여주는 
3718,행동하는 사람글에게 고마웠다마지막에 스테이시가 로렐을 떠올리는 장면에선 수많은 사별장면을 봐왔어도 못느꼈던 감정이 로렐과 스테이시의 연기에서는 사랑하는 연인 떠나면 상실감과 슬픔이 엄청 클거라는 생각을 처음 느꼈다 로렐이 자기의 상황에 비유하면서 두려움에 떨고 뭔가를 숨기며 사는 건 끔찍한 삶이야라고 한다 그걸 보고 나를 생각해 봤다 나는 지금 숨고있다 
3719,2010년에 한국영화가 이미 이런 과감한시도를 했다니 놀랍다 
3720,왜 300 덕좀 보려고여윽시 메이드 인 차이나 ㅋㅋ뼈속까지 카피질이네 
3721,무슨 설명이 필요하겠는가 
3722,이 와중에 부들거리는 메갈뒈지ㅅ 존나 웃기네 ㅋㅋㅋ 
3723,인생이란인간이란많이 보시길 
3724,새벽에 맥주마시면서 봣다 슬퍼서 울엇다 나를 찾아보자 김혜수 누나 이쁘다 결혼하고싶다 사랑해요 
3725,事大에 빠진 抑佛崇儒의 시대에 百姓을 위해 최고의 언문을 創製 하신 세종대왕님과 여러분들에게 다시금 감사를 드립니다아울러 이토록 훌륭하고 좋은 영화를 만드신 작가와 감독 배우 외 여러분들의 수고와 노고에도 감사의 마음을 전합니다 
3726,이정재 연기 굿 전도연도 불쌍함하지만 젤 불쌍한건 애다 서우 윤여정 연기도 넘 좋았음 
3727,마음이 즐거운 영화 추억도 함께 
3728,인물 집중이 안됩니다 인물이 건물보다 못합니다 건축물과 다리만 보입니다 현실감 없고 인물 묘사가 이상합니다 감독의 표현하고자 하는 부분이 미숙합니다 이 영화 보느니 라이언 일병 구하기 100번 보는게 이 영화는 그냥 돈 많이 쓴 연출이 뛰어난 민방위 훈련 영상입니다 
3729,결말때문에 저평가된 것 같다 아포칼립스 스릴러 드라마로는 썩 나쁘지만은 않다 
3730,말이 필요없는 픽사 역시 픽사 
3731,제 인생 영화입니다이때가 생각이 나네요 
3732,최고다 어른이들을 위한 최고의 애니기존의 것들을 비틀어 버리는것이 아닌 뭔가 다르게 본다는것 이 영화는 무조건 두번 이상은 봐야됌 
3733,릴리 콜린 연기가 사랑스럽다 내용에 딱 맞는 외모를 갖춘 배우를 잘 선정했다알렉스도 좋음줄거리도 재밌게 짜였고 아기자기 청춘들의 만남과 사랑 이야기를 유머있게 잘 풀었다 
3734,디카프리오 연기는 진짜 미쳤다 
3736,범죄자들로 뭔 영화를 만든겨 ㅋㅋ 유튜브 브이로그 보다도 볼거없네 
3737,송승헌 이세상 외모가 아니다 하 
3738,시간의 소중함을 일깨워 주는 영화보는 내내 시간 가는 지를 몰랐다 
3740,한상혁 배우님 연기 최고다 영화 꼭 봐주세요 스토리도 너무 좋아요 ㅠㅠㅠ 
3741,너무 재밌는데 그만큼 멘탈 터짐ㅎ 
3742,넷플릭스로 봤는 데 참 재미있다 미드 raised by wolves 도 생각나고 에일리언도 생각나게 함 둘 다 리들리 스콧 감독작품이고 sf다 
3743,정말 어른이를 위한 영화 단순히 희망적인 것이 아닌 마음의 깊숙한 곳을 토닥여주는 영화 
3744,색과 점도로 왜 남은 양을 보고도 몰랐을까 
3745,배우들 연기만 봄 줄거리 및 각본 다 쓰레기 
3746,최우제씨책 읽는 것도 아니고대사전달이 왜 이래요 
3747,스파게티로 위장한 칼국수 
3749,히어로즈 라이징 만큼은 아니지만 잼써여 
3750,솔직히 개인적으로는 10점 만점을 줘도 모자라지만 내용이 너무 어려워서 객관적으로 평가했을 때 많은 관객들에게 좋지 않은 느낌을 줬을 것 같아 어쩔 수 없이 9점을 줘야 할 것 같다 잘 모르고 처음 봤을 때에는 온갖 경제 용어들이 뒤섞인 난해한 내용 때문에 이해가 잘 되지 않아서 별로였는데 웬만큼 알고 나니까 한 10번 반복해서 보고 싶을 정도로 명작이라는 것을 알게 되었다 특히 경제사를 소재로 연출도 훌륭하고 배우들을 보는 재미도 매우 쏠쏠하며 청소년 관람불가라고 해도 그리 자극적인 부분이 많지 않아 편안하기도 했다 
3751,광수형 런닝맨에서만 보다가 이렇게 보니까 너무 다른 사람가틈멋있다 영화자체도 감동적이고 시간 아깝지 않은 영화 
3752,마지막 돌아서서 나가는 장면이 왜 그리 슬픈지 눈물 펑펑 쏟았네요 
3753,제목에 서유기를 갖다 붙인것 조차 수치인 영화 
3756,어릴 때 진짜 스쳐가듯 본 영화였는데 몇년뒤 갑자기 불현듯 생각이 나서 엄청 검색을 해서 찾은 영화여운도 깊이 남고 몰입하기 정말 좋은 영화같다 특히 ost가 정말 정말기억에 남고 배우님들 연기도 ㅠㅠ 너무 좋았던 영화 벌써 5번째 보지만 늘 새롭고 와닿는 느낌이 다 다른듯 하다 물론 조금씩 어색한 부분이 있었지만서도 인생영화 같다는 느낌이 든다 
3757,술과섹스는 한국남자뿐만아니라 분명 한국여자에게도 중요한 요소이다남자를 색정광으로 몰아가는 구도에서 여자는 최종결정자이기때문에 영화재목이 이런게 아닐까그리고 당신들은 얼마나 고결하고 깨끗하게들 사시는지술자리에서 눈치보며 한번 자빠트릴려고 머리굴리는 남자들도 한심하지만누굴 최종적으로 선택할지 간보는 여자들도 속물이다우린 다 이런 찌질함에서 결코 자유로울수없다 
3758,대중들이 보기에는 좀 과하지않았나 싶네요어려운 영화입니다 
3759,영상미도 좋고 많은 사람들이 나오지않아도 이렇게 재미있을수 있구나 싶네요 
3760,시대극의 살아있는 전설 이준익 
3761,이 쪽 바닥에선 마틴 스콜세지가 여전히 명장임을 입증 
3762,생각할 사 슬플 도 이 영화의 제목을 뇌리에 깊이 새긴채 보도록 하자 
3763,띵작입니다 꼭보세요 
3764,진지하지 않아도 전쟁 참맛 다느껴질수 있다는걸 보여주는 명작 
3765,진짜 재밌게 보고 있었는데 개 때리는 거 보고 바로 끔 
3766,행복은 언제나 가까이 있다라는 것을 다시 한번 깨닫게 해준 영화 
3767,사라폴슨이 스릴러에 최적화된 뛰어난 배우라는건 당연히 인정아니쉬차칸티 감독의 독보적인 개성의 연출력 또한 인정  그러나 이영화가 스릴러무비의 수작이라 불릴만큼 높은평가를 받을 작품이라는 것에는 글쎄뻔하디뻔한 스토리와 밋밋하고 단순한 캐릭터의 활용이 다소 아쉬운 무난한 영화 스릴러라기엔 그 강렬함이 너무나 부족하다 
3768,아ㅏ 눈물 줄줄 흘리면서 봤스ㅁ다 
3769,검술 액션 정말 좋아요 
3770,전쟁피해자를 동화로 소화해내다니 이런게 예술이지 
3773,스토리가 그닥 안좋았던건 아니지만 그래도 연출이 한몫했지 
3774,김남길배우님 연기 너무 좋아요 최고인드ㅅ 
3775,짜증나고싶고 열받고싶으면 보셈ㅋㅋ 
3776,인간의 요동치는 본심을 직접적으로 적나라하고도 찝찝하게 연출한 영화 
3777,좋다 잔잔한데 흡입력이 대단 
3778,신선하고 아름답고 로맨틱 하다 
3779,너 무 재 미 있 음삶을 살아갈때 당연히 목적이 있어야 한다고 생각했고 그 목적을 이루기 위해 날 몰아가며 지내왔ㄷㅏ근데 이 영화에선 꼭 목적이 필요하지 않다고 말을 하는데 그게 너무 감동적이었고 와닿았음쨧든 좋앗음 
3780,넷플로 봤는데 생각보다 너무 재밌었다 
3781,정신 시간 공간 지배에 관한 영화 충분히 좋은 소재임에도 보여지는 스케일이 작아서 아쉬움이 남는다 
3782,감동적이고 슬프고 흐어어어어유ㅠ 
3783,ch우편사 막내의 마지막 여정 올리브는 소중한 사람과 다시 만날 수 있을까 20년 가까이 영화를 본 입장에서 제가 이제껏 본 영화 중 당연 최고입니다 인류 역사상 가장 완벽한 걸작 시리즈 입니다 야마다 나오코 감독님 이시다테 타이치 감독님 후지타 하루카 감독님 키가미 요시지 감독님 캐릭터 디자이너 타카세 아키코님 각본가 요시다 레이코님 등 쿄애니팀에는 뛰어난 사람들이 정말 많구나 하는 것을 다시 한번 체감하는 순간이었습니다 이 작품에는 쿄애니가 해왔던 연출 스타일과 시그니처 그리고 레이아웃 등 쿄애니의 색채가 굉장히 다채롭게 잘 녹아들어 있습니다 인물의 몸짓과 표정 그리고 빛과 공기 등에 주목한다면 더할 나위 없이 큰 감동을 느낄 수 있을 것입니다 이 시리즈가 완결이 났다는 것이 아직도 믿어지지가 않습니다 제발 끝나지 말라고 마음속 깊이 기도하기도 했습니다 작품 속에 더 오랫동안 머무르고 싶다고 생각했습니다 이 작품을 볼 수 있어 영광이었습니다 이 작품을 볼 수 있게 해준 많은 분들께 감사드립니다 여담으로 그 달리기 작화는 이노우에 토시유키님이 그린 늑대아이2012의 달리기 작화와 유사한데 그의 라이벌인 키가미 요시지님어른제국의 역습 그 명장면을 그린 걸로 추정되는 분이 그린 것이 아닐까 추정하고 있습니다 그리고 쿄애니 공식 홈페이지에 가면 쿄애니 직원 분들의 일기를 볼 수 있습니다 그들이 작품에 대해 얼마나 진지하게 생각하는지 볼 수 있습니다 마지막으로 신파무새들 영화알못들 너무 싫습니다 창작가분들을 바보 취급하고 별점 테러나 하고 있기 때문입니다 
3784,완벽 
3785,난 재밌게 봤는데 ost도 맨날 들음 근데 좀 자극적이긴 함 ㅇㅇ 
3787,재미있는 건가 재미없는 건가 뭔가 심오한 뜻이 있는 건가 아니면 보이는 이대로가 끝인건가 알 수가 없는 영화 
3788,1997년에 이런 영화를 기획하고 촬영했다니 믿기질 않네 
3789,페이트 제로 ubw리메이크 전부 재밌게 본 사람으로써 기대 많이하고 봤는데 솔직히 너무 실망했습니다 3부작으로 나뉘었다곤 하나 다음편이 보고싶다 라는 그런 아쉬움을 남기는것도 없고 영화가 끝나고 남는 장면이라곤 어새신이 생각보다 쌔네랜서는 역시 멋지네정도 영화 자체가 페이트 스토리를 어느정도 숙지한 사람들만 보라는듯 전개는 너무 끊어지고 그렇다고 스토리도 좋았던것도 아니고 정말 2시간짜리 예고편을 돈 주고 본 것 같아서 너무 실망입니다 2부 3부 뭐 봐야 알겠지만 그 뒤 스토리가 재밌다고 한들 지인들한테 절대 1화는 추천 안할것같습니다 
3790,이런 함량미달 감독은 영화계에서 퇴출 되야한다대학 교수란다 ㅋㅋ 
3791,마블딱이들은 보지마라 니들 수준은 이영화 근처도 못따라감 ㅋ 
3792,기대한 것 보다 평면적인 스토리에 김주혁의 입체감과 존재감으로 내가 줄 이 영화의 평점이 올라갔다 
3793,계단에서 송윤아 노려볼때 오성무작가 빙의하는줄 
3795,너무 재미있어서 영화 전 시리즈 다 보고 배우들 필모를 전부 다 봤다 이 영화 시리즈 전체가 다 재미있는데 이 시리즈하고 첫 시리즈가 제일 재미있는 것 같고 진짜 흥미진진했다 퀄렌네랑 아로네랑 싸울 때 깜짝 놀랐다 
3796,불꽃이 당연히 삶의 의미나 목적일거라 생각하다가 불꽃이 무엇인지를 알게되고 순간 울컥했습니다 그냥 상황이 감동적이어서가 아니라 지금까지 저 자신도 삶의 목적을 찾기 위해 삶의 아름다움을 놓치고 있었다는 것이 참 한심하다고 생각되었기 때문입니다 삶을 영혼없이 살아가시는 분들 자신이 무엇을 하기 위해 태어났는지를 고민하며 방황하시는 분들께 정말 아름다운 작품이 될 것 같습니다 다만 결말 부분이 조금 아쉬웠네요 뻔했다고 할까 머나먼 저 세상에 가는 것을 꺼리지 않고 받아들인 영혼들이 마치 삶의 아름다움을 몰라서 그런 것이라는 느낌의 연출이었고 주인공만 너무 특별대우가 아닌가 싶었습니다 
3797,감동도 있고 재미도 있어요실사에 가까운 영상미가 훌륭해요  
3798,프랑스영화 특유의 잔잔함 속의 조크뻔한 스토리였지만 감동도 있는마지막 장면에서는 나도 눈물이 ㅠ우울했는데 보고 웃음나고 잠깐의 행복을 만끽심심하고 우울할 때 가볍게 보기좋은 영화 굿 
3799,영화 너무 대충만든거같네요 영화안보고 잤습니다 ㅋㅋㅋ 
3800,하도 선전을 하고 한지민 남주혁 모두 좋아하기에 오밤중에 눈 부릅뜨고 봤다 이러다 끝나면 너네 주겨버릴꺼야 하는데 끝나는 이 무엇 사랑하는 두 배우한테 도데체 무슨 짓을 한거지 감독 탓인가 작가 탓인가잔잔 아니 이런건 그런 표현이 아니지너무 잔인할 정도로 비추하고프다 ㅠㅜ눈 부릅뜨고 봤는데 본 시간이 아까워 잠이 더 안 올 판이다 ㅠ미안하다 혹평이라 한지민과 남주혁에겐 유감 없다 시키는 것에서 최선을 다 했을테니 ㅠ감상포인트도 안누름 안 되는 분위기라 억지로 
