,txt
3344,ㅋㅋㅋㅋ선동 영화 주작임이 밝혀진 쓰레기영화아이들을 두번 죽이는 김어준과 정우성 영화스테프관계자들 천벌받을 놈들이다 
3345,류석님도 여기 나오셨네whats up guys 
3346,순수 인간의 본성 누가 누굴 욕하는가 
3349,역시 영화는 90년대 영화가 최고다 결코 해피엔드가 될 수 없는 스토리의 흐름을 영상 속의 분위기와 음악으로 느끼게 해 준다 전도연은 레전드 그 자체다 
3351,똥꼬충 영화극혐이다 씹 
3352,내마음속의 역대 넘버원 홍콩 무협영화 
3353,역시 pixar였기 때문에 가능한 영화 절대 단순하지 않고 엄청난 세계관과 진리가 담겨 있음 음향도 한몫 한 듯 
3354,조커라는 캐릭터를 연기한 많은 배우들 중 호아킨 피닉스가 압도적으로 앞선다 이런 미친 연기를 앞으로 어느 배우에게 어느 영화에서 느낄 수 있을지 궁금하다 호아킨 피닉스라는 배우에서 끝이 나고만다 
3355,솔직히 엄청 재밌진 않지만 감동이 몰려오는건 어쩔수가 없나봐 
3356,진짜 안본 눈 삽니다별점 아예 안주고 싶은데 05개가 최소네 
3357,남배우들 보단 예쁜 배우들로 눈호강 연출이 별로여서 그렇지 지루하지 않게 볼만함 
3358,마지막 장국영과 공리의 표정이 잊혀지지가 않는다 
3359,멋있다는 말밖에 
3360,프리퀀시 짝퉁 시도는 좋았으나 
3361,이게 실화였다는게 믿기지 않지만 실제 아들이였던 분의 삼가고인의 명복을 빕니다누구보다 게임을 사랑하고 좋아하며 같이 나누셨던 분 이제 거기선 고통없이 행복하세요 
3362,영화가 어려움 근데 그냥 가슴이 받아들이면 됨 뭔가 와닿는게 있음 분명히 애들 볼 영화는 아니라고본다 재즈 좋아하시는 분들 엄청 좋아할 듯 갠적으로 귀가 엄청 즐거웠음 
3363,똥밭에 굴러도 이승아니겠습니까 
3364,자기 앞의 생이라는 책이 떠오르는 영화 함부로 답을 제시하지 않아서 좋았다 
3365,반짝반짝 빛나는 네편의 영화들 가족에 대한 섬세하면서도 색다른 시선도 좋았고 네 편의 영화가 가지는 각자의 고유한 화법도 좋았습니다 이런 영화 더 많이 볼 수 있기를 
3366,전하는 메시지가 감동이네요 
3368,이 영화는 대사하나하나가 깊은 뜻이 담겨있다 단순히 여행을 떠나며 겪는 일로 세상을 다르게 바라보게 된다는 걸 설명하는 내용이 절대 아니다이 영화가 전하고자 하는 메세지를 온전히 이해하려면 1차원적으로 생각해서는 안될 것 같다은은한 여운이 남는 영화 
3369,인사이드아웃이나 코코보단 재미없어요청소년 영화값구천원 주고 보긴 약간 돈 아까울정도  그래도 한번쯤은 본다면 좋은영호ㅏ청소년 보다는 어린아이나 오히려 어른들이 공감하기 좋은 영화같아요 
3370,좋은영화이예요 감동받았어요 
3372,진짜 모든순간이 킬포 ㅋㅋㅋ 진영 손이랑 팔목 가는데 몸뚱뚱한거 너무 웃김 
3373,이수는 못참지 
3374,나에겐 tooo much 
3375,배우들 연기 쩔고 연출도 이해하기 어렵지 않았게 잘 만든 영화 
3377,픽사한테 건 기대보다는 그저그랬음 다 아는 진부한 감동스토리 정도 
3378,넘 기대했던 영화라 퇴근하고 나면 녹초가 돼서 암것도 못 하는 즈질체력임에도 개봉일 저녁에 관람했습니다 인생의 의미에 대해 잔잔하게 이야기하는 영화 메시지는 주인공의 마지막 한 마디 스포일러라 직접 보세요ㅋㅋ 다시 보고 싶어 주말에 또 예매했습니다 
3379,보는동안 지루하지 않게 재미있게 잘 봤습니다스토리도 있고 재미있네요 
3380,연출이며 스토리며 영상미며 ost며 모든게 맘에 들었던 인생 영화소설을 읽는 듯 그러나 시청각은 대만족 
3381,꿈꾼다는건 좋은일이라지만 그것보다 중요한게 매순간이라고 느꼈습니다 감사합니다 
3382,아이들보다는 내용이 어른들을 위한 애니메이션인것같아요 
3383,오감을 느낄 수 있다는 것만으로도 살아갈 이유가 충분하다 
3384,코로나로 답답하고 여행에목마른 이시점에서 갈증을 해소해주는거 같다 
3386,슬프고 우울하며 먹먹하나 아름답다 
3387,줄거리만 보고 부모가 애를 잘못키운거라 생각했었는데 영화를 보고 나니 전혀 모르겠다 에바가 자식을 키울 준비가 덜 되어있었던 건 맞지만 그렇다고해서 학대하지도 방치하지도 않았다고 생각한다 케빈같은 아이를 365일 봐가면서 키운다는 건 얼마나 힘든 일일까 에바는 여느 엄마들처럼 자식을 충분히 사랑해주려 노력했다 케빈이 어릴 적부터 엄마의 눈빛을 보고 무언가 느끼는 바가 있었더래도 결코 에바의 잘못은 아니라고 생각한다 그러나 케빈의 입장도 겉핥기 식이지만 이해할 수 있었다 에바는 자신으로서의 삶을 포기한 채 케빈의 엄마로 살아간다는게 여지없이 끔찍했을 것이다 모성애가 자연스레 생기는 것만이 아니라는 말을 들은 적이 있다 나는 평생 누군가의 엄마가 될 준비를 하지 못할 것 같다 
3388,살짝 영화보다는 드라마 느낌있지만 스토리좋사 재밋었고 방심하고있다가 가슴이 미어지는 슬픔 맛봤음 
3389,왜평점이낮지 재밌는데 
3390,우리가 지나치는 일상적인 삶은 사실 아주 특별하다 
3392,긴 말이 필요없다 완벽한 영화 
3393,돌아보니 나는 바닷속에 있었고 바다라는 것을 인지하니 짠기와 바다의 기류 그리고 여러 바닷생물들이 보이기 시작했다 
3394,기대없이 봤는데 넘 감동이었어요우디 
3395,원작을 안봐서 그런지 충분히 재밌는 연출과 소재 
3396,2021 이미 최고 영화 
3397,생각을 많이 하게 만드는영화그리고각자에게 질물은 던지는 영화이게 6점짜리는 절대 아닌데 
3398,이창동 감독님 영화는 잔인한 장면이 하나도 없음에도 너무나 잔인하게 느껴진다 보는 내내 여자가 안타까워 죽을 것 같더라 
3399,살아있음을 즐겨라 숨쉼을 즐겨라 
3400,진짜 인생 영화…너무너무너무 감동적이고 재밌었어요 
3401,코로나 역병의 시대에 모든 사람들이 꼭 한번쯤 봤으면 하는 영화마지막 joe 의 대사가 깊은 울림으로 가슴에 남는다 
3403,만점도 주고 싶은 웰메이드 영화 
3407,재난영화로서 거대한 스케일과 영웅은 없지만 특히 초반 대피상황은 재난영화중 가장 리얼하고 긴장감이 높다 진짜 미국엔 최종 생존 리스트가 있을까 
3408,역시 믿고 보는 픽사 
3409,기대를 너무많이했나봐요ㅎㅎ 그래도 의미있게 재밌게 봤습니다생각하지못햇던 이야기와 상상력역시 픽사 디즈니네요 b 
3410,음악 색감 배우들의 감정선 다 좋았어요 
3411,양철나무꾼에게 이 영화가 있었다면 
3413,아걍 재미없어서 졸았음 
3415,뇌성마비단계 연기는 진짜 볼때마다 대단하다고 느낌 
3416,ooㅋㅋㅋ 설마하고 왔는대 이영화를 본사람이 500명이나 된다고 왜 
3417,나라 전체가 거대한 쓰레기장이고 아사라판으로 아무리 빈민가라지만 너무 한심해서 탄식만 나온다 인도영화의 오버스러움을 안좋아하는데 이 영화는 더러워서 못보겠다 그런데 마지막 문제는 어떻게 맞춘건가 하여튼 인도영화는 왠만해선 안보는걸로 
3418,나에게 아무 인연이 없던 그 일의 끈 20140416 
3419,연출 퀄리티는 매우 뛰어나다 하지만 구명전에 먼저 타는 성별 바람을 피우는 성별 그리고 혼자 생존하는 성별이 바뀌었다면 이렇게까지 좋은 평가를 받았을까 로맨스 영화인데 1도 설레지 않았다 침몰했다는 슬픔밖에 남지 않은 영화 
3420,현실적으로는 눈은 아깝다는 생각이 들었고감성적으로는 저런 사랑 해본적 있나 되돌아보았다 
3421,90년대 향수만 살짝 느껴본걸루 
3423,스토리 좋고 다들연기 너무잘하고 재밌어요 
3424,아니ㅎㅎ 이게 참 어떻게  
3425,오래전부터 보고싶었다 최근에 보려니 대체로 평이 안좋지만 생각이 다를수있어 결제하고 보니스토리는 단순해도 괜찮은 영화이다 
3426,비밀은비밀로 남겨두자 왜꼭 비밀을 파해치려하나 
3427,11살아들과같이봤는데 어린이도 어른도 너무 재미있게봤어요 
3428,무난한 하이스트 영화초중반에 늘어지지만 엔딩으로 갈수록 뛰어남 
3429,역시 그분의 마음을 타격한 영화 
3430,끝내주는 영화였습니다 여운이 많이 남고 어디 하나 부족한 곳이 없었습니다 여태껏 본 영화 중 가장 최고라고 단언할 수 있을 것 같습니다 
3431,삶의 목적따위는 애초에 존재하지않았다 오늘 하루를 즐기자 
3432,꼭보세요 두번 보세요 최고 
3433,마지막 장면이 모든 걸 다한 영화 
3434,역시 쿠엔틴 타란티노 감독 
3435,잔잔하지만 큰 힘이 있는 영화 
3436,여기 평점에 개 빡대가리 새끼들이 존나게 많구만 
3437,다시봐도 재미있네요서기랑 이범수잘어울리네요 
3438,그냥한마디로정리함 10점안주면 쪽바리양키빨갱이임 
3439,흑인 주연 백인 조연 그외 부주류직업군 동양사람이기에 썩 유쾌하지만은 않은 영화 
3440,이걸 영화라고만듬 나도 만들겠다 
3441,꽉 막힌 해피엔딩인데 왜 눈물이 날까요 
3443,어떤놈이 이딴영화를 명작이라고했냐 
3444,칼국수집 위치 좀 알수있을까요 이번 명절에 가려구요  
3445,인사이드아웃도 그렇고 이 영화도 어른들을 위한 애니메이션인 것 같아요 지금도 잘하고 있다는 위로를 주는 영화입니다 
3446,또봐도 좋겠어요 인사이드아웃 제작진이 만들어 믿고 봤어요 역시 영상미 스토리 모두 좋았습니다 
3448,진짜 요즘 양아치 얘들이야기를 너무 현실적으로 표현 연기 연출 등등 잘한것 같네요 
3449,삶의 의미에 대해 다시 한 번 생각해 볼 수 있는 영화다 
3450,엠씨더맥스 사랑해 
3451,자본주의 사회에서 꼭 봐야하는 영화 
3452,오토바이로 이야 그래도 렌튼데 비올꺼 대비해서마스크 안낀거봐선 최소 1년전 그리고 날씨가 겨울아닌거봐선 횟수로는 3년 19년도 꺼네요 ㅎㅎㅎ 
3453,큰애들이 보기엔 괜찮으나 작은애들이 인생을 알기엔 좀 어려운영화인듯 
3454,아주멋짐 굿굿굿잡 허우 
3456,남성을 단지 나쁜놈으로 표현한 영화 
3457,패왕은 패왕이 되었고 우희는 우희가 되었으니 
3458,우리의 삶을 더 소중하게 눈물이 났어요 
3459,뻔한감동스토리 아닌가 했는데 큰 울림을 줌의외로 엄청 재밌음 
3460,최고의 액션과 흥미진지한 내용으로 가득찬볼거리많은 영화 
3461,일상에서 소소한 재미를 찾아보자 배고픈 상태에서 먹는 맛있는 음식 동료들과 나누는 신변잡기적인 대화 
3462,치타 누나 힘내세요 만점 드리고 갑니다 화이팅 
3463,풍문으로 들어왔던 이야기들을 스크린에 극사실적으로 옮겨놓았다 후속작이 기대되는 영화 무엇보다 이병헌은 영화 그 자체다 
3464,재미있고 감동저ㄱ인 영화엿어요 ㅜ 이런 영화가 더 많이 나왔으면 좋겟습니다 
3465,기대와 설레였던거 만큼 잼있었어요어른들 마음을 달래주는 느낌이었고아이도 너무 재미있었다네요나의 불꽃은 뭘까ㅎㅎㅎ 
3466,그 시절은 지나갔고 그 곳에 남은 것은 아무 것도 없다 
3467,2021년 처음으로 영화보다가 나옴억지웃음코드유발과 전혀궁금하지않은전개평점이 높은 이유를 모르겠네요 
3468,기대를 너무 많이 하고 봤음 뚜렷한 주제이지만 뚜렷한 만큼의 감동은 없었다 
3469,잔잔하게 잘 만든 영화네요 
3471,어른들을 위한 판타지 너무 좋았어요 
3472,전개가 느린편이라 루즈한 감이 있음 하지만 비운의 주인공에게 빠지게 된다 
3473,영화를 재미있게 봤습니다 코로나로 잠시 마음이 지쳐있을 때 보면 좋을 것 같습니다 
3474,배우들이 다 영어쓰면 기본적으로영어대사라도 써라 중국자본 들어가서중국배우는 써야겠고 영어쓰기는 싫고막장으로 치닫네 
3475,르네 젤위거의 연기와 노래만 좋네요 나머진 soso 
3476,고 신해철님 마지막 강연에서 그랬죠 태어난거 자체가 목적이고 삶은 보너스다 
3477,연출도 좋고 배우의 연기도 좋았습니다 특히 심희섭의 연기가 탁월 허름한 소도시 정서와 쓸쓸한 자연을 가진 단양이란 배경도 영화와 잘 어울렸습니다 정제된 감정선이 오랜 여운을 주네요 추천합니다 
3478,안봤지만 재밌을듯 코로나 끝나면 보러갈게요 
3479,평점보고 낚인 영화 배두나 출연장면 모두다 합쳐서 10분미만 프랑스 아저씨가 주로 다 나오는 영화 배우들 연기는 좋았지만 스토리가 너무 빈약함 sns하던 사람 무턱대고 찾아갔다 바람맞은 내용을 1시간 반이나 써서 보여줄 필요가 있었을까 보다 중간에 나올뻔함 
3481,완벽 감동 눈물 너무 만족스럽네요 
3482,감동도있고 재미도 있네요 
3483,초기작품이라 연기가 살짝 어색했지만 로자먼드 파이크를 다시 볼 겸해서 다시 봤는데 007영화치곤 여전히 별로였음특히나 cg기술 너무 허접이 때 반지의제왕 해리포터 만들어졌는데 
3484,삶을 즐겨라 링컨 알리 ㅋㅋ 다 22포기 
3485,두나 영화라면넘 좋아요 허구의 세계 sns 
3486,6학년딸램과 재미나게 봤네요삶의 의미를 부여하는 뜻하는바가있는 내용좋았네요 
3488,의문점이 너무 많이 들었음 보는내내 
3489,애니영화라고 유치할거라는 편견을 깨준 영화역시 디즈니였다 
3490,일상의 소중함을 알게 해 준 영화 
3491,연기 좋고 배우좋고 강추합니다 
3492,저는 여자지만 별로였어요원작을 생각하면 너무 퀄리티가 떨어지네요 ㅜㅜㅜ 
3493,이 영화를 몇번이나 봤는데 처음엔 피해자 코스프레를 한다고만 생각했지만 나이를 먹으면서 계속 보다보니 어리석은 인간과 비판적인 내용을 담고있는 듯한 느낌을 주네요 
3495,잘생겼네요 장발은 이상형 아니에요 
3496,내가 무의미한 삶을 살진 않았는지 다시 생각해보게 되는 시간이었다 
3497,발 알 바   1 병 씹 각본감독 
3498,히어로 액션영화 의뢰했더니 멜로 드라마를 내놓았다 
3499,음본편보다 이적이 새로 만든 테마곡이 훨씬 더 감동노래들을 땐 진짜 눈물이 나도 모르게 흘렀는데 정작 영화 본편에서는 감동이 크게 오진 않았음 뭔가 루즈함 재즈로 홍보하길래 제대로 된 음악 소재감동 코드인 줄 알았는데 그것도 아님근래 픽사작은 역시 코코가 최고이 영화는 이적 노래가 다 했음 
3500,영상미 최고 또 보고싶은 영호ㅓ 
3501,다큐영화를 바라지 않고 봐야한다 쓸데없는 설명은 없이 그 안에 있는 여러 모습들을 담고 배경 액션 장면 등은 좋다 볼만한 영화 들인 돈과 호화배역진에 비하면 실망할 수도 
3502,일단 연기가 최고 실화라 그런지 더 흥미로웠고 재밌게 봤음 
3504,몇 억을 위해 악다구니 쓰는 중생들의 이야기 잔인하지만 다만 악에서 구하소서보다는 훨씬 짜임새와 구성이 좋음 시간을 뒤틀어 배합한 연출도 좋았음 
3505,우리모두 행복하게 삽시다 
3506,영상미만으로도 볼 가치가 충분 
3507,여자 환영은 카야 코스델리오 딸 이브 15살된 
3508,삶은 어떤 순간이 아니라 여러 시간의 연속이다 역사 속 인물들로 펼쳐낸 재미에 크게 웃었고 시각적 표현에는 놀랐다 목적 의식에 자신을 몰아붙이는 세대에게 쉼을 준다 
3510,내 인생 최고의 영화죽고싶을 때마다 다시 봐야겠다나도 살아있음에 감사할 수 있을 것 같다주어진 시간 온전히 삶을 즐길 수 있기를22처럼 조처럼 나도 그렇게 목적이 없어도 괜찮아 그냥 사는 거야 
3511,브라이오니 진짜 썅내남 너무 화난다 
3512,그냥 재미있엇습니다 
3514,닥치는 대로 죽이니까 그닥 지루하진 않지만 별 내용없는 영화정도 크리스는 크리스다 
3515,초등학생 딸과 보면서 이 영화가 주는 메시지에 대해 이야기해볼 수 있어서 좋았어요 단순 흥미가 아닌 인생에 대해 생각해보게 되는 영화였습니다 
3516,억지스런 전개로 와닿지 않음 
3517,영화보자마자 크루아상 먹으러 갔습니다ㅠㅠ한 시간 반이라는 시간이 너무 짧게 느껴져서 아쉬웠지만 그래도 스크린에서나마 별님을 만날 수 있어 좋았어요한상혁 파이팅 
3518,일본이 자기 피해지라고 하는 영화같음 
3519,불꽃이 걷기 가 될 수도 있다는 부분에서 감동받았어요 사소한 것에도 감사하며 꼭 목표를 달성해야 행복한 것이 아닌 일상에서의 행복을 즐기고 싶어요 
3520,음악과 스토리도 괜찮고 마지막에 감동이 있었습니다교훈 맨홀을 조심하자 
3521,명작이라고 불리는 데엔 이유가 있네요 
3523,당시 저녁에 보러 갔는데극장에 아이들보다는 어른들이 더 많았던 영화보고나니 그런 이유를 알게 됐다죽음에 대해 사랑하는 사람에 대해 생각해보게 했다 엔딩 크레딧까지 혼자 펑펑 운 기억이인생에 말하지 않고 드러내지 않으면 모ㄹ르고 지나치는 것들이 많다 
3524,노래 좋고 영화 수준 높음 
3525,영화고 각본인 걸 알지만서도 괜히 차인표씨 실제 얘기같고 ㅋㅋㅋ 차인표 영화의 차인표와 실제 배우 차인표가 겹쳐 보이네요 이 영화를 보신 분들이라면 배우 차인표씨가 묘하게 안쓰럽고 잘됐으면 좋겠고 그런 마음이 들 수밖에 없을 것 같네요 막 명작이다 이런 건 결코 아니지만 그냥 집에서 이것저것 하면서 가볍게 보기 좋은 것 같아요 
3526,영화로 되어 있어 구매했는데 이건 영화가 아니예요 
3527,화양연화花樣年華 인생에서 가장 아름답고 행복한 시간 슬픔 고독 이별 눈물에 잠긴 사랑일지라도 구멍에 넣어 마른 풀잎으로 막아 소중히 간직할 수 있는 그런 시간이었다면 그건 분명 화양연화다 
3528,여자들 개시끄러움 집중력떨어짐 ㅅㅣ끄러버서 
3529,애니덕후로서 추천합니다 
3530,명작 
3531,후반으로 갈 수록 몰입 하면서 잘 봤습니다한국 역사 좋아하시는 분은 절대 지루하지 않을 겁니다 그냥 심심해서 보는 사람들은 지루 할 수도 있으나 저는 정말 감동적이고 우리나라 역사에 대해 다시 생각 해보는 계기가 되는 영화 같았습니다 일본 참 우리나라한테 못된 짓을 많이 한 거 같네요 분노가 치밀어요 
3532,하나다라바마가사하달ㅇㄴ 
3533,노래 정말 잘하네 
3534,잔잔 하지만 울림이 큰 영화속죄와 고행의 길을 끊임없이 이어 가시는 거 같다 고요하지만 전쟁같은 이제는 좀더 편안해 지셨으면 하는 바램 입니다 
3535,초반부터 긴장감 끌어올리며 극을 끌고 가는 것에는 감탄했다 거기에 영화 뮌헨 ost까지 투입되며 긴박감을 최고로 끌어올렸다 근데 결말이너무 김빠진다 차라리 남편이 친위대여서 남자를 죽일 때 와이프도 죽였으면 괜찮은 반전 영화가 되었을 것 같다 
3536,ㄹㅇ 인생영화 무조건 보삼 
3537,요즘 영화도 맘대로 못보고 있다가 오랜만에 극장에서 보는 영화였는데 울고 웃으며 위로 받고 왔네요 좋은 영화 개봉해줘서 감사합니다 
3538,볼만했는데 못 뜬게 안타깝네 
3539,음악에 성우들의 연기력 그리고 신선한 소재에 세계관까지 모두 퍼펙트 
3541,나와 세상을 끌어안기  spark가 삶의 목적은 아니라는 깨달음 재즈가 재즈하다 이적 쉼표 노래까지 좋다  기막힌 상상력 
3542,재미있어요 감동적이네요 추천합니다 
3543,역시 대륙놈들답게 스케일 하나는 끝내줍니다 ㅎㅎ 
3544,긴장감 있게 볼만했다 스토리도 제법 탄탄하고 
3545,치매영화지만 요리를 보는 재미도 있는 현실적인 가족영화 억지없고 무리하지않아 좋다 
3546,꿈을 좇다 인생의 의미를 찾아가는 감동 애니 귀를 즐겁게 하는 선율은 덤 
3547,좋아요 재밌게봤러요 감사합니다 
3548,진짜펭귄이었다니ㅋㅋ 
3549,재밌당 
3550,손예진 정말 연기 잘한다는걸 새삼느꼈다 
3551,결혼은 가장 사랑했던 사람이 아닌 결혼할 시기에 만나는 사람이랑 하는 것이라는 말을 들은 적이 있었어요 영화를 보고 그 말이 떠오르네요 아직도 여운이 가시질 않아요 노래도 좋습니다 
3552,전형적인 코리안 감성팔이영화 
3553,삶의 매순간을 누리는 기쁨을 담은 영화 과연 최고 
3554,일부러 만들어진 느낌이 아니고 우리 가족 또는 옆집사는사람 이야기같아서 집중해서 보게됐네요 현실적이어서 좋네요 
3555,같은 내용 다른설정 적어도 발랄하고 유쾌하니 보면서도 기분은 좋다 
3556,겨울배경인데따뜻하고감독이 보여줄려 하는게 잘 보이는그런 영화 
3557,혼자서도 악당들을 싹스리하는 반담이 두명이다지구정복쯤 해야될것 같은데 의외로 소소하게 아버지의 복수만 한다 물론 연기가 안되니 이십오년만에 만난 형제의 극적상봉과 얼굴도 모르는 아버지의 원수갚음따위 당위성이 느껴질리 없다만 반담의 리즈시절을 보는 소소한 재미가 있다 
3558,감동적인 어른을 위한 동화네요 
3559,그냥 디즈니어른들을 위한 지침서 
3561,하루하루를 살아가는 것이 인생을 살아가는 것이고 그 자체로도 꿈이고 목적이고 정말 정말 힐링되고 동기부여도 되는 시간이었어요 
3562,전후 미국 시대를 잘 표현 하였으며 연기도 너무 좋았습니다다만 좀 찜찜함 기생충의 그것과 비슷해요여주도 남주도 다 이해는 가지만 이해하는게 맞는가 싶고 
3563,일단 한 번 보고 이해할 순 없음 배우들 연기는 놀란 영화 중 가장 best라 생각함 연출은 뭐 말 할 것도 없고 이번 ost 제작에 한스 짐머가 빠져서 아쉬웠는데 막상 영화보니 생각보다 괜찮은듯 영화 주제도 그렇고 전체적으로 난해한 내용인데 나머지 것들이 커버해줘서 그런지 다시 보고 싶음 코로나 때문에 imax로 관람허지 못한 건 많이 아쉬움 
3564,본 시리즈가 생각날 정도로 정말 잘 만든 영화라 생각했는데 근데 평점이 왜 낮은건지한국영화가 이 정도면 왠만한 외국영화 뒤쳐지지 않는다감독 배우들 스텝 모두들 고생 많으셨어요정말 잘 봤습니다 
3565,의미있는 울림이 있는 영화입니다 
3566,조국일보에 민주화 운동 출신까지 대체 몇 수 앞을 내다 보신 겁니까ㅠㅠㅠㅠ 
3567,독립국뽕영화만들려고 쇼섕크탈출을 가져와버리면 어쩐다냐 
3568,기다리던 영화라 기대하고 봤는데도 좋았습니다 잔잔한 ost와 차분한 색조의 영상이 머릿속을 맴도는 영화 
3569,2시간짜리 영화인데 하나도 놓치지 않고 다봄사람이 끈기를 가지면 뭐든 못할게 없는 것 같음 
3570,마츠시마 나나코 
3571,아름다운 영상 음악스토리도 좋았는데마지막 장면보고 영화는 영화구나 했네요 그래도 간만에 저릿한 영화 봐서 좋아요 
3572,배우들의 연기가 너무 좋았어요 
3573,ㄹㅇ인생영화입니다꼭 보세요 
3574,책을 읽다가 생각나서 들어옴 이 영화는 미스테리 매트릭스이며 현실을 파악해주는 기준을 세워주며 비이성적인 종교에 빠진 사람들을 살려 줄 영화이다 어떠한 체제안에 살아가고 있는 모든 인류에게 최고의 진실을 탐구하게 해준다 
3575,지금부터 열심히 살아보려고 합니다 감사합니다 디즈니 
3576,다스베이더가 주인공 아니었냐언급한번도 안하는거 ㄹㄱㄴ 
3577,모처럼 연차 써서 연휴인데 이 영화 덕분에 금요일 기분 좋게 시작하네요 너무 너무 이쁘고 슬픈 아름다운 청춘ㅜㅜ 
3578,여자분들이 미남 남주인공에 반할 영화스토리가 좀 지루 하지만 사랑에 대해 시한부에 대해 스킨쉽에 대해 한번 더 생각해 보게 하는 
3579,픽션이라고 해도 과하다 싶을 정도로 너무 말도 안되는 천재다 ㅋㅋ 마지막에 사법고시 얘기랑 매년 라이센스로 수백만 달러를 벌어들인다는 사실이 제일 충격적이었음 이런 사람이 진짜 천재구나 싶다 
3580,반미 페미 요소를 넣으려고 있지도 않은 여성캐릭터와 내용을 넣으려면 양심상 처음에 실화라고 하지는 말던가 
3581,노래가 너무너무 좋았습니다 풍푸한 상상력을 바탕한 스토리  그것을 아름다게 표현한 애니메이션까지 완벽한 영화였습니다 지금 나는 어떻게 살고 있는가 행복을 찾기위해 진짜 행복을 잊어버린 것은 아닌가 돌아보게 되서 좋았습니다 
3582,재밌다해서 봤는데 그닥 
3583,진짜 ooo기 무슨 의도를 전달 하고 싶었던건지 알수 없을 정도감독의 머리가 너무 궁금함 그냥 c급 에로 영화인데 공포는 부가적 요소밖에 안된듯 ㅋ 
3584,곽부성 여전히 오부지게 잘 생김 액션도 시원시원 
3585,절반까지는 재미있다가 끝이 늘어져서 지루 중국식 연출과 친중적인 각색이 의도되어서 실망 
3586,같은 영화 10년 찍은것도 존경 스럽고 10년동안 퀄리티를 유지하면서 마지막 마무리까지 완벽한 영화는 진짜 다신 안나올거같다 영원히 판타지물의 교과서로 남을 영화 
