,txt
657,에릭바나 보려고 봤는데 스필버그영화에 실화라니 충격 낮은평점에 또 충격 한국이라면 뒷짐지고 먼산구경만 하겠지 
658,영화를 이용해서 원자력에 공포심을 조성하고 국민의 여론을 혼란스럽게 하는 정치색 짙은 영화 
659,보고 또 보고 또 봐도 감탄 
661,도대체 뭐가 재밌다는건지 다 알바생인가 ost만 좋네요 
662,인생영화사랑에 대한 
663,지금 현실로 인해 마음이 힘든 사람이 있다면 꼭 보시길 
664,약간 호불호가 심할거같아요엄청 박진감있는 스토리는 아니라서 전 잤어요그래서 옆에 친구한테 스토리 물어봤는데 친구도 잤대요 
665,최고다 간만에 영화같은 영화 
666,1점도 아깝다 보다가 잤다 
667,도대체 왜 일본은 영화만 만들었다하면 키치하거나 지루하냐 
668,모든 사람들은 태어남의 여부 장애의 유무 국적 성별 외모 마른 체질의 유무 부모님의 폭력성 정도 지능 그 어떤 것도 선택하지 못한 채 이 세상에 태어남을 당합니다 수동 왜 태어났지 하면서 속상해하지 마세요 모든 사람들이 다 마찬가지니까요 선택권이 없었긴해도 모두가 마찬가지이기에 그 사실만큼은 공평한 이 삶 그냥 즐기는거에요 당사자의 선택이 아닌 부모님의 의지에 따라 시작되며 불공평하고 부조리한 게 인생이니 우린 그저 크고 작은 즐거움을 느끼며 즐겁게 삽시다 이왕 태어나진 거 즐겁고 행복하게 살면 좋잖아요 
669,진짜 그냥 완벽하다 ㅠ ㅅ ㅠ 
670,어린 담보의 눈빛이 너무 이뻤고 ㅠ성동일 연기는 역시 ㅠ 
671,현재 지금 이 순간의 소중함을 일깨워 준 영화 
672,이렇게 만들거면 왜 만든건지 이해할 수 없다 
673,디셉티콘 어택목소리랑 생김새 완전 퍼팩트 
674,브래드피드 보려고 봤다가 헥토르에 퐁당 허우적대네 
675,아름다운 우리나라 영화 
676,쪼여오는 맛 생각못한 잔인함 사실이 아닌 인터넷글이  사실로 만들어 버리는 여자들이 주인공 
678,노잼 ㅋ 뭐야이거 악풀 금지 영화네 
679,연기 너무 좋았어요  영화 내내 몰입해서 봄 
680,별 빵개는 왜 없냐 ㅡㅡ뭐 이런 더러운 영화가 다 있지 
681,이 감독은 물리학자도 아니고 그냥 전문가 자문받아 상상으로 영화 찍는 감독일 뿐입니다 일단 그걸 착각하지 마세요 무조건 내가 이해 못한거겠지 깊은뜻 숨은뜻이 있겠지 없습니다 그냥 괴작입니다 본인만의 세계관을 만들고 싶으면 논리적으로 짜임새는 있어야지 매트릭스나 인셉션 보고 사람들이 뭐 말이 돼서 이해 하고 좋아했나요 영화 나노단위로 분석하는 영화광들도 해석을 못하는데 똥을 자꾸 보석으로 보려고 하지 마세요 
682,사후세계의 다차원 공간과 제리들 표현이 상상력을 자극시켜서 너무 좋았어요 아트웍은 진짜 매력넘쳐요 근데 솔직히 조금 아쉬웠어요ㅠㅠ 스토리도 잔잔하고 큰 굴곡이 없는 느낌이고 결말이 너무 갑작스럽게 마무리 되는 느낌이였거든요 그래서 더 공감 가지 못 했어요 꿈이 현실이 된 순간 그건 그저 현실이고 계속 살아가야한단 걸 조가 깨달은건 좋은데 즐기면서 살아야죠이 말을 끝으로 하다못해 엔딩크레딧이나 쿠키영상에서라도 단편적으로 조나 22의 삶이 어떻게 되었을지 떠올려볼 수 있는 씬이 있었으면 싶었어요 
683,진짜 별로였네요전작을 보고 너무 기대했나dc는 모 아니면 도 인듯한데 이젠 거의 도 인듯하네요진짜 다 별로였습니다 
684,살고싶지 않은 수많은 22호들에게 이 영화는 꼭 보라고 제 돈 주고 표를 사서 쥐어주고 싶어요 여태 살면서 뭘 제대로 이뤄놓은 것도 없고 내 삶의 목적이 뭔지 잘 모르겠고 헛산거 아닐까 싶고 실패한 인생같은 우리 모두를 위로하고 공감해주는 좋은 영화입니다 그리고 꿀팁 더빙판 전문 성우님들 연기력 몰입도 최고예요 엔딩 크레딧 올라갈 때 흘러나오는 이적의 노래도 잔잔한 감동 포인트인데 더빙판에서만 들을 수 있습니다 개인적으로 유아 시기 아이들보다는 30대 이후 성인들에게 더 강추 드립니다 메세지 위주의 영화이기에 미취학 아동들에겐 이해하기 어렵고 다소 무섭다고 느껴질 수 있는 장면이 있습니다사람 없는 시간대 골라 극장에서 보시기 힘드시면 나중에 디즈니 플러스나 vod 나왔을 때 꼭 보시길 추천 드립니다 
685,우린 살아가면서 무엇을 위해 살아가는지 되돌아 보게 됐네요 높은 가치와 이상을 쫓아서 치열하게 살아가는 게 의미있는 삶인지 그렇지 않은 삶은 가치 없는 삶인지 소소한 일상을 반복하면서 작은 일에 감사하며 사는 것도 헛된 삶이 아니라는 것을 깨닫는다 
686,익숙한 전개가 있기는 하지만 역시 픽사의 작품답게 따듯한 감성과 여운을 주는 이야기가 인상적이다 
687,볼만합니다 하지만 스토리 전개가 진부해요 제목처럼 80년대 스타일의 돈 많이 들인 영화네요 알라딘의 지니와 드래곤볼 처럼 소원들 들어주는 스톤의 판타지적 요소와 그것의 댓가가 불행으로 치닫는 그림도 좋았지만 역시 진부합니다 주연배우2인 때문에 보는 영화입니다 
688,소울울님 한판해요 나가 
689,평점조절용 
690,겉멋만 부릴려는 영화뭘 보여줄려는 거지 
691,눈물샘 폭발감동이 오래간다 
692,10대 아이들을 키우는 부모로 사회 초년생을 가르키는 직장 상사로 많은 생각을 하게 만드는 영화입니다 바르게 잘 큰 남자 주인공을 안아주고 싶네요 
693,잔인함 없이 잔인함 묘사 
694,슬프고 우뢰메 같은 느낌 
695,아무 생각 없이 볼려고 켰는데 개재맜다ㅋㅋㅋㅋ정진영이랑 할아버지 연기 대받 
696,재밌네요관객수 실화인가요 
697,설정 오류가 많으니 관객이 헷갈릴수밖에설정은 잡았고 그것으로 멋진 연출을 하고 싶었는데 감독 본인조차 찍다가 뇌 과부화 왔는지 감당 안돼서 그냥 밀어 붙인듯 촬영스탭작가배우 등등 기타 관계자들도 이 영화가 100 무슨뜻인지 지들끼리도 소통 안됐거라봄 그래서 결국 나온 슬로건이 이해하지 말고 느껴라 ㅋㅋㅋ 얽힌 실타래가 있으면 그대로 거꾸로 풀다보면 풀리는데 이영화는 분명 똑같이 실타래를 풀었는데 군데 군데 매듭진 채로 풀려있음 왜 매듭이 져있지 물으면 그냥 일어난 일이니까로 퉁 침ㅋㅋㅋㅋ  tv 저 한구석 천원짜리 무명 감독의 영화였음 이정도 평점도 못받았을거라 봄 호불호는 놀란 신봉자들한테나 해당되는 말인듯 
698,정보 관련된 장면 중에 이해 안가는 부분이 있었지만 그래도 스토리가 긴장감있고 전투씬도 멋있고 무엇보다 실화라 감동적이에요 전쟁영화 좋아하시면 추천 
699,최악의 pc 19세기독일에서 흑인할배대부가 나오질 않나왕자 로 마사이족 아이를 데려다놓질 않나반문화적 
700,오랜만에 영화다운 영화를 봤습니다 깔끔하고 적절한 연출과 스토리 과하지 않지만 몰입하게 만드는 배우분들의 연기 아름다운 바티칸의 모습 전부 좋았습니다 꼭꼭 보세요 
701,마이너스 점수 못주는게 아쉽다 
702,오히려 중간에 루즈해지는 시간에 더 많은 생각을 해주는 영화이다 아이들이 아닌 어른들에게 더 필요한 뛰어난 명작이다 
703,정치영화 ㅡㅡ 노잼 
704,일상을 소중히ost 좋아요 
705,아빠가 무능한 발암캐릭터 계속 상황을 어렵게 이끌어간다 감염됐어도 계속 아기에게 뽀뽀하고 총을 가지고 있어도 총없는 적이 총을 들때까지 기다린다ㅎㅎ 
706,하내시간내용 결말 뭔대내꿈이 더재밌음 
707,갤가돗 브이로그라고 생각하고 끝까지 봄 
708,76년도작에 비할바는 아니지만 출연진도좋고 견자단 검술이 지린다 
709,ost 한동안 들어야겠네요 
710,영화 너무 재밌게 봤어요 
711,연기와 스토리 좋았고 여운이 남는다 
713,삶의 시작과 탄생삶의 끝과 죽음에 대해서 생각해 볼 수 있어 저는 너무 좋았습니다우리들이 살면서 가지게 된 수 많은 물음들 중 적어도 하나는 이 영화를 보면서 답변 받을 수 있을거예요  위로도 함께요   
714,하루하루 잘 사는게 중요한거야 
715,하이틴로맨스 영화에 공포 두숟갈 엔딩이 쌩뚱맞지만 킬링타임용으론 볼만함 
716,재미도 없고 감동도 없고 웃음포인트 조차 없고 모든게 억지스러운 연출로 90년대 유머일번지 수준의 슬랩스틱 코미디를 2021년에 선보이는 시대착오적 3류 무감각한 영화 감독이라는 작자가 관객의 입장을 1이라도 이해한걸까 본인 욕심 자신만의 만족으로 영화를 만든건지 아무리 독립영화라도 이딴식으로 만들어놓고 관객에게 돈 벌어먹겠다는 심보가 어이상실 예고편 조차도 이병헌 감독 이름 팔아먹는 홍보에 안습 시간이 남아돌아 시간낭비 하고싶은 사람에게만 추천 한마디로 쓰레기 3류 코미디 영화 
717,오랜 공백이후 복직을 앞둔 여형사가 폭풍이 몰아치던 날 절벽에서 실종된 소녀의 사건을 추적하면서 벌어지는 이야기를 그린 드라마 미스터리영화다 탄탄한 시나리오와 뛰어난 연출력과 빼어난 연기력의 삼박자가 마치 애니메이션의 하모니처럼 부드러운 질감을 느끼게 한다 폭풍우가 몰아칠 것 같은 기대감과 달리 의외로 담담하고 잔잔한 전개지만 전혀 이물감이 느낄 수 없는 감성을 가지고 있다 그래서인지 미스터리와 감성스릴러를 동시에 만족 시켜주는 영화다 느닷없이 긴박해 지거나 갑작스런 반전이 있는 것은 아니지만 인간의 감성을 추격해 가는 과정이 굉장히 섬세하다 난 이영화를 보면서 김혜수의 오랜 팬으로 한 때는 광팬이었던 팬덤의 마음으로 김혜수에 초점을 두고 영화를 봤다 그녀는 내가 본 수많은 충무로 여배우중에 80년대를 가장 화려하게 보낸 많은 배우중에 2021년인 오늘날까지도 전혀 빛이 바래지 않고 눈부신 배우로 남은 유일한 배우로 꼽고 싶다 80년대하면 외화의 3대 여배우로 꼽히는 소피 마르소 브룩 쉴즈 피비 케이츠가 맹활약하던 시기에 유독 한국영화에서는 김혜수가 독보적인 청순미인으로 청소년의 책받침에 어김없이 등장했던 배우였다 얼굴만 예쁘고 청순한 매력이 있는게 아니라 어린나이에도 불구하고 연기력이 정말 대단했던 기억이 난다 내가 본 많은 김혜수의 영화중에 단연코 1986년의 수렁에서 건진 내 딸 2가 최고의 영화라고 생각한다 아마도 본인도 이영화를 인생작으로 꼽지 않을까 추측해 본다 이외의 드라마와 영화를 망나해서 명작을 꼽으라면 1988년의 그마지막 겨울 1993년의 첫사랑 1994년의 짝 1999년의 국희 2006년의 타짜 2007년의 열 한번째 엄마등 주옥같은 드라마와 영화로 안방과 극장에서 김혜수의 이름은 언제나 빛이 났다 이영화는 2016년 안방을 강타했던 추격스릴러드라마 시그널에서 보여 주었 
718,에미 로섬은 얼굴형이 좀 
719,생각이 많아지게 하는영화 
720,보고 또보고볼때마다 눈물이 나요슬픔동정연민분노억울함우정사랑많은 감정을 느낄수 있는 영화입니다감성과 인성 양심이 부족한 사람에게 꼭 추천드립니다 
721,불과 40년밖에 안된 일이죠 무고한 시민들의 죽음이 잊혀지지 않았으면 좋겠어요 깊게 들어가지 않고 유쾌하게 잘 풀어낸 것 같아요 잘 봤습니다 
722,공감도 안되는 어이없는 양화 
724,꼭 보세요 끔찍한 과거지만 우리가 알아야 할 역사입니다 
726,수년전 ocn에서 토막토막 몇번 끊어 보았을때는 그럭저럭 볼만하다 느꼈었는데 이번에 처음부터 끝까지 주행해보니 인생영화라 할만큼 훌륭한 수작이라 느꼈습니다 
727,인생의 큰 교훈 소확행 가까이 있는것을 멀리서 찾으려 애를쓰지요퍽퍽하게 
728,아니 관람객 평점은 한국에 사는 중국인들이 줬다고 생각할 수 있음 한국인들은 거의 안 봤을테니까 근데 기자평점은 왜 저래 
729,흥미로운설정멋지작화 볼이유는 충분함허나 결말이 성급하게 나는느낌이고 그래서 픽사가 전해주려는 메세지도 잘 전달되지 않음 
730,연기가 지리네요 잘봤어요 
732,인생은 돌고 돈다 나라는 존재는 없어지겠지만 그 자리는 다른 누군가로 채워지게 된다 
733,배우들 눈빛매력끝장난다스토리 속에 푹 빠져 그들의 감정과 사랑에 몰입할 수 있는 좋은 영화 난 말이지 이런 영화가 좋다 
734,내용이 허구적이고 악역의 말투를 특정지역 사투리를 사용해 비하하는 성향이있음 
735,별루 ㄷ늑ㅎㅈㅈㅈㅈㅈㅈ 
736,헐 재미없는줄 알고 안봤다가 이제 봤는데디따 잼나네시간가는줄 모름 
737,불편한게 나쁜게 아니고 편한게 좋은게 아니다 스마트폰 그러니까 2008년 이전에 비해 내가 지금 행복한지만 나에게 물어보면 된다 
738,내용을 배제하고 영상미 측면에서만 봐도 매우 뛰어난 영화입니다 그 속의 소년들 이야기는 더욱 아름다운 것 같아요 어른스러워 보이다가도 딱 그 나이대가 겪은 뒤 헤쳐나가는 방식이 서툴고 예뻤습니다 동성애 영화다 라고 못박아도 영화 안에 담긴 의미들은 하나가 아니었기에 더욱 좋았던 것 같습니다 배우들과 배경 역시 너무 아름다워요고민하고 있다면 추천합니다 
739,세 번의 타석 세 번의 안타 끝내 안 터지는 홈런 한방 
741,오 생각보다 잘봤습니다 일단 코로나가 없던 그때로 돌아가고싶네요 
742,와스토리 뒤죽박죽 그냥 ㅈㄴ 재미없음 
743,매순간 사랑스럽고 아름답다 현대적 시각으로 재해석한 고전의 품격 
744,셜록 홈즈 짝퉁영화 
745,90년대만의 감성이 너무 좋아요후유증 앓는중 
746,장국영의 유작 
747,평점이 안 좋은데ㅋㅋ 2021년 1월 24일날 본거치곤 새롭네요 레즈 내용인데 하정우 김민희 존예 너무 야하긴 합니다 그래도 영상미 스토리 반전있고 뻔하지 않아서 잼나게 봤네요 
748,이런 식으로도 한국 공포영화가 계속 나오길 바람 영화 자체는 좀 자극이 부족하지만 분위기는 정말 좋음 
749,불세출의 재능의 소유자가 공산당밑에서 밥먹고 사는 방법 
750,세상에서 가장 많은 누군가의 울분영화역사상 가장 슬픈 드롭킥 
751,중국영화치곤 스릴러쟝르를 잘살려긴장감있었는데증거조작 증인장면에서 억지편집이 마니 보임 너무많은걸 담으려고햇음 그래도 킬링타임은 되는영화 78점정도 
752,으악 내 돈 80년대 우뢰매가 더 재미남 
753,솔찍히 평점보고 기대안하고 봤는데 난 재미있던데부부동반으로 봤는데 4명중 3명 재미있게 봤고 1명은 기존스토리를 몰라 어리둥절하면서 봐서 그렇지 평점테러 하는것들 이해가 안가네ㅋㅋ 
754,평점이 낚시질이 너무 심하네요 보지마세요 꿀잠용 영화입니다 
755,슬프면서도 애절한 사랑을 볼 수 있었던 영화는 타이타닉 이후로 처음이여서 보면서 많이 울고 따뜻함을 받았던 영화다 
756,개인적으로 불편하고 불친절한 영상미를 좋아하는 사람으로썬 영화 자체가 주는 형용하기 힘든 감정을 곱씹을 만한 영화임 
757,무슨 이런 말도 안되는 영화가 다 있나어이가 없네 ㅋㅋㅋ별 한개도 아까운 영화감상포인트 하나도 없는데 강제 선택인가쉣 
758,자신이 옳다고 믿는 신념에 목숨을 거는 것 그것이 다수와 위인을 나누는 기준이지 않을까 겨울 속 강철로 된 사전을 만든 그들이 가지고 있었던 신념 우리의 말과 언어 속에는 우리 사람들의 정신이 깃들어있다 말은 민족의 정신이요 글은 민족의 생명입니다 
759,설현이랑 남주혁이 흙 ㅈㄴ뿌리는데도조인성이랑 다른 조연들이 머리채잡고하드캐리함 
760,평점 왤케 낮지 이해가 안가네 
761,사람들이 듣고싶어하는 얘기를 해줬지만 현실과 동떨어진 얘기들 피리부는 사나이 같은 극 음악도 별로 
762,두 번 본 영화는 이 영화가 처음이에요 동물들로 빗댄 유토피아가 어떤 모습인지 멋지게 표현해내서 보는 즐거움과 생각하는 즐거움이 있네요 영화가 더 길었어도 지루하지 않았을거 같아요 
763,뭘까요 그 찰나의 반전 스토리라인에서 급박하게우는장면이 많았던건 아마도 가족보다도 더 깊게 사랑을 느끼고 슬픔을공유한다는 것인데 그러기엔 너무 짧은 스토리라인이었고 중간중간 조연들의 어색한 연기와 굳이 넣지 않아도될 장면들이 많아 극후반에 가서는 전혀공감도슬픔도느끼지못했네요 마지막 해외에서의 조우 장면은 소녀의 어색한 말투와 표정덕에 몰입도가 완전히 사라져 이영화는뭘까 하고생각했습니다 제개인적인 생각이지만 혜수님 혼자찍은 영화같네요 이영화에선 임팩트도 없었지만요 
765,한국과 일본의 정서 차이를 알수있게해주는 대표작 공감 제로의 영역 다만 주연들의 열연에 눈호강만 
766,인생이란 무엇인가 다시금 생각해볼 수 있게 해주는 영화 높은 삶의 목표에 지친 사람들에게 한번쯤 보라고 권해주고 싶은 영화였습니다 
767,내 유년 시절을 가득 채운 영화 
768,죽음을 앞둔 자의 고통때문에 옆에 남는 자의 아픔은 무시당한 영화 
769,7까지 나오고 그래도 장수하네 
770,여주 목소리 짜증남 
771,화려한 영상과 눈요기 거리만 가득 스토리는 개나 줘버려 
772,괜찮긴한데 몰입도가 높고 시간가는줄 모르는 그런류의 영화는 아닙니다댓글 알바인지 포드 영업사원들이 댓글 다는건지운전 좋아하는 사람인데도 중간중간 지루한 부분들도 있고 그래요 
773,크리스찬 연기는 진짜 저때나 지금이나 ㅎㄷㄷ 
774,이걸 영화라고 만들었냐 지루하다 
775,경이로운 픽사의 솜씨 
