,txt
776,고전영화에 대한 레퍼런스가 별로 없어서평하긴 어렵지만  요약하자면 패밀리를 위해 다 쓸어버리는 이야기인데 그 패밀리라는게 뭔지 전부 다 잃고 마는것을 
778,정말 좋은 영화 망설이지 말고 보세요 최고ㅠㅠ 
779,영화의 모든 순간들이 공감되지않았음  평점에 후한 편인데어떤 영화건 7점 아래가 드물 정도 이건 잘줘도 3점 바바라는 어떤 괴물들보다 충격적이었음 
780,기분 불쾌해지는 영화시간이 남아돌아 돌아버리겠는 사람조차 볼 수 없을 영화 
781,감독 임경택 이름 외우고 다신 그가 만든 영화 안 볼랍니다음악 정채웅 이름 외우고 다신 그가 음악감독한 영화 안 볼랍니다각본 김민 이름 외우고 다신 그가 쓴 각본으로 된 영화 안 볼랍니다배우들 연기가 아까운 영화공감되는 거라곤 언니가 화난 거 말곤 하나도 없는 영화이야기는 설득력 없고 개연성도 없고음악은 왜 이 장면에서 이런 음악이 나오는지 도통 모르겠고 음악이 오히려 영화 보는 걸 방해하고괜찮은 영화라면 최소한 음악이 거슬리진 않을건데 이 이영화는 엄청 거슬려요스토리는 개똥망 어떻게 주인공이 척척 찾아내고 하는지 설명이 없어요 극이 왜 이어지는지 이해가 안 가요 그리고 어떻게 미성년자이면서 장애아인 동생이 유일한 언니가 복역중인 동안 사회에 다른 보호자 없이 홀로 지낼 수 있나요 어디 보호시설이나 보육원에 들어가 있어야되는거 아닌가요 영화 참 대충 만들어요 진짜 최근에 본 메가로돈이랑 막하막하인 근래 본 영화 중 최악인 영화 
782,남주혁의 연기가 좋았어요 영상미와 분위기가 예쁜 영화네요 
783,중국인들의 추악한 비밀을 알게해준 최고의 영화 
784,내 삶 존재 자체가 가치있는거라고 위로해준내가 무엇을 위해 살아가야할지 꼭 정하지 않아도 괜찮다는 답을 준 영화 
785,이렇게 훌륭한 작품 평점이 왜 이러죠우연히 영화채널에서 봤는데너무 훌륭해서 잠을 깨고 영화 검색을 하였는데 국제상도 많이 받은 작품인데평점이 너무 낮네요ㄷㄷ 
786,재미있게봤어요 부산행전의 스토리라보면됩니다 어떻게 좀비들이 발생하는지 
787,전체적으로 잔잔함 편안하게 보기 좋았다 근데 주제가 주제인만큼 빵아 많이 나와서 빵이 먹고싶어지는 영화였다 생각보다 많이 재미있었다 왠지 모르게 다시 보고 싶어지기도 했음 하지만 결말이 흐지부지한 느낌이 있어서 조금 아쉬웠다 
789,생각지도 못하게 삶의 희망을 얻었다 강력한 메시지가 좋은 작품인듯 
790,오매 왠열로 평식이형이 7점이나 줬네괜찮은 영화였고 확실히 영화보기전에 잡소리하는 평론가 평점은 거르는게 답 ㅋㅋ 
791,우리는 어른이 되었고 앞으로도 새로운 이야기를 써나간다 
792,ooo같은영화이런것좀 만들지마세요제발부끄러워 
793,국내영화 중 단연 제일이라고 생각함 
794,반격을 하려면 좀 조용히해라 
795,진짜 조온나 무서웠음 ㄹㅇ 어떤면에서 보면 컨저링에나벨보다 무서운 느낌도 들음ㄹㅇ 초반부랑 후반부 비교하면 공포감면에선 후반이 압도하는느낌 스토리가 억지인 느낌도 없지않아 있지만 그래도 오싹한느낌은 진짜 확 와닿았다 영화끝날때까지 등장인물이 누가누구인지 잘 분간이안가고 반전포인트가 너무많아서 영화의 일부분으로 인물을 믿으면안된다 
796,오랜만에 좋은 영화를 봐서 기분이 좋네요 
797,여자주인공이 영화 내내 징징거리고 질질짜요 ㅠ 진짜 듣다가 짜증나서 꺼버렸음 
798,연출 엉망 영화음악 성의없음 킬링타임조차 안 될만큼 시간 낭비시키는 영화 
799,집을 잃어버린 아이들과 그 가족이 겪을 고통에 대해 생각하게 됩니다 감동적이지만 슬픈 현실을 담았어요 
800,전편을 재밌게 봤는데 후편 망했다는 말들이 들려와도 일말의 기대감을 갖고봤는데기대감 하나 없이 봐도 실망할 영화dc 일 제대로 안하나 원더우편 전편이랑 아쿠아맨으로 기대감이 좀 업됐는데 스토리나 연출이나 개연성이나 제목따라 80년대로 돌아간 너낌 
801,솔직히 마지막 크레딧 올라갈 때가 지림 
802,할많하않 
803,스케일 좋고 고생 많이한 영화네요 
804,포주가 돈떼먹은 혜선이 잡으러 다니는 로드무비 ㅋㄷㅋㄷ 미치겄다 
805,불륜 미화 영화 지금은 맞고 그때는 틀리고 그 이전도 틀린 때가 또 올 수도 
806,초속 5cm 시절 신카이가 그립다 
807,노만리더스때문에 봤는데 이게뭐야ㅋㅋㅋ코믹인지 뭔지 개연성도 웃기고 말도 안되는데 진지하다 
808,이런 밑도끝도없는 원작같으니라고 집에와서 결말 다시검색해봄 5년뒤 밑도 끝도없이 끝 일본원작을 다시 찾아봄 그걸알아야 이영화가 이해가 될듯ㅋ 
809,프로메테우스를 너무재밌게봐서인지기대감을 충족시키기엔 모자르다 
810,읭 중국스러움 윤진서가 아까울뿐 
811,캡틴 마블 자체로 의미가 있다 
812,죽음은 삶의 일부이다엄마는 늘 정진하기 위해선 과거를 정리해야 한다셨죠그리고 마지막 대사가 가슴 속에 남네요저는 복잡한 생각과 실패하면 어떡하지하는 두려움 때문에 선택 실천 아무것도 못하고 있어요 그런데 포레스트는 복잡한 생각없이 매순간 최선을 다하고 자기 할 일을 다해요 그 모습이 너무 부러웠어요 나도 저럴 수 있다면 좋겠다는 생각이 드네요 이 영화에 슬픈 장면은 없는데 왜 눈물이 자꾸 나오네요 5년 전 중학생 때 봤을 때 정말 지루한 영화라고 생각했지만 스무살이 된 지금 보니 정말 많은 것을 담고 있는 영화였네요 저도 포레스트처럼 살고 싶어요 이제부터라도 포레스트처럼 살려고 노력해보려고요 
814,아이언맨 시리즈는 언제봐도 최고 
815,여주 더빙 너무 못함연기도 목소리도 구려서 애니에 집중이 안됩니다여주 나올때마다 진짜 짜증이 남개발암 캐릭터에 맞는 발암 더빙을 원하신거면 성공하셨네요 
816,킬링타임용으로 무난함옛날영화라그런지 연출과 스토리에 진부함이좀있다 
818,해석하기 아직 어렵지만 믿을건 진실된 것 그리고 아이들은 희망이고 꿈이다 
819,오구리 너무 귀엽다 영화도따뜻하다 
820,전반적으로 무난한 구성저스틴 팀버레이크 연기는 눈이 썩음 
821,코로나로 몸도 마음도 지친 어른들을 위로해주는 영화 눈물이 계속해서 났다 힐링되는 영화다시 찾자나만의 불꽃 
822,그 때에 그들이 있었기에 지금의 우리도 있습니다가슴 깊숙이 감사한 마음안고 살아야지보는내내 눈물이 가득했던 꼭 알아야 할 이야기 
823,평점 높은 이유가 있네요 장르가 코믹 섹시 스릴 히어로물이에요 
824,어려운게 아니라 불친절한영화 
825,실제로 이렇게 못사는 사람들을 도와주는 조직이 있으면 좋겠네요 
826,남주혁 연기 많이 늘었더라 근데 장애인 비하도 아니고 이런 허황된 ㅈ본 감성영화는 돈 주고 만들지마라 이 감독 영화는 다시는 안 볼란다 
827,별점하나도 아깝다여자의 나체밖에 볼 것 없는 영화무조건 섹스는 강간 그걸 성에 눈뜬다고 하는지 정말 역겹다 
828,잼있음잼있습니다꼭보세요 
829,역시 고전명작   참 많은걸 생각하게 해주는 쌉명작 
830,정말 재밌게 봤다 힘을합쳐 오랑캐 중국놈들을 물리친다는게 감동 
831,잔잔한 영화였지만 결말은 후련하네요 
832,순수한 열정 사랑을 가진 사람이 그려낸 이야기 
834,코믹물 아예 안보는데 권상우땜에 봤다가 대박 진짜 재밌음어설픈개그넣는거 젤시러하는데 이거는 진짜 웃겨 ㅋㅋ 재밌어 ㅋㅋ 히트맨2탄도 나왔으면 좋겠네요 권상우는 역시 너무 진지한거보다 개구쟁이가 어울린다 
837,장혁의 액션만으로도 기대되고 볼만한 영화 장혁이란 배우만으로도 보고싶은 영화 
838,2013년에는 통했을지 모르겠지만 8년이 지난 지금은 이런 영화 안통함 안보는게 시간 절약 
839,아이슬란드 여행 정말 가보고 싶었는데 잘 봤어요 코로나 진정되면 꼭 직접 가겠어요 월터처럼 
840,진짜 감독님은 천재시다 14년기다린보람이 있었다 
841,누가 포스터 디자인 했는지ㅋㅋ 유아동 영화도 아니고 
842,화려한 출연진에 비해 b급 같네요 
843,인생영화에 등극입니다새벽에 눈물흘리며 봤네요ㅠㅠㅠㅠ 
844,삶에 대한 생각거리를 주고 위로를 받았던 좋은 영화입니다 
845,스릴있었고 연기도와 몰입도도 나쁘지않은편 반전엔딩이 나쁘다는 평도 많던데 잘 생각해보면 그런 엔딩이 무난했을듯 
846,처음부터 끝까지 몰입하게되네요 재밌게 봤어요 
847,많은 생각을 하게 해준 고마운 애니메이션 늘 좋은 대학 좋은 회사 늘 거창한 목표가 정해지고 그 목표를 달성 하기전까진 주변을 둘러보지 못했던것 같은 느낌코로나 사태로 일상적인 것 까지 하지못하는 지금 많은 공감과 워로를 주는 애니메이션입니다 
848,인터스텔라 너무 재밌게 봐서 엄청 기대하고 봤는데 기대 이상이라 놀란 감독한테 다시 한 번 놀람 어떻게 이런 스토리를 만들 수 있는지 너무 신기하고 대단할 따름 또 다음 작은 뭐가 나올까 기대 중 
849,진짜 코믹했다코미디같은 코미디 
850,정인 엄마에게 전해주고 싶은 메세지 입니다당신에게 가족은 어떤 의미 인가요책임감에 대해 되돌아 보게 되는 영화 
851,먼저 본 친구한테 슬프다고 눈물 나온다고 미리 이야기를 들었음에도 보면서 눈물콧물 다 흘렸네요 어흑 해피엔딩 너무 좋아요 
852,전종서님 연기 진짜 미쳤음 몰입감 최고캐릭터에 매료됐음 
853,영화제목대로 되었다 이 영화는 클래식이 되었다 
854,지렸다매즈 미캘슨 oo다 
855,고구마 1936282827272개 먹은느낌 
856,음잔잔한 일본 영화네 하다가 심장이 탁 떨어지듯 눈물이 후두둑 떨어지는 지점이 있다 
857,최애 작품인 아프리카에 배추가 자라나는 단연 돋보인다여러번 보아야 더 의미가 와닿는 그런 영화 
858,재밌었는데 평점이 낮길래 높이러 ㅋ 
859,시간 잘가네ㅋ 잼나게봄 
861,이은주가그리워 그리고 니가 그리워 
862,일본 원작을 감명 깊게 만들었던 설정의 감동은 그럭저럭 남아있고 두 주연 배우는 나쁘지 않다 하지만 불필요한 캐릭터와 유치한 웃음 그리고 진부한 신파는 완성도를 떨어뜨린다 
863,한 번만 보기 아쉬워서 여러번 볼 예정이에요 
864,두 주연 배우의 연기는 좋다 하지만 핵심에서 벗어난 이야기들을 산만하게 진행해서 몰입이 떨어지고 쓸데없이 잔혹한 것은 거부감이 든다 인물들의 행동은 이해되지 않고 전개엔 빈틈이 많다 
865,후반부 몰아치는 반전들은 전체 흐름과 개연성을 무너뜨리지 않기에 무척 인상적이고 거짓과 진실 사이의 공방전에서 드러나는 인간의 악함이란 요소도 잘 느껴진다 
866,추천해요 눈물나게 웃겨요 ㅋㅋ 
867,본지 한참되었지만 정말 인상깊은 영화였어요 
868,내 인생 영화 몇번을 봐도 재밌다 
869,이 영화는 일단 봐야합니당 믿고 보는 배우들 많이 출연햇네요  미스테리극이지만 영화 속에서 친절하게 설명해줘서 보긴 편햇어요  무섭긴하네요  
870,대사는 감정의 노출 시퀀스는 감정의 혼합물 영화 전반은 혼합된 감정의 응고물 양조위의 연기는 감정 그 자체 
871,카타나는 왜 있는거임 발연기 몰입도 다 망치네굳이 왜 있나 싶네이걸 왜 2탄씩이나 만들지 
873,참신하고 스릴있습니다 
874,정말 감정 표현이 훌륭합니다 
875,재미가 없었어요 다른 관객분들도 나갸면서 돈아까웠다고 하시더군요약간 음산한 효과음이라도 많이 있으면 낫지 않았을까 싶어요 
876,제5원소 제목부터가 스펙터클 하다 천재감독2021년에봐도 20년전 영화같은이질감이들지 않는다 배우연출스토리영상미까지 어느하나빠지는 요소가없음명작 
877,올리버 너무비겁해 
878,이보다 더 순수하고 이기적인 사랑이 있을까 ㅎㅎ 
879,로봇도 메간 폭스도 한물 가기 시작 
880,현재 진행중인 인생이란 연극 중에서도 어느 하나 중요하지 않은 인물은 없다 삶의 불확실성에서 ng라는 착각 한 번 나지 않으려 발버둥 치는 각자의 처연함이란 
881,10년이 넘어 다시 봐도 로봇들의 변신보다 눈에 들어오는 건 리즈 시절의 메간 폭스 
882,무한의 상상력으로 띄워올린 유한의 메시지 
884,아빠와 어린이로 돌아가 그 바닷가에서 손잡고 그 짧은 순간에서 이별이 끝이 아니기를 바라는 그 순간이 다가오는게 너무 슬펐다 영원히 잊혀지지 않을 장면이다 
885,생각을 많이하게 되는 영화였어요그냥 꼭 보세요 
886,다시 봐도 소름연출도 기가 막히고 연기력 하나는 끝내줌 요즘에 나오는 영화는 도대체 하나같이 재미가 없음 
888,돈이없었으면 딸을 살릴 수있었을까돈이면 다 되는 세상좀 씁쓸하다 
889,무겁다 못해 짖눌리는 소재를 이렇게 위트있게 연출하다니 영화를 위한 영화가 아닌 사람을 위한 영화 대단합니다 
890,코코는 너무 재밌게 감동적으로 봤는데 이건 별로였어요 보면서 지루하진 않았는데 캐릭터가 매력없고 개인적으로 스토리도 와닿지 않았어요 
891,누구나가 인생에서 허무함을 느낍니다 하지만 지금 이 순간은 다시 돌아올 수 없는 소중한 시간입니다 누군가가 그토록 누리고 싶어했던 시간 지금 숨 쉴수 있음에 감사해야죠 
892,아아수라 후속편 
893,꼴페미 앰흑 영화 
894,장국영 전화씬에서 울었다ㅠㅜ이것도 명작이긴 한데 1이 더 좋음솔직히 장국영 죽는 건마음 찢어져 
895,이 시대 최고의 배우 연걸이 형님 
896,운동권 미화 영화의 느낌이 강합니다 
897,이건 아니다 싶다안보는것이 전편의 감흥을 위한 방법너무하다음악도 약해아오 
898,레전드 작품 두고 두고 오래 볼 영화 ost만 들어도 그 시대 그 감성 딱 떠오른다 
899,재밌어요 요즘 보면 딱 좋은 영화 
900,눈물이 멈추질 않습니다ㅠㅠ 
901,마냥 로맨스가 아니었고 우리는 시간을 되돌리고싶다는 생각을 자주하지만 시간을 되돌리지 않으며 진정한 행복을 찾는 주인공이 멋있다 그리고 아버지 장면이 제일 기억에 남음 
902,오랜만에 좋은영화 봤네요적극추천합니다 
904,가볍게 볼 수 있는 영화 카드 날리는 분 나왔을 때 웃겨 죽는 줄ㅋㅋㅋㅋ그리고 장국영 주윤발 너무 멋있음 
905,오만가지 감정을 담은 몸짓 
907,유재석 까지 버텼다 내 항마력은 딱 거기까지였다 넘은자 있는가 
908,2번본뒤 이해와 반성최고의 연출 많이복잡하네요연희의 시각으로 계속보다가 결국 연희화 되네요몰입감 최고입니다 
909,돈많이 들인 지루한 가족영화 
910,2000년에 극장에서 보고 오늘 넷플릭스에서 다시보니 참 명작이구나ㅜㅜ 추억에 잠겨본다 
911,믿고보는 픽사가 와 픽사인지 또 한번 느낀다 애기들의 전유물인 애니메이션을 넘어 왜 성인이 봐야하는 것인지 철학과 답답했던 숙제 해답 치유되는 느낌을 받았다 나는 치유되면서 눈물을 참았지만 집으로 가는길 내내 눈물을 참아야만 했다 
912,패미스러운 영화라 너무좋았음 
913,외로움에 지쳐 기댈 곳이 필요했던 정서적 사랑 
914,영화는 끝났지만 영화 속 이후 스토리가 궁금해진다 
916,당시 시대를 그대로 옮겨온 듯하다 지금으로부터 15년 전 영화라는 것이 믿어지지 않았다 공간의 이동이 그리 많지 않았음에도 밀림의 모습 전체를 본듯한 느낌을 주고 당시의 시대상에서 삶과 죽음이 지금처럼 멀리 있지 않음을 느껴 생과 사에 대해서도 생각해서 보게 되었던자연속에 지내던 인간 본연의 모습을 본듯 하다 
917,이거 b급 코스프레하는 은근명작임 현대사회 계층간 딜레마적 요소를 지루하지 않게 담았다 
918,첨부터 범인이 누구인지 딱 알게끔 만들어 전혀 반전은 없었다  반전을 어떻게 법정에서 풀어나갈까 집중해서 봤는데 전혀 엉뚱하고 급작스럽게 해결이 돼서 허무했다 수작은 아님 
919,스토리 탄탄하고 메시지도 좋은 웰메이드 한국영화 다만 아쉬운 건 김상경 대사들이 좀 연기는 좋은데 너무 대본스러움 
920,넷플릭스에서 잘 골라 본 재밌는 영화 
921,그냥 짜증나고 어이없고 대충만든영화 
922,픽사들은 천재들이 분명하고요이런 영화가 정말 많이 나왔으면 좋겠습니다ㅠㅠ너무너무 행복해써요 
923,배우들 연기 너무 잘하고 웃긴 포인트 많아서 가족끼리 재밌게 잘 봤어요ㅎㅎ 새벽에 잠 안자고 열심히 봤습니다 
924,충격에서 시작해서 사이다로 끝나는 짜릿함ㅜㅜ 
925,다음에 또 볼것같아요 연출이 굉장히 훌룡합니다 
926,진짜 별로일것같았는데 엄청쫄깃쫄깃 하면서 재밋네ㅎㅎ 
928,2011년에 미래를 봤구나 
930,정말 사랑할 수 밖에 없는 왕가위표 명작 영상미와 연출 스토리 ost 어느하나 놓칠 수 없는 영화 봐도봐도 감동의 눈물과 가슴에 남는 아련함 나만이 간직하고픈 감정 평생 아껴둘거예요ㅜ 
931,사랑하는 마음에는 그 어떤 조건도 필요없죠그져 흐르는 강물처럼 가슴 가득히 아득할 뿐이네요 
932,킬링타임으론 괜찮은듯너무 기대없이 봐서인지 스토리없이도 무섭게 잘봄 
933,2021년 민주주의를 외치던 좌파 정부 주도하에 공수처가 출범해서 권력을 지키려고 합니다 살아있는 권력을 잡는 사람을 살아있는 권력이 뽑는 균형과 비례의 원칙을 벗어난 정책 역사는 반복된다 
934,연기력과 스토리 다 좋았음 
935,공상과학 영화의 볼거리는 있으나 공간과 배경에 대한 이해를 돕는 설명은 부족하고 사이보그의 사랑에 대한 감정이입 또한 어렵다 후속편을 위한 시작에 불과하다 
936,불편해 보이는게 불편해 사람이 보이는 영화 
937,일본에서의 추억을 떠올리게 해줘서 고맙습니다 영상의 찬미에 뜨거운 호응을 보냅니다 
938,은근재밌네요헨리은근연기잘함 
939,너무 좋아요 내 순수함은 어디갔을까 싶네요잔잔하게 오래 여운이 남아요 
940,지루했고 뻔한 감동스토리 
941,인생에 대해 az까지 다 논하려고 했던 시도는 베리 굿 내가 가진 가치관과 다소 비슷해서 재미있게 봤음 그런데 너어어엉어무 다 다루려고 해서 한 부분에 큰 임팩트가 없던 것은 아쉬웠음 그리고 주인공과 22와의 개연성이 조금 부족하다고 느껴짐 
943,최악의 영화였다 어떻게 이렇게 
944,별 기대 없이 보았는데 김혜수 배우님의 새로운 인생작이 아닐까 생각될 정도지금 우울한 분들이라면 시청하세요 
945,어린이들은 이해못할 어른이들의 삶 크면 느낄수있다 
946,평점 낮아서 안봤었는데 충분히 볼만하네요  와이프 의사녀 아들친구의 딸 ㄷㄷ 영화같은 삶을 살고 싶다던 말이 떠오르던데 딱 그렇구만요 아저씨 제가 열살이되면 아저씨는 삼십살이죠 제가 이십살이되면 아저씨는 사십살이구요 삽십살이되면 오십살 사십살이되면 육십살  처음에는 세배였는데 그담에는 두배구 그다음엔 16배 15배 점점 줄어들어요 신기하죠   
947,사대부에 치여 장영실과 훈민정음 사이에서 고민하는 세종 그런 세종을 위해 결심하는 장영실중간에 졸지 않는 이상 스토리와 전개 이상할게 하나도 없는 영화인데 본인들이 이해 못했다고 별점테러식으로 점수 주는건 좀 아닌데 
948,노잼 노잼 노잼 중 노잼ㅋㅋㅋㅋ 초반 지루하고 후반 갑자기 퍄뱤 나오는데 그마저도 개연성도 없고 이상 
949,샤사 루스라는 배우의 발견 
950,좋았습니다다 한지민씨 연기도 너무좋고 주혁씨도 좋고 호랑이 나올때 좋더군요음 잔잔하니 갠적으로 재밌게 봤습니다 몇번 빵터지기도 밥먹구가 할때마다 볼만해요 좋아요 
951,인생의 순간순간이 참중요하다는걸 다시한번느꼈네요 소울보시면서 좋은시간되시길바래요 어른영화라 아이들은 별로공감못하더라구요 
953,스산한 분위기의 연출 기법이 독특하고 액션도 좋고 김옥빈 연기도 좋고 스토리도 아주 참신하진 않지만 충분히 몰입감있음 떡밥을 완전히 회수하지 않고 어느정도 해석의 여지는 남기는 것도 매력있었음 해피앤딩과 밝은 분위기를 원하는 사람들은 괜히 보고 악평 남기지 말고 어둡고 슬픈 느와르 좋아하시는 분들은 보세요  859 정도 평점이 적당하다 생각하는데 너무 저평가돼있어서 10점 드립니다 
954,영혼을 어떻게 사랑해야하는가 애 대한 참고서같은 영화 
956,정신병이 이렇게 무섭습니다 
957,감동 그 자체 시방 열자 개싸증 
958,타짜2는 무슨 코메디같더니 타짜3는 재미없다 재미없다 이래서 안보다가 넥플릭스로 봤는데 2보단 잼나고 1보단 여운이 적긴하네 근데 재미는 있네 
959,코로나시대에 남다른 느낌으로 본 좋은 영화였어요진실된 사랑영화는 역시꿈 꾸게 하는매력이 포인트 
960,개인적으로는 레미제라블 보다 더 감동적이었던 작품 뮤지컬 영화는 역시 휴잭맨 
962,그냥 67점짜리 영화 갤가돗이 처음나온 원더우먼 거기서 끝내야했음 
963,이렇게 편집 촬영 연출이 모두 세련되다니 생명의 무게는 무겁습니까 
964,한국 멜로의 정수라고 밖에 
965,마블 l love you 3000 3번째 보는 건데 하나도 안질린다 
966,방금 수준높은 ebs에서 해주길래 뭘까 하며 봤어요 지난번 가을의전설 ㅡ브래드피트의 매력이 듬뿍있던 그런 영화려나남주는 어디서 많이 봤는데끝날때 이름보니 저 젊었을때 많이듣던 배우네요 하하 여주인공은 왜이렇게 예쁘고 우아한지요 젊을때 봤다면 읭 했을 영화인데 사십넘어 보니 먹먹하네요 모든것이 빠르고 감각적이고 누르면 튀어오르는 요즘 세상에서 이렇게 서정적이면서도 한장면도 놓칠수 없이 몰입하게 만드는 영화는 드물어요 노튼의 눈빛의 사려깊음이 보이는 나이라니 부부란 뭘까를 고민하는 분들이 보면 좋을 영화네요 엔딩이 참현실적이지만 그마저도 그냥 받아들이게 됩니다 키티는 진정한 사랑을 겪고 성숙하지요 정말 잘만든 영화 생각이 많아지는 밤입니다 
967,기대보다 잘 만들어진 영화 생각보다 흥미진진하게 보다가 후반부가 살짝 진부함 
968,알바아닌데 재밌네요 ㅎ 평점보고 영화보는데 극과극인데 추억이돟네요 남자는 특히ㅎ잘봤다요ㅎ어색함도 고등때라 공감되는 영화 
969,아무생각 없이 봤는데어릴적 디지몬을 좋아하던 내 모습이 기억나며 지금의 내 모습으로 감명깊게 눈물 흘리며 본 영화 
970,생각보다 여주들 상큼함 전성기 설현 전성기 하니 닮음 
971,긴 말 않고 한국 영화의 적폐 
972,워낙 학교폭력에대해 생각하고는있엇지만 정의없는건폭력이고 그명대사가 잊혀지질않네요 저 공수도라는 영화를통해 학교폭력이없어졌으면 좋겟습니다 
973,재미있구만 시원시원하고 귀욤귀욤하고마블 중에 손꼽히는 작품이구만 
974,영화가 재밌어질라니까 끝나네전혀 공포감 없는 공포영화 
977,가까이서 보면 비극 멀리서 봐도 비극 
978,이게나라냐 가슴이먹먹하고고통스럽다 
979,코난 시리즈 중 내 최애 영화 등극 역시 검조가 나와야 재밌다 
980,장혁 연기는 뭐 그저 갓 
981,너무재밌고감동 ㅠㅠ 자기 감정에 충실 하자 
982,김래원 이민호 너무 멋져요 가슴 짠하네요결말이 슬퍼서모든 배우들도 다 잘했어요아직도 여운이 남네요 
983,저능 왜케 하나두 안무섭죵하핫더무서운거 보구싶어요 구신이 넘 귀여운뎅 
984,명작 한번 보시는거 추천이욯ㅎㅎ 
985,최고입니다 진짜 모든게 최고인데  너무 죄가 한국은 법이 낮네요 안타까워요 외국에서도 안타깝다고 인터뷰서 했네요 안타깝습니다 
986,재밌었음 10점짜리 영화는 아니지만 남자 평점이 비이상적으로 낮아서 10점 줌 
987,역시 디즈니 아버지와 동생이 생각나는 밤입니다t t 
988,리암니슨에 익숙해진 사람이라 다른배우의 이런류영화는 그냥 그런듯 
989,엄청난다 마지막 장면은 정말이지 
990,어휴 ㅡㅡ 돈 들여서 이 딴 ooo기 좀 만들지마라 
991,사라진시간과 비슷하게 소리도없이끝난영화 
992,왜 코난 팬들이 코난 극장판 시리즈 중 제일 최고의 극장판이라고 말하는지 알 수 있다 
993,처음 캠핑장 도착해서 관리인이 몇명이냐고 물어보고 대답할때 벌써 스포당해버림 
994,언니 가슴 뿐이 안보여 ㄹㅇ 
995,애니매이션을 보고 이렇게 가슴이 탁 막히는 먹먹함을 느끼게 될 줄이야 내가 이 세상에 태어나 접한 모든 이들이 나의 멘토였네요 내가 너무나 당연하게 누리고 살았던 한 순간순간에 대한 감사함 일찍 작별을 고하신 울 엄마가 가지지 못하셨던 오늘의 소중함 울컥했어요ㅠ이제 인생의 반을 살아온 제 나이에 접한 참 고마운 영화네요 조금 어린 친구들은 지루하다고 느꼈다고 하시는 부분이 저에겐 단 1초도 없이 매 장면이 감동이고 놓치기 싫었어요 10살 딸아이는 소울들이 너무 귀엽고 유쾌한 영화였다며ㅋㅋ 연령에 따라 받는 재미와 감동의 포인트가 각기 다른 역시 명불허전 갓픽사 평점 10점으로도 부족해요 다들 마스크 꼭꼭 눌러쓰고 극장가세요 마스크의 답답함을 날려주는 큰 선물을 받고 영화관을 나서는 경험 함께 해요 
996,검조 에피는 다 몰입감 있게 보게 된다 
997,슬프고 감동적인건 주변에서 다 스포를 해서 결론은 알고 있었지만 이렇게 슬프고 감동적인줄은 몰랐음 ㅠㅠㅠㅠ 
998,누가 안무섭데ㅡㅡ밤에 집에서 혼자 보는데 ㅈㄴ 무섭고만 cㅂ절대 절대 절대 절대 절대 절대 절대혼자있을때 보지마세요진심 ㅈㄴ무서워요 
999,맨인블랙 패러디임 끝까지 보긴 햇다만 어린아이들은 좋아할것같다 그래픽도 안좋고 재미 없음 
1000,2가 나온 줄도 모르고 이제서야 봤는데 보기 전 평점 읽어보고 기대 안하고 봐서 그런가 나름 재밌게 봤습니다 전작 배우들이 보여서 반가웠어요 
1001,엄청 재밌지는 않지만 편안하게 잘 볼 수 있었습니다 연기자분들 발음이 귀에 잘 안들려서 좀 아쉬웠지만 전체적으로 재미나요 
1002,이게 뭐지 영화속 인물들 공포에 질린 얼굴들만 보이고 보는사람은 전혀 안무섭고 뭐가 뭔지 모르겠음 지들만 무서워하고 있음ㅋㅋ 웃김 
1003,볼때마다 위로가 되는 영화 
1004,월터가 너무 괜찮은데 키티가 너무 늦게 알아서 마음이 짠 했네요ㅠ 
1005,마지막에 다 망침 
1006,좀비에만 집중하지 않은 괜찮은 영화  몰입감이 장난아니다 
1007,실제 박희순 성격일듯 오바 연기 너무 꼴불견 
1008,전종서가 하드캐리한 느낌 
1009,이런류 영화의 공식 겁나 멍청하고 발암캐릭터 여주허무한 엔딩 경찰은 항상 마지막에 출동끝그럭저럭 시간때울정도는 됨 
1010,와 시나리오 잘썼다 미장센도 있고 
1011,비발디 사계중 여름 
1012,원작이 워낙 명작이면 영화가 따라오지 못하는 경우가 많은데 이 영화는 그런 불안감을 말끔히 해소 시켰고 퍼펙트한 영화였다 중간중간 흑인들의음악은 제이지의 현대음악으로 위트가 있었고 레오는 개츠비 그 자체 였다 
1014,초딩 저학년은 영화를 봐도 잘 모르는 눈치쬐금 아주쬐끔 지루해ㅆ고 재미있었어요 
1015,일단 보다 졸았고 보는 내내 드라마 시그널 영화 나비효과 생각났다 그래서 신선함이 단 1도 없다 
1016,너무 답답해서 암이 걸릴거 같음영화 본 시간이 너무 아깝다 아오 ㄱㅐ같은거 
1017,기술은 발전했지만 중국식 신파 sf 
1018,배진웅 그 유명한 배우 나왔네 
1019,말이 필요 없네요 오랜만에 보는 수작 입니다꼭 볼만한 가치가 있네요출연진 연기가 최고 입니다 
1020,난 귀가 가장 즐거웠다 음악과 음향이 만점이었다 영화가 왜 종합예술인지 절감했다 
1021,데이지에 대한 개츠비의 사랑이 무엇인지 어떤 것인지 알거 같고 느껴져 더없이 설레이고 가슴 져민 영화였다 그것을 오롯하게 연기한 다카프리오에 박수를 보낸다엄지 척 
1023,아침부터 울면서 봄 일상의 소중함 
1024,호아킨 피닉스는 확실히 이 영화에서 연기가 아닌 예술을 보여줬다고 생각함 안광이 무서웠다 하지만 내용은 살인자의 변명에 불과하다 이해하고 싶지 않다 
