,txt
1143,둘의 사랑이 영원하길 바랬다외국에서 둘이 걷는 모습이 나올땐 장애 편견이 적은 외국에서 같이 살게 된거 같아서 뛸듯이 기뻤다가슴이 너무 답답하고 아리다그 둘의 사랑이 너무 애처롭다 
1145,으 몬가 재미있어지겠지 하면서 봤는데 계속 재미없었어요 여주의 과장된연기나 공감안되는 스토리 왕대륙은 괜찮네요 ㅋㅋ 아무튼 보고 후회했어요 
1146,일요일아침 아무생각없이 극장에 들어가지 않았더라면 아직도 아찔하다최고의 명작 
1147,높은 평점을 얻을만한 영화인가관객에게 생각해보게하는 내용은 좋지만잘 전달되지않았다인사이드아웃과 비슷한 정도의 감동을 바랬는지많이 실망스러웠다 
1148,이제 어떻게 살아가야할지 알겠어요 
1149,심심풀이로 만든 영화같다 대사들도 부자연스럽고 
1150,스토리 영상이 좋고 나쁘고 떠나서 찐따가 나대면 불행해진다는 법칙을 여실히 보여줌 이거 하나는 교훈이다 ㅋㅋ 
1151,캐스팅 잘해놓고 감독이 조퇴한것 같은 영화 
1152,평점이 왜케높지 노잼인디 
1153,단순히 재미있다는 말로 평을 하기엔 참 많은 것을 느끼게 해주는 영화네요간만에 마음이 정화되는 느낌입니다 아름답군요 
1154,흐지부지 결말에 짜 맞춘 부실한 스토리 
1155,볼만하고 재밌습니다네일베 키보드워리들 말은 듣지마세요 
1156,열명의 범죄자를 잡기 위해 한명의 억울한 사람이 생기면 안 된다는재미있고 감동적이었어요 
1157,나에게 너무나도 필요한 영화였다 
1158,간만에 시원한 영화 손에 땀을 쥐게 하네요 연출 정말 좋습니다 액션씬 기가 막히고요 
1159,주인공은 무의미한 삶을 산게 아니고 아버지와의 추억 음악 자연등 의미있는 삶을 산 것이었다 목적있고 성취해야만 멋진 삶이 아니라 매 순간 삶을 느끼고 즐기면 그것만으로도 멋진 삶이라고 하였다 맨 마지막 대사가 가슴에 와 닿았다 매 순간을 즐기자 정말 이렇게 삶을 살고 싶다 영감을 준 영화 감사합니다 
1160,저때 중국이 일본한테 안쓸려서 현시대에 개같은 전염병을 전세계에 뿌려댔지 뭡니까 내용이고 연기고 중화사상으로 똘똘뭉친 희대의 개같은 망작이며 1점도 아깝습니다 
1161,웬만하면 잘 안우는데 울었다 
1162,최고의 영화 인간의 자유는 위대하다 
1163,솔직히 오션스 12이상의 후속작보다는 훨 낫다 오션스11 정도 재미는 있다 로버트 드니로와 에드워드 노튼의 케미도 굿 
1164,극중 앤드리아는 본인이 원하던 일이 아니었고 신념에 어긋난다고 생각하면서도 깐깐한 상사  백지로 맞닥뜨린 패션 업계에서 피나는 노력끝에 인정을 받았다 사회생활에서 자신이 할 수 있는 역량을 다 발휘해보고도 이것은 본인의 길이 아님을 깨닫고 그만뒀을때와 단순히 내가 힘들다거나 업무가 나와 맞지 않는다고 쉽게 그만두는 것과는 큰 차이가 있음을 여실히 보여주는 영화가 아닌가 싶다 물론 사람따라 힘듬을 감내할 수 있는 차이가 있겠지만  내가 하고싶은 일 내가 학창시절 꿈꾸던 일을 사회에 나가서도 할 수 있는 사람이 얼마나 되며 심지어 본인이 잘해나가고 있음에도 주변에서 밀어내는 극중 에밀리 미란다처럼 상황이 실제로는 얼마나 많은가 화려하고 까탈스러운 패션계를 바탕으로 한 영화이지만 막상 실질적인 교훈은 어떤 상황에서든 최선을 다해보고 후회가 없다면 그 때 그만둬도 늦지 않다는 걸 보여주는 것이 아닐까 
1165,크아 악마를 보았다 
1167,내가 도대체 멀 본걸까 공포일까 아니면 성인물 
1168,수준낮은 선전영화이다 free hongkong free tibet 쓰레기 영화에 감상포인트를 추천하라니 어이가없다 
1169,반지의 제왕 보면서 뭔가 인상적이었던걸 다양하게 가져와 중국식으로 번안했다는 느낌이 강하게 드는것과는 별개로 오락영화로써 충분하다 
1170,그저 이와이 슌지 감독 영화라고 하면 이해가 됩니다영화 내내 장면 전환이 왜이렇게 많은건지 배경은 또 왜이리 바뀌는지 의아했는데 이와이 슌지 감독 영화라서 그런겁니다 
1171,이 영화를 비롯해 이은주씨가 택했던 영화들 인은주씨 죽음에 영향을준것같네요ㅜㅡㅜ 연기좋은배우였는데 특히 주홍글씨는ㅜㅡㅜ 
1172,문과적 주제를 이렇게나 이과적으로 기발하고 냉정하게 풀어낸다는 게 참 놀란답네요 
1173,한마디로 재미있음 별로 군더더기가 없이 흘러감 
1174,극한에 상황에서도 희망을 가지자 
1175,몇번 더 봐야 이해할 수 있을거 같은 
1176,live to alive 
1179,배우들이 최선을 다해서 더 슬프네요 개연성이 없어요ㅠㅠ 
1181,장르를 떠나서 연출이 너무 신선합니다이런 연출은 대한민국에서 최초고 최고일듯감독님이 시대를 앞선건 아닌가 
1182,20년만에 다시봤다 정말 최고의 전쟁영화이다 
1183,명작입니다 시간내서 꼭 보시길 
1184,또 보고싶다 
1185,여자가 액션이라니 잼없네 집에서 설거지나 해라 ㅋㅋ 
1186,지금 만나러 갑니다 라는 대사에서 느낀건 첫사랑과의 첫데이트 약속장소로 가는 듯한 풋풋하고 기분좋은 소름이었어 
1187,오랜만에 재밋는영화 봤음 
1188,1인 가구가 늘어나고 개인주의 이기주의가 점차 늘어나는 현 시대에 많은 교훈을 주는 영화네요사람보다 돈을 먼저로 여기는 잘못된 자본주의가 만연한 지금 배울게 참 많은 영화입니다보면서 웃고 울면서 많은 생각을 하게 되네요 
1189,남주 진짜 잘생김 여주 매력 쩔음 
1190,진짜 영화 이딴식으로밖에 못만드나요 
1191,보는내내 유치한 부분도 있었고 cg도 조금 아쉬웠어요그리고 악당이 너무 오글오글기억남는장면은 갤가돗과 크리스파인 헤어질때ㅜㅜ 그때만 슬프고 젤 감동이었네요ㅜㅜ 
1192,내로남불의 진수를 보여쥬는 영화 
1193,안 본 사람은 있어도 한번만 본 사람은 있을 수 없는 영화 강강강추 
1194,인생은 어떻게 살아야하는가에 대한 답은 지구에 수 많은 사람이 있는 만큼 답도 다양하고 정답은 없는거지만 내가 여태 본 영화들 중에 소울이 가장 와닿는 답을 해주었다 
1195,영상미와는 별개로이영화를 아름답다고 말하시는 분들은대체 어떤 인생을 살고 계신거죠 그래봤자 내로남불 
1197,안도 사쿠라 연기가 정말 일품이었다 누가 저런 연기를 할 수 있었을까주인공의 성장과정이 인상깊었다 실컷 두드려 패다가 끝날땐 서로 안아주며 격려하는 모습에 반해 복싱을 시작했다하고싶다는 열망을 가지게 됐고 격려받고싶고 격려해주고싶다 주인공의 남은 삶을 응원한다 
1198,아리에티 너무 이뻐요ㅠ 근데 엔딩이 너무 찜찜해서 
1199,미래는 내가 선택할수있어요 보여요 
1200,감독은 장삐쭈에게 고마워해야할 듯 
1201,늦둥이 아들이 하나 있습니다아이에게 이 영화를 추천하고싶네요 나중에 홀로 남은 아이가 짧지 않은 인생 혼자서도 잘 버텨낼수 있기를 
1202,ㄹㅇ 억지 설정에 박신혜 생각 짧아서 중간부터 암걸림 끝까지 보지도 않고 꺼버림이게 재밌다는사람은 지능이 낮은거 100 
1203,괜찮은 소재와 새로운 코미디 차인표의 이미지를 반대로 활용한 코믹 중간이 좀 지루하게 만들었지만 앞부분과 마지막은 웃음이 절로 나온다 차인표의 무게감은 이렇게 코믹으로 활용될 만큼 묵직하다 
1204,이게 사랑이구나이게 부부라는 건가근데그러면 평생 혼자살아야되는구나라는 생각이 들었다 
1205,영화 내용을 전혀 파악하지 않고 즉흥적으로 보러간지라 예상치 못한 주인공의 죽음으로 시작하는 전개가 꽤나 충격적이였으나 사후세계이자 전생세계를 무섭지만 아름답고 표현했음에 와 감탄하며 감상했습니다 정해진 삶의 목적이 있지 않아도 살아가는 그 자체만으로도 소중한 것임을 일깨워 주었네요 영화관 가기 꺼려지는 시기라 1년만에 방문해서 본 2021년의 첫 영화가 이 작품이여서 더 좋았습니당  
1206,마지막에 너무 질질끈다 악당 치타인간되는것도 좀 심하네 
1208,한번 보고 열번을 곱씹을 영화 
1209,픽사는 역시 명작만 만드는구나 
1210,반전이 너무 뻔해서 제발 그 반전만은 아니길 간절히 바랐지만 그 반전이었다 
1211,이 영화가 평점이 7점대라니대체 알바를 얼마나 푼거야 영화에 나오는 좀비떼 만큼 풀었나보네요부산행 재미게봐서 기대했는데 이런 망작이었다니 ㅠㅠㅠ 
1212,사람들 얘기 듣고 별로 기대 안하고 봤는데도 핵노잼입니다 dc영화의 희망이었는데 결국 망했네요 그리고 원더우먼이 왜 갑자기 슈퍼맨이 됩니까 원래 못날잖아요 그리고 러닝타임 2시간인데 액션 부분은 얼마 안나오고 빨리 가야되는데 여유롭게 불꽃놀이나 보는 장면만 나오네요 왜 1편은 재미있었는데 2편은 망작인거죠 
1213,작위적인 스토리 어색한 전개 전혀 긴장안되는 전개 
1214,서글퍼도 사랑은 사랑이다 
1215,마지막 주제곡이 너무 좋죠 
1216,작년부터 보고싶었던 영화 드디어 봤는데 정말 기대이상 힐링영화였던 것 같아요ㅠ다 보고 든 생각이 어린이보다도 현실에 지친 어른들을 위한 애니메이션 영화 같습니다ㅎ중후반쯤 울컥해서 눈물났어요 감동적이였습니댜 또볼래요 넷플 빨리 내주세요 
1217,최악의 영화 진짜 졸리고 지겹고 어휴 정말 짜증짜증 졸고 싶으면 보세요 
1219,나도 평점써보기ㅎㅎ기대 쪼끔 했는데 연기도 넘 좋구 눈물 질질 나온 엉화ㅠㅡㅠ재롱씨 하잉ω  
1220,너무 지겨움1편 생각하고 보지마세요 
1221,김형민역김윤석의 형사가 우리 사회에 한명이라도 있길 바라는 마음으로 보게 되었습니다 배우들 연기도 너무 좋아서 몰입도도 좋았고 시청하는동안 지루할 틈이없었어요 
1222,지루하다 지루해이렇게 긴장감 없는 액션 영화는 또 처음이네불알 탁 고문씬을 통해 내 생애 최고의 고어무비로 임명 
1223,나름 오그라드는 연출 빼곤 스토리는 좋았습니다연출 쪽이 좀부끄러웠어요 
1224,연기는 잘하는데 스토리는 용두사미 
1225,십점만점에 십점오늘남자친구랑 보러갔는데시간되면 또보러갈생각이예요너무재밌고 마음이 따듯해지는 영화입니다영상미도 훌륭했어요 
1226,겟아웃이랑 비교해서 별로라는 사람들은 영화를 제대로 이해하지 못해서 그런듯 영화에 떡밥들 전부다 회수하면서 보면 재미가 쏠쏠 배우들 1인2역 연기에 감탄 
1227,아니 tlqkf 주인공이 너무 답답해요 일처리를 tlqkf 제대로 하지도 못하고 삽질만 몇 번째여 
1228,전체적으로 별루 
1229,모처럼 몰입해서 보긴 했는데 다 보고 나니 뭐지 이렇게 끝이라고 Σ°° 배우들이 연기를 워낙 잘해서 지루하진 않았다만 인간적으로 줄거리는 너무 엉성하기 짝이 없다 
1230,솔직히 박신혜 예쁜거 말고 모르겠다 
1231,너무너무 아쉽습니다 
1232,암만 sf라지만 억지 스토리  지루한 느낌의 영화 
1233,와 앞에 10분 유년시절 보다가 개오그라들고 cg도 어색하고 유치해서 끄려다 돈아까워 꾸역꾸역 봤는데 그때 안끈게 내 인생의 가장아까운 2시간이다 그냥 1편이랑 비교하는게 부끄러울정도의 스렉이 스토리연출음악 3박자가 골고루 구리고 갤가돗 연기못하는건 덤이고 이시대에 이딴 히어로물 만들었다는게 신기하다 증말 이게 어케 평점이 7점이 넘지 대체 알바가 얼마나 많은거야 역대급 히어로 망작 
1234,저 지금 ebs에서 보고있어요 반갑습니다 기대안했는데 왜 이렇게 재밌나요 
1235,임신과 출산은 정말 여자에게는 족쇄같다 어떤 애가 태어날지도 모르고 나름 최선을 다했는데 저런 결말이라면 그냥 싹다 여자 탓인가 
1236,실제로 있었던 역사를 바탕으로 만들어졌지만 현실은 코시국과 중화사상 
1237,인간사 다 먹고 즐기고 배설하고 훔치고 죽는 것을 리얼하게 함축한 영화다 죽음을 거부하여 발버둥치는 노인과 죽음을 순응하며 죽기 직전까지 자식 생각하며 기도하는 노인의 대비가 참 많은 생각을 들게한다 나는 어떻게 죽어야 할지 
1238,여경이 좀비한테 끌려갈때 지하주차장에 몰려있길래 오오 무슨 설정이지 싶었는데 그냥 같이먹자고 밥 갖다주는거였은ㅋㅋㅌ무전때리다가 비온다 했을때도 좀비들이 왜 단체로 그런 행동을 했는지도 모르겠고아무튼 요약하자면 박신혜님 존예 
1239,위대함 이전그레이트 비포어과 위대함 저 너머그레이트 비욘드 사이 위대함이라는 삶의 이름 
1240,하루하루 매 순간을 즐기고 최선을 다해야지 
1241,억지감동도 아니고 편하게 볼수있는 영화입니다또보고싶어요 
1242,남매가 이상한데 무슨 평점은 어려운말로 뻔지르르 하게 써놨네ㅋㅋㅋ 
1243,재미있게 본 영화입니다 
1244,고문등 힘든 장면 없이 시대상을 재밋게 그렸네요 아직 잔재들이 많이 남았는데 그 또한 얼마 안가 사라질 겁니다 
1245,또 울었다 이밤에 혼자 이제 빨래 널어야지2021123 2350 
1246,시간의 경계가 왔다갔다 하는 것도 영상으로 너무 잘 표현했고 영화를 보고도 원작 소설을 한번 더 보고싶게 만드는 영화였다 
1247,ㅗㅎㅗ1666775454588 
1248,이건 진짜 망작이다 
1249,스트레스 받을때 마다 마지막 10분을 재생하라 
1251,0점은 없나요 왜 최하가 1이죠 
1252,신부와 에밀리의 엑소시즘 장면에서는 극한의 공포를 법정 장면에서는 긴장을 풀고 다시 배심원의 입장에서 신은 존재하는가 결국 죽음으로 이끈 엑소시즘을 행한 신부는 유죄인가 무죄인가에 대해 깊게 고민할 수 있는 시간을 준 꽤나 신박하고 좋은 영화 
1253,감상의 결론은 감동적이었다 역시 삶의 매 순간을 잘 살아야겠다인데요인사이드 아웃을 세번이나 볼 정도로 좋아했어서 기대하고 갔는데 일단 초반 30에는 이해가 잘 안되어서 자막 보고 생각하느라 바빴습니다 나중에 꼭 다시 봐야겠다 싶고 그땐 좀 더 집중할 수 있을 것 같아요 소재 자체가 매력적이고 후반 30분 정도 몰아치는 감동이 있습니다 
1254,컨저링본다음 시달려서 실제로 이틀간 잠을 못잤어요 
1255,이건 진짜 명작이다 
1256,무릎을 탁 치고 갑니다 
1257,오히려 가짜라는 걸 아니까 더 안무서운 페이크다큐 여기까지만 하자 
1258,ebs에서 보는 중이신 분 
1259,ㅋㅋㅋ 그냥 b급 영화에 가볍게 본다고 생각하면 재밌게 볼 영화입니다호불호 있겠지만 나름 참신했습니다 
1260,명확하게 해결된게 없어서 더 여운에 남았다결국 진실에는 아무도 관심이 없다 언론도 경찰도 이슈를 만들어 시청률을 높이고 사건만 종결하면 된다 마지막에 조정석이 친자 확인 안한 것또한 조정석도 진실에 관심없다 다 내가 원하는 것만 보고 믿을뿐 
1261,흩날리는 나뭇잎이 알려준다 생명이란 그저 소소하지만 늘 곁에있는 소중한것들을 음미하며 하루하루를 살아가라는 명령이라는것을 
1262,소소한 감동이 있는 영화 
1263,중간중간 너무 억지스러움이 많고 말도 안되는 행동이 난무해서 보다 꺼버림 
1264,95분이 아깝네요ㅜㅜ 
1265,누군가에게 갑이기도 때론 을이기도 했던 모두를 공감하고 분노하고 반성하게 하는 영화 
1266,창의력은 찾아볼수없고여기저기 베껴서 짬뽕으로 만든 영화평점 1도 아까워 
1267,잘만든 영화인대 점수테러 맞았네 중국은 전멸했겠지 부실공사로 
1268,볼만해요 재밌어요 
1269,풍경도 아름답고 스토리도 좋았어요 
1270,제이콥이 벨라 딸이랑 사귄다는게 너무 충격적임게다가 르네즈미는 빨리 자라서 어른 같아 보여도10살도 않됬을 텐데 
1271,이렇게 많이 울줄 알았으면 휴지라도 챙겨갈걸 꿈을 찾고 있거나 꿈을 이루었거나 꿈을 이루지 못한 사람들 모두 공감할 수 있는 신기한 영화나만 우는줄 알았는데 생각보다 주위에 많은 어른들이 울고 있었어요 우리가 걸어가는 그 길이 인생이고 매순간이 행복하고 소중한 삶이란걸 잊지 말아요 
1272,ㅜㅜ 왜 이리 유치한가요설정도 스토리도 연출도 갤가돗만 볼만 
1273,갤가돗 여전히 멋진데 핵심은 욕심부리지 말고 살라는 교훈적인 내용 영화가 너무 착해 디즈니 무비인 줄 다음편에선 감독이 바뀌었으면 하는 간절한 바램 
1274,오랫만에 영화보고 가슴이 뭉클해짐ㅠㅠ 찰리형 연기는 정말최고 
1275,감사가 남는 영화 내 오늘과 어제에 대한 생각을 바꾸어주었다 
1276,항상 뭔갈 이뤄내고 남들보더 뛰어나야만 할 것 같았던 내 생각을 조금 편안하게 바꿔 줄 영화 
1277,어렸을때 봤던 영화인데 초등6학년 아들과 함꼐 다시 봤어요 아들도 괜찮다고 하네요 영상미 너무 좋아요 에단호크도 최고 
1278,평범한 우리의 일상이 위대한 것은 아니겠지만 무의미 한 것은 아니다 순간 그리고 하루하루의 삶을 무던히 살아가야 할 나를 깨우는 이야기 
1279,eq 높아지는 영화 진짜 질질 짜면서 봄 
1281,피아노 부분이 너무 좋았어요 
1282,정말 많은 메세지를 담고있는 영화 현대인에 삶에 꼭 필요한 메세지 강추입니다 
1283,감독 스토리 빼고 영화에만 집중해서 봤는데그닥이네요 
1284,웹툰을 본사람으로서 생각보다 더 기괴하다하지만 기술이 아직 아쉽고 목소리와 애니의 속도감의 조화가 조금 아쉽다 
1285,신선한 소재라 기대하고 봤는데 시작부터 개연성 없고 어쩜 그렇게 답답한 고구마 한심이 짓들만 골라 하는지 하지 말라는 짓 골라 하는 공포영화 클리셰가 너무 뻔해서 재미없었음 
1286,감동과슬픔여운 꼭 봤으면 좋겠어요 
1287,살면서 계속 꺼내 볼 영화 
1288,그럭저럭 꽤 ㄱㅊ하네요 한번 볼만합니다 
1289,평점이 생각보다 낮네 설마 감동이나 여운 뭐 이런거 바라고 이 영화를 선택들 한건가몇년만에 영화 보면서 입 밖으로 소리내어 웃었는데 
1290,2002년에 극장에서 보고 2021년에 둘째딸이랑 집에서 
1291,이건 찐이다 배우들 100 몰입해서 연기 하고 있다는게 느껴져서 박수를 보내고 싶고 이안감독의 예술경지에 다시 한번 감탄한 영화입니다 
1292,힐링 영화 현대인의 무기력하고 바쁜 삶에 힘이 됩니다ㅜ 웃기고 재밌어요 
1293,2021년 1월에서야 이 영화를 보았고 이미 올해의 영화로 확정지었다 올해 어떤 영화를 보더라도 이 영화를 넘어설 수 없을 것 같다 
1294,좀비영화로는글쎄 한국판 분노의질주 비슷 
1295,우리는 모두 똑같은 물속에서 행복을 찾는 존재다 
1296,영혼 치유 영화 최고에요ㅠㅠ 
1297,현재를 즐길 수 있으면 먼 훗날 후회는 없을거야 
1298,진짜재미없음 ㅠㅠ 지루함 
1299,너무 재미있게 잘봤습니다배우들 연기도 너무 좋고 스토리도 좋았어요 
1302,프랑스 풍경도 멋지고 유명인들이 다 나온다는 것도 너무 좋아요 
1303,스토리 머선일이야 발로써도 이거보단 낫겠름 
1304,여주랑 남주랑 너무 선남선녀라서 보는내내 너무 즐거웠어용내용은 딱히 깊이있는 그런건 아니었고 그냥 킬링타임용이었지만 저한텐 너무좋은 영화였네요ㅎㅎ 
1305,영혼들이 너무 귀엽게 생겼고ㅋㅋㅋㅋ감동적이었어용 
1306,홍콩영화 몰아보고 있는데 그 중 제일 별로인듯 손씻고 애인을 지켜낸것도아니고 조직에 충성해서 머리좋게 파벌싸움에 승리한것도 아니고 조선족처럼 이해안되고 멋있지도 않음 
1307,박해일의 할아버지 연기 너무 어색하고 오글거려서 진짜 할아버지 연기자가 했어야 싶다고 생각하는 순간 소름이 끼쳤다 최불암 이순재 할아버지가 이적요의 역할이었다고 생각해보라 최불암 이순재가 손녀딸 나이의 미성년자의 가슴살을 들춰보고 바지사이로 보이는 팬티를 훔쳐보며 온몸을 성적인 호기심으로 스캔하는 장면들이 구토나오게 징그럽지 않다면 발목에 전자발찌를 차고 있거나 이미 찬 것이나 마찬가지이다조두순같은놈들아 박해일이 젊은 나이대 연기자라는건 누구나 알고 보는 사실이라 관객들에게 덜 소름끼치게 어느 정도는 그의 변태적인 사랑이 감안되어 관객들에게 반발심이 덜 느껴졌을 뿐 은교가 육감적인 몸이었다면 어느 정도는 이해가 되었을 것이다 미성년 답지 않게 성숙미가 느껴지는 부분에서 아이로 보지 않고 성인 여자로 느껴졌을테니 근데 은교는 볼륨없는 초딩 몸매에 말투나 행동들이 유아스러운 캐릭터인데 그것에 성적인 매력을 느끼는 할아버지라니 소아성애 정신병을 아름답게 그리려고 발버둥을 치는 쓰레기 영화라 어린아이나 어린아이 같은 미성숙한 여자를 성적인 대상으로 인식하는 것은 왜소한 남자들의 자기 방어적 억눌린 표출인 것이고 서양국가보다는 아시아 국가에 더 보편적으로 퍼져있는 이 변태적 취향은 참으로 슬프고 한심하기 짝이 없다 
1308,미친 막장 영화라는 표현밖에 못하겠음 하도유명해서 봤는데 이런 영화일줄이야 주연배우 캐스팅은 너무 잘한듯 
1309,영화를 두번 체험한다는 기분이 딱 이런 기분인 것 같네요 너무 재밌었네요 
1310,영화가 끝나고 한참을 앉아있었다 
1311,사람은 왜 사는가에대한 질문의 답이 되는 영ㅎ화 애들용은 아님 
1312,하여간 조금만 괜찮으면 우르르 유난 떠는건 한국 특징인가 영화에서 뭘그리 대단한 인생의 의미를 찾으시겠다고들ㅋㅋ 곧 잊고 원래대로 살거면서 영화는 나쁘지않았다 조금 지루했다 
1313,불교의 윤회사상을 기독교의 나라 미국의 중심에 있는 디즈니에서 보다 디즈니의 열린 마음과 다양성의 가치를 존중하는 모습에 박수를 
1314,진짜 몰입도 높고 실화라는게 너무 안타깝다직원들 개멋지네 
1315,오래 기다렸던만큼 기대 그이상이었습니다 
1316,ten to tenths 
1317,평점보고 갔다가 실망했어요 7살 4살 아이 둥 데리고 주말에 갔다 돈 버렸어요 너무 재미없는지 계속 화장실 중간에 가자고 해서 흐름 끊어지고 내용자체가 죽음인데 아이들이 잘 모르는 내요이라 중학생이상 봐야할 거 같아요 다른 영황에서 나오는 삶이 끝나면 죽음에서 나오는 연결 스토리 같아서 새로운 것도 없어서 지루 자체 왜 재미있다 하는지 모르겠어요 돈 버림 비추입니다 코로나 시대 팝콘도 없이 마스크 쓰고 볼 바엔 1달 기다려서 집에서 보세요 새로운 스토리 없어요7살 딸아이 보고 나서 물어보니 하나도 모르겠대요 어려워요 
1318,초 중딩 때 본 영화 가장 마음에 남는 영화 
1319,디즈니에서 오랜만에 최고의 감동을 주는 영화네요초등학생이상 자녀분이 있다면 꼭 같이 보세요전 자동차영화관에서 봤습니다 
1321,이런 명작을 이제야 봤어요보는내내 심장이 두근두근 마지막 명장면 기가 막힙니다 
1322,생각보다 개그코드가 잘맞았어요 ㅋㅋ물론 유령이란 자체가 좀 유치한 느낌도 있지만 것보다 캐릭터들 넘 매력있고 웃겨요스토리도 시원시원합니다 ㅋㅋ 
1323,공포영화 매니아라면 꼭 봐야할 수작분위기도 기괴하고 이야기가 옴니버스식으로 공포의 강도가 점층법으로 증가하는데 마지막 반전 이야기가 특히 압권 꼭 보세요 너무너무 재미있어요 
1324,공포를 기다렸는데 끝이나도 공포가 없네 
1325,풋풋한 첫사랑이 생각나는 영화ㅏ 
1326,부모님 모시고 다시 보러 가고 싶네요 어른들이 느낄 수 있는 아름다움이 녹아 있어요 
1327,꼬마애 진땜에 암걸릴것 같다 아오 
1328,꽤나 진부하네요 ㅠㅠ 애기들만 이쁨 
1329,나만 당할수 없지 별이 다섯개 
1332,처음엔 괴물같이 생긴 킹콩이 무조건 부서버리기만 하는 나쁜 악당인줄 알았지만 다 보고나서야 인간들이 악당이었다는 걸 알았다 그리고 예전엔 킹콩이 작은 인간여자를 왜 좋아하냐 했는데 지금 시대에 보아도 너무 섹시한 랭을 보니 킹콩도 좋아할 수 밖에 없었을 것같다는 생각이드네 
1333,최고입니다 영화관에서 보세요 
