,댓글,출처
12872,해찬이가 페이스북에 이런 글을 올렸습니다 우리는 지난 총선 때 선거 방역의 성공사례를 보여 주었습니다우환폐렴 총선전 열심 방역하는 모습을 보여 준 것은 총선용 이었다고 스스로 자백하고 있다,./data\문재인.csv
12873,해찬이가 미향이의 30년 삥뜯기 활동을 펌훼되서는 안된다고 적극 감싸는데 문재인 네가 시켰나 왜 미향이 에게도 마음의 빚이 있냐,./data\문재인.csv
12874,갑자기 대께문 씹쐐끼들 좆나 조용해졌네,./data\문재인.csv
12875,김대중국민의정부 노무현참여정부 문재인감성팔정부,./data\문재인.csv
12876,닌 애미 애비한테 그렇게 꼴린데로 애기하냐,./data\문재인.csv
12877,셀수 없이 많은 죄를 지은 조국을 보호하기 위해 대깨문과 더듬어변태당을 동원 하더니 이제는 여자 조국 윤미향을 보호하기 위해 또 다시 그 세력들이 뭉치기 시작하네 야 못되 쳐먹은 문재인 넌 항상 그런식으로 넘어가냐,./data\문재인.csv
12878,유독 조헌병 걸린 사람들이 대통령님 인스타에 많이 오네요 ㅜㅜ 처음으로 건의 하나 해봅니다 요즘 젊은 사람 한테 많이 발병 하는거 같은데 체계적인 관리가 있음 어떨지요,./data\문재인.csv
12879,헌정유린을 밥먹듯이 해대고 온갖 비리집단의 숙주로 자처하는 청와대를 해체하라,./data\문재인.csv
12880,대통령님의 노력과 헌신이 있기에 저희 나라가 이렇게 잘 견딜 수 있습니다 감사합니다,./data\문재인.csv
12881,대통령님 존경하고 또존경드립니당,./data\문재인.csv
12882,마스크나 좀 끼라고요 ㅋㅋ,./data\문재인.csv
12883,415부정선거로 국민의 주권을 찬탈하고 자유대한민국의 근간을 무너뜨린 파렴치하고 사악한 가담자는 모두 중범죄자이며 내란죄로 사형시켜야 한다,./data\문재인.csv
12884,뭐하냐 어쩌라고 개학이나 미뤄,./data\문재인.csv
12885,진짜 사람들이 알아야하는게 문재인이랑 더불어한국당 이쪽은 공산주의임 그렇다고 미래통합당이 잘한다는게아니라 우리나라를 왜이렇게 못잡아먹어서 안달이니,./data\문재인.csv
12886,우와 댓글,./data\문재인.csv
12887,경찰 서울시 연합해서 클럽 방문자들 검사해서 경찰이 움직여야 클럽방문자들 잠수 안타고 검사하게 해야합니다 24 시간 안에 검사 안되면 서울 경기도 가족들이 위험합니다 제발 마음놓고 서울시 가족들이 국민들이 편하게 출근하고 생활하게 해주세요제발,./data\문재인.csv
12888,존경합니다 사랑합니다대통령님,./data\문재인.csv
12889,제발 코로나 종식 된다고 말 안 하면 안 되나요 그 쪽이 그런 말 할 때마다 더 심각해져요 그냥 조용 있어주세요 제발,./data\문재인.csv
12890,진짜진짜 존경하고 감사드립니다,./data\문재인.csv
12891,Light is a healing unit Its transmitted by Intention to trigger the naturalorderhence curing The source of light are sun and stars which as electromagnetic frequency can be transmitted by sincere healing artists Ready for scientic capture,./data\문재인.csv
12892,사랑합니다 항상 애써주셔서 감사합니다,./data\문재인.csv
12893,부정선거로 180석이나 쳐먹으니 얼마나 기분이 째지겠슈 곧 부정선거 밝혀지고 탄핵 쳐먹을 각오나 하세요,./data\문재인.csv
12894,yes 부정선거 의혹 들이밀면 존나 풀발하는데 김어준이 말했지자유민주주의에서 선거의혹도 제기 못하냐고,./data\문재인.csv
12895,ㅋㅋ 진짜 댓글들 들떨어진것들 많이 보이네아직도 부정선거 ㅋㅋㅋ풉ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\문재인.csv
12896,답없는 공사주의망나니쉑키,./data\문재인.csv
12897,문재인은 좋겠다 지지율을 올릴수 있는 좋은 기회가 또 왔다 우환폐렴이 2차 확산이 진행중이다 아니 그전 보다 더 악화 될지도 모른다는 보고도 있다 문재인씨 역병이 퍼지고 있으니 최선을 다하는 모습을 보여주면 지지율이 또 올라 갈것입니다 병주고 약주고 국민들은 병주는 부분에 대해서는 일절 말하지 않고 약만 열심 주면 쉽게 감동합니다 문재인씨 잘 알죠 너 그것으로 지금까지 쳐 먹어 왔으니까,./data\문재인.csv
12899,한국대통령중에 정상적인사람이 없냐 ㅋㅋ 미국은 트럼프가 미쳐날뛰어서 그렇지 좋은대통령들도있었는데우리는 승만이 명박이 근혜 등등 라인업이화려하다 ㅋㅋ 문재인대통령님 의사들이 다하고있는데 은근슬쩍 숟가락올려서 꿀빨지마시고 걍 짜져서 있으세요,./data\문재인.csv
12900,ㅇㅈㅋㅋ 내려오는게 도와주는 일임ㅋㅋ 작년부터 재앙이 끊이질 않음,./data\문재인.csv
12901,문재인씨 부정선거 의혹관련 선관위 한테 자료 100 공개하라고 하세요 잘못이 없으면 의혹제기한 유트버들 고발하면 되는 것이지 왜 자꾸 구질구질하게 변명 합니까 무슨 캥기는데 있습니까,./data\문재인.csv
12902,재난기금 저도 받을 자격은 되는데 안 받겠습니다 그거 다시 국방비에 넣어 주세요 자발적 기부는 하기 싫습니다 돈이 없으면 없다고 하지 국방비 빼다가 상색 내는데 참 가관이다,./data\문재인.csv
12903,문재인이 문재인듯,./data\문재인.csv
12904,코로나가 물러설때까지 정부지침대로 잘 따르겠습니다,./data\문재인.csv
12905,여러분 문재인 새스토리에도 415 부정선거 문제제기 합시다,./data\문재인.csv
12906,존경합니다 사랑합니다,./data\문재인.csv
12907,마스크는 마스크 공장에서 알아서 만들게 냅두지 대통령이 할 짓 없어서 저기가서 쇼하는거 사진 찍어 올림 쑈 끝은 없는거야 진짜 끝이 없네ㅋㅋ,./data\문재인.csv
12908,항상 감사드립니다 존경합니다,./data\문재인.csv
12909,ㅋㅋ 인사하는 법 검색해보려다가 어쩌다가 선거하는 악수 영상을 보게 됬는데용 어떻게 놓치지 않으시고 인사도 몇 번 하면 들지 않나여 너무 ㅠ 드실 법도 할텐데 모든 사람 한 분 들께 한 손 한 손 따뜻함을 서로가 느껴지게 노력하시는 모습에서 정말 감동적이고 근데 손에 멍이 든 아픈 모습이 근데 다시 사람에게 을 주시려는 저력에 놀라웠고 너무 애쓰셔서 마음이 아픕니다 늘 긍정적으로 생각하시려는 그 끈기 있으신 태도로 마음을 어루만저주시어서 그 너그러우심으로 남북정상회담으로 외교 면대면에서도 빛을 발하시는 인내심으로써 승리하시는 그 밝은 마음에 이 현실 속에서도 희망을 얻고 감을 느낍니다 부디 몸조리 잘 하시구ㅠ 영원한 사랑을 배우고 갑니다 문재인 대통령님 국민들과 사랑 많이 나누시고 마음으로나마 서로를 위하여 건강 잘 챙기시고 가족들과 사랑 많이 하시구 행복한 자신을 만들어주시길 간절 바라옵니다 그럼 또 뵈여 존경합니다,./data\문재인.csv
12910,소방관분들도 부족하구의료헬기 소방 건물 점검도 안하는곳이 은근많아요이번 사태로 소방관분들 대우와 자리를 늘리시는게 좋을거같습니다,./data\문재인.csv
12911,개빨개이들지랄 옆차기나 하고 자빠졓네,./data\문재인.csv
12912,부정선거 백악관 청원에 사인하러 가세요 부정선거 뿌리뽑지 않으면 이땅에 더 이상 민주주의가 없습니다,./data\문재인.csv
12913,부정선거 백악관청원 10만명이 사인하면 응답하게 되어 있는데 현재 9만8천명 사인 단 두시간만에 이런 결과가 나왔습니다 참고로 사인기간은 30일 입니다,./data\문재인.csv
12916,사회적 거리두기 종료한다고 하네요 와우 쉰난다 광화문에 모여서 부정선거 규탄시위 움직임이 있습니다,./data\문재인.csv
12917,문재인씨 정은이 좀 그만 괴롭세요 스토커 중의 스토커 정말 악질 스토커네요 당신주둥이가 도발 스위치라고 누차 말하는데 정말 지독시리 사람을 괴롭네요 당신 주둥이가 전쟁낼 수도 있어요 제발 그만하세요 오늘 아침 정은이가 총격을 가해 잖아요 우리 군인이 안 죽어서 다행이지 만약에 불시에 전사하면 누가 책임 져요 상대방이 싫다고 하면 안하면 되는 것을 왜 자꾸 괴롭냐구요 휴 정은이가 스테리 반응을 일으키는 것이 그렇게도 잼 있냐,./data\문재인.csv
12918,415 부정선거 증거는 차고 넘친다 전량 재검표 하라,./data\문재인.csv
12919,국제적 망신 미국의 부정선거 권위자 현재 미시건대 교수 월터미베인 교수가 한국의 부정선거에 대해서 논문을 발표 했습니다 논문 제목은 Frauds in the Korea 2020 Parliamentary Election20년 한국의 총선은 사기 조작의 바다 였다고 합니다 국제적으로 쪽팔리는 대형 사건이 터졌습니다 문재인 정권은 세계에서 압력이 들어오기 전에 재투표를 해야 그 동안 코로나 대응에서 얻은 신뢰와 호감을 잃지 않을 것입니다,./data\문재인.csv
12920,문재인의 민주주의 파괴 행위 한 건 추가 울산선거 개입 두루킹여론조작 415부정선거 헌정유린을 밥먹듯이 해대는 문씨가 아직도 그 자리에 있다는 것이 대한민국 치욕이다,./data\문재인.csv
12922,"대통령님 안녕하세요 저는 경기도 안성에사는 한 학생입니다
저가 대통령님께 메세지를 보내는이유는
지금이 상황에 학교를 꼭 가야하는가 입니다
우리나라가 코로나 대응을 잘한다고하고 감염자가 줄어든다해도 현재 상황 감염자는 계속 나오고 있는상황 입니다
만약 등교 개학을 해서 감엄자가 나오면 바로 다시 온라인으로 랄것같은데 이거 코로나바이러스가 100 방역을 해야 학교를가죠
등교 개학을하면 질좋은 교육을 받을수있다는 말이 나오는데
대통령님은
사람이 먼저입니까 교육이 먼저라 생각하십니까
넌 사람이라 생각한니다
무섭고 두려워서 학교에 가지 못할것 같습니다
이글을 보시면 답장 부탁드립니다",./data\문재인.csv
12923,문재인 대통령님께서 신종 코로나 바이러스를 조심하시고 꼭 마스크를 하고 다니세요,./data\문재인.csv
12924,응원 합니다 모두 함께 코로나를 이겨 냅시다,./data\문재인.csv
12925,이니 충성,./data\문재인.csv
12926,인도네시아에서 왔는데 여기에 글을 써서 죄송합니다 도움을 요청하고 필사적이고 내 인생을 끝내고 싶습니다 관대 한 사람이 우리와 우리 가족을 기꺼이 도울 수 있습니까,./data\문재인.csv
12927,마스크 만들어주시는분들 참 감사한데요주6일 출근하는 직장인으로서 매주3장으로는 턱없이 부족합니다마스크무상공급을 해주시던가그게 어렵다면 마스크 가격을 내려주셔야 합니다마스크를 언제까지 써야할지 기약없는 상황에서 마스크구입비용도 많이 부담이되구요ㅠ,./data\문재인.csv
12930,와 부동산 업자 회의,./data\문재인.csv
12931,어쩌다가 spykki가 저자리에앉았을까 반역 매국짓거리한 놈은 앞으로 무조건 재판없이 처형시겨야 나라가 바로설것이다,./data\문재인.csv
12932,코로나 진짜 없어졌음 좋겠네요ㅠ,./data\문재인.csv
12933,중국 우한사람 입국 금지 하자하는 질본은 무시하고 이제서야 전문가 이해를해대단하다,./data\문재인.csv
12934,경제파탄주범 탄핵,./data\문재인.csv
12935,코로나19와 함께 사라져라,./data\문재인.csv
12936,스스로 물러나면 본인이 보내버린 박근혜 스토리는 안 갈텐데고집이 상당하시네요 평안도 고집,./data\문재인.csv
12937,나에 말씀에 불만이 있는것들은 총리공관으로빠져나가서 감사원앞으로 해서 안국역으로해서 낙원상가 터널로해서 종로2가에서 우회전해서 종로1가국세청에서 우회전해서 봉은사건너편에서 봉은사쪽으로 횡단보도건너서 다시종로1가쪽으로가다보면 종로구청들어가는 골목으로 들어가서 종로구청지나서 미대사관 옆으로가다보면 광화문광장밑으로통로를지나 외교부건물과 서울지방경찰청건물사이로 지나나와서 경북궁역사안으로들어가서 효자동쪽으로 와서좃잡고 청와대로 들어간사람만 열외 ㅋㅋㅋ,./data\문재인.csv
12938,니가 대한민국 수장으로 있는게 내 인생의 최고 고비,./data\문재인.csv
12939,국민을 챙기시는 대통령님 파이팅,./data\문재인.csv
12940,화이팅 건강하세요,./data\문재인.csv
12941,아무튼 일은 죶도 못하면서 사람좋은척 쑈는,./data\문재인.csv
12942,모두 냅시다,./data\문재인.csv
12943,4차 추경 국민의1인으로써 현 추경집행 정책에 절대적으로 반대합니다 정말 든분들을 위하신거라면 주먹구구식 통신비 지원정책은 명분이 없습니다 국민들 과반수가 4차 추경 정책 문제점에 대해 분열과 절망을 느끼고 있습니다 이러한 현재 상황을 눈감으신다면 국민경제에 도움은 안되고 인공호흡기를 단 환자가 호흡기를 때 버리고 죽는 경우나 마찬가지입니다 지나고 나서 후회하면 대통령님의 공정 평등 정의의 모토는 국민들에게 불평등 분열 불공정의 대통령으로 기억에 남게 될 것입니다,./data\문재인.csv
12944,대통령님 사랑하고 존경합니다 지지합니다,./data\문재인.csv
12946,통영시는 왜 고위험직군시설에 대해서 200만원을 안주는겁니까,./data\문재인.csv
12947,곡성의 악크마 닮으심ㅋㅋ,./data\문재인.csv
12948,민주 인권 평화 지껄이는 가식적이고 간사교활한 양두구육 공산주의 미치광이들 모조리 때려잡아야 나라와 국민이 산다,./data\문재인.csv
12949,코로나가 기회다해서 추경 해서 북한에 돈보내지말구 대한민국 국민들 먼저 생각하세여 제발,./data\문재인.csv
12950,악플다는 인간들은 왜 그렇게 비공개 계정이 많은거야,./data\문재인.csv
12951,아무리 잘해도 반대는있으니 신경쓰지마시고 내세요 대통령님 화이팅,./data\문재인.csv
12952,"대통령님 내세요
모두가 든시기인데 격려는 못할망정 비난에 악플에
우리나라는 누가 대통령을 해도 참 든 나라일것 같아요",./data\문재인.csv
12953,저 노란옷 꼴보기싫다,./data\문재인.csv
12954,처음 이 사태는 의료협회의 권고를 무시하고 중국발 입국자를 들이면서 시작되지 않았나요 애초에 전부터 정립된 질본 메뉴얼과 유능한 실무진들이 없었다면 지금처럼의 통제가 가능했나요 전 정권의 비리를 문제삼고 싶다면 잘한 부분도 쿨하게 인정하세요 그리고 같은 실수를 반복하지 마세요,./data\문재인.csv
12955,httpwwwpennmikecomnewsarticleViewhtmlidxno35367,./data\문재인.csv
12956,기사는 보고 좀,./data\문재인.csv
12957,내시고 제발 낲슨엿놈들 저벌해주세요 엄마부대 전광훈목사 ㅡㅡ,./data\문재인.csv
12959,지하철 배차간격을 줄여주세요 사람들 밀폐된 곳에 많으면 코로나 위험 커지는데 출퇴근길에 항상 꽉차있어요ㅠ 운행 늘려주새요ㅠ,./data\문재인.csv
12960,고생들 끝났나 했더니만 다시금 재확산됨에 맘이 아프네요대통령님 건강 잘챙기시길 바랍니다,./data\문재인.csv
12961,다들들어서그런가바요 대통령님도드시죠여기서응원할께요,./data\문재인.csv
12962,어린 아들이 대통령할아버지 언제 만나러 가냐고 물어보면 코로나 끝나면 뵐수있어라고 말했는데 또 연일 확진자들이 끈임없이 쏟아져 나오니 아이 입에서 왜 어른들은 말을 안듣냐고하네요 ㅜ 대통령님 응원하고 지지합니다 건강챙기세요,./data\문재인.csv
12963,대통령님 건강하세요,./data\문재인.csv
12964,오줌은 누고 다니냐,./data\문재인.csv
12965,가짜뉴스 퍼트리는 목사들 유투버들 다 좀 잡아 가둬 주세요,./data\문재인.csv
12966,불평인 사람들 니들이 대통령 해라,./data\문재인.csv
12967,코로나는극복될겁니다 대통령님내세요,./data\문재인.csv
12968,대깨문들 진짜 오지네,./data\문재인.csv
12969,건강하소서 존경합니다 감사합니다 대통령님 사랑합니다 존경합니다 감사합니다 대통령님,./data\문재인.csv
12970,대통령님 각하,./data\문재인.csv
12971,각하 이번 전광훈 목사 엄벌에 처해주시길 부탁드립니다항상 응원합니다 아프지마시고 건강하시길 바랍니다 대한민국 이 코로나 없어지길 바라며,./data\문재인.csv
12972,마스크 안 쓰고 하는건가 회의 할 때는 코로나 안 걸리는 법 있냐 마스크 쓰고 회의를 해야지ㅋㅋㅋㅋ,./data\문재인.csv
12974,언제나 응원합니다,./data\문재인.csv
12975,이가 갈린다 진짜 얼굴만 봐도,./data\문재인.csv
12976,언제나 응원합니다 대통령님 토착왜구들에 흔들리지마세요,./data\문재인.csv
12977,대통령님 끝까지 응원합니다 건강 잘 챙기세요 사랑합니다,./data\문재인.csv
12978,대통령님응원합니다 내셔요,./data\문재인.csv
12979,야 늙은 꼰대 지껄이지마 치가 떨린다,./data\문재인.csv
12980,"1 비판을 받지 아니하려거든 비판하지 말라
2 너희가 비판하는 그 비판으로 너희가 비판을 받을 것이요 너희가 헤아리는 그 헤아림으로 너희가 헤아림을 받을 것이니라
3 어찌하여 형제의 눈 속에 있는 티는 보고 네 눈 속에 있는 들보는 깨닫지 못하느냐
4 보라 네 눈 속에 들보가 있는데 어찌하여 형제에게 말하기를 나로 네 눈 속에 있는 티를 빼게 하라 하겠느냐
5 외식하는 자여 먼저 네 눈 속에서 들보를 빼어라 그 후에야 밝 보고 형제의 눈 속에서 티를 빼리라
마715",./data\문재인.csv
12981,"Dear honorable
President Moon JaeIn
I am devastated to know that an estimated one million dogs are tortured and consumed in South Korea every year
Many in and outside of Korea agree that the dog meat trade is a great shame for your country Knowing what greatness you and your nation can achieve judging by what you have demonstrated during this current pandemic surely shutting down the illegal dog meat trade httpsbitly3gB6ZuT must be an easier task Just like the wet market in Wuhan where Covid19 originated from the dog meat markets in S Korea are no different live dogs are kept in cages until they are butchered on site You must agree that these markets pose the same risk
The unregulated dog meat trade poses a great risk to the public health the dogs are fed unsanitary rotten food wastes are administered extremely large doses of antibiotics much more than given to livestock as studies have found httpsbitly2Cgtbvq and are slaughtered in unsanitary conditions with improper waste disposal thus contaminating the environment
Boknal has become a most dreadful word throughout the world It is the word that many now know as a cruel and violent act against dogs our close companions and best friends to so many Dogs are companion animals one out of five families in S Korea have dogs and cats
You also have dogs and cats as family Please help protect our companion animals by banning the consumption of them
Thank you
dogandcatmeatfreekorea",./data\문재인.csv
12983,엄청 국민을 생각하네 중국 우한폐렴인데 중국 시진핑님께는 항의하셨나,./data\문재인.csv
12984,다들 마스크는 어디가셨나,./data\문재인.csv
12985,ㅋㅋ 거창하네 글만,./data\문재인.csv
12986,대국민 사과발표 한번쯤 해야는거 아닌가,./data\문재인.csv
12987,Love you from New Zealand remember us we fought for you in world war 1,./data\문재인.csv
12988,내세요 대통령님,./data\문재인.csv
12989,재이나 재이나 부엉이바위에서 무혀니가 널 부른다,./data\문재인.csv
12990,개같은 세상 처만들구 좋냐,./data\문재인.csv
12991,내세요 대통령님,./data\문재인.csv
12992,LH 아파트에 살고 있어 감사합니다 대출이자도 도시주택기금이라 12프로이구요대통령님 요즘 인스타 안올라오는데 여유가 없으신 것 같아 걱정입니다 건강챙기세요 항상 응원합니다,./data\문재인.csv
12993,저의 작은 생각입니다 제가 보기에는 산악 경찰대도 있어야 될것 같읍니다 지금 있기는 한데 숫자가 적습니다 산을 찿는 사람들이 많은데 사람생명이 5분 골드타임시간인데 119출동하고 하면 늦는 시간도 있읍니다 산은 많은데 인원은 적습니다 산을 순찰하다가 사람들을 구할수 있는 여건이 많을걸로 압니다,./data\문재인.csv
12994,산악 군인이나 산악 경찰 산을 순찰동중 불 나는것도 차단되고 등반도중 다친사람들을 많이 구할걸로 봅니다,./data\문재인.csv
12995,119와 병원에 있는 병원응급실 호송차 공조 하루는 새벽 근무중 택시와 오토바이 가 사고낫는데 오토바이 기사가 머리가 깨졌읍니다 저와 택시기사는 손을 못되었어요 전화로119부르고 사고지점 이 기흥역사거리 기흥역앞에는 강남병원이 있고 조금더가야 119센타 만일 119와 병원 공조가 되어있다면 사고지점과 가까운 강남병원 응급실차가 출동해서 더 빠르게 응급처치 할수있었을것입니다 사고지점과 가까운 병원 차가 출동할수 있는 정책이 나왔으면 좋겠읍니다 행복한 주말 보내세요,./data\문재인.csv
12996,성형좀 작작,./data\문재인.csv
12997,Wait this president doesnt give a f about kids getting raped but still cares about covid 19,./data\문재인.csv
12998,재인아 부엉이바위에서 무혀니가 부른다,./data\문재인.csv
12999,문재인 대통령님이제 그만하십시요코로나19 처음부터 없었다고 국민들한테 알리십시요 국민들 생각해서 이제 멈추세요더이상 긴말 안하겠습니다,./data\문재인.csv
13000,지들은 마스크한님도 않했구먼18,./data\문재인.csv
13001,대통령님 제발 탄핵되길 간절 기다리고 있습니다 사랑해요,./data\문재인.csv
13002,정말 범법자들이 국회의원 되어 큰소리 치는 한번도 경험하지 못한 나라 만드느라 수고하십니다,./data\문재인.csv
13003,추미애 국회서 하는 짓이 국무워원으로 할 짓인지 그런녀를 그냥 두는 이유가 무엇인지,./data\문재인.csv
13004,대깨문들 소굴이네,./data\문재인.csv
13005,ㅈ같은 겉치레 입에발린말로 국민 속일생각 말고 그냥 내와라 거기서 너같은건 어른도 아니라 말놓는다,./data\문재인.csv
13006,정치 그따구로하지마걍 내려와,./data\문재인.csv
13008,코로나 태풍 피해에 수고가 많으셨습니다 행복한 주말 보내세요,./data\문재인.csv
13009,임대차3법 때문에 집주인들 부동산복비보증보험비 1년마다 5프로씩 인상 이런 조건을 내고 있습니다 아시나요 세입자들은 더 집 구하기 들어진 것도 아시나요 임대인 임차인 국민을 분리 시켜 놓고국민화합 원하시는거 아닌가요 전문가들이 내는 정책이 정말 맞는지정말 세금 걷기 위해 집값 올린다는 소문이 맞나 봅니다,./data\문재인.csv
13010,저희 신혼부부인데 전세재계약 하려고 했더니 집 주인이 갑자기 월세 개념으로 매월 45만원씩 더 내든지 아니면 나가래요 이미 관리비도 5만원씩 내는데 전월세 개념으로 넘어가는 기분이에요,./data\문재인.csv
13011,제발 탄핵되기실 간절 바랍니다,./data\문재인.csv
13012,더욱 더 우리나라를 위해 써주세요화이팅 입니다,./data\문재인.csv
13013,President Moon JaeInBoknal 복날 is fast approaching and I am devastated to know that an estimated one million dogs will be tortured and consumed in South Korea in the next monthMany in and outside of Korea agree that the dog meat trade is a great shame for your country Knowing what greatness you and your nation can achieve judging by what you have demonstrated during this current pandemic surely shutting down the illegal dog meat trade httpsbitly3gB6ZuT must be an easier task Just like the wet market in Wuhan where Covid19 originated from the dog meat markets in S Korea are no different live dogs are kept in cages until they are butchered on site You must agree that these markets pose the same riskThe unregulated dog meat trade poses a great risk to the public health the dogs are fed unsanitary rotten food wastes are administered extremely large doses of antibiotics much more than given to livestock as studies have found httpsbitly2Cgtbvq and are slaughtered in unsanitary conditions with improper waste disposal thus contaminating the environmentBoknal has become a most dreadful word throughout the world It is the word that many now know as a cruel and violent act against dogs our close companions and best friends to so many Dogs are companion animals one out of five families in S Korea have dogs and cats You also have dogs and cats as family Please help protect our companion animals by banning the consumption of themThank youdogandcatmeatfreekorea,./data\문재인.csv
13015,Pay us back our money you are not human you acting as a we never forget at this time of our life what you are doing to,./data\문재인.csv
13016,이제 문재인대통령님이 나서야합니다이것아니라고생각합니다국민은대통령 되어주세요,./data\문재인.csv
13017,지켜주셔서 감사합니다,./data\문재인.csv
13018,제가 투표를 잘못한듯하네요 사람 좋게봤는데 겉만보고 판단한 제가 병신인듯합니다,./data\문재인.csv
13019,문재인 대통령님 내세요,./data\문재인.csv
13020,"대통령님은 나이고 우리이고 국민입니다
내십시오",./data\문재인.csv
13022,대통령님 내세요,./data\문재인.csv
13023,대통령님 내세요,./data\문재인.csv
13024,대통령 놀이 그만하고 감옥가자탄핵되어야지 문재인씨,./data\문재인.csv
13025,문재인 대통령 님이다코로나 조심하세요,./data\문재인.csv
13026,당신이 있어 행복한나라 나라다운나라문재인 정부 덕분입니다 사랑합니다 고맙습니다국민이 뒤에 있으니 우리 만나던 그때 그 처음처럼 국민을위해 나라를위해 우리 이니 하고싶은거 다 하세요,./data\문재인.csv
13027,그리고 나도 몰랐는데 그렇다네 이러면서 개정법에 관련된것들을 다른동료에게 듣지않게 한달에 한번씩 포럼식으로 지역 경찰들끼리 모여서 공부하는 그런 모임을 늘려주세요 직업훈련 이런게 아니라 그건 퇴직하기 일이년전에 해도 무방하다 생각합니다 그래서 지구대나 사무실에서 또는 바깥에서도 공무원이라며 공짜를 바라는 사람이 없도록 해주세요 어디지구대대장인데 라며 과시하면서 그게 사회적으로 지위는 있을지 몰라도 꼴같잖아보이는게 일반사람들 생각이니까요 그저 진행비 수사비 명목으로 쓸떼없는 돈 추가로 끼워 맞춰 청구하는 세금갉아먹는 사람 없고 운전할때 자기가 네비인양 좌회전요 우회전요 하고 단합을 외치다가도 정작 중요한 일에선 숨는 비열한경찰이 자기일 딱 끝나면 남일은 되거나 말거나 나몰라라 하는경찰이 없도록 해주세요 그런인간들 어딜가나 꼭 있자나요,./data\문재인.csv
13028,어딜가든 오버하는 사람이 뒷통수치기 딱 좋은 법이니까요,./data\문재인.csv
13029,대통령님 내세요 사랑합시다,./data\문재인.csv
13030,대통령님 항상 감사합니다 내시고 건강하세요 자랑스러운 대통령님이 계셔서 든든합니다,./data\문재인.csv
13031,Pak saya mencintai 7 rakyat mu yaitu bts,./data\문재인.csv
13032,안녕하세요 선생님 저는 당신의 백성 중 7 명을 사랑합니다,./data\문재인.csv
13033,PAK AKU MENCINTAI 7 RAKYAT MU KIM NAMJOONKIM SEOKJINMIN YOONGIJUNG HOSEOKPARK JIMINKIM TAEHYUNG JEON JUNGKOOK BTS SAMPEIN YEH AWAS KALAU G DISAMPEIN SALAM AKU,./data\문재인.csv
13034,Por favor el mundo le pide que pare ya el comercio de carne de perros,./data\문재인.csv
13035,주접이 풍년이네,./data\문재인.csv
13036,짱깨도 풍년,./data\문재인.csv
13037,내나라 자국민이 마스크를 쳐 쓰고다니면 뭐해 외국인들이 겁나게 쳐 안쓰고다니는데,./data\문재인.csv
13038,아닠 여러분 왜 욕을해요 ㅋ 아무리 대통령님이 그래도그렇지 ㅋ와 세상 대통령한테 직접 욕하는 우리나라수준봐대통령님 내세요,./data\문재인.csv
13039,저기 그게아니라요 대놓고시발이러는분들 말하는거에용 욕한다고 달라져요ㅎ,./data\문재인.csv
13040,아니 저기김정은 은 왜 갑자기 나오세요 ㅜㅜ,./data\문재인.csv
13042,박근혜정부가 그립다,./data\문재인.csv
13043,"President Moon JaeInBoknal 복날 is fast approaching and I am devastated to know that an estimated one million dogs will be tortured and consumed in South Korea in the next monthMany in and outside of Korea agree that the dog meat trade is a great shame for your country Knowing what greatness you and your nation can achieve judging by what you have demonstrated during this current pandemic surely shutting down the illegal dog meat trade httpsbitly3gB6ZuT must be an easier task Just like the wet market in Wuhan where Covid19 originated from the dog meat markets in S Korea are no different live dogs are kept in cages until they are butchered on site You must agree that these markets pose the same riskThe unregulated dog meat trade poses a great risk to the public health the dogs are fed unsanitary rotten food wastes are administered extremely large doses of antibiotics much more than given to livestock as studies have found httpsbitly2Cgtbvq and are slaughtered in unsanitary conditions with improper waste disposal thus contaminating the environmentBoknal has become a most dreadful word throughout the world It is the word that many now know as a cruel and violent act against dogs our close companions and best friends to so many Dogs are companion animals one out of five families in S Korea have dogs and cats You also have dogs and cats as family Please help protect our companion animals by banning the consumption of themThank you
Syuzanna Alexander
Washington DCdogandcatmeatfreekorea",./data\문재인.csv
13044,President Moon JaeInBoknal 복날 is fast approaching and I am devastated to know that an estimated one million dogs will be tortured and consumed in South Korea in the next monthMany in and outside of Korea agree that the dog meat trade is a great shame for your country Knowing what greatness you and your nation can achieve judging by what you have demonstrated during this current pandemic surely shutting down the illegal dog meat trade httpsbitly3gB6ZuT must be an easier task Just like the wet market in Wuhan where Covid19 originated from the dog meat markets in S Korea are no different live dogs are kept in cages until they are butchered on site You must agree that these markets pose the same riskThe unregulated dog meat trade poses a great risk to the public health the dogs are fed unsanitary rotten food wastes are administered extremely large doses of antibiotics much more than given to livestock as studies have found httpsbitly2Cgtbvq and are slaughtered in unsanitary conditions with improper waste disposal thus contaminating the environmentBoknal has become a most dreadful word throughout the world It is the word that many now know as a cruel and violent act against dogs our close companions and best friends to so many Dogs are companion animals one out of five families in S Korea have dogs and cats You also have dogs and cats as family Please help protect our companion animals by banning the consumption of themThank youdogandcatmeatfreekorea,./data\문재인.csv
13045,시바 도대체 하는게 뭐지,./data\문재인.csv
13046,BECAUSE OF BOKNAL WE ALL BOYCOTT ANIMAL ABUSER KOREA AND ITS PRODUCTS FOREVER,./data\문재인.csv
13047,해외유입 막아주세요,./data\문재인.csv
13048,짜빠구리나 쳐먹고 나대지말고 가만 있어,./data\문재인.csv
