,댓글,출처
81015,일본은 참 이상한 나라임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81016,ㅅㅂ진짜 대단하네꼬추가 뇌를 지배해온 평생이네 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81017,ㅋㅋㅋ 대단하네 할배가 성욕이 저정도로 유지되고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81018,미카시 위에서ㅜ2번째 사진 심쿵해쪄,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81019,18cm ㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81020,일본사람들이 한국사람들보다 체격은 작은지 몰라도 건강과 체력은 더 좋은 거 같다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81021,ㅁㅊㅅㄲ ㄹㅇ 욕심이 끝이 없네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81022,보통 ㅁㅊ놈이 아니구나 ㅋㅋㅋ 존나 부럽네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81023,재밌게 사시네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81024,지대로 미친 새끼네 ㅋㅋ인생 한 번 사는 것 저렇게 사는 것도 나쁘지는 않음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81025,ㅎㅎ 존나 레어한 정보 글이노 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81026,부럽다 나도 av배우하고싶다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81028,작품 캡쳐뜨고 일본어 번역 노력 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81029,일본은 참 선진국이면서도 이상한 나라야저런 사람들이 이웃에 여럿 있다면 온건한 가족체계를 가진사회상이 추구될 수 있는지도 의문,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81030,따닥따닥 av배우는 사람취급을 못 받는거같던데저사람이야 다 늙었으니까 누가 뭐라할 사람도 없고 마이웨이인거고동네아줌마들도 아직 저양반이 av배우인지 모를거임아직까지 아날로그 사회라서 덜 퍼지는듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81031,저게 가능하냐 나이 20대 후반에 여친이랑 하루에 두번 하는게 한계던데 나는,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81032,니가 성적으로 약한거,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81033,굴을 사서 챙겨먹어라 먹기싫어도,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81034,진짜 av배우 좆나 부러움 씨발 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81036,개씨발 리스펙한다저정도 장인정신이면 도의고 뭐고 인류 패러다임을 뛰어넘는 가치가 있는거지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81037,애초에 성관념부터 한국인들은 좆같은 여관바리에서 금방튀어나온듯한 와꾸를한 여배우의 헛좆질 에로영화 ㅋㅋ 제목도 씨발 무슨 80년대 젖소부인같은걸 아직도쓰고있음이딴걸보면서 성욕을 풀어야되는게 한국인들의 현실이고일본은 주변에 흔있을법한 귀여운외모의 20대초반애들이 좋은 화질에 질퍽하게 떡을치고 수백가지의 판타지를 카메라앞에서 충족시켜준다진짜 여기서부터도 존나 자괴감오진다 지금 이 문제는 심각한거라고 본다 전세계 어느국가가 대한민국처럼 폐쇠적인 성문화를 가지고있을까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81038,저 나이까지 꼬추가 슨다고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81039,22살 여대생과 37살 유부녀를 따로 만나고 있다고 ㄷㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81040,저 할배 짘짜 18cm임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81041,과장인듯 직접 판단해보셈,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81042,배덕감 부러워 질투나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81043,ㅋㅋㅋ시발 일생이 여자와 섹스네 저새끼는,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81044,우에하라아이는 너무심한 개성괴라서 상상만 해도 어휴 주책이야 영감이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81045,마누라 진짜 보살이네 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81046,69한남은 자살 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81047,틀탁할배 회춘으로 생명 연장하노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81048,모피사업이면 사치자원인데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81049,정말 미친 새끼네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81051,스티브잡스 보다 더 훌륭한 인물임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81052,여중생 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81053,언젠가 복상사하겠내,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81056,솔직한 이야기네거짓없이스쿼트하자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81057,이미 했음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81058,진짜 좆같은 새끼네걍 짐승새끼라고 생각한다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81059,부럽다고해라 시바로마 짐승은 섹스안하노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81060,안 부러워 병신아저게 부럽냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81061,솔직 저런게 부럽냐 그냥 보자마자 본능적으로 거부감든다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81062,난 부럽다고 한 적 없는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81063,저 글이 전부 사실이라는 가정하에솔직 놀랍다돈이 많지도 않은 노인이랑 사적으로 만나서 섹스하겠다는 사람이 그렇게 많은가,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81064,노인을 위한 나라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81067,칸나쨩 가와이이네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81068,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 씨발 PC주의라고는 개나 줘버린 인터뷰노 ㅋㅋㅋㅋㅋ 미성년자 따먹고싶다 마누라는 썩은고기다 ㅋㅋㅋㅋ 미친새끼 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81069,일본은 진짜 나라다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81070,사람이라고 생각 안하면 편하다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81071,성진국 쩌네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81072,썩어문드러진 고기,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81073,여기서 눈치빠른새끼들은 비아그라가 무섭다는걸 알겠지ㅋㅋ심혈관 안좋은애들은 걍죽는거다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81074,비아그라 4분1개만쪼개먹어도 좆된다던데 심장 졸라빨리뛰고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81075,정말 가식이 없다 일본이 집단주의라고 하지만 저런거 보면 일본은 정말 개인주의 사회인 거 같다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81076,할배요 내가 졋소,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81077,AV배우 하러 일본 간다 나 막지 마,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81078,나더 육식남해야지 시발,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81079,틀린것 잘못된것이 뭐가 있나 대체ㅋㅋ잘못된 것이라 하면 마누라 두고 불륜하고 업소다닌것들인데그러지 않을것이라는 일종의 약속 개념인 결혼을 해놓고 마누라를 속였다는게 문제라면 문제지 속인것근데 그것조차 마누라가 이해해준다니 결과적으로는 괜찮아져버림마누라에 대한 썩은 고기란 표현이 다소 거칠기는 한데표현에도 틀림이 없는 직언일 뿐 크게 다르지 않잖아230대는 신선한 고기 450대는 상한 고기 60대 이상은 썩은 고기불에 많이많이 익혀서 조심스레 잘 먹었을때 탈나지 않으면 다행인 수준의그리고 저 남자 나이가 어찌 됐건 중딩 고딩이랑 섹스하고싶은 욕구는그 자체만으로는 틀림이 없지않을까욕구는 말그대로 본능이고 분명 어떤 형태로든 존재 하는것임있는욕구를 없다고 하는 위선적 행태보다 저게 훨씬 건강해보이네훨씬 직언이 많은 사회가 되었으면 좋겠다 좆같은 피씨질을 좆방망이로 시원하게 날려버리는 유쾌한 할배인듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81080,썎쓰하다가 사망할뻔했대,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81081,성공한 인생이노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81082,저할배 야동 나도있다ㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81083,씨발 개 노빠꾸네 ㅋㅋㅋㅋㅋ 저정도 적나라한 인터뷰면 쿵쾅댈 각도 안나옴 시발꺼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시대상을 봐서도 저할배 20대초가 60년대말이고 20중반30중반 70년대임ㅋㅋㅋㅋㅋㅋ 한국도 남편이 창녀촌가는정도는 이해하던 시대임 현 좆팔육들만 봐도 원조교제 장인들이었고 ㅋㅋ ㅅㅂ 인터뷰 개웃기네 진짜 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81084,틀딱 정치인들이 왜 좆대가리 함부로 굴리고 다니는지 잘 알겠다 ㅋㅋ그렇게 살아왔는데 권력까지 있으니 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81085,이거보고 좆팔육새끼들이 이해됐다 저새끼들 마인드가 딱 저거네 저 할배는 위선이라도 없지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81086,우파정치인들은 적어도 자기 체면이라도 생각하니까쪽팔린 줄 아는데좌파새끼들은 아예 리미터기가 풀려있는 새끼들인듯 ㅋㅋ잘못이란 생각자체를 못하는 짐승들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81087,일본의 60년대한국의 80년대좆팔육들 문제점은 지들은 그렇게 살아놓고 엄근진 시전하고 나이쳐먹고는 남페미짓하며 즈그딸들 김치된장꼴페미 만들었다는거임 ㅋㅋ 그 기류에 영향받은게 현 대깨문세대 40대 자영업자 병신들에 만만치 않은30대 보빨 쓰레기들 ㅋㅋ현 좆한민국은 정치적으로도 사회적으로도 좆팔육쓰레기들이 만든게 맞음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81088,유튜브로 월 몇천씩 버는놈보고도 아무렇지않았는데이거보니까 존나 상대적 박탈감드네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81089,돈많은것보다 저런 인생이 부럽다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81090,시발 창년들 비위도 좋다 입술 시퍼런 검버섯 노인네랑 혓바닥 부비부비 ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81091,자지 잘스고 컨트롤 ㅆㅅㅌㅊ 섹스마스터인 70대할배 라는 유니크함이 극소수의 페티시를 자극하는듯 ㅋㅋㅋㅋ남자입장에서 따지면 70대할매보지가 20대보지만큼 잘조이는 그런 반전느낌이 아닐까먹어본 2000명의 배우중 애프터신청이 꽤됐다하니 의외로 먹는 할배인듯ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81092,여중생 부럽다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81093,노빠꾸 상남자 시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81094,볼거 안볼거 다 본 사이라서 흥분도 안되고이미 내거라는 생각에고기로 치면 마누라는 썩어문드러진 고기죠먹을만한 살점은 하나도 없는이건 MSG 아니노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 일베 마인드랑 너무 딲 하고 떨어지는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81095,도쿄출신 대물 사업가 할배는 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81097,노짱같은 녀석이군 ㅋㅋ 분명 젖은 발로 이불을 질겅질겅 밟앗을거다 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81098,필라테스강사랑 결혼해서 질펀한섹스생활을하고잇는나도 개씹부러운데 하물며 우리일베충들은 얼마나부러울지 감이안온다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81099,와 쓰레기다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81100,얼마 전 신입 노인 AV배우 1명이하타노 유이씨와 첫 촬영을 하자마자 기진맥진해서 그대로 은퇴했거든요졸라 웃기네 ㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81101,인생 진짜 재밌게산다재벌급으로 부러운 인생이다 ㄹㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81102,인생은 역시 내 멋대로,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81103,걸리면 감옥 ㅋㅋㅋㅋㅋ 안걸리는게 답이노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81104,여자들이 대단하지읺냐 어떻게 보지가 받아들이냐 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81105,일본여자들이 대단한거지한녀같으면 당장 구속이지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81106,진짜 시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81107,손녀뻘이랑못할이유가 뭐있냐 손녀도 아니고 그리고 원래 20초중반이 젤 맛날때임 나이든사람은 상한음식만 좋인하냐 애나 노인이나 품질좋은거 선호하는건 당연한거임 단지사회적으로 통용이 안되는거일뿐 오려 저할배랑 섹스하는 년들의 뇌구조를 궁금해야하는게 정상 아니냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81108,좋은와이프만나서 저기까지 승천한케이스지성공한인생 좋은와이프가필수대다수의 헌국남자들에게는 꿈같은소리다ㅎㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81109,개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81110,마누라는 어떻게 참고 살았지 돈을 많이 갖다줬나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81111,마누라가 50이 넘어간 이후로는 한번도 섹스를 안했어요 솔직 마누라는 여자로 보이지가 않아서요볼거 안볼거 다 본 사이라서 흥분도 안되고 이미 내거라는 생각에고기로 치면 마누라는 썩어문드러진 고기죠 먹을만한 살점은 하나도 없는할배 주옥같은 띵언ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81112,43살에 여친들 272623살만나서 나름 자부심있었는데 이분에 비하면 아직 햇병아리였구나내가 어린여자애들 20명쯤 만나보고 얻은결론은 여자애들은 남자가 건강하고 젊어보이기만 하면 나이든 남자에 별거부감이 없고 심지어 결혼한 남자가 더 매력적으로 보일때가 많다는거임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81113,자지는 몇센치냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81114,15센티인데 희한하게 여자애들이 다들크다하더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81115,그정도면 큰거야 미친놈아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81116,ㅋㅋ일베 평균18센치 아니었냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81117,하는소리지 임마 ㅋㅋㅋㅋ 18존나 희귀템이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81118,어떻게 만났냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81119,술집에서 번호 따거나 따이고 어플로도 만났고 인스타로도 디엠보내고 모 그런거지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81120,요시카와 아이미 얼굴은 박미선인데 몸 존나예쁨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81121,일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ 일게이들도 못먹는 20대 90년대생까지 섭렵하고 게다가 매주마다 다른 여자 ㅋㅋㅋㅋㅋ 할배 인생 진시황제네 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81122,저할배 18cm택도안되는데 넘 과장하시네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81123,성공한 남자의 삶,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81124,정신상태 레전드네 즈그손녀까지 따 먹겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81125,av 극한직업이노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81126,일본은 진짜 자유롭구나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81127,에국보수 그자체 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81128,하 부럽다 할배,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81129,진정한 인생 성공자네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81130,진짜 개부럽다 섹스로 현타 올 일이 없겠네 아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81131,저런인생은 대기업재벌 하나 안부러울듯ㅇㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81132,할배ㄷㄷㄷㄷㄷ 일베로오시죠 합격입니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81133,역시 갓본은 괜 선진국이 아니노ㅠㅠ 씹선비 유교의 나라 조선에서는 정말 지구가 멸망해도 불가능한일,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81134,좀 재수없긴한데ㅋ 씹선비 틀딱보단 훨씬 윾쾌하고 좋노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81135,이 정도면 남자 정기를 빨리는게 아니라여자 양기를 흡입하겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81136,인생 즐겁게 사시네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81137,우리나라는 진짜 나이에 사람을 가둬놓는다 이렇게 개방적인 면에서 일본이 선진국임을 다시한번 느낀다 우리나라에서 노인들의 성욕은 거의 음지에 있지 않는가 하 갓본 징병제도 없는 그곳은 대체,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81139,썩어문드러진 고기ㅋㅋㅋㅋㅋㅋㅋ 존나 열심 읽었다 ㅋㅋㄱㄲㅋㅋㄷ진정한승리자네 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81140,요시카와 아이미 가슴 좋음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81141,인생 즐겁게 사시네 그런점은 존경스럽군,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81142,지 마누라를 썩은고기 취급하네 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81143,일베에서 우리마누라 ㅅㅌㅊ 마누라 최고다이기야 이러는마누라만 계속먹는새끼들 급현타올거같은데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81144,야동도 못보고 딸딸이도 금지다 이기야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81146,행복한 틀딱개부럽,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81147,독서실에서 씹발기했다ㅆㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81148,진짜 딸딸이는 처줘야해 안치고 냅두면 몇날몇일이고 성욕이 안생겨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81149,"아리사와리사는 단독작품이 왜 이렇게 적냐얘만한 와꾸가 없는데취향을 많이 타는 스타일인가
마트에서 빵 팔게 생겨가 친근해서 딱 좋구만",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81150,떡치다가 심정지 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 죽었으면 진짜 역대급인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81151,중딩 따먹고 싶다는 말을 대놓고 하다니 제정신이 아닌듯 손녀뻘 자꾸 언급하는거 보면 친손녀한테 페티쉬 있는거 같다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81152,군대아청법딸통법리얼돌성매매특별법포르노금지법만 봐도 한국이 얼마나 남성의 인권과 성욕을 억압하는 페미나치 보슬람 국가인지 알것 같다한국에서 남자로 태어났다는 이유로 2년동안 강제로 감옥같은 군대를 가야되고 실제아동을 강간한것도 아니고 만화애니게임같은 창작물 속의 가상 미소녀 여자아이 캐릭터를 좋아한다고 여성부와 여성단체 메갈년 같은 꼴페미단체나치년들이 야동보면 성범죄 저지른다는 어떠한 연구결과도 없는 망상으로 모든 한국남성들을 잠재적 성범죄자로 몰고가고 사실상 남성 성욕을 억압하고 탄압하고 남성성을 몰살하는게 꼴페미나치 한국여자들의 목적이다이 나라는 답이 없다 전세계에서도 유일하게 남성 성욕과 인권을 탄압하는 여성부가 존재하는 나라뉴질랜드는 포르노성매매합법임 한국은 야동야애니에로만화에로게임포르노성매매리얼돌2D 가상 표현물리얼돌 등 남성이 즐길거리와 성욕을 억압하는 더러운 꼴페미나치 년들이 선동하고 있다한국여자들은 가상속 여자 캐릭터에까지 열등감과 질투심을 느끼고 있다일본에서는 합법적으로 잘만 유통되고 하는건데 보슬람 페미나치 국가 한국에서는 불법이라고 꼴페미 여성부와 메갈충 여성단체 한년충 씹치년들이 세뇌시키고 있다북한이 전 세계에서 유일한 주체사상 종교 국가라면 한국은 전 세계에서 유일한 페미나치 독재 보슬람 국가다한국여자 자체가 메갈충 워마드충이고 한년충 꼴페미나치년들이다지구상 최악의 폐기물 생물체인 한년충들을 모조리 말살해야 한다한국여자못생기고 뚱뚱하고 가슴작고 엉덩이 빈약하고 성격은 매우 더럽고 남자 외모랑 돈만 밝고 이기적이고 남자 우습게보고 등쳐먹을줄만 알고 배려심은 쥐뿔도 없고 뭐만하면 성희롱성추행 피해의식 피해망상만 가득한 무고죄 1위에 한국 남자들 성욕 억압하고 남성인권 탄압하고 외국에 몸팔러더니고 열등감질투심만 강하고 로리는 범죄 쇼타는 취향이라는 역겨운 내로남불 이중성에 여자취급도 하면 안되는 전 세계 최악의 벌레 이하 쓰레기 폐기물 생물체,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81153,여성부여성단체페미나치 한국여자들이 유독 성적 표현물에만 민감하게 반응하고 규제검열하려는 이유가 성을 권력화무기화해서 스스로 성적 가치를 높이고 남성들의 성욕을 제어해서 현실의 여자가 없으면 성욕도 마음대로 해결하지 못하게 만드는 아주 잔인한 악질들임그래서 포르노AV 같은 현실의 성인물도 페미나치들이 성착취물이라는 용어를 쓰면서 부정적인 인식을 심어서 불법화 하고오나홀리얼돌 마저 강간인형 운운하면서 정부에 떼쓰면서 금지시키고가상의 2D 표현물인 에로게임에로만화야애니 같이 현실의 아동이 피해보지 않고 단순한 가상 캐릭터에도 감정이입을 하면서 그런걸 보면 실제로 남자들이 아동여자들에게 성범죄 저지른다는 어떤 연구결과도 없고 단순한 피해의식과 피해망상으로 아청법 징역형으로 처벌하고한국 남성들을 잠재적 아동성범죄자 취급하면서 선동하고 떼쓰면서 행정부사법부입법부 전부 페미편이라 여자들이 떼쓰면 다 들어줌 그래서 무슨무슨 방지법 아청법같은 떼법이자 악법이 생기는 것임이것뿐만이 아니라 모든 남성취향의 성인물 성인물이 아닌 단순 남성향 게임웹툰만화애니드라마영화 모든 영상매체에서도 조금이라도 페미 한국여자들이 불편한 장면 나오면 성적 대상화성상품화 운운하면서 표현의 자유와 사상의 자유를 규제하고 검열함한국처럼 페미가 심하지 않지만 페미가 존재하는 미국이나 서양도 성인물성매매 전부 합법이고 가상 2D 표현물도 합법인 나라가 많고 일본은 한국과 정 반대인 남성인권이 최상인 페미청정국이라 성인물2D 가상 표현물유사성매매리얼돌도 전부 합법인데한국만 전부 불법이라는건 전 세계에서 한국이 가장 남성의 성욕을 억압하고 남성의 인권을 탄압하는 페미나치 독재국가라는 뜻임 페미는 절대악임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81154,내용이 아무리 좋아도 안읽면 소용이 없다 짧고 굵게써라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81155,의외로 피부가 탄력이 있노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81156,대단한 할배노 익이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81157,짐승새끼 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81158,인생 헛살고 있다는 생각이드네난 왜 저런 기쁨을 1도 못누리고 살까ㅜㅡ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81159,ㅋㅋㅋㅋㅋㅋ저할아버지 한국에서 저발언했다면 두둥,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81160,당장 죽어도 한이없겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81161,야 씨발이건희보다 자 할베가 더 부러움,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
