,댓글,출처
80050,타이어뱅크에서 똑같이 당했네 어쩜 글과 똑같노 금액만 다르고 휠도 저 휠인데 시바꺼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80051,아따 헬조선에선 당한 년넘이 잘못이랑께,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80052,순정 휠이 저거 보다 훨씬 좋을텐데 흐미,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80053,"자동차수리점 가기전에 몇가지 작업만 해주고가면 안당한다차량 앞 led에 전선 뽑아누가봐도 할수있음
그럼 led에 불이 안들어옴수리센터에가서 불이 안들어와요 하고 반응을 본다걍 전선 이어주면 거기는 어느정도 믿을수있음다 믿지 마라 끝까지 의심하라
뭐 나갓다 교체해야한다 하면 살해해라",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80054,리스차량이라 신경 안씀,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80055,울 회사에도 보임 ㅋㅋㅋㅋㅋㅋ 여자들 경차 존나 안어울리는 휠을 왜 꼈을까 했드만 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80057,아니 애초 저런곳을 왜가는지 모르겠다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80058,하이튼 조선족 색기들은 뒤져야되,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80059,타이어뱅크 종특임ㅋㅋ앞으로 절대 타이어뱅크 가지마라나도 당할뻔햇는데차 바꿀꺼니 휠 냅둬라 하고 기분좋게 넘겨줫음ㅋㅋ휠 굴ㄹㅕ볼테니 잘보라는 개드립 하더라 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80060,티슨테이션은 ㄱㅊ노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80061,홍어만 사라지면 사기의 80는 대한민국에서 사라지게 된다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80062,세상은 어리숙하거나 정보에 둔감하면 사기 당하는 곳이다보통 당하는 놈이 잘못 ㅇㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80063,고향이 라도,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80064,난 3번에 당함 절대 가지마라 그리고 정품휠 보상판매 형태라서 가져간다는건 안줬는데 그거 주기까지 하는 호구들도 많을 듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80065,호구 마킹당했네ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80066,나는 걍 한짝에 4만원 교체했는데근데 시발 나중에 가니까 휠 덮개가 떨어지더라 씨발 좆같은 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80067,저 휠이타이어뱅크에서 파는거였구나공도에서 저휠 달린차 보면서 드는생각이 존나싼마이 병신같다고생각,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80068,다이아 그냥 미쉐린으로 인터넷으로 사면 집가까이있는 다이아 공업소 알려주는데 걍가면 달아줌,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80069,나 타이어갈때 됐는데 티스테이션은 괜찮냐아니면 코스트코에 타이어센터 있긴한데 그런데 갈까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80070,걍 사기가 일반화 조센의 대세냐나도 최근에 알게 된게 뭐냐면 임플란트를 전에 했는데 그걸 의새 ㅅㄲ가 잘 못해서 치아간 간격이 벌어지자그걸 해결 한답시고 멀쩡한 치아를 갈아 버린후 filling 처리를 했는데난 그걸 최근에 알게되어 임플란트 한 치과에 전화 문의 했더니 그짝에서 한다는 소리가 내 filling 한 치아에 충치가 있어서 그렇게 한거라 둘러 되더라고그래서 이차저차 따지니 ㅅㅂ 그짝 왈 내게 원하는게 뭐냐 하던데햐 ㄹㅇ 개 ㅅㅄㄲ 고소 하고 싶은 맘 충만하고 ㄹㅇ 가능하면 할거임이외에도 사짜 들어가는 것들 좋은 기억을 주는 ㅅㄲㄴ 들 거의 없는거 같은게 난 ㄹㅇ 더 참담함죄다 삯꾼의 개 ㅅㅂ로마들임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80071,미국이나 일본처럼사기치면대갈빡에 총알 박거나목아지를 썰려보질 않아서 그런거다 ㅇㄱㄹㅇ조선놈들 유전자 자체가 존나게 비열하고 그런 놈들만 남은게 지금 모습임여기에 좌파놈들이 정권잡고 더 심해짐정권 자체가 거짓으로 태산을 쌓은정권임그런 영향으로 국민들이 전부 전라도에 오염되서전라도 화 되버림 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도가 만든 지금 정권봐라ㅋㅋㅋㅋㅋㅋㅋㅋㅋ딱 국민들 수준에 맞는 문재앙 패거리들임구라 사기가 일상 지금 대한민국은 사기 절정의 시기임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80072,사기죄 형량을 최소 중범죄로 적용해야해,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80073,전라도는 사회의 악이자 인류의 적이다 씨발,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80074,광주새기때문에 이제 눈탱이 치기도 만만찮게 됐네눈탱이 치던새끼들의 공공의적 광주새끼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80075,타이어바꾸러가면 절ㅁ은직원 34명 달라붙더라ㅋ 그리고 발란스 안맞는다디스크가 나간다등등ㅋ난 한번도 안바꿨지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80076,마트같은데보면 오토오아시스인가 거기 정비소는 어떰 GS에서 하는거같던데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80077,알루미늄 휠은 싼거 끼지 마라깨지면 좃됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80078,타이어까지 오페라였으면 금상첨환데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80079,박사급들이 고민하고 정한순정이 최고다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80080,사제 알루미늄휠은 내구도가 개좆망이라가 크랙생긴다던지 충격에 굴절생기는일이야 차좋아하는놈들 사제휠끼고 다니다보면 겪는 일이다지만 순정휠 주물휠이 충격에 저정도 박살나려면 하체도 밀리거나 박살남,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80081,아시아 네마리 용의 선두에 서서 잘 나가던 대한민국호가 김영삼이 정권잡고 좆됬음민주화세력에 정당성을 부여하고 역사를 조작해서 사유물화하고 기존 정부의 업적을 자기 것으로 누리고 반대파를 정치적 꼼수로 조지고 등등 사회를 저질 정치문화로 물들여 국민을 눈치꾼 기회주의자들로 만듬그 결과 나와 내가족만 잘먹고 잘 살아남으면 된다는 이기주의 인생 별거 없으니 그저 과시하고 즐기다 가면 된다고 생각하는 속물주의 정치상황에 따라 일이 되기도 하고 안되기도 하는 관료주의 등 온갖 후진국형 병폐가 커져가고 있음 국민이 서로가 서로를 믿지 못하고 언제든 뒤통수 맞을 걸 대비하는 저신뢰사회 사기공화국이 된거임대한민국이 아직까지 버티는 건 박정희시대에 구축해 놓은 산업인프라와 기술교육인프라가 지탱하는 제조업 기반 수출주도형 경제가 아직도 작동하고 있기 때문,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80082,호구의 상징 마르셀로 휠ㄷㄷㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80083,이런거보면 중국조선조선은 그냥 중국의 일부가 맞는듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80084,아 우리 아부지도 당했구나 개 새 기 들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80085,휠얼라이먼트는 정비공 자격증이 있어야 할탠데 티스테이션이면 몰라도 저런곳에 제대로된 정비공이 있나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80086,최소자기차 싸이즈전폭 인치는알고가고 더아끼려면 거기서사야지인터넷 사서 공임나라 ㄱ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80088,아주매미들 차에 저런 휠 존나 달려있던데타이어뱅크 때문이었구나 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80089,애국보수 도시 대구에 최저가 3대 타이어집이 있다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80090,절라도가 사기친거 크게 보도된거지사기는 평소에 잘친다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80091,아 삼성차,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80092,욕욕의 삶 드립이노 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80093,짱게로 좀 꺼져 카악 퉤,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80094,몸값 10만원할것같은 늙은 짱깨계집년하나때문에 이건희 40년업적에 흠이생김 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80095,혹시 소문날까봐 한국뇬들 안부르고 짱깨뇬 불렀었냐 에휴 건희찡 세간의 눈치 오지게보셨네 조국을위해 이바지하면 머하누 일게이보다 행동하나하나불편하게 조심 살아왔겠다 조선최고미인들도 아니고 짱깨뇬이라니,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80096,잘한건 하나도 안 써놨네 시팔롬들ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80097,저새끼들 김대중 뒤졌을때 숨겨둔 딸이나 간통으로 자살한 여자 이야기 했음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80098,대북 비밀 지원부터 간첩 매국노인데 시발,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80099,병신같은 좌파정치인놈들은 추앙받고 건희형 같은 인물은 부정적인 이미지를 부각시키고 진짜 역겹네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80100,좀 ㅅㅂ 정게로 꺼져라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80101,내가 다른건 모르겠는데 이번에 깨달은게이런댓글 쓰는새끼들 다 씹홍어 좆족새끼들인것같다 ㄹㅇ 무조건 짤라야됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80102,전두환은 광주 쳐들어간 적 없을 텐데전두환은 광주는 폭동이라고 정답을 내렸을 뿐임 그리고 그 책임을 짐발포명령도 전두환이 한 것이 아님,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80103,저 딴 빨갱이 언론은 조중동이랑 폐간 시키는게 답,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80104,캡쳐보소 ㄷㄷㄷㄷ 찐 틀딱이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80105,근데 성매매 한건 팩트 아니었냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80106,김대중 박원순 뒤졌을떄 비서따먹은 얘기 KBS에서 나오든,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80107,팩트가 중요한게 아니라 한국사회에 기여한 공로를 감안하면 부당한 강조지균형감각을 상실한거한국좌빨들의 상투적인 수법이지만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80108,그런 논리라면 박원순도 성매매한거냐내가 알기론 이건희도 중국인 도우미 두면서 그런거고 성관계는 안했던데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80109,그게 중요하냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80110,캡쳐꼬라지봐라 쉰내나서 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80111,세월호 침몰하는날 법인카드로유흥 노래방서 음주 가무한 KBS 사장은 괜찮아유,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80112,기억해라김기화 기자기자가 아니지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80113,KBS 시발련들 삼성핸폰 전부 압수하고 핸폰가격 환불해라 삼성전자는 절대 KBS 시발련들한테는 갤럭시 팔지마라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80114,미국은 마구 영웅을 만들어내는데한국인들은 영웅을 가질 자격이 없다평생 을지문덕이나 세종대왕만 빨며 살라고 해,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80115,이근 문재인 영웅 잘만 만들음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80116,고인 모독 잘하네노무현은 뇌물묵고 자살한삶이냐맞나 안맞나개비에스 모독방송 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80117,뭐야 김대중의 삶이야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80118,ㅋㅋㅋ 난 이번 장마때 티비 고장나서 보상받으면서 티비 수신 안한다고 한전에 얘기해서 안나옴,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80119,이런논리면 저방송국은 왜 더불당에는 조용하냐성관련 뉴스는 엄청많았는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80120,나 왜 제대로 안되노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80121,sbs빼고 kbs나 mbc는 완전 좌편향으로 방송하더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80122,MBC가 젤 심함ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80123,훈아형 kbs가 왜 이래,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80124,민영화 시켜,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80125,이참에 수신료의 가치 개좆 쌈싸 쳐먹고 민영화 가즈아나훈아 언택트로는 택부족이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80126,kbs 수신료 안내고 싶다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80127,흠 좆같네 난 집에 티비 있음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80128,kbs 수신료는 내기 실타 보지도 않는구만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80129,벽걸이라 안대 ㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80130,걍 한전에 전화해 tv 고장났으니 수신료 제외해달라면 제외해줌KBS 개새끼가 집에 찾아온다고 개새끼야 꺼져 욕해주고 돌려 보내면 됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80131,혼자사는집인데 주말에 오노 평일 야간에 오노 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80132,죽은 사람한테 저러고 싶나죽은 대중이 불륜 사생아무현이 사생아 의혹 뇌물도그때 똑같이 자막 띄워야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80133,그니까 이명박이 병신인 거야 노무현 죽었다고 그대로 뇌물 수사 끝 씨발롬들아 이건희가 저렇게 능욕당하는데 느끼는 거 없냐 죽은 사람한테 오려 더 매정한 새끼들이 사자 명예훼손을 논하는 게 좌좀빨갱이 개쌔끼들 논리인 거다 개씨발새끼들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80134,일푼 없는 일베가 평생 호의호식하며음주가무와 섹스를 즐기면서좋은 음식에좋은 차에누릴 거 다 누리고 살다 죽은 재벌을개 빨아대기만 하는 이유는 모냐잘한 건 빨더라도못한 건 욕도 좀 하고그래야 공평하지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80135,좌빨 ㅅㄲ들의 경제관념 제로에 열등감과 피해의식에 쩔어있어 정신세계가 황폐해진게 자랑이냐 ㅂㅅ아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80136,나훈아한테 존나 혼나고도 정신 못차릿노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80137,KBS가 역시나 짱깨공화국 짱깨공영방송으로 추락했구나쯧,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80138,그렇다고 미쳤다라고 할 거 까지는 없는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80139,저기사 쓴 기자이름김 기 화,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80140,노무현 합성만해도 고인능욕 개지랄하는 새끼들이 이건희 죽으니까 국영방송에서 대놓고 능욕이네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80141,나도 수신료 안내고싶은데 ㅆㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80142,기사 저거 삼성본사에 신고해야되는거아니냐모욕이니,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80143,전라도 방송국하고는,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80144,저거쓴 기자가 주진우 방송에 출현하던 기자더만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80145,kbs가 편파적이고 그담이 sbsmbc 순이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80146,이병철 상속세 때문에 골병들어죽었다는게 정설임 상속세 폐지안하면 삼성 짱개기업될수도있음 이재용과 미국 중국 지분차이 얼마안남 뭐 ㅂㅅ같은 정치꾼들 이것들은 현대판매국노들임 개한당 민좃당 정의완거리가 먼당 다 똑같은 새끼들임 이것들 뽑아놓은 한심한 국민에 선동한 한국 언론이 이나라 망친거임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80147,야 개같은 새끼들이네저런것들하고 이성적인 삶을 같이 살아야한다고미친새끼들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80148,Kbs 는 ㅈㄴ 깨끗한 사람만 있는 줄 알겠네 ㅋㅋㅋ과연 티 없는 사람 있을 까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80149,미친놈아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80150,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 이재용딸이니깐 너무 신빙성잇자너,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80151,3번진짜 미인이네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80152,httpswwwyoutubecomwatchvUnU0D4StXz0listRDUnU0D4StXz0index1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80153,홍쿡이었노 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80154,게이야 나도 속았다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80155,이재용딸말고는 나머지여자 정보 글쓴게이가 전부 지어낸거,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80156,근데 안속은애 있을까 저거보고대충 저건 뻥이겠지만 이재용딸이랑 비슷비슷한 집안이겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80157,좌파들이랑 여론전 떠도 이기겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80159,지랄 니애미도그러더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80160,선구안 ㄷㄷ 하노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80161,링컨 시대에 인터넷이 어딨어 병신년들아 에휴,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80162,이것도 안믿어 이제 ㅅㅂ ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80163,2번 예쁘네 내 이상형이다 다리 예쁘고 섹시하네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80164,근데 이재용 사장님이 너 ㅁㅈㅎ시키는건 아니겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80165,야 넌 진짜 큰일 할사람들이 가진 특징을 가진듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80166,인재 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80167,뭐야 결론은 저 집안이 다 뻥이라는 거냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80168,나도 이거 아까보고 아그래 하고 걍 넘김내가 정상범주 반응아님,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80169,ㅋㅋㅋㅋ맞음 근데 많은 사람이남의사생활 보고 이빨까는걸 존나좋아해서 진지하게 읽는거게다가 아예 다른세계를 사는 사람이니까뭔말을해도 그러려니 받아들이는듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80170,참 이런거 보면 한국사람들 변태같음 왜이리 어떻게든 나락가는거를 즐기고 열광하냐이게 지인생에 몬 도움이 된다고 이근사건도 시발 난 아직도 몬지모름 읽지도않음이근 인생이 터지던말던 몬상관이지 한명 나락으로 보내는게 그렇게 잼있나난시발 내인생이 제일 병신같고 한심해서 내가 세상에서 제일 걱정되는데 누가 관음증의 나라 라고 하더만 딱 맞는 말인거같음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80171,그러게나에게 몬 도움이 되는지 아직은 몬지 모르지만제일 병신같고 한심하다는 너의 푸념덕에 내가 이난다고맙다 내일은 더 병신같고 한심한 인생 되길 기도할게,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80173,존나웃기네 ㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80174,괴벨스의 부활,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80176,와 이건 만베감이다 진짜 개돼지병신들이 얼마나 많은지 이 일게이친구가 바로 증명해주네 개돼지도 아깝다 개돼지는 죄가없음 진짜 죷센사람들 좀비인듯 걍,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80177,역시 일베가 나라의 중심이노 이기개 좆주작 선동짤 하나 올리니까 조선 개돼지 인터넷 전체가 선동당하는수준 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80178,통0베에서 5번 팀스콧은 어린 아들 둘 밖에 없다해서 주작인거 알았음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80179,갑자기 깨달은건데지금 이 게시글이 오려 일베가려고 선동을 역이용하는거 아닐까이젠아무도 못믿어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80180,사실 출처 부분 코네티컷주 에서 좀 의심 가긴 했었다 씨발 뭔 그런 촌구석에서 학교를 다녀 글고 학교 이름도 좀 구리긴 했어 ㅋㅋㅋㅋㅋㅋ 뭐 그런가 보다 했지그런 병신 같은걸 주작 까지 할줄이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80181,초트 찐 명문 보딩스쿨임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80182,만물일베설 증명이노ㄷㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80183,이러니 조선족들이 좌파대깨문들 만들어서 조종이 쉽지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80184,ㄹㅇ 좆족한테 마인드컨트롤 당하는 저능아 병신민족,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80185,좀만 더 닦으면 대통령도 할수있겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80186,센징야로 년놈들이 재벌은 존나 까대면서 속으로는 얾마나 동경하고 관심있고 알고 싶어하는지 잘 보여준 많은 미개한 개돼지들을 조롱한 사건이네 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80187,가짜뉴스의 위험성이 존나 크구나확실 옜날 인터넷이 낫다옛날에는 사이트별로 특색있고 정보가 퍼져있지 않던시절이라 꿀빨기도 좋았는데요즘은 정보하나가 싹다 퍼지고 모든사람이 다 알고있다는 사실만으로도 뭔가 피로도 증대되는 느낌임어느사이트를 가도 다 똑같은글만 올라옴 일베올라온게 펨코오고 와고오고 이런식임난 별로 좋지 않다고봄,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80188,ㅅㅂ난 아무 생각 없이 보다가 믿었는데 머가리 ㅎㅌㅊ ㅇㅈ오늘 부터 좌좀 돼부렀노 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80189,시발 당사자는 보고 얼마나 얼탱이 없을까 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80190,이런게 일베지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 간만에 일베줬다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80191,일베가 나라의 중심을 지키고 있어요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80193,ㄹㅇ 저게바로 헬조센쥔의 수준이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80194,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80196,어쩐지 말이안됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80197,병신아 노무현 안보이게 합성해야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80198,ㅇㅈ 트랩설치까진 생각을 못했노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80199,2탄만들어서 손가락 ㅇㅂ교묘하게올려라 4번여자한테,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80200,와 대한민국 커뮤니티게를 뒤흔들어 놓으셨따,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80201,ㅇㅂ줄려고 로그인함5252,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80202,난 속았다 게이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80203,사스가 국가의 중심,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80204,와 ㅋㅋㅋㅋ씹 이거 옛날같았으면 최소 천베감인데 아쉽누 ㅋㅋㅋㅋㅋ안그래도 타커뮤에서도 저글 존나보고 반응도 다들 폭발적이었는데 개웃기노 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80205,이래서 여론조작이 무섭구나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80206,맛있는 일베똥 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80207,주작짤로 재창조까지 하는 새끼들도 존나 골때리네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80208,ㅋㅋㅋㅋㅋㅋ 이새끼 중국공산당에서 스카웃되거나 적어도 민주당 인민선전부장으로 스카웃될듯ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80209,보면서도 당사자가 아닌데 누가 누군지 어케알지 의문이 들었는데 개주작이었노 ㅋㅋㅋㅋ아따 씨발새끼들 일베충 일베출처는 개쌍욕들하면서 좋다고 일베똥은 퍼가노 씨발 ㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80210,올해 최고의 ㅇㅂ ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80211,한국 살면 이런 주작 올리면 안되지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80212,ㅇㅂ ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80213,ㅋㄱㅋ개돼지들 수준ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80214,일베가 이나라의 중심을 지키고있읍니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
