,댓글,출처
91909,키야 자신의 아픈 과거로 승화시켜뿌노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91910,들어도 뭣보다 행복과 건강은 커녕 ㅋㅋㅋㅋㅋ 마을주민들 전 재산을 챙기신 둘,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91911,충청도인데 무슨 라도여충청도인데 무슨 라도여충청도인데 무슨 라도여충청도인데 무슨 라도여충청도인데 무슨 라도여,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91912,제천으로 양식장 이전한 홍어2세임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91914,옛날에 미국에 불법 체류 가능할때 얘기지 요샌 개나소나 미국 못가,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91915,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃기네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91916,이놈 외모는 진짜 수컷냄새 풀풀나게 생김 그러니 나름 탑급인 홍수현이 좋아라 한거겠지만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91917,근데 라도 아님 ㅋㅋㅋ기승전 라도 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91918,지 고생한 얘기등 살아온 얘기 줄줄 흘러나오는 사람들 보면사기꾼이 많은것같음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91919,다 떠나서 이새끼 랩을 존나 못해씨발 무슨 곡에서든 랩이 다 똑같음개병신ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91920,부모 통수에 한마을이 통수 당해버렸노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91923,마을돈 끌어닷,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91924,첫사진안정권인줄 ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91925,진짜 거지됨 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91926,어둠을 견뎌내 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 무지의 산물이네 충청도 라도 제2부대많음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91927,근데 난 마이크로닷을 왜 비판하는지 모르겠다마이크로닷은 어렸고 부모가 쓰레기짓한건데 왜 그걸 자식들에게까지 연좌제를 물어야하는지 모르겠어부모를 선택할수 있는것도 아닌데부모가 사기꾼이라고 자식까지 이렇게 인생이 망쳐야하는거냐난 마이크로닷은 비판하기 싫다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91928,이미 이성이 없는 사회임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91929,이새끼가 이슈터지기전에 사기당한사람들이 방송국가서 하소연했을때 어떻게 피해자들 내쳤는지 보고와라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91930,근데 너라면 입장바꿔 어떻게 했겠냐너가 간신 기회를 잡았고 겨우 연예인이 되었고 어느정도 인기가 생겼어근데 너희 부모님이 과거 존나 사기쳐서 너한테 민원이 들어와너라면 일단 부모가 사기친거 그 자리에서 바로 인정하고 사죄하겠어두려워서라도 부정하겠지 그리고 부모일을 왜 나한테 지랄이야 생각하겠지이 나라는 부모죄도 아직 자식들에게 지금처럼 다 책임을 묻고있는데 당시 마닷이 부모가 주변 재산 다 들고 튀었다는거 초창기 인정하자마자 부모의 잘못으로 자신은 연예계 인생 끝장나는데 두려웠겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91931,닉값 쌉 오지고요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91932,아니 아까는 뭔 씨발 깨시민 현자가 되신분 마냥 자식한테 까지 대물림은 안되지 이지랄 하면서 아쥬 냉철한 판사님 되시더니왜 갑자기 개뜬금 마닷 감성에 봊물터져서 감성팔이 개지랄피해자들이 개가 연예인이라 개 상황까지 봐가면서 이왕 몇십년 참은거더 참고 이야기 꺼냇어야 하는거냐 ㅋㅋㅋ뭔 개병신 지 부터 모순이야 ㅋㅋ 현자 코스프래 하지나말어 병신아 그럴꺼면,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91933,니말을 모르는 바는 아님 연좌제 당연 합리적인 해결법이 아니지 근데 마닷이 이렇게까지 미움털 박거는 마닷 본인이 했던 처신 탓이 큼말이란게 아다르고 어다른 법이다 혹여 본인과 관계 없고 잘못이 아니라 하더라도 그 상황에서 그 사람들한테 본인은 관계없으니 꺼지라고 추후에는 고소드립까지 쳤는데 그걸 가만두겠냐 하물며 왜곡된 선민의식과 위선에 찌든 이 대한민국에서 이미 저렇게 선넘은 순간 마닷은 사기꾼 부모의 자식이라는 타이틀보다 하나의 적반하장의 개쓰레기로써 욕먹게되는거,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91934,좆병신인가부모를 선택할수없는 자식한테 죄를 죄다 대물림 시키고 있는 새끼들을 이상하게 보는게 감성봊물 터진소리냐븅쉰년아 니가 그 마닷입장이라면 넌 뭘 어쩔수 있는데 누가 존나 도덕적이고 선인인척 씹선비짓하는지 모르겠네마닷새끼 관심도 없지만 적어도 부모를 선택할수없는 죄를 마닷에 덧씌우는건 에러지 썅년아 조선시대도 아니고쌍팔년도 생각에 머물러있는 씹버러지 같은년아너같은 논리로 마닷을 깐다면 부모가 빚만 남기고 갔을때 자식은 상속 포기 왜하냐 병신년아 너처럼 자식한테도 책임 대물림할거면 부모의 빚도 자식이 다 갚고 뒈져야지 ㅉ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91935,두려워서라도 부정하겠지 그리고 부모일을 왜 나한테 지랄이야 생각하겠지네 감정이입 잘봣구여병신 마닷빙의 적당좀,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91936,게이야 마닷이 정말 몰랐을까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91937,연좌제물고 지랄하는 애들 이해못하는게 마닷 빙의냐 병신년아씹선비 나셨네 존나게 깨끗할거 같애 니네 부모는 뭐하시노 니네 부모 좆같은짓 하나 하셨으면 좋겠다 니새끼 한테도 책임 덧씌우게,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91938,두려워서 부정잼 슨봊년 감성 오졋노 이기,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91940,전라도 마인드 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91942,크흐 스토리 라인 짜다가 지 애미애비 사기친거는 어떻게 쉴드 불가해서 제외시켯더니 그게 스모킹건이 됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91943,돌팔매질을 했냐 테러를 했냐저딴 집구석 자식을 대중들이 보기 싫어 했으니 당연 연예계에서 도태 되는거지죄를 물은적은 한번도 없어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91944,사기 당한 피해자들이 버젓이 살아있는데 사기꾼 아들내미가 티비에 연예인이라고 거들먹거리고 사는거 우리나라 정서상 죽어도 못 보지 마닷이 정말 똑똑 했으면 앞에서는 빚 다 갚아줄것처럼 굴다가 뒤에서는 협잡질 벌여서 걸리는 ㅂㅅ짓을 할게 아니라 대국민사과하고 사기당한 사람들한테 일일이 찾아기 무릎이라도 꿇고 모든 돈 이자 포함해서 일괄 배상 했을거임 그럼 자기 이미지 씹창도 안나고 연예계에서 계속 돈 벌수 있었겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91945,ㄹㅇ 이게 맞지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91947,저 새끼도 전라도냐 가짜 사나이 교관 새끼도 순천 초대남 광주 몸캠남 그러던데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91948,존나 잘나가다가 부모떄매 망했으니 역자수성가인감,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91949,저 정도 맨탈에 철판 깔아야 조선에서 연예인으로 살아갈 수 있다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91951,전라도형 상악 잇몸 이빨배열 잘봐둬,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91953,애초에 저시대는 니들이 좋아하는 서양도 위생 안좋기는 마찬가지임향수도 서양애들 안씻어서 나온거고길거리에 똥버리는게 일상석전과같은 전통역시 스페인등 서양에도 비슷한게있었음왜 지금과 단절된 역사에 현대감성을 대입하는지 모르겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91954,ㅋㅋㅋㅋ오렌지 던지는 걸 보고 ㅋㅋㅋㅋㅋ너 귀엽다 ㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91955,솔직 나도 짱돌로 대가리 깨는 전통이나담배피는 전통은 이어받지 않아도 된다고 생각함근데 애초에 스포츠라는것 자체가 목적성이없는것이고시대를 생각하면 미개하다고 할만한건 아니고작년에 석전을 알게됐는데 보고 떠오른생각이일베충들이 지랄할것같다고 생각했는데 딱 들어맞네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91956,돌로 쳐죽이는건 이스라엘 고대때 형벌이였음단체로 돌로 던져서 죽이는형벌,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91957,몇천년전 아테네에서 올림픽 열고 건전하게 달리기 시합하고 있었는데 돌팔매질해놓고 스포츠라는건 솔직 에바지ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91958,갓본 말고 짱개가 조선반도 쳐먹었어야 조1샌징들이 자꾸 한입으로 두소리안하는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91959,애초에 저시대는 니들이 좋아하는 서양도 위생 안좋기는 마찬가지임향수도 서양애들 안씻어서 나온거고길거리에 똥버리는게 일상석전과같은 전통역시 스페인등 서양에도 비슷한게있었음왜 지금과 단절된 역사에 현대감성을 대입하는지 모르겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91960,1렙 매크로 말은 닥쳐라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91961,애초에 저시대는 니들이 좋아하는 서양도 위생 안좋기는 마찬가지임향수도 서양애들 안씻어서 나온거고길거리에 똥버리는게 일상,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91962,조선은 그 향수조차 없었지깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91963,조선 시대 사람들은 청결하게 잘 씻고길거리에 똥도 안버려서 굳이 향수가 필요 없음ㅅㄱ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91964,ㅅㅂ 개더럽네 하루 사용량 두루마리 휴지 2통 각티슈 1통 물티슈 1통 핸드워시 1통인 나는 절대 저 시대에 못 산다근데 실학자 말은 좀 걸러야 됨 실학자는 조선판 병신 틀딱 tv임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91965,저 쩝쩝이 안 좋아하는데요 병신 친일일뽕대깨트야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91966,애초에 저시대는 니들이 좋아하는 서양도 위생 안좋기는 마찬가지임향수도 서양애들 안씻어서 나온거고길거리에 똥버리는게 일상,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91967,어제도 그래서 저 시대 자체가 싫다 했잖아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91968,가족이 단체로 새끼줄에 항문 비벼 똥닦네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91969,석전은 적당 개량하면 괜찮은 놀이가 될 수 있을거 같은데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91970,미풍양속 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91971,석전과 비슷한 전통은 스페인이나 서양에도 있었음현대사회에서 저시대를 이해하지 못하는거지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91972,애초에 저시대는 니들이 좋아하는 서양도 위생 안좋기는 마찬가지임향수도 서양애들 안씻어서 나온거고길거리에 똥버리는게 일상,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91973,ㅋㅋㅋㅋㅋ오렌지 던지는 걸ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91974,석전은 개꿀잼일듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91975,이게 국뽕들이 자랑스러워하는 개조선의 현실임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91976,국뽕들이 좋아하는건 현대한국이지 조선이나 우리민족이 아님그런면에서 솔직 국뽕이나 친미자유팔이들이나 뭔차이가있나 싶기도하고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91977,조선족이나 전라도가 볼땐 그럴수도깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91978,애초에 이념이라는것 자체가 현대사회에선 기호식품이 되어버렸음문재인이나 박근혜가 뭔 이념차이가 있다고 말할수있나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91980,애초에 저시대는 니들이 좋아하는 서양도 위생 안좋기는 마찬가지임향수도 서양애들 안씻어서 나온거고길거리에 똥버리는게 일상,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91981,지랄한다 ㅋㅋ 저당시에 그럼 물티슈가 있냐 휴지가있냐 그래봤자 어차피 인도처럼 손으로 닦거나 나뭇잎으로 닦지 씨발아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91982,2번 전나 웃기네 ㅋㅋㅋㅋ 원시부족이냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91983,원시부족도 저런짓은 안할듯ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91985,새끼줄 저거 완전 성병의 온상이네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91986,옛날사람들은 ㅅㅅ한게신기하다이기 제대로안씻어서 밑에 오물냄새 진동했을텐데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91987,설마 오럴은 안했겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91988,바퀴벌레보다 더하네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91989,질문그거 프랑스만 그러냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91990,이탈리아도 그럼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91991,아시발 와인 다시는 안마신다 우엑,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91992,와 석전에서 피 흥건하게 흘리고 사람 뻗어있다사람이 미치려면 제대로 미치는구나ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91993,조선이ㅣ 싫지만 팩트는 프랑스나 영국도 그럼 물론 더 오래된일이지만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91994,서양 유럽에서는 옛날에 재판에서 갈등이 해결되지 않으면 결투의 소라고 마짱으로 해결하는 법이 존재했었다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91995,루리웹 씨발놈들은 똥우물에서 물퍼먹었어야했는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91996,석전을 현대에 맞게 리메이크해서 출시한다면 유럽에서는 옛날에 재판에서 갈등이 해결되지 않으면 결투의 소라고 맞짱으로 해결하는 법이 존재했고 석전이 현대판 결투장이 되겠다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91997,초딩때 들었던 개소리 중 기억에 남는게본인들 어렸을 땐 물이 깨끗해서 시냇물 떠먹었다는 거학년 바뀔 때마다 교사들이 한결같이 했던 말ㅋㅋㅋ미개한 습관을 어떻게 그렇게 미화했는지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91998,조선이 18세기말까지 프랑스 인구와 비슷했음프랑스가 단순 면적만 25배 이상이고조선영토 대부분이 산지인거 감안하면쌀 유교적 향촌사회의 인구 부양능력만큼은 정말로 굉장했음근대에 이르기까지 개간못한 토지가 많았던거 생각하면땅이 부족한게 문제가 아니라 물이 부족한게 문제고결국 일제시대가 되서야 배수갑문이 들어오면서 해결된거 생각하면석전은 인구 조절을 위한 일종의 향촌사회의 자구책 아니었을까 싶기도 함일본의 마비키 나라야마부시코 이야기 같은것도 비슷한 이야기고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
91999,사회학적으로 고찰해볼만한 시각이노똑똑함이 피부로 느껴진다카이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92000,나도 쟤 똑똑하다라고 말할려다가 닉보고 관둠,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92002,평균 수명 40살인 이유가 있노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92003,위험하게 보이는 전통놀이는 필요하기도 하다그런 게 하나도 없이 안전하게만 산다면ㅈㅈ새끼들이 모두 ㅂㅈ처럼 변해버리지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92004,1저 시대엔 어느나라를 가던 저런 수준이었음2돌팔매는 미개하지만 훌륭하게 대적할정도로 서양도 미개했음뭐만하면 결투한답시고 칼들고 찔러죽임3음식역시 마찬가지지금이야 위생적으로 하지만 아직도 사람이 존나 큰 풀에 들어가서 직접 몸으로 포도 으깨는 포도주가 있음옛날에 당연 그렇게 했고결론 일뽕주화 씨발련아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92005,20세기 초반에도 저랬는데 다 그런 수준이라는 돌아이노푸세식 화장실조차 없어서일제시절에 보급한 것도 모리나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92006,20세기 초까지 저랬는데 어느 선진국에서 20세기 초까지 저런 미개한 일상들이 주류였음결론국뽕주화 개씨발년아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92007,1번은 안타깝지만 비교적 최근인 70년대에도 시골에선 저랬었다저 동아줄에 똥구녕 비비는거 말고 짚단으로 뒷처리하는거,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92009,와 진짜 석전은 알고있었는데 똥꼬 문지르는건 상상도못했다 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92010,현대시대에 살아감을 감사하자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92011,저때에 가장 장난을 많이 치던게똥을 싸서 남의장통에 넣는것임그래서 실제 똥과된장이 섞여서 구분이 안되서 똥꾹을 먹는 사람이 많있음이렇게 당한 사람은 자기똥을 싸서 또 남의 장독에 넣고 이거 전국적으로 퍼져서국민의 50이상이 매일 똥을 먹으며 생활했음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92012,닉네임 chosenzng가입일 20200824 000257글수 16댓글수 194포인트 1290잉여력 64짱깨들 전통은 오늘도 이어진다 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92013,죠셴징선택된 민족그러나 기묘하게도 죠셴징을 영어로 표현하면 Chosen People이 된다 바로 선택된 민족이라는 것이다일본으로부터 아픔을 당한 한국 민족이야말로 일본 복음화를 위한 선택된 민족이라는 해석이 가능하다 지금도 일본땅에서 수많은 한인 선교사와 목회자성도들이 일본의 리바이바르를 위해서 사랑의 씨를 뿌리고 있다복음은 모든 믿는 자에게 구원을 주시는 하나님의 능력이라고 성경에 기록되어 있다 복음을 받아들인 일본인들이 진정으로 한국에 사죄하고 한국인들은 그들을 마음으로 용서할 때 비로소 아시아의 새로운 시대가 열릴 수 있다 한국과 일본의 크리스천들이 손을 맞잡고 세계를 향해 복음을 전하는 날을 기대해본다httpsnewsnavercommainreadnhnmodeLSDmidsecsid1001oid005aid0000198731,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92014,이게 뭔지 아냐 ㅋㅋㅋㅋ그 유명한 64 천안문 민주화 운동이다너도 천안문 민주화 운동에 대해서 배우고 싶지 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92015,"마오쩌뚱 개 호로새끼 시진핑 애미에 질싸 강간한 개씨부럴 창놈새끼 차이잉원 애미애비 뒤진 바퀴벌레새끼
FREE TIBET",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92016,너때문에 일베에서 활동하는 많은 중국 공민들이 천안문 사태에 대해서 배우게 되었다 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92017,Free Tibet Free Tibet Free Tibet,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92018,굿굿 중공은 무조건 천안문을 기억하고 민주화의 길로 가야하지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92019,머라는거야 이 미친 짱깨새끼는 ㅋㅋㅋㅋ짱깨어 모른다 병신 바퀴벌레새끼야 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92020,탱크맨tank man1989년 6월 5일 중국의 톈안먼 사건 직후 천안문 광장으로 향하는 탱크의 앞길을 가로막는 인물이다 천안문 사건에서 상징적인 장면으로 세계에 알려졌다 현재 중국에서 해당 사진은 엄격하게 검열되고 있다2019년 6월 천안문 사건 30주년을 맞아 미국 의회의사당 앞에 탱크맨의 동상을 설립하였다 하원 의장인 낸시 펠로시는 기념식에서 다음과 같이 밝혔다 우리는 이것을 꼭 기억해야 할 것입니다 왜냐하면 중국은 지금까지도 이 영웅들을 그들의 역사에서 부정하기 때문입니다출처 전체보기httpskoeveripediaorgwikilangkoED83B1ED81ACEBA7A81,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92021,중공은 천안문을 기억하라중공은 천안문을 기억하라중공은 천안문을 기억하라Free Tibet,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92022,응 도와줘서 고마워너때문에 여기에서 활동하는 많은 중국 공민들이 천안문 민주화 운동에 대해서 알게 되었다 ㅋㅋㅋ계속 그렇게 도와줘 천안문 홍콩 티벳 위구르 자료들도 계속 올려줄께 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92023,굿굿 고맙다 꼭 짱깨들을 꺠우치는 양질의 자료들을 올려서 중공 해체에 도움을 줘,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92024,내가 씨발 진짜 농담이 아니라 이런 훌륭한 글에 ㅁㅈㅎ 쑤셔쳐박고 불타뒤지러간 기생충 구더기 곱등이 연가시 엑시구아 바퀴벌레 시궁창 쥐새끼 오원춘 조두순 강호순 이춘재 김길태 틀러 모택동한테 애미 애비가 췌장까지 돌림빵쳐당한 국뽕 좆쉔징 유사인류 씹쓰레기 혐일충 에미뒤진 걸레갈보개씹창년 허벌보지 니미 씹창 좆물통을 사시미로 토막내고 도려낸 다음에 마체테로 찢어죽여버릴 육변기 개갈보지 씹창년새끼들은 사지를 전기톱으로 400000토막내서 죽여버린 다음에 닭모이통에다 쑤셔쳐갈아버리는것 말고는 다른 치료방법이 없다고 생각한다 진심 ㅇㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92025,지금시대에도 전혀 상상하기 든 앞서있는 문명 실현은 가능하다다만 그 인구의 수준에 따라서 다른거 아니겠냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
92026,AI가 국가 통치해야 가능할듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
