,댓글,출처
95330,ㅇㄱㄹㅇ ㅂㅂㅂㄱ화폐경제와 상업이 발달해야 농업생산력도 올라감 ㅋㅋㅋㅋㅋ병신 조선 ㅋㅋㅋㅋㅋㅋㅋ병신 조선을 병신같이 쉴드치는 민좆주의 국사학계 수준 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95331,춋바리들이 조선의 자연의 미와 여백의 미 를 알 수 있으랴 임진왜란 조차 조선의 도자기를 얻기 위해 참략한 원숭이들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95332,이게 다 일제수탈 동족상잔의 전쟁 박정희 전두환 독재시대 재벌위주 난개발 하는 과정에서 초래된 것이다그러니 일본이나 쳐 빨지마라이제라도 우리가 제대로 고쳐 나가면 된다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95333,일제가 언제 뭘 수탈했노 ㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95334,아무튼 양질의 글 써줘서 ㅇㅂ ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95335,또 써주길 기원 써주면 또 추천 ㅇㅂ 누를께요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95336,테디 루스벨트가 가쓰라 태프트 맺고 일본을 선호한건 미개한 동아시아에서 열강이 태어나서지 ㅅㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95337,약수터바가지 조선 vs 일본 차이조선바가지를 들어 물에 세척 후 물을 받아 마시고 제자리일본바가지를 들어 물을 받아 마시고 물에 세척 후 제자리,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95339,ㅈㄷ 모르면서 씨부리네 저거 물마시는 바가지가 아니라 손 씻는거다 나무가 너무 반득하고 길어서 공산품처럼 보이기는 매한가지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95340,고려시대 이후로 좆망했다는거 팩트였네나만 느낀게 아니네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95341,남대문 보니까 서까래 부분 ㅆㅅㅌㅊ던데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95342,조선시대는 한반도 역사상 최악의 시기 민도 관습 문화 건축 기술 모든것이 퇴보한 쓰레기시대,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95343,경주 성동시장은 중국 느낌 난다 이기야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95344,나도 교토 여행 하면서 느낀거다 경주도 몇십년 거치면 교토 절반정도로 정비 가능할꺼 같은데 ㅎㅌㅊ도 ㅅㅌㅊ로 보이게 하는 포장기술은 배워야 한다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95345,수고했다 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95346,but 한국인들 대부분이 일본이랑 비등하거나 좆 바른다고 생각하니깐 문제지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95347,살인동영상제작마약밀매 이런건 훨씬잘하지않누,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95348,으 좆선살아있는 지옥,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95349,음 리포트 작성하는걸 가져와서 보여주는거 같네고맙다 잘봤어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95350,일본여행다니면서 제일 만족스러웠던 곳이 교토였다전철에서 내려서 목적지까지 올라가는 도중에 기모노입은 외국인들과 가부키 화장을 하고 다니는 일본인 일본느낌이 물씬 나는 건물들과 깔끔한 거리특나 니넨자카에서 먹었던 음식들은 아직도 기억에 남는다 너무 맛있고 분위기 또한 좋았기 떄문근데 경주도 어릴때 수학여행으로 자주 가던곳이었는데 아무것도 없었다 느낀것도 없었을 뿐더러 그냥 뭐 아무것도 없다 진짜 ㅆㅎㅌㅊ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95351,나도 교토 좋아서 여러번 갔는데 니넨자카 음식 뭐 먹었었음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95352,주로 식사류보단 디저트 먹었는데일본어 좀 할줄아냐같은거나도먹고 우동이나 같은거 이것저것 맛있어보이는거 다 먹음그리고 근처에 키요미즈데라 나 후시미이나리신사도 가봤는데 여기도 유명한 관광지인만큼 군것질 거리가 많더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95353,그게 전통이라 생각하지마라 다 정비 리모델링 된것들이다 바닥 부터 그럼원래 교토 이미지가 일본에서 갱단 소굴 이미지였다던데 도시 정비 때문에 싹 갈았다더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95354,와 1940년대인데 일본 경제수준 실화냐갱단소굴이 저정도면 ㄷㄷ 감탄이 나오노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95356,최소한 경주도 외국인들에게 관광지가 될만큼 체계적으로 고쳤으면 함 관광에서의 전통은 분위기지 옛날이랑100 똑같이 맞추면 더럽고 불편해서 아무도 안가니까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95357,당시 중국httpswwwilbecomview11185969163,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95358,이것도 딱 더도덜도 할거 업슨 적나라한 죠센징 정신이네대충대충 빨리빨리 돈 돈 돈글구 ㄹㅇ 저 그지 깽깽이 같은 간판들 다 철거해야한다 선진국 가봐라 간판이 어떻게 생겼나걍 인정하고 변화 할수 있다면 노력들 하자정리 과거 조센이나 현재 조센이나 그 무엇하나 다를바 없다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95359,저래서 ㅅㅓㄴ진국이지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95360,그냥 전라도 전주이씨가 세운 조선은 전세계적으로 미개했음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95361,우리는 전라도 대깨문들 강점기 미개국가고일본은 선진국인데 비교하는거 자체가 무의미함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95362,읽다가 너무 고통스러워서 그냥 주르륵 내렸다 파도파도 괴담만 홍어조선 씨발,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95363,좆선이 역시 문제네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95364,한국은 정말 후진국이구나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95365,빨리 코로나 풀려서 일본가고싶다 개씨발 ㅋㅋㅋㅋ구글 로드뷰로 일본 아무데나 찍어서 봐봐라 ㅋㅋㅋㅋㅋ 진짜 하나같이 다 이쁨ㅋㅋㅋㅋㅋ 그에반헤 조센은 개씨발 환멸나게 병신같음ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95366,귀찮은듯 회반죽 덕지덕지 칠한것을 보니 조선이 어떤 나라였는지 실감된다칼같이 딱딱 맞춘 일본의 기와도 당시 일본인의 정신을 보여주는군,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95367,헬조선이 채고랍니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95368,복원해도 한국 건축 좆병신,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95369,정성글 ㅇㅂㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95370,확실 조선시대에 문화등 여러가지가 많이 후퇴한거같음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95371,일본도 보존된거 아니고 다시 만든거라 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95372,보좆하든 다시만들든 일본께 훨씬 낫잖아 병신임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95374,각각 문화재 검색 ㄱㄱ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95375,주장은 했지만 근거는 제시 못한다 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95376,교토 그 무슨 사찰이더라 청옥사인가 거기 가는 골목길이 저 사진들이지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95379,팩폭 ㅇㅂ 일본 안가본 놈들은 할많하않 이니깐후 그냥 좆잡고 반성해라ㅇㅂ 팩폭 ㅇㅂ 일본 안가본 놈들은 할많하않 이니깐후 그냥 좆잡고 반성해라ㅇㅂ 팩폭 ㅇㅂ 일본 안가본 놈들은 할많하않 이니깐후 그냥 좆잡고 반성해라ㅇㅂ 팩폭 ㅇㅂ 일본 안가본 놈들은 할많하않 이니깐후 그냥 좆잡고 반성해라ㅇㅂ 팩폭 ㅇㅂ 일본 안가본 놈들은 할많하않 이니깐후 그냥 좆잡고 반성해라ㅇㅂ 팩폭 ㅇㅂ 일본 안가본 놈들은 할많하않 이니깐후 그냥 좆잡고 반성해라ㅇㅂ 팩폭 ㅇㅂ 일본 안가본 놈들은 할많하않 이니깐후 그냥 좆잡고 반성해라ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95380,삼국시대 통일신라 고려까지 이어져 내려오던 문화뿐만 아니라 정신적 유산까지 조선왕조 500년이 전부 말아먹었지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95381,씨벌 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ조그만 나라사슴공원으로도 경주 씹처바르는데교토랑 경주랑 비교하면 너무 벨붕아니노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ교토가 500년 도읍지 한양 경성 도 개씹처바름 ㅇㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95382,당연한 결과다 조선왕조는 한반도 최초로 멸시만 받던 함경도전라도의 끔찍한 혼종인 이성계가 민족 반역적인 쿠데타로 세운 나라고 그 후손들이 대대로 왕이 되니 하류층의 허무주의 염세주의가 나라 전체로 퍼져버렸음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95383,저런건 개인이 나설수있는 문제가 아닌데설령 대규모로 지은 쇼핑몰도 잘나갈때는 간판이나 전체적인 규제에 순응하지만장사안되면 죄다 1층에 폰팔이가 가게되는거야불국사앞에 여관들은 박조건축이긴하지만 나름 통일성이 있으니깐 리모델링하면 상점이나 호텔로 부흥할꺼 같은데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95384,부동산 공부하고 싶은데 공인중개사부터 따야되냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95385,근데 경주랑 교토가 단순비교는 무리인게경주는 신라가 망하고 1000년 넘는 세월동안 수도가 아닌 그냥 평범한 도시였고 외침도 많이 받아 목조건축물은 전혀 남아있는게 없음그런데 교토는 19세기말 메이지유신으로 천황이 실권을 회복하고 도쿄로 거처를 옮길때까지 계속 일본의 수도였고심지어 2차대전때 미군 성님들도 교토는 문화재 많은 고도라는 이유로 공습을 하지 않아 대부분의 문화재가 잘 보존될 수 있었음애초에 게임이 안되는 싸움임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95386,그리고 교토 대부분이 거의 새로 복구해놓은거임금수사 은수사 기요미즈데라 다 새로 지은것들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95387,조선우가우가 원시시대2베,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95388,저격한다 여행충새끼남산 한바퀴돌고 글 다시써라경주의 진정한 미는 산에 다 쳐박혀있다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95389,경주도 옛날에는 한옥집만 있고 고층건물 같은거 못짓게 해서 나름 운치 좋았는데언제부턴가 규제 많이 풀어버려서지금은 여느 평범한 지방도시랑 별로 다를바 없는 풍경을 가지게된게 노무 안타까움,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95390,조선이란 이름 자체부터 미개한 병신국가 같다 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95391,다 유교의 영향이다 유교는 철저한 금욕주의를 권장하고 그걸 절대 선으로 못박아버림 더 좆같은 건 지만 금욕주의로 살면 되는데 사회 전체에게 금욕주의를 강요하고 그걸 벗어나는 개인은 개새끼로 낙인찍고 삼족을 갈굼 그러니 뒷구녕으로는 해쳐먹는 놈들도 일단 표면적으로는 존나 소박한척을 해야함 만약 교토처럼 저렇게 건물을 지었다 바로 사치와 향락이라고 개지랄 떨꺼다 그러니 유학자들은 얼마나 가난한가로 서로 경쟁하는 거다 정승 집구석에 비가 오면 비가 샌다는 걸 자랑으로 삼고 미담사례로 권장함 정승이 말도 없어서 소타고 다니는 걸 존나 멋진 것으로 미화함 죽어서 장례치룰 비용도 없는게 개씹무능한게 아니라 청렴결백한 거라고 미화함ㅋ 사회 풍조가 이런데다가 또 신분제 사회임 정승이면 최상위 계층인데 그 따위가 미담이라고 지랄하니까 그 밑에는 더더 가난하고 못살아야함 아래 신분은 더 가난하고 못살아야 함 그러니 뒷구녕으로 즐기는 앞뒤 다른 문화에 지보다 조금이라도 낮은 사람들 존나 갈구기로 스트레스 푸는 거임 양반이 비 새는 집 살고 싶겠냐 근데 정승새끼가 그렇다고 하니 시발 안새는 집도 천정 구멍이라도 뚫어야 함 존나 스트레스 받으니 기생집에서 풀다가 정 안되면 여종 따먹기 백성 존나 갈구기로 스트레스 푸는 거임 농민은 돈도 없고 종도 없으니 만만한 백정이나 잡아서 따먹고 존나 갈구고 절에 가서 애꿎은 비구니나 따먹고 희롱하고 최하층 계층은 이제 지 마누라나 자식을 존나 갈구고 패면서 스트레스 푸는 거지ㅋ 모든 헬조선의 근원은 유교임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95392,근데 그것도 그냥 허울이지조선때 특 말기로 갈수록 벼슬자리 하나만 꿰차면 축재에 열을 올렸지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95393,아이러니한 건 그래서 말기가 되면 될 수록 여러 기술이 그나마 다시 발전하기 시작함 물론 당연 시대가 흐르면 기술도 진보하는 건데 조선은 초기의 기술이 오려 다 실전되서 퇴보했다가 나라가 망해가면서 다시 발전하는 양상을 보임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95394,그냥 살면서 먹어본 여자들 기분 내킬 때마다 썰 풀었는데 계속 주작 시비 걸리고 썰주화라고 지랄하고 해서 그 뒤로는 여기에 썰 안품ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95395,ㅇㄱㄹㅇ ㅂㅂㅂㄱ김정일이 인민복 입고 다니면서 인민의 친구인 척 위선떠는 거랑 똑같은거지문재인 개새끼 정권이 대한민국을 위선 그 자체인 조선으로 다시 만드려고 한다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95396,와 존나 재밌다 ㅇㅂ 오지게 처박고 간다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95397,너한텐 안박혀,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95399,좃선의 미의식은 성괴로 대변된다천박 그 자체황룡사니 뭐니 하는것도 어디 믿을수가 잇어야지없어졋으니까 당당하게 구라를 치는건지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95400,조선은 존재해서는 안될 국가였음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95401,조선의 건축이 대충 지어질수밖에 없던이유는 외세의 침략때문이다조뺑이쳐서 지어놓으면 짱개가와서 불질러 왜구가와서 불질러그냥 편하게 짓자 이거임일본은 외세의 침략대신 지진이 일어나니 견고하게 짓는거고조선은 그냥 장애가있던 나라임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95402,조선북한 오가작통법오호담당제,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95403,교토가 넘사벽이지교토 가야하는데 ㅡㅡ 이노무 입국ㅈ금지는 언제 풀리려나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95404,진짜 노이해 교토를 왜감,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95405,가족 방문,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95406,가족이 교토사냐운전좀 똑바로하리고 전해라 교토 나라 촌놈새끼들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95407,운전 못함자전거 타고 다니던데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95408,ㅋ ㅑ많은걸 배웠다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95410,조선왕조는 그냥 북괴가 518년 동안 이어진거라고 보면 됨인간의 욕망과 자유를 억압하는 체제는 나라를 쇠퇴하게 만들 수 밖에 없지이런 측면을 보면 종북좌빨 새끼들이 조선뽕 맞는게 이해가 가지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95411,그리고 이미 조선 초 세종 때부터 일본에 뒤져있었다세종실록 46권 세종 11년 12월 3일 을해 5번째기사 1429년 명 선덕 4년박서생이 시행할 만할 일들을 갖추어 아뢰다httpsillokhistorygokridkda11112003005일본 상가의 제도는 시장 상인들이 각기 처마 아래에다 널빤지로 층루를 만들고 물건들을 그 위에 두니 다만 먼지가 묻지 않을 뿐만 아니라 사람들이 쉽게 이를 보고 살 수 있었으며 시중의 음식물들을 귀천의 구별 없이 모두 사 먹고 있었습니다 우리 나라의 시장은 건습할 것 없이 모든 어육 등의 식물들을 모두 진토 위에 두고는 혹은 그 위에 앉기도 하고 밟기도 하오니 비옵건대 운종가 좌우의 행랑에서부터 동쪽 누문에 이르기까지 종루 남쪽에서부터 광통교에 이르기까지 모두 보첨을 달아내고 그 아래에 물건들을 진열해 놓을 층루를 만들어 어느 간은 무슨 물건을 둔 곳이라고 죽 편액을 달아서 쉽게 알아 볼 수 있도록 하소서,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95412,일본은 그 국도로부터 연해에 이르기까지 돈을 포백이나 미곡보다도 훨씬 더 많이 사용하기 때문에 여행하는 사람들이 비록 천리를 가더라도 돈꿰미만 차고 식량을 휴대하지 않으며 길가에 사는 사람들이 행려자들이 기숙할 처소를 설치해 놓고 만약 손님이 올 것 같으면 서로 앞을 다투어 청하여 영접하고 손님이 주는 돈에 따라 인마의 숙식을 제공하며 관량에 있어서는 큰 강에는 주교를 설치하고 조그마한 냇물에는 누교를 설치해 놓고는 그 곁에 사는 자가 다리 세를 관장하고 있는데 그 다리를 지나가는 손님에게 돈 10문이나 5문을 징수하되 다리의 대소를 참작하여 세를 징수하여 뒷날의 보수 자금으로 삼고 있사오며 토전이나 주거의 세까지도 돈으로 받아들이지 않는 것이 없기 때문에 돈을 사용하는 법이 광범위하여 사람들이 무거운 짐을 지고 먼 길을 가는 노고가 없습니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95413,교토 진짜 예술이지교토 도착해서 역에서 부터 놀라기 시작했음ㅋㅋㅋㅋㅋㅋ암튼 찐짜 한국은 1세기가 넘어도 따라거지 못할듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95414,ㅈㄹ 하네 지가 찍은거 하도 없고 인증도 없는 게이가 그리고 산넨자카 가온거리 가지고 ㅈㄹ하는 게이도 이상한듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95415,이 짤 보구 마음정화해라 게이야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95416,반일충 짱개가 허위저격 못하겠노 ㅋㅋ곧 1000베 글이니깐 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95417,신라 최대왕릉 봉황대 지름 82M일본 최대왕릉 다이센릉 분구 길이 521M뭐 고대에는 앞섰는데 나중에 일본에 역전당했어 ㅈ ㄹ 을 하세요 ㅋ고대떄부터 인구 경제력 군사력 일본에 밀렸던게 팩트임국뽕들이 아무리 부정해도 고고학 자료가 증명함 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95418,서울도 오세훈이 시장돼서 디자인서울 하기 전까진 간판부터 개판이었음한강 르네상스 사업도 만약 그때 안했으면 지금까지도 풀밭이었을 걸원숭이 새끼가 논밭으로 만들었을 수도 있겠고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95419,신기한게 before보다 개선되었는데도 after 또한 개판같음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95420,빨노초 간판 떡칠하는거 아시아 종특임 유럽에 저런거 없어 미국에 좀 있을까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95421,국뽕 레알 없어져야함 오스트리아 살때 비엔나 중심부의 슈테판 플라츠 성당 지어진 년도 보고 그 당시 조선과 비교하니 한숨밖에 안나오더라 규모 석재 디테일 뭐 한심한 조선과 비교할 수가 없지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95422,미적감각이 없다시피 한건 맞지만난 그걸 그냥 짱깨화 라고 본다조선 자체가 그냥 짱깨 속국 수준 아니냐위화도회군으로 통수때린 이성계 씹새끼부터그니까 시작부터 짱깨로 시작했는데그 씹새끼들 사상은 뭐가됐든 우리가 짱깨 이지 않냐그니까 나머지는 싹 밀어버린 결과가 조선에 나온것짱깨는 지구의 악임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95423,너 뭐하는 놈인데 이렇게 자세하게 썼냐 이해도 쉽게 잘 쓰네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95424,경주 전체일본 도시안에 있는 신사조차도 못함그냥 맛집 많은 이름없는 공원에 불과함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95425,나 궁금한거있는데 백제는 뭔가 통수의아이콘이랑은 거리가먼 전라도 역사인데 조선은 왜이렇게 씨발 홍어그자체 같냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95426,마한백제 사실상 백제는 전라도역사다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95427,전라도는 마한의 역사지마한은 5세기에도 존속했으니까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95428,마한백제 사실상 백제는 전라도역사다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95429,ㄴㄴ5세기에도 마한 세력은 백제에 복속하는 형태로 존속하고 있었다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95430,벌레 씨발 존나 많을듯 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95431,내용은 좋은데 현재한국놈들이 정리한답시고 손대면 더 씹창난다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95432,게이 뛰어나노 ㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95434,딴 건 모르겠는데 일본 도시 인테리어는 이길 수가 없음이건 우리나라만 그런게 아니라 어지간한 나라들 다 쌉쳐바른다 일본이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95435,하나를해도뭐하나 제대로 하는게없노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95436,역시 갓본,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95437,조선은 한민족 한반도 5천년 역사중 최악의 역사임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95438,민도의 차이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95439,형이상학 30년임인간의 본성은 빛이다빛의 근본 성질은 무엇인가 질서 조화 아름다움 절제 균형 balance 이다어둠악 의 속성은 빛의 반대이다 무질서 부조화 타락 추함 불균형이다선진국일 수록 조화 질서 밸런스의 레벨이 높은 이유이다빛은 생명 자유다 어둠은 죽음 속박 노예 고통이다질서를 반대하는 것은 악의 길이다반일은 악의 길임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95440,일본이 내전이 ㅈㄴ 많았어도 문화재들이 유지가 잘된게천황이라는 불가침한 영역을 만들어서 그럼아무리 막부가 바뀌고 쇼군이 바껴도천황의 명맥이 이어지는까 가능한거,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95441,반역자 이성계 벌레새끼만 없었어도 일본과 대등한 전통문화가 있었을거 같은데 정말 아쉽노 지금이라도 매국노 전주이씨 가문을 처단해야한다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95442,울고 싶다 내가 이런 미개한 나라에 태어났다는 것이 너무나 억울하고 죽고싶다 옆나라 선진국 일본에서 태어났으면 좋았을텐데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95443,조선과 현 중국은 지구상에서 없어져야 한다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95444,한국은 주위가 산만하고 그냥 대충한다는 느낌이야 식당 공장 농장어디를가나 기구들이 여기 저기 널려있고 사람들은 마다못해 일하는것같고 독일에서 동유럽넘어가면 빌딩들이 제멋대로 비뚤비뚤있는것과 같아 국민성이 나타나는거지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95446,ㅈㅈㅂ ㅁㅈㅎhttpswwwilbecomview11247679346조선시대가 주변과의 조화를 고려하지 않았던 미학이라는 개소리httpswwwilbecomview11257912692,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95447,지식이 부족하면 이런똥글이 나온다 옹졸할수도 있고공부좀 더 해라 더 같은 애들은 설명을 해줘도 모르겠지책이나 더 봐라 수박 겉핥기로 어디서 이상한 글이나 보고 일뽕짓 하면서 일베 갈려고 하지 말고내 아래 댓글 참고해라 그냥 한국은 박정희 이후로 걍 먹고살라고 막지어서 그럼 판도 77프로가 불법임진자 아무것도 모르고 씨부리노방글라데시 인도도 전통건물은 으리으리 한데 걍 일반도시는 저런 간판으로 널부러져있음 가장 싸거든,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95448,걍 니가 존나 무식한거야 재탕에 재탕에 내용추가한것도 ㅈ도 없구만한국이 언제부터 저런 빨노초 간판썼다고 ㅈㄹ을 하노 진짜 개 무식하노플라스틱 바가지고 존나 ㅈ 고전짤인데 저걸 인용해서 처 올리네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95449,간판문화는 일본도 크게 다를꺼 없음 동아시아 남아시아 종특임httpswwwilbecomview10380079236유럽만 다름그리고 한국은 70년대 후반부터 이어진 난개발이 이어져서 그런게 가장 큼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95450,이거보고 반박해봐httpswwwilbecomview11257912692,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95451,이전에 재탕글인데 읽을께 모가 있노 그리고 일본 바가지는 마시는게 아니라 손 씻는거야 저것도 자연스러워 보이지 않음 너무 새거같이 짤라놔서,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95452,이전에 재탕글인데 읽을께 모가 있노 그리고 일본 바가지는 마시는게 아니라 손 씻는거야 저것도 자연스러워 보이지 않음 너무 새거같이 짤라놓고 공산품처럼 보임게이 내가 올린 조선시대 악세사리 같은거 본적도 없제 나는 ㅄ나 이미 삼국시대 유물부터 조선시대 유물까지 거의 독파한사람임 내가 올린것도 존나 많음 ㅁㅈㅎ한국 사찰가면 일그러진 주박 같은걸로 물마시는곳도 있다httpswwwcrowdpicnetphotoEBB489EB8595EC82ACEC95BDEC8898EBB098EC9881ED919CECA3BCEBB095EC82ACECB0B0487867이사진은 플라스틱이긴하지만 저거보다 자연스러워보임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95453,내가 올린거 존나 많음 ㅋㅋㅋ 게이는 걍 끼워맞추기이고 조선미 들이되면서 그냥 막 지은 시장에 현대 빨노초 간판 들이미는게 어불성설임 ㅋㅋㅋ조선시대에는 저런거 있지도 않음그리고 과거 일본시장이 저랬는줄아냐 별 차이 없었음 저것도 최근일임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95454,저 새끼 일베 네임드 반일정신병자임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
95455,슈퍼SxD골깐다x기이게 저 새끼 이전 닉들임 ㅋㅋㅋㅋㅋㅋㅋㅋ수년 전부터 반일글만 올려온 일베 네임드 반일정신병자임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
