,댓글,출처
61005,자살은 진정 강한자만이 할 수 있따,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61006,자살이면 혼자 죽지 왜 엄마랑 같이 죽었냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61007,ㅋㅋㅋㅋㅋㅋ아니 씨발 외모때문에 자살한 게 팩트도 아닌데 씹선비인 척 얘기하는 거 토나오네 씨발 쓰레기 일게이새끼들이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61008,"일베가 웬일로
삼가 고인의 명복을 빕니다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61009,니들이 뭔데 추모를 하고말고야 틀딱새끼들 오지랖은,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61011,피떡갈비 홍어 새끼 또 나대네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61012,너덜 하던 쓰뽀오츠나 해라 씹홍어 좆같은 새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61013,난 자살한 사람은 명복 안 빌어줌,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61014,마음이 아프다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61017,일베충들도 일베충들 나름임각자 다다름,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61018,염병하네 미친 틀딱새낔ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61019,아니 ㅂㅅ아 대학생이다 ㅋㅋㅋㅋㅋ똑같이 일베해도 누구는 여혐없고 누구는 있는것처럼 글쓴새끼는 안그러니깐 올렸겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61020,진짜 마음 아프다 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61021,고양이를 부탁해,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61022,진짜 마음 아프다 명복을 빕니다n,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61023,니가 뭔데 일베 대표노 쪼렙새끼가 나대네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61024,근데 왜 일동 지 혼자 해놓고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61025,마음이 아파,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61026,마음만은 선하고 착했는데 안타깝네요 ㅜㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61027,그런데 사인이 뭔교,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61028,고명빔 이라고 안해서 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61029,오나미 ㅜㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61030,박지선 페미성향은 없나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61031,전혀없었던걸로 알고있음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61032,으이구 씨발 병신새끼노무현 ㅉㅉ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61033,그녀는 좋은 사람이었다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61034,문씨발년이 대통이 되니 죄다 죽어나가는구만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61035,일동 묵념,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61036,솔직 브레인인데 왜 죽엇는지 이해가 안간다 고려대나왔으면 솔직 개그맨 말고도 다른일하면 되는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61037,양악쌍수코 하면 괜찮을듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61038,ㅇㅇ 걘 해도 안 예쁘긴 하더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61039,못생겨도 행복하다는 말도 많이 하고다녔는데문제는고대 사범대442졸업에서 보이는 것처럼스스로 한 말을 바꿀수 없어서 못했을거다주변 개그우먼들 성형후 이뻐지는 모습 보고자기도 꾸미고 싶은 마음은 분명 들었을 건데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61040,노무 슬프다 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61041,박지선 관련 글 중 이 글에만 ㅇㅂ줬다삼가 고인의 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61042,지선이 그래도 페미는 안한거같은데 안됐네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61043,삼각 고인돌 팝니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61044,레얼 슬프다고인의 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61046,페미 성향없고 정치 성향 드러낸 적 없었음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61047,진짜 괜찮은 희극인이었는데 묵념 ㅠㅠㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61048,ㅋㅋㅋ일게이새끼들 입장도 내냐 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61049,박지선 ㅜㅡ오미나랑 투톱으로 착한데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61050,이게다 문재앙 집값폭등때문에 일어난일이다지금 집값때문에 우울증온게 한둘이 아니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61051,씩씩하고 유쾌한 캐릭터였는데 어쩌다 저런 선택을 해버렷는지삼가 고인의 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61052,삼각 비빔밥 고명빔,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61053,그러게 한번도 세상 탓한적도 없고 누굴 미워하지도 않고다 개그로 승화하고 웃음만주던사람인데속은 많이 상처받고 아팠나보다혼자 얼마나 끙끙거렸을까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61055,좆같은 씨발 문재인 씹새끼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61056,11월은 유독 연예계 사람들이 떠나는 달이더라유재하 김현식삼가 고인의 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61057,에휴개그우먼이기에 외모지상주의의 아픔마져 개그로 승화시켜야했고겉으론 유쾌해 보이려해도속은 얼마나 상처받고 아팠을까참 착한 사람인데오나미도 외모로 그만놀려라 십색들아아무리 웃고있어도 속은 아파할수도 있다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61059,누구 죽은거 중에 오늘 푸념한 베충이들 이렇게 많이보이는거 처음이다 인품은 안죽엇네 지선씨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61060,베충이들도 최소한의 분별력은 있다이기,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61061,"나 지금 봤다
지금 첨 알았다참 왜 그러냐ㅠㅠ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61062,명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61063,지선씨 하늘에선 어머님이랑 고통 없이 편안하길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61064,다 좋은데 니가 먼데 일간베스트 일동을 사칭하노 ㅋㅋㅋㅋ물론삼가고인의 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61065,정말 좋아했던 개그맨 이었는데ㅠㅠ심성이 맑은 친구 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61066,말도 안돼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61067,솔직 지선이누나 잇몸만 조금 손보면 괜찮았을텐데끼나 능력이 엄청난데 에휴,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61068,박지선은 ㄹㅇ 심성이 너무 착해보이던 사람이었는데 너무 놀랍고 가슴아프네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61069,여기 일베맞냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61070,평소 어머니 관련 sns올리는거 유쾌했었는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61071,치아만 교정했어도 반은먹고들어갔을텐데너무 아쉽다뇌는 꽉찼으면서,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61072,백신맞고 죽은거 아닐까 소름,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61073,안타깝다 부디 좋은 곳으로 가시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61074,아 안타깝다편 잠들기를,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61075,줫만한 1렙새끼가 대표로 말한다고나같은 빨렙이 써야지 에라이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61076,와 이런 새끼들이 실제로 있구나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61077,에 휴 조금만 더 참지 안타깝다 TT,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61078,좋은사람 일찍가네미인박명인가httpwwwnewdailycokrsitedatahtml201210152012101500011htmlhttpsnewsjoinscomarticle12232641업데이트가 정말 빠르구나정말 불쌍함httpskowikipediaorgwikiEBB095ECA780EC84A01984EB8584젠장 보면볼수록 불쌍하네착하고 드믈게 좋은기운 뿜뿜이었는데httpsmmm3566tistorycom247httpsyumecandystorytistorycom2336세 우울증일까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61079,너무너무너무 슬프다ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61080,무개념 페미같은년들은 안죽고 착한 지선이가 죽네 에효,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61081,개그우먼안하고 선생님됐으면 잘살을텐데 아깝노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61082,ㅆㅂ꺼 84년생인데 남일이 아니다 돈은 착착버는데 워커홀릭 10년넘게하다 돌아보니까 내가 머땜에 이리사는지 몰겠다 그렇다고 계속 해오던일 안하고 띵가띵가 쉬면 죽을듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61084,일베 망한건 닭사모 틀딱 우좀새끼들 때문이고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61085,백신탓아니냐httpswwwilbecomview11299287492모녀 외상이나 유서없이 죽었다잖냐무료백신맞고 죽어도 유야무야였는데이젠 유명인이니 질본여자 경질되는거냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61086,개좆가튼 소리하고 잇네 개쓰레기 일베충아 느금마가 독감주사 1000방 보지구녕에 맞아 뒤져라 시발새키야 손가락 벤찌로 다 뽑아불까 시발놈이 어디서 시발 정치선동글이고 개실발샤키야 사람이 죽엇는데 니는 오늘밤에 박지선이 나와서 불알을 다물어뜯긴다 기대해라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61087,보여주고 안가도돼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61088,보여주고 가지마,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61089,추모글 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61090,추미애 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61093,삼고 가인의 명박이를 비빔밥,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61095,진짜 안됐네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61096,참 이사람은 뭔가 찡하네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61097,일베에서 이렇게 클린한 댓글 처음 본다 안타까움,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61098,촤근 연예인 자살중 제일 안타까움,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61099,삼가 고인의 몁복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61100,좋은곳으로 가셔서 마음놓고 활짝 웃으시길 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61101,좋은 곳으로 가시게,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61102,비고를 듣고 마음이 미어지는 연예인은 처음입니다ㅠㅠㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61103,고생하셨어요 다음 세상에서는 고생말고 꽃길만 걸으시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61104,시팔 일베 날로먹네ㅋㅋㅋ 일베수준,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61107,Ay Yo 췤 삼고빕 삼고빕 삼각 고기 빕스 스테잌,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61110,삼가 고인의 명복을 빕니다좋은곳가서 편 쉬시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61111,편 쉬시길 바래요 누나 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61112,자살 추모는 단호 거절합니다원래도 좆같이 봤지만친구 마누라가 남편아이들 두고 죽기싫어서 발버둥치다가 죽는거 보고 더욱 좆같이 보임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61113,베충이들 미첫나 사람인척하노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61114,삼가고인의 명복을빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61115,시후세계가 있는지는 모르지만 편 쉬시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61116,삼가 고인의 명복을 액션빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61117,못생긴분 잘죽으셨습니다야 기분 딱 좋다으아아아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61118,정신병 있냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61119,아무리그래도 그렇지 자살은 씨발 추모 안합니다 ㅅㄱ생전의 활동만 인정하겠습니다 제일 좆같고 혐오스러운 방법으로 아까운 인물이 죽었다는 것에 굉장한 유감을 표명합니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61120,좋은곳으로 가세요 지선씨 ㅜㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61121,생전에 웃음을 주셔서 고맙습니다삼가 고인의 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61122,일베주제에 훈훈하노이기나도 조의를 표한다이기이기,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61123,진짜 멘탈하나는 본받으려고 했던 사람이었는데인생 참 부질없네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61124,정말 열심 사셨던분으로 기억할게요정말 정말 마음이 아픕니다영면하시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61125,밝은 아이였는데 아쉽노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61126,누구보다 밝고동심에 가까웠던 웃음을 짓던 개그우먼으로 기억하겠습니다명복을 빕니다 좋은곳에서 행복하시길 바랍니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61127,참 선한 에너지를 가진 분이셨는데죄송합니다명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61128,안타깝긴한데 일베에서 이렇게 추모하니까 어색하다몇일전만해도 이건희 회장님 돌아가셨을때도 고인드립이 난무했는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61129,지선씨 행복하세요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61130,휴 안타깝다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61131,삼가 고인의 명복을 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61132,어휴어머니랑 같이 가셧다는게 참 먹먹하네 얼마나 들면,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61133,나 2013년에 가입햇지만 일게이들도 참 사람이구나 싶네 오늘 밤은 유난 길듯하다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61134,누나 천국가세요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61135,편 쉬기를,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61136,안타까운 사람 몇 안되는 진짜 멋진 여성이었는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61137,삼가 고인의 명복을 빕니다아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61138,애도합니다 꽃한송이 놓고가도록 하겠습니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61139,ㅠㅠ 웃는모습이 이뻤는데안녕,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61140,고인의명복 빌어준놈들지금 박씨 닮은여자 찾아서사겨라그들의 목숨이 위험하다못하겠으면 명복만 맨날 빌던지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61141,그 여자들 말도 들어보자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61142,그 여자들은 뭔죄냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61143,명복 빌어주는거랑 무 슨상 관이냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61144,그 여자들도 너는 싫어함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61145,지선아 미안하다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61146,그리고 고맙다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61148,염병쳐떠네 ㅂㅅㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61149,오글거린다 틀딱아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61150,일베가 괴물은 아님ㅠ 일면식없는 남이긴한데 솔직 옆집누나같고해서 구하라설리때보다 더 충격적이다ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61151,오글거리네 ㅂㅅ새끼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61152,댓글마다 시비조로 댓글 달아서 너한테 좋을게 뭐가있냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61153,연예인들 자살하는거 아무감정도 없었는데슬프노 이기진짜 11월달은 뭔가있나보네ㅜㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61154,Rest in peace,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61155,지랄하네 병신새끼가왠 딴따라 하나 죽은걸로 오버 쳐싸냐느그 애미년이나 챙겨 병신새끼야좆도 호들갑 씨발 개육갑 쳐떠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61157,RIP하늘에서는 편 쉬시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61158,오글거리네 ㅂㅅ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61159,여기다 민주화 쳐박는 새끼들은 뭐냐 진짜,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61160,죽은사람은 따로있는데 일베는 저새기가 가서,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61161,일베 갈라면 지가 뒤져야되노ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61162,성품 좋은 분이 떠나시니 맘이 안좋다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61163,좋은곳으로 가시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61164,오글거려 ㅂㅅ아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61165,너도 곧 좋은곳으로 가시길,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61167,삼고빔 ㅜㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61169,시발 나보다 이쁘면서 왜 먼저간거야 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61171,박지선은 진짜 안타깝다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61172,삼가고인의 명복을 빕니다 편 쉬세여,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61174,분탕 치느라 참 고생이 많다 애잔하네잉,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61176,삼가 고인의 명복을 빕니다편 쉬세요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61177,누나 좋은 곳에서 이제 웃기느라 스트레스 받지 말고웃으면서 지내세요ㅎㅎ그래도 불가능이겠지만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61178,뻔 보이는 고통을 감추고 가리면서가식적이면 심한고통을 받는다는 교훈을 남긴 박지선씨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61179,방송에나와서 나 존나 들다그러면 또 감성팔이라고 욕하는애들 백퍼 있음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61180,그런애들은 대다수가 무시하잖아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61181,걔들이 대다수에게 무시당하는걸 떠나서 당사자에겐 상처가 될수있는게 문제아닌가,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61182,원래 삶을 살려면 상처받을 각오하고 사는거다 넌 아직 유약한 생각을 하고있는거임넌 틀딱들이 좆같이 머리에 피도안마른새끼가 이씹새끼야 이런말하면 상처안받냐상처받을 용기가있어야 대들용기도 생기면서 틀딱이랑 칼부림배틀 신청하는거다 인생은 만인의 투쟁상태임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61183,내가 유약해서 하는이야기가 아니라 악플에 상처받아 죽는 사람들을 멘탈이 약해서라고 본인문제로 돌린다 그건 분명 잘못된일이기 때문에 하는 이야기다멘탈이 약한건 아쉽고 안타까울일일 지언정 잘못은 아님,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61184,그렇게 살면 전라도에당한다 전라도는 당한사람잘못이라고 계속 일저지르고다니고 고칠생각도없는애들이라역으로 돌려줘야함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61185,자살이 안좋게보이는게 현실이다만 한편으론 죄짓고 튄것도 아니고 감성팔이를 한것도 아니고 자세 몰라도 질병의 고통 때문에 죽은거라면 좀 맘이 안좋은게 안락사 허용하는나라엿으면 안락사를 택하지않았을까 싶어서 일부에게 자살이라고 욕먹는게 더 안타깝다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61186,자살하는 사람한테 애도 안한다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61187,아 내가2000베 보냇다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61189,안타깝다 ㅠㅠ 이젠 편 쉬시길 ㅜㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61190,이렇게 좋은 가을날에 이 무슨 날벼락같은 소식이노지선아 하늘나라에서는 아프지말고 편 쉬기를 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61191,고인의 명복을 두손으로 빕니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61192,고인 모욕하는 일베 잡으러왔다가 못잡고 그냥가는 기자들 노리둥절,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61194,품번 RCT517RCT507,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61196,구글치면 안나오는데 폰허x이런데도 안나오고 어디서 보노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61197,넷파일 두파일다 1기가정도됨 ㅇㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61198,네 다 랜섬웨어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61199,넷파일은 아니다 이기야 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61200,그게 정말이냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61201,ㅇㅇ 3년째 말짱함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61202,자동업로드 안되냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61203,ㅇㅇ 안됨 ㅇㅇ 그건 p2p고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61204,정보 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61205,난 너같은애들이 노무좋아딸도덕도 없는 새끼들 실컷 꼴리게만 해놓고품번도 안 써놔품번까지 완벽 4베준다 ㅇㅂㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61206,강호의 도리 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61207,게이야 이런건어디서봐야되냐 품번은고맙다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61208,옳지 옳지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61210,토렌트 뒤져도 잘 나오지도 않아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61211,구글에 검색만해도 바로보기 나오는데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61212,빤스 내려,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61213,강호의 도리도 모르는새끼라고 ㅁㅈㅎ 주려다 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61214,크게될놈 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61215,착한게이는 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61216,토했어 ㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61217,귀척하지마 귀여우니까,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61218,저새끼 북괴 자이니치인데 존나 빨아주네 ㅋㅋ 한국적 취득 했다고는 하는데 아마 북쪽 자이니치링 호형호제 하며 지낼거 같은데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61219,빠찡꼬로는 그렇게 돈날리기도 쉽지않다 카지노도 아니고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61222,그분은 뮤지션으로 더 유명하다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61223,AV도 찍었냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61224,av배우중에 노 대통령도 있지않나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61225,ㅄ사이트다됫내 음란물이정보ㅇㅂ오고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61226,오늘본 일베글중에 제일 도움되는글이구만꺼저 틀딱새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61227,얼굴이 김연경이 아닌데 뭔 김연경급이야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61228,단 두개찍을거면 뭐하러 데뷔했노 돈이 그렇게 궁했나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61229,성욕이 주체 안되서 그랬을 것 같음남자랑 때씹하고 후장 개통까지 함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61230,배구선수가 영화찍다가 야다야다 하면서 귀싸대기 때리면 고막파열,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61231,결혼하는 새끼는 도대체 무슨 심리이며 무슨 생각을 하고 사는새끼일까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋzㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61232,일본에선 여자를 외모ㄱㅊ으면 끝이란 식으로 일종의 장식처럼 여기기땜에 저런개 가능하다고함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61233,그지결혼 중에 남자가 업소도 자유롭게 다니고 여자도 그걸 바람이라고 생각 안한다네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61234,5ch 막장 익명고민들 보면 인간들마다 편차가큰거같긴함예를들면 사촌결혼이 ㄱㅊ다 이런 이상한놈부터징그럽다고 미개하다고 학을떼는놈들까지 ㄹㅇ다양함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61235,한국이랑 사상자체가 틀리구만 좀 이해할수없네 남자호빠도 결혼가능한다는 마인드인가 일남 일녀는,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61236,시미켄도 결혼했잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그것도 두번씩이나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61237,걔네는 뭔가 하나에 극단적으로 꽂면 다른것들은 가볍게넘어감 시미켄 재혼후 애낳고나서도 Av배우 계속하는중ㄷㄷㄷㄷㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
