,댓글,출처
44814,잠자리를 겨울에 찾어,./data\인사이트_ent.csv
44815,둘이 만나서 앞으로 다른사람 안만나는게 사회에 공헌하는건데 서로 용서하고 만나자,./data\인사이트_ent.csv
44816,완벽하게 지능적인 꽃뱀이 확실하네요,./data\인사이트_ent.csv
44817,돈을 그렇게 받으면서 그정도는 각오하지않은건가차라리 쿨하게 해주고 돈을 받던지 그게 싫음 돈을 달라하질말던지보통여자들은 그렇게 안살지,./data\인사이트_ent.csv
44818,비제이들 큰손은 다 만나주는구나 근데 생활비를 왜달라고해ㅋㅋㅋㅋ,./data\인사이트_ent.csv
44819,그냥 진심으로 사과하고 돈갚지 그게 인간이지,./data\인사이트_ent.csv
44820,다른건 안궁금한데 수도권에서 원룸도 고시원도 아니고 오피스텔이라 불리는데 보증금120만원 하는 그 오피스텔이 어딘지 궁금함,./data\인사이트_ent.csv
44821,생활비 달라면서 술값 ㅋㅋ 뭐징,./data\인사이트_ent.csv
44822,젖같은 소리하네 무서운데 생활비는 달라고 하냐,./data\인사이트_ent.csv
44823,진짜 욕하고 싶은데 명예훼손죄로 걸릴까봐 참는다 ㅋㅋㅋㅋㅋ,./data\인사이트_ent.csv
44825,ㅋㅋㅋ 말같지도 않은 소리하네 카톡에도 나와있는데 오피스텔 보증금이 120이 말이됨 지나처럼 이제 사라지겠네,./data\인사이트_ent.csv
44826,법적대응하겠다는대 과연 이싸움승자는,./data\인사이트_ent.csv
44827,생활비 요구에 술값 보내달라는 말을어떻게 해석해야하냐ㅋㅋㅋㅋㅋ,./data\인사이트_ent.csv
44828,별로 해명이 안되네요 나만그런가,./data\인사이트_ent.csv
44829,관상에서 거름,./data\인사이트_ent.csv
44830,카톡 내용도 다 공개됐는데ㅋㅋㅋ 니들 선택은 시궁창으로 빠지는걸 선택했네ㅋㅋㅋ 500은 무슨ㅋㅋㅋ 오피스텔 명의로 방 못 뺀다고 지랄하더니ㅋㅋㅋ,./data\인사이트_ent.csv
44832,생활비를 왜 달라그래 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\인사이트_ent.csv
44833,세상에 공짜가 어딧냐 처받는것도 우끼지 고맙다고 오피스텔서만나고 돈주니받고 없음 돈달라하고 이건 숫가락아니냐ㅋㅋ,./data\인사이트_ent.csv
44834,생활비좀 달래 술값20모자란대 왜저러고살아,./data\인사이트_ent.csv
44835,저기서 채연은 꼭 솔로로빠졌음 좋겠다 아이즈원에서도 좋긴 한ㄷㅔ멤버가 너무 많아서 파트 가 적음 노래는 제일 잘하는데,./data\인사이트_ent.csv
44836,데뷔했어야할 연습생들은 피해만 받았는데 조작해서 데뷔한 사람들은 돈이라도 받잖아 해체 해야지,./data\인사이트_ent.csv
44837,은비야ㅠㅠㅠㅠㅠㅠ ㅠ 은비ㅠㅠㅠㅠㅠ 은비 계속 보고싶어용 ㅠㅠㅠㅠㅠㅠ,./data\인사이트_ent.csv
44838,그냥 하지말지 프듀 전시즌 그룹해체되고 성공한애들 있나,./data\인사이트_ent.csv
44839,아울동생아이즈원 팬인데,./data\인사이트_ent.csv
44840,저 중에 몇명이나 살아남느냐랑 일본인 맴버들이 일본가서 활동이 어떨지가 궁금하네,./data\인사이트_ent.csv
44841,당연한 거 아닌가 조작그룹인데 아직도 해체 안 한 게 더 신기한듯 피해자들 생각해서라도 연장은 절대 하면 안 되지,./data\인사이트_ent.csv
44842,아니 아이오아이는 일년 채우지도 않았는데 얘넨 개오래하네,./data\인사이트_ent.csv
44843,근데 어차피 조작이니까 어쩔수없이 해체해야함,./data\인사이트_ent.csv
44844,개어이없더 다들 연장하래 워너원이랑 엑스원은 뭐임 대체 진짜 그냥 조용 해체해,./data\인사이트_ent.csv
44845,연장은 무슨 당연 해야지 지금까지 활동하는것도 에반데,./data\인사이트_ent.csv
44847,앙대ㅠㅠㅠㅠㅠ아이즈원 못 잃어 광광,./data\인사이트_ent.csv
44848,엥 언제 나완,./data\인사이트_ent.csv
44850,채연 꼭 성공해라,./data\인사이트_ent.csv
44851,계약 다시 추가하고 이제 끝나는거잉,./data\인사이트_ent.csv
44852,조작이니까 당연한거고 진작에 했어야 했음,./data\인사이트_ent.csv
44854,시장은 자율에 맡겨야 되는데 ㅉㅉ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44855,시장은 불완저하기에 정부의 규제가필오함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44856,그 불완정한 상태에서도 자율적으로 질서가 만들어진다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44857,좌파들 생각,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44861,왕십리 어디,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44862,한양대앞 자이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44863,자이 성공햇노 옛날에 고기 공장지대였는ㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44864,토박이다 ㅎ 왕십리사노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44867,나도 예전에 이 입장이었는데 조금 선회했다명백하게 개선해야 할 부분이 있는데도 시장이 머뭇거린다면 정부가 거기 개입할 필요가 있음시장이 불완전해서 개입하는 게 아니라 100 손대서 성공할 자신이 있으면 손대는 게 맞음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44868,그 부작용은 생각안하노 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44869,그건 병신같이 손대서 그럼전두환 봐봐 손 많이 댔는데도 고성장 저물가 성공했자너,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44870,저건 밎다고본다ㄹㅇ 택배 씨발 상하차하면 수명 깎임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44871,근데 어릴쩍에 공부안했으면 수명 깍아가면서 일해서 돈벌어야먹고살아 안그래 배달하는애들만봐도 그렇찮아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44872,이런 새끼는 죽여버려야 사회에 도움될듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44873,푸하하하 마 나 중소기업 사장이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44874,지랄하네 ㅋㅋㅋㅋㅋ 그래봐야 남는 것도 없는 10인이하 좆소겠지 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44875,ㅇㅇ맞다 남는거없는 10인이하 좆소,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44876,댓글을 보아하니 꼴에 사장이라고 갈 곳 없는 불쌍한 직원들 졸라 부려먹겠네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44877,밑바닥새끼 왔노 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44878,아따 강남 사는데 밑바닥이랑께 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44879,강남원룸사는 좆거지년들 많이따먹엇는데 ㅋ ㅡㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44880,아 그래 나는 아파트 살아서 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44881,어디 수서근처 좆거지동네사는새끼 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44882,개포동 산다 천민새기야 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44883,라고 대구주민이 부들거립니다 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44884,친가는 대구 맞음 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44885,라고 쌍도종자가 왈왈거립니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44886,난 쌍도 종자인게 자랑스러움 ㅋㅋㅋㅋ 이 좆같은 조선 반도 헬센징들 중에서 그나마 사람 구실하는 지역이 경상도라서 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44887,서울 실제 토박이 인구 1퍼센트 미만인데 너는 어디 종자임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44888,라고 명예서울시민이 울부짖습니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44890,근데 저러면 결국 물량밀려서 다음날 일거리가 더 늘어나지 않음 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44891,난독증있냐 애미뒤진씨발새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44892,상하차 하러 누가오래시바 지발로 와놓고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44894,소비자 부담을 늘려야할게 아니라 배달원이 정당하게 먹어야할 몫을 뗴쳐먹지 못하도록 사업장 사장새끼를 조져야지저렇게 하면 늘어난 소비자 부담금으로 배때지 채우는건 사장새끼임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44895,ㅂㅅ사업장은씨발ㅋㅋ10년전이랑 택배비가 똑같은게 정상이냐꼭 시발 지들 지출느니까 고상한척 기업타령ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44896,사업장 사장 어서오고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44898,"아주 좋은 현상인데 니들처럼 노예가 아니라 저 사람은 노에가 아니라 사람이라 그런거인데노예처럼 사는 북한주민들 불쌍하다고 하면서 택배노예 해방됫다고 욕하는 일게이들이 너무 한심해 ㅠ
이것도 우덜식 선택이니",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44899,여긴 노예저장소라구 ㅜ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44900,있던 일자리도 빼앗는 문재앙 클라쓰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44901,솔직 사람답게 살아야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44902,택배비 오천원으로 올려도 할말없음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44903,근데 택배 상하차는 알바들이하고정규직 운전하는 양반들은 사무실에서 노가리 까고 있지않음그냥 수동차 조금 운전해서 가져다 주는게 일아니냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44904,근데 반도 택배비 지나치게 싼거 맞아 택시비 기본요금보다도 낮은데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44905,ㅋㅋㅋ 월요일날 피똥좀 싸겠노 택배기사들 미친 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44906,배달비 생길때랑 똑같은 상황됨택배비 오른 만큼 물건값 상승이 아니라좆영업자 새끼들 요때다 싶어서 온갖 핑계 다 대서 물건값 올릴거고그럼 오프라인 업자들도 올리는 새끼들 있겠짘ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44907,저건 맞는거긴 한데할꺼면 전체적으로 다하던가왜 예외구간을 쳐넣고 ㅈㄹ임 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44908,모르면 아가리해쿠팡과 쓱배송은 자체 물류센터와 자체 배송시스템을 보유하고 있어서 예외인거야간배송은 그 만큼 야간수당 더 준다 거기는,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44909,다른 택배사들은 물류센터랑 배송시스템 없냐애초에 저 법의 계기가 된게 쿠팡기사 사망사고구만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44910,모르면 아가리해쿠팡은 한명 죽었고 쿠팡외에서 14명 죽음 병신아니가 아는게 쿠팡밖에 없는거겠지쿠팡이랑 쓱배송은 단순 택배사가 아니라 물류창고가 있다고 이 병신아택배사는 물류창고가 아니라 택배박스창고고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44911,3명 죽었어 병신아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44912,신신식품류 배송 좆대겠네 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44913,우체국 택배인원을 늘리던가 해야지 ㅋㅋㅋㅋㅋㅋ개인사업자한테 강제로 쉬라하고 존나병신이노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44914,ㅋㅋ 택배기사들이 더 좆된거야이거는,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44915,조금만 더 있어봐라 배달 오도바이 질서 잡는다고 배달비도 존나 오를거다 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44916,그럼 자연스럽게 배달 좆망하는 구간이 나올걸,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44917,저새끼들은 정책이없으니 세금으로 존나 때려박기만하는군,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44918,일명 저녁있는 삶 시즌2 시작됐노 택배기사개인사업자좃소아재들 잔업 금지 때려서 수입 줄어들고 결국 투잡 뛰게 만들더니 시즌2로 개인사업자들 조지노ㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44919,택배뛰고 밤10시 이후에 택배차로 음식 배달하고 ㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44920,ㅋㅋ 지에스25시도 10시이후 영업금지해라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44921,아니 시발년들이 택배기사 서로 하려고 난리인데 택배기사 월급이 적냐 월 500에 최고임금 수준인데 암튼 개돼지들이 싸다사다 감성충으로 발광하니 별게 다 오르네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44922,그거 하다가 뒤진 사람이 얼마나 많은데 누가 서로하겠대,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44923,먼 개소리냐 cj택배 괜찮은곳은 권리금이 일억임 돈이 되니깐 서로 하려고 하지 멍청아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44924,권리금1억 줘가면서 그거 하는 놈이 병신 아니냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44925,이건 병신인가 ㅋㅋㅋㅋ 수요가 많으니 가격이 오르는거지 서로 하려고 한다는게 팩트다 싫으면 쳐나가면 됨 할사람 천지임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44926,든 사람 많은가봐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44927,조선에서 돈을 많이주는건 괜주는게아님 그거라도 줘야 추노안할정도로 빡쌘거,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44928,택배 기사 여자들도 함 아줌마들도 많이 하고 그정도로 노동 강도가 낮다는거지 노가다 든거 아줌마 하는거 봤음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44929,짜장면 23000원에 먹다가 갑자기 56000원이 일상이 된거처럼택배도 조만한 두 세배 오르면서 현재 2500원이나 무료배송이 먼 과거의 일처럼 느껴질듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44930,20 30 기집애들 택배 ㅈㄴ 쓰는데 꼴 좋노 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44931,사업자 대가리 다 깨고나니까이제 택배비로 가계소비자들 대가리도 깨노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44932,까짓거 택배비 천원정도 더내는건 기사들 복지를 위해 괜찬다고 본다 2천원 이상은 ㅂㄷㅂㄷ할거 같다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44933,양쪽에 호박엿 ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44934,쿠팡이나 써야되겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44935,공산주의 평등사상으로 민주화될듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44936,택배일을 해봐야 알지 저거 하루 쉬면 어찌되는지 모르는가부네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44937,ㅇㄱㄹㅇ ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44938,걍 천천 일 하라고 해라 4일까지는 기다려줄수있다 꼭 당일이나 하루만에 받을라고 하니까 그렇지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44939,니가말하는건 모두가 생각하는거긴 한데 핼조선 사고방식이 원래 그래사람 10명이서 할일 5명이서 2교대 돌리는게 기본이야 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44940,보지들이하겠냐 누가하겠냐 안하려고하잔하,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44941,조만간 쿠팡 죽이기 들어갈거다 중국 알리바바 한국에 상륙시켜야하니,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44942,요새 음식배달비가 10군데중 5곳정도가 3천원이던데택배가 2천5백은 진짜 너무 심하긴하지ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44943,소비자2500물건파는놈2500해서 총 5000원이야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44945,소비자가 온라인으로 1000원짜리 구매하면 사장 ㅆ손해노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44946,야 2500원은 대량계약이잖아일반인이 보낼때는 5000부터 스타트다2500이 싼거같아도 한번에 수십개씩 수거를 하니까ㅈㄴ 비싼것도 아님택배 기사들 부부끼리 하는 경우도 많은데 그런경우 600씩 가져간다혼자하는 사람들도 못해도 400임뺄거 다뺴고 순수익이 그래,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44947,어차피 노예 되고싶은 사람들이 스스로 하는거 아님 어차피 야간에 안돌린다고 주간에 사람을 2배로 쓰진 않을텐데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44948,말도 안되는 나라긴 하지남쪽땅끝에 있는 물건이2500원만 내면낮에 주문하면그다음날 아침 서울에서 받아보는게 말이되노 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44949,저거 택배비 차등적용 하면 안됨난 급하고 중요한 물건이다돈을 더 주더라도빨리 받고싶다면 5000원에다음날 받게 하고널널하다 34일 걸려도 된다하면 기존처럼 3000원급한건 아니다 5일정도도괜찮다 그러면 2000원ㅎㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44950,그렇게 걸러내는 작업하는게 비용이 더 들어감,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44951,올리브영이 비슷한 느낌으로 시행중,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44952,씨발 좆갔네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44953,문재앙 이새끼는 아끼는데가 없네 나라가 씹창나든 전혀 신경을 안쓰네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44954,쿠팡쓰는중이라 ㄱㅊ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44955,온갖 억지 법 만들어서 전국민 전과자 만드는게 목표인거 가텈ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44956,하루 8시간 노동 넘어가면 다 오바차지다 근데 개인사업자니 뭐니 해서 노동력만 갈취할려고 하다가 택배 회사 좃됐네 이제 택배를 바꿔서 아파트는 관리실로 일괄 배송으로 바꿔야함 누가 방 앞에 까지 배달해 주냐 그건 택배가 아니라 머슴임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44957,택배 늦게받는건 좆같긴 한데쟤네 업무환경 보면 복지 늘어도 쌉인정이긴 함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44958,야 시발 누가 노예마냥 억지로 부리는게 아님물량 더 땡겨올라고 난리 치고신입오면 좆같은 배정 물아줘서 그만두게 할려는데가 택배업계임무슨 좆같이 굴리고 박봉인데가 절대 아니다월 400은 번다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44959,저게 과연 택배기사들 처우개선에 제대로 쓰여질까조선인 특성상 생색내기용으로 표시만 나게 하고 자판튕기는놈들은 따로있을듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44960,쿠팡말고 다 젖될텐데쿠팡도 얼마나 버틸지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44961,요즘 음식 배달비도 다 받는데 이제는 택배마저도 건드네소비자가 전부다 부담하네 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44962,문재인 효수 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44963,택배비 오르는게 맞긴함물가는 오르지 않길 바라면서 지 월급은 오르길 바라는건 말도 안되는 얘기지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44964,양곡 도서전집 생수 배달금지 시대가 올듯하다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44965,금지 규제 세금투입 소비자부담 ㅎㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44966,솔직 택배비 2500원 존나 싸잖아5001000 정도 올린다고 해도 충분 감수할만함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44967,그게 문제가 아니다구상하차 까데기 분류 이게 문제라고 좀 시팔 니 좆이 나오는대료 댓글 달지 말라구 아이큐가 홍어뇌,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44968,그러니깐 택배비 올려서 직원 더 채용하고 시설 투자해서 개선한다는 거잖아병신 좆급식같은 새끼가 지랄이노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44969,멀 개선해 ㅅㅂ새캬 개선이 안돼는데 모르면 짜져 이 홍어새캬,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44970,근래에 택배비 인상해서 인력 고용하고 시설 투자 증강한적 있냐 하지도 않았는데 뭘 개선이 안되좆같으면 니가 해결책 내봐 병신새꺄 꼭 좆도 없는 새끼들이 의견 제시하면 부정만 하고 해결책은 없어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44971,에라이 이 홍어 보다 아이큐 낮은 새캬 직접 가서 반나절 함 해봐라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44972,병신새끼 할말 없으니깐 홍어 소리만 하고 자빠졌네틀니나 닦고 주무세요,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44973,니가 택배라도 해봤어야지 방구석에서 매일 ㄸㄸㅇ니 친 주제에 너같은 찐따가 멀 알겠니,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44974,2500원이 택배할사람 실업난으로 넘쳐나니까 그 가격인거야 기사 없어봐라 5000원도 할꺼다 실 택배기사가 먹겠냐 수수료로 회사가 떼가겟지그럼 또 얼마 들어오는건 없어그리고 10001500 소비자가격에 다 물린다이 논리면 뭐 ㅅㅂ폐지줍는 가격도 올려야겠다 그치,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44975,그럼 지금처럼 택배 기사들 계속 사망하는데 냅두자고 니도 해결책이나 제시하고 말좀 하던가의견이나 들어보자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44976,얼마나 많이 죽었는데 다른 산업재해랑 비교해서 얼마나 많이 죽었는지 가져와봐니가 제시했으니 근거 가져올수 있지 법개정할만큼 사회적으로 위험요인인지 함 보자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44977,먼저 말했잖아 그래서 택배비 인상 안하고 어떻게 해결하자는 건데그리고 의견제시는 못하면서 뭘 말도 안되는 논리야니 논리면 다른 산업재해랑 비교해서 사망률 낮으면 상관없다는거 아님,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44978,말길 못 알아 처 드네 택배가 문제가 아니구 상하차 까대기 분류 이게 문제란것을 모른가보네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44979,택배 보내는새끼들도자기들이보내는거 건당 1400원에 계약하더만우리가환불할때 5처넌 보내면 왕복 2800원 떼고2200원 먹음물건안팔고도 이득,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44980,일본은 5000원부터 시작이더만 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44981,난 그래도 저게 맞는 것 같다 가격 오르고 천천 와도 좋다 택배기사들의 안전과 인권이 개선된다면평소에도 일주일 정도는 여유갖고 기다리고 배달음식도 한 시간은 기다리는 편이라서 별로 감흥 없음난 진짜 북미나 유럽에서 백인으로 태어났어야 했다 다혈질에 성격 급한 한국이랑 너무 안 맞는다특 출퇴근 시간에 서울에서 버스 타면 난 어지러울 정도임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44982,택배기사 수 늘려서 취업률 올리겠단 건가,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44983,그렇게 해야 하는데 택배 회사들이 문제라공,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44984,택배가 개인사업자로 지입해서 하는건데 물량이 많으면 많을수록 돈버는거고 감당못할정도면 사람채용해서 하면 되는데 편의점도 인건비 아까워 주인이 무리하게 일하다 죽으면 10시 이후 영업금지 할건가 네이버 베스트 댓글,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44985,택배기사일 누가하려고하냐 보지들이하겠냐하냐든거다알아서안하잖아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44986,야 왜없어 ㅋㅋㅋㅋ 맘먹고 하면 400이싱은 가져가지금 그래서 택배기사가 인력난에 시달리고 있어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44987,이참에 그냥 택배기사도 정규직으로 돌리자 그냥,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44988,그거 옛날부터 말이 나왔다 문제는 택배 회사 기업들이 반대 돈 많이 나간다구,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44989,쿠팡 쓱닷컴은 왜 무관임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44990,택배비 존나 비싸지면 택배 안 시킴 그럼 택배사업자들 일거리도 줄고 분명 말 나온다 ㄹㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44991,무인드론배달 나와야된다 많이쉬게해주자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44992,택배가 배송이 빠르면 빠를수록 가격이 올라야먹고살만한건데빠르고 싸짐 경쟁체제라서인력의문제지컴퓨터봐라성능이 좋아지면 티가나니 비싸지는데핸드폰봐라게임되지 인터넷되지 전화되지 시계지 비싸짐할말이없음택배는 속도가 빠르고 물량이늘어도 더빨리 더많이임 인력의현실 택배기사는 들고 돈은안오름왜소비자가 느끼기에 성능이 아니고 서비스거든서비스업의 문제점이지100만원 월세 동내가 사람이 많아서 손님이 많의니 물가가비싸고 자리세가 비싸다 50만원 동내 손님이적고 한산하여 100만원동내보다싸다이게 형평성에 맞는데 어느순간 인터넷의 발달로 과도성장기를넘어 금융시장의 99프로를 한명ㅇ ㅣ독점을하니물가가 평균화되버림서비스는 제일마지막 핸드폰만들어팔고 문제생겨서 품질문제해결 품질문제해결후 상품성개선 신품생산 연구마지막이 서비스 품질향상컴퓨터도 마찬가지임 만들어서 팔고 문의제기 문제해결 품질개선 품질개선품 판매 또는 개선된 신품판매 그걸데이터라하고 회사들의역사지서비스는 늘 제일마지막임 서비스 매뉴얼이든 인간이 고쳐주던 찬밥임 회사에서 숨기고싶음 뒷일을 해주는 사람들인데 고비용이 나오기가 듬문제점은 문제를 받아들이며 진보하는 인재들이냐 문제점은 모르겠고 아부해서 윗선함타볼까 하는 음식물스레기냐 나라가 70년을못가면 이유가있다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44993,반포동 20억자리살다저기어디 땅끝마을 2억자리동내 이사갔다반포동20억자리 팔아서 반포동못산다 같은곳저기어디땅끝가서 2억살면살기야살지서비스인프라구축이 덜되었을까 지금시대에물가는 편의점이 도배되었는데 전부동일하지균일한 서비스 균일한 물가 문제는 사람들 인식이야 문땽크같은애들이 수십년 대통령을했찌 유지가되겠냐돈이계속모자르지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ줄도산이여,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
