,댓글,출처
40113,교도소가 교도소답지않으니 저런 파렴치한것들이 개소릴 정성스럽게 지껄이는거임취직했니놀러갔어 정신차려 이것들아 밥먹여주고 재워주면 응당 그값을해야지 그것도못하는주제에 뭐라는겨,./data\인사이트.csv
40114,잘못해서 갔으면반성해야지,./data\인사이트.csv
40115,범죄자에게 인권같은 소리하네,./data\인사이트.csv
40116,범죄저질러놓고는 뭔 인권타령ㅋㅋㅋ기기차네,./data\인사이트.csv
40117,염병하네 진짜,./data\인사이트.csv
40118,사회적응자로 만들기 위한 방법을 구축하면 좋겠네요 임금을 못올린다면 시간에 맞춰서 학습을 진행하거나 자격증반을 운영하거나 사회미래를 위한 좋은 방법같아요,./data\인사이트.csv
40119,그냥 계속 굶겨 밥주지말고,./data\인사이트.csv
40120,미쳤나봐 체험학습하러 간 줄 아나ㅋㅋㅋㅋㅋ,./data\인사이트.csv
40121,인권 죄인에게 인권이 어딨어,./data\인사이트.csv
40122,하루종일 일해도 5만원 못 버는 분들도 얼마나 많은데,./data\인사이트.csv
40123,번죄자가 무슨ㅋㅋㅋㅋㅋ 진짜 겁나 어이털리네 그럴거몬 애초에 범죄를 저지르지 말던가ㅋㅋㅋㅋ,./data\인사이트.csv
40124,남들한테 피해줘놓고 뭐 잘했다고 국가에서 니들 돈도챙겨줘야되냐 지랄 똥싸고 앉아있네,./data\인사이트.csv
40125,누가보면 직업훈련소 들어가서 국비지원 받고 기술배우고 있는 줄 알겠네,./data\인사이트.csv
40126,밖에는 더 치열하게 살거든당신들이 만든 사회악으로 인해 불안에 떨어야하며 살아가고 있거든잘못된길을 갔다면 칭얼대지말고 당신들이 알아서 일어나당신들한테 왜 특혜를줘야해 웃기지도않어ㅡㅡ,./data\인사이트.csv
40127,범죄자들이 공짜로 밥 먹여주고 국민의 세금으로 먹고 살면서 무슨 시위,./data\인사이트.csv
40128,최저임금 딱 맞춰주고 감방월세 식비 딱 최저임금에서 해결하라고 해야 정신차릴라나,./data\인사이트.csv
40129,죄짓고 거기들어가서 세금으로 밥먹고 저게 말이 되녀,./data\인사이트.csv
40130,국민 세금으로 먹여주고 재워주고 이것저것 다 주는데 5만원은 왜주는데 양심도 없네,./data\인사이트.csv
40131,교도소에 있으면 그정도도 감사해야지 별꼴이야,./data\인사이트.csv
40132,애초에 보호감호를 인권침해라고 생각한 이름뿐인 시민단체 인권단체가 똥싸놓은거 때문에 스노우볼 굴러간거 같은데,./data\인사이트.csv
40133,지랄도 이런지랄이 없네,./data\인사이트.csv
40134,빵에 들어갈까 살기좋네,./data\인사이트.csv
40135,미친거아냐그럼먹여주고 재워주는계산해서받아야겠네,./data\인사이트.csv
40136,ㅋㅋ세상 좋아졌네 이래서 짐승들은 매가 약이다,./data\인사이트.csv
40137,미칰ㅋㅋㅋㅋㅋㅋ개웃기네진짴ㅋㅋㅋ돈도주는구나 공짜로 먹고 자고 싸면서 ㅠ,./data\인사이트.csv
40139,5만원어치 맞으면 인정,./data\인사이트.csv
40140,교도소에 놀러갔냐 그럼 밥값주든가 잘못해서 가는건데 뭔 돈을올려줘 굶어죽는 들어죽든 불쌍하지도 않음,./data\인사이트.csv
40141,시급 올려달래ㅋㅋㅋㅋㅋㅋㅋㅋ빠다질 시급,./data\인사이트.csv
40142,엥 교도소에있는데 수당이 있어,./data\인사이트.csv
40143,진짜 병신인가 그럼 깜방에서 평생 사세요 ㅋㅋ,./data\인사이트.csv
40144,5만원 받는 것도 충격이네,./data\인사이트.csv
40145,지랄하네 먹여주고 재워주고만 해도 고마운줄 알아야지,./data\인사이트.csv
40146,배부르게먹고 잘곳도 제공해주니까 헛소리나하지 삼천교육대처럼 뺑이치게 굴려야 저런소리가 안나오지,./data\인사이트.csv
40147,ㅈㄹ하네 잘해서 교도소 간것도아니고 ㅁㅊ게이들이가,./data\인사이트.csv
40148,내 옆에 사는친구 나와서 잘먹고 잘살고있는데 뭔 개소리야,./data\인사이트.csv
40149,돈 주고 있었다는 거 첨알았노 주는 걸 감사하게 생각해라,./data\인사이트.csv
40151,개똥같은소리들하고 자빠졌네,./data\인사이트.csv
40152,엥 겁나 많이 받넹,./data\인사이트.csv
40153,진정한 약자,./data\인사이트.csv
40154,지랄도 병이라는게 이런데 쓰는거임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\인사이트.csv
40155,밥주는걸 감사하게생각해야지ㅡㅡ,./data\인사이트.csv
40156,욕 나오노 깜빵만큼 잘 대우해주는곳이 어딧음솔찌 우리나라에서 범죄저질러놓고 못하는말ㅇㅣ읍노,./data\인사이트.csv
40158,일하고 똥싸고 하면서 변기랑 쓰레기통에 개념도 같이버렸나,./data\인사이트.csv
40159,돈 주는걸 없애면 5만원도 고마워하게 될겁니다 범죄자들이 뭐라는건지 ㅡㅡ,./data\인사이트.csv
40160,돈한푼없이 나갔다가 범죄밖에 더하겠냐고 정신교육 더 받아야겠네,./data\인사이트.csv
40161,me친소리하고있네 어디쳐자빠져있지 이것들은 쓰레기소각좀해라 아님 시골쓰레기산에 잡아넣고 강제징용이라도시켜라편하게해주니 자꾸 미친소리나해샀코 범죄자인권좀없애라,./data\인사이트.csv
40162,지랄도 풍년일세,./data\인사이트.csv
40163,개짖는소리좀 안나게해라,./data\인사이트.csv
40164,돌았나ㅋㅋㅋㅋ돈주는것도 아까움 ㄹㅇ,./data\인사이트.csv
40166,돈벌라고 밥주고 재워주는거냐 돈 받는것도 감사하게 생각해야지 양심이없네,./data\인사이트.csv
40167,맞는 말만 하네,./data\인사이트.csv
40168,어이없네 ㅋㅋㅋㅋㅋ,./data\인사이트.csv
40169,수당도 챙겨주고 있었다는게 더 어이없는데,./data\인사이트.csv
40170,말 같지도 않은 소리 그만해 ㅡㅡ 세금으로 재워주고 세금으로 먹여주는데 뭔 말이 많아,./data\인사이트.csv
40171,아주 지랄들을 한다,./data\인사이트.csv
40172,나가 디졌음 좋겠다,./data\인사이트.csv
40173,진짜 미쳐 돌아가는구나,./data\인사이트.csv
40174,이 친구들 뭐지 당신네들 때문에 피해본 상대방을 생각하면 그돈도 과분한거야 군인들보다 많이 받는것도 웃긴데매가 부족한가,./data\인사이트.csv
40175,거기 간 이유를 모르는건가요,./data\인사이트.csv
40176,와 개꿀직업,./data\인사이트.csv
40177,5만원도 아깝다5천원 정도만 주지,./data\인사이트.csv
40178,어이가 없다 남의 인권을 밟은자를 더 철저 밟아주지 않으면 이런일이 생긴다 교화는 그들이 자신의 죄의 크기가 얼만큼인지 진정으로 깨달은 순간부터 시작되는겁니다,./data\인사이트.csv
40179,귀가 막다,./data\인사이트.csv
40180,수당이 있었네그럼 5만원 말고 500원으로 줄이자,./data\인사이트.csv
40181,돈없어서 범죄를 저지를꺼라고 생각하는게 잘못된거다 인간으로 살아라,./data\인사이트.csv
40182,그냥 굶어 뒤지라지,./data\인사이트.csv
40183,헐 헐다 세금인데마이너스도 모자라서들,./data\인사이트.csv
40184,감방에서누가 개가 짖ㄴㅏ,./data\인사이트.csv
40186,그래 최저시급 맞춰줄께 그러니 늬들이 버는돈에서 밥값 숙박비 다빼라 우리돈으로 늬들 밥먹이는건 존나싫다,./data\인사이트.csv
40187,죄를 짓지말아야지뭔 개소리를,./data\인사이트.csv
40188,죄를 짓질 말았어야지,./data\인사이트.csv
40192,지옥불갈때까지 단식해라 응원한다,./data\인사이트.csv
40193,그냥 굶어서 흙으로,./data\인사이트.csv
40194,그래 말로만 인권 인권 거리고 진정한 약자는 챙기지 않아 진정한 약자는 피해자인데 생각하지 않아 피해자를 생각 하지 않으니까 처벌을 그거밖에 안 주는 거지 저지른 범죄에 비해 한참은 부족한 처벌 피해자가 침해당했을 인권은 생각도 안하지,./data\인사이트.csv
40196,굶겨라 제발,./data\인사이트.csv
40197,5만원 나보다 많이번다 나도 교도소나 들어갈까 범죄자보다 못하네 나는,./data\인사이트.csv
40198,누명쓰는일만 없으면 다 죽여야되는데,./data\인사이트.csv
40199,숙박비 밥값 교육세 소득세 주민세 니네는 집단이니 법인세도 내라,./data\인사이트.csv
40200,지랄도 종류별로 하네,./data\인사이트.csv
40202,2만원도 아깝다 우리가 낸 세금,./data\인사이트.csv
40205,먼 개소리야좋은일 하고 들어갓어돈 올려주고 슉박비 식비 목욕비 다 받으면 되겟네,./data\인사이트.csv
40207,정권에 반대만 안하고 뭐든지 때쓰면 해주는 정부 돈은 어디서 나오나,./data\인사이트.csv
40208,돈한푼도 없이 나갔다가는 범죄밖에 더하겠냐 이지랄 하네 븅신 돈없으면 다 니들처럼 사는줄아냐 협박해 범죄 저지르면 또 깜빵 가는건 너임 븅딱아,./data\인사이트.csv
40209,가해자천국인 대한민국인데 노래방도 설치해주고 돈도 더달래는데 더 주세요헐돈도 주는지 몰랐네ㅡㅡ,./data\인사이트.csv
40210,필리핀수용소로 보내버려라,./data\인사이트.csv
40211,지들이 범죄 일으키고 교도소 들어간 거면서 수당이 부족하다고 개소리 하고 자빠졌네 그렇게 돈받고 싶으면 범죄를 일으키지 말든가 일으켜 놓고 올려달라는건 사람이 할짓이 아니지,./data\인사이트.csv
40212,배부른 소리하고 ㅈㅃ졌네,./data\인사이트.csv
40213,시위집회 유행인줄은 알았지만 거기는 자제좀 하시지요 혈세에 눈물뽑는 서민들도 시위할줄 압니다만,./data\인사이트.csv
40214,ㅈ까는소리 하지마세용,./data\인사이트.csv
40215,배가 부름,./data\인사이트.csv
40216,그럼 사형 받던가,./data\인사이트.csv
40217,단식투쟁 어서오고,./data\인사이트.csv
40218,사회적 약자 누가 사회적 약자라는 건지그게 죄짓고 할소린가,./data\인사이트.csv
40219,어이없다 진짜 죄를 지어서 벌받는 교도소에서 수당도 줘요 벌,./data\인사이트.csv
40221,어디 취직햇나,./data\인사이트.csv
40222,진짜 또 화나게 하네,./data\인사이트.csv
40223,재워주고 맥여주는것 만으로도 감사해 해야지 뭐 사회 나가서 범죄밖에 더 저질러 협박하냐 이래서 죄인이라는거야 밖에 실업자들이 얼마나 많은데 염병하는소리 하고 자빠졌다,./data\인사이트.csv
40224,단식으로 죽으면 사망보험금으로 효도하면 되겅네,./data\인사이트.csv
40225,단식투쟁죽어라그냥 사회 나와서 재범하지말고 ㅉㅉ,./data\인사이트.csv
40226,돈 안올려주면 나가서 범죄 저지르겠다고 협박하는건가 한방에 열댓명씩 수용 안하는데에서 인권은 충분 보장 된다 생각했는데ㅎㅎ 그냥 단식 계속하다가 새로운 세상으로 떠나가시길훨씬 자유로우실거에요,./data\인사이트.csv
40227,단식투쟁 계속 하면서 굶는 걸로,./data\인사이트.csv
40229,감옥생활이 편한듯한데 저런 생각을하고 이가면 나와서도 큰일이다 더 조져놔야,./data\인사이트.csv
40230,이젠 별 그지같은것들까지 시위를하네,./data\인사이트.csv
40231,귓방맹이 오만방 맨날 쳐맞고 싶어서 그러나,./data\인사이트.csv
40232,먼 dog 소뤼,./data\인사이트.csv
40233,수당을 준다구,./data\인사이트.csv
40234,굶다가 뒤지던가,./data\인사이트.csv
40235,국방의 의무 지키러 갔냐,./data\인사이트.csv
40236,니네가 충족된 삶을 살려고하는게 사치다,./data\인사이트.csv
40237,범죄는 저질러놓고 돈은 올려달라니ㅡㅡ 참 양심이없네,./data\인사이트.csv
40238,군대에서도 연대책임주장하는데 돈을 주는게 아니라 범죄자 집안에서 돈을 걷으면 안되나,./data\인사이트.csv
40239,쭉 지금처럼 단식하세요,./data\인사이트.csv
40240,돈은 왜주는거죠,./data\인사이트.csv
40241,약자 당신들이 약자 ㄱㅅㄹ,./data\인사이트.csv
40242,세상이 이러니작년 제 사업장에 직원이 횡령을 해서 경찰에 신고 한다고 하니 전혀 겁도 안먹어요 2천미만이라 구속안되니 벌금형 나올거고그것도 노역 해서 상계하겠다고당당 얘기를 하더라고요요즘 노역 수당이 쌔다보니갈수록 문제예요,./data\인사이트.csv
40243,최저임금대로 주고 숙식비 따로 청구하면 되겠네 일 안한놈은 일 할때까지 굶기고,./data\인사이트.csv
40244,진짜 지랄이 천년이구만,./data\인사이트.csv
40245,어 굶어죽어,./data\인사이트.csv
40246,그러면 일한만큼 최저임금 주고 숙박비 난방비 식비 피복비 수도 전기세등등 다 내시죠 ㅋㅋ,./data\인사이트.csv
40247,사람이 죄를 지었으면 벌을 받아야하는게 세상이치래더라 근데 돈을 받고있누,./data\인사이트.csv
40248,먹이고 재워주는데 돈을 내야 하는거 아님,./data\인사이트.csv
40249,사회 나올 생각 자체를 하지마,./data\인사이트.csv
40251,임금올리고 식당에서 식권파셈,./data\인사이트.csv
40253,지ㅡㅡㅡㅡ랄 ㅋㅋ,./data\인사이트.csv
40255,하하하 떼쓰면 되는 사회,./data\인사이트.csv
40256,지랄하네 약자 약자 약자는 느그들한테 당한 사람들이 약자고ㅋㅋㅋㅋㅋㅋ 단식하다가 하느님만나고 나서 인권 챙겨달라해라 ㅎ,./data\인사이트.csv
40257,군대갔어 염병떠네 사형시켜 버릴라 왜 핸드폰도 달라하지,./data\인사이트.csv
40258,이참에 다 디지는거도 괜찮겟는데,./data\인사이트.csv
40259,약자 하하 약자들이군요,./data\인사이트.csv
40261,지랄하고 잇네,./data\인사이트.csv
40263,정신 못 차렸네 재워주고 밥주는것도 아까운데 돈을 받고 있어 놀러갔냐,./data\인사이트.csv
40264,인권쟁이들 제일 웃기고남한테 고통 주고 감옥 갔으면서 협박하나 저 동남아나 러시아감옥으로 보내야함,./data\인사이트.csv
40266,단식투쟁하는김에 걍 싹다 가게 두자,./data\인사이트.csv
40267,그냥 단식투쟁하라고 놔두면안됨 ㅎㅎ,./data\인사이트.csv
40268,누군가의 인권을재산을생명을 빼앗고 가있는 것들이 진짜 뻔뻔도하네 소년원에 있던 여자 생각나네요 친구들이랑 어느집가서 아들이랑 엄마 잔인하게 죽여놓고 그가장 자살하게만든그래놓고 나가서 예쁜사랑하며 평범하게 살고싶다고 했던,./data\인사이트.csv
40269,걍 단식 쭉 해라 밥값도 아까운데 잘 됐네 하든 말든 어쩌라고임 진짜 양심이 있으면 가만 거기서 일하면서 반성이나 할 것이지,./data\인사이트.csv
40270,사형 제발,./data\인사이트.csv
40271,진짜 처우가 약하네요 ㅡㅡ 범죄자도 인권이 있습니다 10만원으로 올려주세요일단 주고 밥 값 오천원씩 받는걸로 합시다 요즘 세상에 누가 밥을 공짜로 준답니까,./data\인사이트.csv
40272,교도서에 일하러 왔냐 죄값을 치르면서 봉사하며 뉘우처라고 하는건데 그리고 돈까지 주는 교도서가 지구상에 한국뿐이거늘이젠 돈도 받기싫다고 투쟁한다네,./data\인사이트.csv
40273,걍 사형시켜ㅡㅡ 뭐하려살려 저런놈들은 인간이아닌데,./data\인사이트.csv
40274,태국 감옥같아야 되는데 밥주고 재워주고 나가서 적응하라고 일도 가르쳐도 주는데 돈까지 내놓으래 제정신인가,./data\인사이트.csv
40275,지랄이 풍년이구나,./data\인사이트.csv
40277,잘해서 들어가 있는줄 아나보네,./data\인사이트.csv
40278,죄인인데 돈도줘요 세금이 남아도나봐 일반 시민들 줘요,./data\인사이트.csv
40279,하 ㅈㄴ 어이없네,./data\인사이트.csv
40280,진심 세금아깝다,./data\인사이트.csv
40281,야유회 왔나보네,./data\인사이트.csv
40283,죄짓고 종신형 내린다면 세금 아깝지 않겠네요근데 무슨 멍멍 소린지단식투쟁해서 하늘까지 가게 내버려 두길,./data\인사이트.csv
40284,그래 니네 하루에10만원씩벌어서 숙박료 식비 목욕비 세탁비 전기세 물세 신앙비 교육비 경호비 싹다 받았으면 좋겠네 공짜로 먹이고재우고인간들만들어주니까 뇌에 똥만차는거지,./data\인사이트.csv
40286,돈 받는걸로도 감사해 해야지,./data\인사이트.csv
40287,지랄도풍년이다 지금거기놀러갔니,./data\인사이트.csv
40288,사형제 폐지니 뭐니 그런거 말고 그냥 죽이면 안됨 세상이 깨끗해지게,./data\인사이트.csv
40289,인권을 어따대고 들먹이는거여,./data\인사이트.csv
40290,"진짜 욕나오네
밥값 방값이나 내라",./data\인사이트.csv
40291,콩밥 반으로 줄여라,./data\인사이트.csv
40292,교도소에 있는 범죄작들은 인간 취급을 하면 안되기에 군대에서 남은 짬통 속 음식물을 줘야 된다,./data\인사이트.csv
40293,놀고들자빠졌네 다 뒈져 어차피 필요없는 인간들인데뭐,./data\인사이트.csv
40294,입닥치고 죗값이나 치러,./data\인사이트.csv
40295,그냥 굶겨라그래야 돈이야기 안나오지,./data\인사이트.csv
40296,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이거 배야,./data\인사이트.csv
40297,나랏돈 막 퍼쓰니까 이젠 아주 막가는구나 빚으로 생활하는 국민들한테 세금 뜯어 공무원 아가리에 처넣고 북한 퍼주니 이젠 전과자가 지랄을 하네,./data\인사이트.csv
40298,진짜 지랄하네 그럼 거기서 계속 살면 되겠다,./data\인사이트.csv
40299,미친편한가보네 지들이 거기서 뭐하는건지 잊엇나 교도소에서 한몫 벌어서 사회생활시작하쟈 생각하는건가 사회밑천벌어주려 일하는게아닐텐데,./data\인사이트.csv
40300,왜 우리나라는 이지랄일까 애초에 돈을 왜주는거야 수감자들한테 세금으로 밥하고 숙박비해결해주는것도 아니꼬운데,./data\인사이트.csv
40301,ㅋㅋㅋ지랄한다 진찌 죄지어놓고 뭘 부족하다고 지랄이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\인사이트.csv
40302,굶어 뒤쟛으면,./data\인사이트.csv
40303,수당도 안줘야 하는거 아닌가요 벌받는 중인데 돈을 준다고요,./data\인사이트.csv
40304,우리나라 이런건 잘들어주지 인권같은 소리하고있다,./data\인사이트.csv
40305,인권 지랄같은소리하네 좋은일하고 잡혀갔니 금식 죽을때까지 해 꼭,./data\인사이트.csv
40306,죄지어서감빵들어간주제에 돈벌러왓냐먹여주고재워주고ㅡㅡ팔자들좋구만ㅡㅡ,./data\인사이트.csv
40307,ㅈㄹ하고잇네요 진짜ㅡㅡ,./data\인사이트.csv
40310,지들이 왜 약자야 ㅋㅋㅋㅋ악자지 사회악,./data\인사이트.csv
40311,그냥 거기서 계속 있어라,./data\인사이트.csv
40315,뭔 개소리여,./data\인사이트.csv
40317,기가 찬다 시발ㅋㅋㅋㅋ,./data\인사이트.csv
40319,수당 수당이라니ㅋㅋㅋ 맙소사 감옥맞나ㅋㅋㅋ 북한으로보냅시다 저인간들ㅡㅡ,./data\인사이트.csv
40320,인권 좋았시네,./data\인사이트.csv
40321,왜 죄를 반성하러 가서 돈을 받아요,./data\인사이트.csv
40322,강제노동 시킵시다,./data\인사이트.csv
40324,아놔 미친새끼들 방금 골수이식 거부받아서 죽은 5살 아이 뉴스보고 왔는데 더 개빡치네살아있어서 무엇을 할 수 있다는 거 자체에 감사해야지 니들보다 더 어리고 약한애들은 병실에서 생사를 오가는데 니들이 그 삶을 살아봤냐고 뭘 더 바라고 있어니들 줄 돈 없어더 필요한 사람한테 줘야지5만원도 개많이 주는구만,./data\인사이트.csv
40326,밥먹고 씻고 자고 하는건 생각들을 안하니죄짓고 들어와 공짜로 먹고 자고 하는것들이 처우개선 ㅈㄹ이 풍년이네 진짜,./data\인사이트.csv
40327,시급 5원도 과분한데,./data\인사이트.csv
40328,개소리하네 저새끼들 강제노역시켜 짜증나네진짜,./data\인사이트.csv
40329,오만원도 아깝다 돈내고 밥처먹어라,./data\인사이트.csv
40330,그래 수당 올려주고 사회와의 격리 2 콜 ㅋㅋㅋ,./data\인사이트.csv
40331,숙박비 밥값 교육비는 왜 생각 안하니 인권 운운하는 덕어 정작 혜택받아야 하는 사람은 못 받고 니들이 그 혜택받고 있다는 생각은 안하니인권존중 외치기 전에 인간다움을 먼저 보여야하는 거 아니니,./data\인사이트.csv
40332,단식투쟁 제발 말리지마세요제발,./data\인사이트.csv
40333,지랄을하네 아주긔냥 ㅡㅡ,./data\인사이트.csv
40334,수당을 왜받냐,./data\인사이트.csv
40335,놀러갔나죄짓고 벌받고 있는건데요즘 진짜 개나소나 다 시위네,./data\인사이트.csv
40336,굶어봐야 정신차리려나 거의 협박인데,./data\인사이트.csv
40337,예 뭐 시발 밥주고 재워주니까 살만한가보네 그랬음 시발 나도 저기 가지 니한테 사기 좀 쳐도 되냐ㅋㅎㅋㅎㅋㅎㅋㅎㅋ,./data\인사이트.csv
40340,"저기 구치소안에 있는 순실이랑 근혜랑 명박이도
감사합니다하고 받는디 니들이 왜 ㅈㄹ이야",./data\인사이트.csv
40341,진짜 지랄 염병을한다 한달에 500원만 줘야되는데,./data\인사이트.csv
40342,1000원도 아깝다,./data\인사이트.csv
40343,또 인권위 나서겠네,./data\인사이트.csv
40345,걍 사형때리자 뭔 시발,./data\인사이트.csv
40346,입고 멕여주고 재워주니까 사리분별이 안되나보네,./data\인사이트.csv
40347,그게 권리인 줄 알지,./data\인사이트.csv
40348,최저임금 사람답게 산 사람이 받을수 있는 최저의 금액 너흰 사람답게 살아왔니,./data\인사이트.csv
40349,3시세끼 먹여주고 재워주고한것만 한달 백만원은 나오겠다 ㅡㅡ,./data\인사이트.csv
40350,그래 죽을때까지 굶어라,./data\인사이트.csv
40351,꺼지세요 처맞기전에,./data\인사이트.csv
40352,호의가 계속 되니깐 권리인줄 알지,./data\인사이트.csv
40353,인권위 등장 안하나ㅋ 피해자보다 가해자 앞장서서 일하는 인권위,./data\인사이트.csv
40354,휴 개나소나 지랄이네,./data\인사이트.csv
40355,그 돈도 감지덕지구만,./data\인사이트.csv
40356,아무런 죄도 짓지 않은 대한민국 20대 청년들은 하루 5만원도 못받으면서 인간취급도 못받고 노예처럼 부려지는데 1발 죄 짓고 들어간 ㅐ771들이 인간 취급을 받길 바라네,./data\인사이트.csv
40357,걍 굶어뒤지자,./data\인사이트.csv
40358,죄를 짖지를 말던가,./data\인사이트.csv
40359,2만원으로 깍아라,./data\인사이트.csv
40360,뭐 한국 교도소니까 또 모르지 가능 할지도,./data\인사이트.csv
40361,지랄 5만원 받는것도 감지덕지,./data\인사이트.csv
40362,그것조차 없애버려야 하는데 말이지 아예굶어서 죽어버려라,./data\인사이트.csv
40363,5만원이 부족해 만족스럽지 못해 그럼 그냥 뒈져 ㅡㅡ 우리세금으로 니들 돈을 왜 줘야하는건데 생각이 없는건가 뇌가 없나 아,./data\인사이트.csv
40364,출소할때 기간에 맞춰서 방세랑 밥값내고가,./data\인사이트.csv
40365,까고 있네 돈이 벌고 싶으면 범죄를 저지르지 말지ㅋ,./data\인사이트.csv
40366,돈을 받는게 더 이상함,./data\인사이트.csv
40367,돈을 바,./data\인사이트.csv
40368,걍 굶어 뒤지라그래,./data\인사이트.csv
40369,개그지같은 소리 범죄저지르고 국민세금으로 쳐자고 밥쳐먹고숙박비랑 밥값내놔라범죄를 저지르고 인권은 무신 개나줘라,./data\인사이트.csv
40370,미친 범죄자주제에 ㅡㅡ,./data\인사이트.csv
40371,최소임금 줘라 대신 세금도 내라 매달 월세 70만원도 내라 관리비 10만원 별도 니들이 그안에서 배우는 기술 수강료도 30만원씩 내고 밥값 한끼에 8천원 내라 커피같은 음료도 한잔에 5천원씩 내고 마시고 과자도 1봉지에 2천원씩 내고 먹어라 니들이 쓰는 생활용품 다 니들 돈주고 사고 니들이 쓰는 공과금도 인당 10만원씩 내라 우리도 밖에서 최저 임금 받고 그돈주고 산다 우린 무슨 죄로 너희들이 위협하는 세상에서 최저 임금 받으면서 일하냐 반성하라고 들여보내준 교도소에서 얼마나 잘먹고 잘 살고 싶어서 그러는지 모르겠다 세상밖에도 최저임금도 못받고 사는 사람들이 얼마나 많은지 너희는 모른다 개소리 정성스럽게 할 시간에 정신차리고 반성 많이해라,./data\인사이트.csv
40372,범죄자들이 말이 많네 교도소가 장난인줄 아나 아님 교도소장이 범같이 안하나,./data\인사이트.csv
40373,안줘도 충분한데 5만원은 너무 많네요,./data\인사이트.csv
40374,더 줄이고 군인 월급 인상하자,./data\인사이트.csv
40375,지롤똥싸고 있네,./data\인사이트.csv
40376,빵안에서도 인권을 따지는군아,./data\인사이트.csv
40377,굶어죽든가 뭔,./data\인사이트.csv
40378,미칬나교도소도 돈주는줄몰랐네 밥먹어주고 재워주고,./data\인사이트.csv
40379,무슨대단한일해서들어갔다고 수당올려달라는건지 지금교도소도 호텔급이구만ㅉㅉ,./data\인사이트.csv
40380,밥주지마라 밥도아깝다 최저임금으로 일당다주고 현사회 시세로 밥값 숙박값 옷값 소모품류값 다 계산기두드려서 받자 저런것들 공짜로 다먹이고 재우고 돈까지주는 나라가 ㅂㅅ이지,./data\인사이트.csv
40381,사형 안처한것도 다행으로 생각해,./data\인사이트.csv
40383,하루4시간먹여줘 재워줘 운동시켜줘사회적약자는 월세내기빠듯하고 밥먹을 때 머릿속으로 잔고 계산해야하는 하루 기본9시간씩 일하는 우리도잇는데,./data\인사이트.csv
40385,그냥 싹다 뒤졌으면 좋겠다 죄가 가볍든 무겁든,./data\인사이트.csv
40386,시위하니깐 밥 주지말고 수도 전기 차단해라굶어 디지시길뭘 잘햇다고 수당이야,./data\인사이트.csv
40387,무슨 개소리를 저리 길게하노,./data\인사이트.csv
